"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","qValuesBatch","pValuesBatch","SYMBOL"
"210159_s_at",-0.0681686067110601,4.54274395809239,-0.740819077578905,0.483635300631297,0.764489008171674,-6.31228890691202,NA,NA,"TRIM31"
"202707_at",0.0556084824822101,5.24808680891449,0.740743427867717,0.483678287793567,0.764499316723708,-6.31234725074704,NA,NA,"UMPS"
"217128_s_at",0.0594884545261065,4.27366692458981,0.740678728112385,0.483715054785924,0.764499316723708,-6.31239714556768,NA,NA,"CAMK1G"
"200597_at",-0.0628902064292891,8.81414263968663,-0.740531677543475,0.483798626310912,0.764499316723708,-6.31251053352124,NA,NA,"EIF3A"
"217369_at",0.0746517728553906,5.27263811131642,0.740527894741436,0.48380077627389,0.764499316723708,-6.31251345011764,NA,NA,"NA"
"212352_s_at",-0.057743307518054,11.6914343342158,-0.740505663692554,0.48381341146343,0.764499316723708,-6.3125305903304,NA,NA,"TMED10"
"212458_at",-0.0539547147196888,8.67072848460958,-0.740358367208191,0.483897134144182,0.764533203169515,-6.31264414539146,NA,NA,"SPRED2"
"201128_s_at",0.0602310117574767,12.1952499100501,0.740312900454164,0.483922979207131,0.764533203169515,-6.31267919314125,NA,NA,"ACLY"
"211915_s_at",0.0658564140175395,4.6572140830977,0.740261373868189,0.483952270029507,0.764533203169515,-6.31271890986719,NA,NA,"TUBB7P"
"201028_s_at",-0.0538240867271558,10.3600225911456,-0.740226431442513,0.483972134088814,0.764533203169515,-6.31274584217813,NA,NA,"CD99"
"213765_at",-0.0603766046846488,3.23036162405914,-0.740085240538664,0.484052403804825,0.764605785971785,-6.31285465585443,NA,NA,"MFAP5"
"214843_s_at",-0.07525182143665,7.63332997970157,-0.739983917894318,0.484110013144957,0.764625963868923,-6.31293273282532,NA,NA,"USP33"
"212633_at",0.0703913012958193,8.57026066146397,0.739939085378226,0.484135505175614,0.764625963868923,-6.31296727687037,NA,NA,"UFL1"
"215888_at",-0.0776165520502783,4.48832126456677,-0.739881678102848,0.48416814859878,0.764625963868923,-6.3130115073424,NA,NA,"PDS5B"
"209157_at",-0.0545920883051636,10.761558013718,-0.739668554308002,0.484289349777641,0.764753329233266,-6.31317568696551,NA,NA,"DNAJA2"
"210072_at",0.0555245297624922,4.03608795569414,0.739575513466603,0.484342267451594,0.764753329233266,-6.31324734827359,NA,NA,"CCL19"
"209030_s_at",-0.0557147315849473,5.60227644718522,-0.739558779648448,0.484351785345969,0.764753329233266,-6.31326023607444,NA,NA,"CADM1"
"222379_at",0.0609713612634626,3.37881633109613,0.739392403265797,0.484446424039072,0.7648485463018,-6.31338835988697,NA,NA,"KCNE4"
"211712_s_at",0.0534486465562272,3.80602752462515,0.739238525069417,0.484533964482279,0.764932543885744,-6.31350683728285,NA,NA,"ANXA9"
"213752_at",-0.0675385408623193,4.94173589864239,-0.739139274584962,0.484590433136224,0.764967480086143,-6.31358324337487,NA,NA,"KAZN"
"220576_at",-0.064791473657225,4.2749602593341,-0.739046461106369,0.484643243430047,0.764996636710207,-6.31365468618756,NA,NA,"PGAP1"
"212679_at",0.0600164586074969,4.30116019282768,0.738933725037006,0.484707394728374,0.765043689412215,-6.31374145410138,NA,NA,"TBL2"
"204205_at",-0.0536981713724476,8.11473889870145,-0.738770594103817,0.484800232751963,0.765096906572473,-6.31386698881055,NA,NA,"APOBEC3G"
"214400_at",0.103032624144782,3.81116796224883,0.738753782673509,0.48480980083391,0.765096906572473,-6.31387992443209,NA,NA,"INSL3"
"211794_at",0.0697836785043142,5.60347281880343,0.738653943387025,0.48486662611095,0.765132381516868,-6.31395674102078,NA,NA,"FYB1"
"203813_s_at",0.0656376494697604,4.44027472065829,0.738313135937755,0.485060636159199,0.765351992254881,-6.31421889274522,NA,NA,"SLIT3"
"200814_at",0.0596811875754888,11.3928162027992,0.738279966051377,0.485079521412368,0.765351992254881,-6.31424440179687,NA,NA,"PSME1"
"221284_s_at",-0.0778907852034783,4.92886837171321,-0.738105550610286,0.485178832811434,0.765351992254881,-6.31437851867959,NA,NA,"SRC"
"212000_at",-0.0556717562112405,7.28449495826821,-0.738073444068925,0.485197115617435,0.765351992254881,-6.31440320409793,NA,NA,"SUGP2"
"206617_s_at",0.0807420583069272,5.49182315851062,0.738034421010825,0.485219337596543,0.765351992254881,-6.31443320611887,NA,NA,"RENBP"
"206368_at",-0.0604793072386665,4.37350811340759,-0.738023549548366,0.485225528555114,0.765351992254881,-6.31444156416421,NA,NA,"CPLX2"
"210423_s_at",0.0617336537463649,5.45843979103165,0.737980104209498,0.485250269846347,0.765351992254881,-6.31447496415747,NA,NA,"SLC11A1"
"201468_s_at",0.0609376667852288,10.8953641509326,0.737917593825753,0.485285869794975,0.765351992254881,-6.31452301808599,NA,NA,"NQO1"
"216009_at",-0.0621778628035123,4.1605253238329,-0.737840107107566,0.485330001255416,0.765351992254881,-6.31458258005405,NA,NA,"SLC39A9"
"221119_at",0.0549547031926307,4.2682207055197,0.737806125935836,0.485349355594771,0.765351992254881,-6.31460869879766,NA,NA,"ARHGEF38"
"210654_at",0.0938006964225311,4.85835244865193,0.737627987483204,0.485450824686171,0.765457815793731,-6.31474560358074,NA,NA,"TNFRSF10D"
"219979_s_at",0.0778871952697777,9.42661607694721,0.73744821980195,0.485553236157199,0.76547618549759,-6.31488373203041,NA,NA,"HIKESHI"
"204093_at",-0.0560295678626304,10.577419273181,-0.737438253243928,0.485558914406581,0.76547618549759,-6.31489138921827,NA,NA,"CCNH"
"207398_at",0.0534358930167347,4.54566115261787,0.737398248142216,0.485581706968414,0.76547618549759,-6.31492212377769,NA,NA,"HOXD13"
"204609_at",-0.0555645782457206,3.38626702603032,-0.737366279046395,0.485599921598597,0.76547618549759,-6.31494668352961,NA,NA,"CCDC85B"
"204871_at",-0.05620425414482,6.48079797101611,-0.737231208560748,0.485676884047022,0.765543334459457,-6.31505043931588,NA,NA,"MTERF1"
"221597_s_at",0.0721675000579047,10.0283380771468,0.737103130574266,0.485749869726491,0.765579534966285,-6.31514880883758,NA,NA,"TMEM208"
"205032_at",0.081537501038448,7.12043601022267,0.73704044467621,0.485785594168362,0.765579534966285,-6.31519694907338,NA,NA,"ITGA2"
