"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","qValuesBatch","pValuesBatch","SYMBOL"
"204440_at",0.425924493659452,5.83822019354104,7.14310691167184,0.000586404026266006,0.969788437332656,-2.28539800964096,NA,NA,"CD83"
"206677_at",0.510952248957597,3.90892165140991,6.8367709886977,0.000728870502847191,0.969788437332656,-2.32483633724866,NA,NA,"KRT31"
"219660_s_at",0.403313687327629,4.81270874886646,6.6499301152379,0.000835570942221486,0.969788437332656,-2.35095365358048,NA,NA,"ATP8A2"
"213371_at",0.612633982903856,3.27952629114151,6.49536453027763,0.000937777649477889,0.969788437332656,-2.37385010785934,NA,NA,"LDB3"
"221444_at",0.367903738846363,3.17037904112739,5.87477781488052,0.00152547034778893,0.969788437332656,-2.47925645174654,NA,NA,"TAS2R16"
"219785_s_at",-0.396882490695543,5.20882970902694,-5.82373140404116,0.00159054731715798,0.969788437332656,-2.48900437446001,NA,NA,"NA"
"212981_s_at",-0.376524323926221,8.26430229723162,-5.7876051170436,0.00163855149867792,0.969788437332656,-2.49601225477978,NA,NA,"TCAF1"
"222331_at",0.357015872582622,4.86968665216407,5.67453271681593,0.00180002289031821,0.969788437332656,-2.51854775996475,NA,NA,"NA"
"216497_at",-0.341767222487617,4.58874417853671,-5.59428150635811,0.00192584550824723,0.969788437332656,-2.5351132273543,NA,NA,"NA"
"210827_s_at",-0.344542533656153,7.70254689838062,-5.49818117418371,0.00209014536146609,0.969788437332656,-2.55560027893352,NA,NA,"ELF3"
"215282_at",0.388940120242613,3.65870379212516,5.49313604935271,0.00209920947767448,0.969788437332656,-2.55669589567133,NA,NA,"ANAPC13"
"205950_s_at",-0.326457083972364,3.74800410728372,-5.46871172871821,0.00214373850007481,0.969788437332656,-2.56202878787279,NA,NA,"CA1"
"205838_at",0.321720938604122,2.97147073786064,5.44133118967974,0.0021949617641301,0.969788437332656,-2.56806440744663,NA,NA,"GYPA"
"203963_at",0.405504357247866,4.14785277131085,5.41882210682156,0.00223813357603588,0.969788437332656,-2.57307199454834,NA,NA,"CA12"
"213790_at",0.530127365150511,3.91296834122218,5.40692153472559,0.00226135490213719,0.969788437332656,-2.57573635892546,NA,NA,"ADAM12"
"221930_at",0.335718278284547,3.9771055506797,5.38363123257574,0.00230761148475835,0.969788437332656,-2.58098471465865,NA,NA,"PHF7"
"205194_at",-0.346008980101065,7.30577485723543,-5.28748839660638,0.00251050110834972,0.969788437332656,-2.60313521427203,NA,NA,"PSPH"
"222287_at",-0.355021862387382,2.63437577875269,-5.24549697083307,0.00260553013034074,0.969788437332656,-2.61306038474146,NA,NA,"TRDN"
"217368_at",-0.332948353758838,5.77995601500043,-5.19897505520296,0.00271569754538486,0.969788437332656,-2.62423901260353,NA,NA,"NA"
"214277_at",-0.317260340992509,4.82067100156692,-5.147211802116,0.00284464851805878,0.969788437332656,-2.63690715859475,NA,NA,"COX11"
"220111_s_at",0.311854737874815,3.14777943191251,5.13511167927888,0.00287580184710313,0.969788437332656,-2.63990394040242,NA,NA,"ANO2"
"206616_s_at",-0.315285222943587,3.4704668209774,-5.11707748529126,0.00292296629976389,0.969788437332656,-2.64439563019891,NA,NA,"ADAM22"
"215497_s_at",0.304650097071422,6.53346143618562,4.99492253458191,0.0032669683853831,0.969788437332656,-2.67563268131087,NA,NA,"WDTC1"
