Sample	Gene	gene_symbol	count	Status
SRX6072822	Mir6990	Mir6990	4.52710964366212	IL6_12
SRX6072822	2310067B10Rik	2310067B10Rik	494.586728570087	IL6_12
SRX6072822	Mospd3	Mospd3	43.0075416147902	IL6_12
SRX6072822	Haus7	Haus7	527.408273486637	IL6_12
SRX6072822	D15Ertd621e	D15Ertd621e	2191.12106753247	IL6_12
SRX6072822	Tas1r3	Tas1r3	11.3177741091553	IL6_12
SRX6072822	Crtc1	Crtc1	136.945066720779	IL6_12
SRX6072822	Gxylt1	Gxylt1	507.036280090158	IL6_12
SRX6072822	Inpp1	Inpp1	255.78169486691	IL6_12
SRX6072822	Rbm3	Rbm3	8097.86737510062	IL6_12
SRX6072822	C030037D09Rik	C030037D09Rik	18.1084385746485	IL6_12
SRX6072822	Fgfr3	Fgfr3	5.65888705457765	IL6_12
SRX6072822	Tbc1d10a	Tbc1d10a	602.105582607062	IL6_12
SRX6072822	Cacna1b	Cacna1b	4.52710964366212	IL6_12
SRX6072822	Slc30a7	Slc30a7	1021.99500205672	IL6_12
SRX6072822	Metap1	Metap1	3250.4647241494	IL6_12
SRX6072822	Enpp4	Enpp4	321.424784700011	IL6_12
SRX6072822	Ppp3cb	Ppp3cb	940.507028470806	IL6_12
SRX6072822	Snord92	Snord92	12.4495515200708	IL6_12
SRX6072822	Mir8100	Mir8100	0	IL6_12
SRX6072822	Lrch1	Lrch1	1066.13432108243	IL6_12
SRX6072822	Snord70	Snord70	23.7673256292261	IL6_12
SRX6072822	Gm16062	Gm16062	45.2710964366212	IL6_12
SRX6072822	Cdc25b	Cdc25b	666.616895029248	IL6_12
SRX6072822	Lsm10	Lsm10	358.773439260223	IL6_12
SRX6072822	H2-T10	H2-T10	255.78169486691	IL6_12
SRX6072822	Lrig1	Lrig1	3184.8216343163	IL6_12
SRX6072822	Rtkn2	Rtkn2	26.0308804510572	IL6_12
SRX6072822	Traf2	Traf2	1196.28872333772	IL6_12
