Sample	Gene	gene_symbol	count	Status
SRX6072819	Rabl2	Rabl2	60.0808568362024	IL6_3
SRX6072819	Styxl1	Styxl1	6.21526105202094	IL6_3
SRX6072819	Kctd6	Kctd6	94.2647926223175	IL6_3
SRX6072819	Dusp11	Dusp11	2153.58795452525	IL6_3
SRX6072819	4930590J08Rik	4930590J08Rik	4.14350736801396	IL6_3
SRX6072819	Cdc7	Cdc7	1239.94457987818	IL6_3
SRX6072819	Mx2	Mx2	16.5740294720558	IL6_3
SRX6072819	Cuta	Cuta	374.987416805263	IL6_3
SRX6072819	Coa3	Coa3	734.436680980474	IL6_3
SRX6072819	Tmub2	Tmub2	343.911111545158	IL6_3
SRX6072819	1700105P06Rik	1700105P06Rik	7.25113789402442	IL6_3
SRX6072819	Clcn6	Clcn6	106.695314726359	IL6_3
SRX6072819	1110002L01Rik	1110002L01Rik	386.382062067301	IL6_3
SRX6072819	Fxyd5	Fxyd5	2556.54404606461	IL6_3
SRX6072819	Chac2	Chac2	110.838822094373	IL6_3
SRX6072819	Tmie	Tmie	41.4350736801396	IL6_3
SRX6072819	Cmtm6	Cmtm6	2591.76385869273	IL6_3
SRX6072819	Arhgef17	Arhgef17	13.4663989460454	IL6_3
SRX6072819	Plp2	Plp2	735.472557822477	IL6_3
SRX6072819	Fibp	Fibp	393.633199961326	IL6_3
SRX6072819	Hpgds	Hpgds	5.17938421001745	IL6_3
SRX6072819	Cdca5	Cdca5	1176.75609251596	IL6_3
SRX6072819	Sav1	Sav1	611.167336782059	IL6_3
SRX6072819	Rbfox2	Rbfox2	5.17938421001745	IL6_3
SRX6072819	Tmem30b	Tmem30b	2.07175368400698	IL6_3
SRX6072819	Maged1	Maged1	85.9777778862896	IL6_3
SRX6072819	Als2cl	Als2cl	857.706025178889	IL6_3
SRX6072819	Hdac4	Hdac4	665.03293256624	IL6_3
SRX6072819	Agtrap	Agtrap	247.574565238834	IL6_3
SRX6072819	Nubpl	Nubpl	300.404284181012	IL6_3
SRX6072819	Mrps22	Mrps22	1226.47818093213	IL6_3
SRX6072819	Mrpl15	Mrpl15	2455.02811554827	IL6_3
SRX6072819	Sec62	Sec62	1395.3261061787	IL6_3
SRX6072819	Kcnab2	Kcnab2	3444.2904996616	IL6_3
SRX6072819	Dus1l	Dus1l	1868.72182297429	IL6_3
SRX6072819	5930430L01Rik	5930430L01Rik	3.10763052601047	IL6_3
SRX6072819	Ehmt1	Ehmt1	1415.00776617677	IL6_3
SRX6072819	Ddx46	Ddx46	3808.91914804683	IL6_3
SRX6072819	Cdc42bpb	Cdc42bpb	200.960107348677	IL6_3
SRX6072819	H2-DMa	H2-DMa	39.3633199961326	IL6_3
SRX6072819	5730480H06Rik	5730480H06Rik	19.6816599980663	IL6_3
SRX6072819	Ino80	Ino80	1627.36251878748	IL6_3
SRX6072819	Timm50	Timm50	2199.16653557341	IL6_3
SRX6072819	Tmem14c	Tmem14c	1694.69451351771	IL6_3
SRX6072819	Pdk3	Pdk3	853.562517810875	IL6_3
SRX6072819	Hook2	Hook2	258.969210500872	IL6_3
SRX6072819	Riok1	Riok1	1541.38474090119	IL6_3
SRX6072819	Casc5	Casc5	794.517537816676	IL6_3
SRX6072819	Ctla4	Ctla4	2596.94324290275	IL6_3
SRX6072819	Cadm4	Cadm4	2.07175368400698	IL6_3
SRX6072819	Dscr3	Dscr3	856.670148336886	IL6_3
SRX6072819	Bloc1s5	Bloc1s5	247.574565238834	IL6_3
SRX6072819	Neil2	Neil2	7.25113789402442	IL6_3
SRX6072819	Efna2	Efna2	2.07175368400698	IL6_3
SRX6072819	Nt5m	Nt5m	343.911111545158	IL6_3
SRX6072819	Muc13	Muc13	3.10763052601047	IL6_3
SRX6072819	Fam13b	Fam13b	465.108702059567	IL6_3
SRX6072819	A130010J15Rik	A130010J15Rik	682.642838880299	IL6_3
SRX6072819	Ccar1	Ccar1	2587.62035132472	IL6_3
SRX6072819	Socs6	Socs6	399.848461013347	IL6_3
SRX6072819	Mms19	Mms19	1360.10629355058	IL6_3
SRX6072819	Stat6	Stat6	4770.21285742607	IL6_3
