Sample	Gene	gene_symbol	count	Status
SRX6072828	Mir6973a	Mir6973a	3.08373656829482	IL6_TGFb_3
SRX6072828	Calhm2	Calhm2	1066.97285263001	IL6_TGFb_3
SRX6072828	Atad2b	Atad2b	1039.21922351536	IL6_TGFb_3
SRX6072828	Eid3	Eid3	38.5467071036853	IL6_TGFb_3
SRX6072828	Gm14326	Gm14326	143.393750425709	IL6_TGFb_3
SRX6072828	Fam188a	Fam188a	724.678093549283	IL6_TGFb_3
SRX6072828	Mir7012	Mir7012	4.62560485244223	IL6_TGFb_3
SRX6072828	Msrb3	Msrb3	3.08373656829482	IL6_TGFb_3
SRX6072828	Dnaaf5	Dnaaf5	650.668415910208	IL6_TGFb_3
SRX6072828	BC068281	BC068281	222.029032917227	IL6_TGFb_3
SRX6072828	2310033P09Rik	2310033P09Rik	393.17641245759	IL6_TGFb_3
SRX6072828	2410127L17Rik	2410127L17Rik	252.866398600175	IL6_TGFb_3
SRX6072828	Kdm8	Kdm8	240.531452326996	IL6_TGFb_3
SRX6072828	1700112J16Rik	1700112J16Rik	3.08373656829482	IL6_TGFb_3
SRX6072828	Bricd5	Bricd5	7.70934142073706	IL6_TGFb_3
SRX6072828	Ergic1	Ergic1	2989.68260296183	IL6_TGFb_3
SRX6072828	Kctd21	Kctd21	6.16747313658964	IL6_TGFb_3
SRX6072828	Hist1h3i	Hist1h3i	2207.95538289909	IL6_TGFb_3
SRX6072828	Ccdc30	Ccdc30	57.0491265134542	IL6_TGFb_3
SRX6072828	Ache	Ache	0	IL6_TGFb_3
SRX6072828	Frs3	Frs3	7.70934142073706	IL6_TGFb_3
SRX6072828	Ahctf1	Ahctf1	7071.00795110003	IL6_TGFb_3
SRX6072828	2410004B18Rik	2410004B18Rik	467.186090096666	IL6_TGFb_3
SRX6072828	Spock2	Spock2	3.08373656829482	IL6_TGFb_3
SRX6072828	Nim1k	Nim1k	24.6698925463586	IL6_TGFb_3
SRX6072828	Alg11	Alg11	669.170835319976	IL6_TGFb_3
