pred_pressure,pressure
2.351857900619507,7.524743195898316
6.848769664764404,9.28229683217872
10.878707885742188,10.33682901394696
12.96146011352539,9.84471399578846
12.387238502502441,11.180454759361556
13.022391319274902,11.531965486617624
13.516915321350098,11.110152613910332
13.05543041229248,12.375591232032221
13.026144027709961,12.445893377483447
13.027762413024902,13.219216977446818
13.637253761291504,13.219216977446818
13.651205062866211,13.711331995605335
13.394675254821777,14.97677061372724
13.20998477935791,14.34405130466627
13.522631645202637,15.04707275917843
13.603893280029297,15.117374904629656
13.880160331726074,14.695562031922364
14.010428428649902,15.820396359141819
14.447880744934082,15.750094213690607
14.39424991607666,16.38281352275156
14.219890594482422,16.38281352275156
14.34483814239502,15.961000650044253
14.388622283935547,17.085834977263726
14.581768035888672,16.94523068636129
14.664443016052246,17.50764784997101
14.661214828491211,17.367043559068573
14.74426555633545,18.14036715903195
14.795406341552734,17.788856431775887
14.897042274475098,18.562180031739253
14.887799263000488,17.15613712271493
8.21766471862793,9.84471399578846
4.667523384094238,7.876253923154397
5.355894088745117,8.227764650410476
4.0101237297058105,7.384138904995879
4.133613109588623,6.751419595934944
3.4617667198181152,7.7356496322519614
3.4743847846984863,6.399908868678847
3.3439908027648926,6.399908868678847
3.2720158100128174,7.243534614093443
3.018807888031006,5.9077938505203464
2.927797317504883,6.610815305032508
2.904423952102661,6.329606723227638
2.928940773010254,6.259304577776413
2.944758176803589,6.8217217413861535
2.9121811389923096,5.9780959959715565
2.8788533210754395,6.399908868678847
3.05072283744812,6.610815305032508
3.2176992893218994,6.962326032288589
3.247237205505371,6.540513159581282
3.560633897781372,6.8217217413861535
3.630403757095337,6.470211014130072
3.7318859100341797,7.032628177739799
3.7579662799835205,6.189002432325218
3.814882516860962,7.032628177739799
3.783620595932007,6.8217217413861535
3.802741289138794,7.032628177739799
3.819002151489258,6.751419595934944
3.8814470767974854,7.102930323191009
3.9335289001464844,5.696887414166684
4.005491733551025,6.540513159581282
3.9739274978637695,5.837491705069121
3.857889175415039,6.259304577776413
3.7979745864868164,5.696887414166684
3.7816436290740967,6.118700286873993
3.770913600921631,5.626585268715477
3.7704367637634277,5.9780959959715565
3.7579550743103027,5.55628312326425
3.7124176025390625,5.696887414166684
3.709350109100342,5.345376686910621
3.7144546508789062,5.626585268715477
3.6922976970672607,5.13447025055696
3.6465649604797363,5.485980977813057
3.598367214202881,5.0641681051057486
3.553736925125122,5.204772396008185
3.542557954788208,5.0641681051057486
3.540545701980591,5.204772396008185
3.5301666259765625,4.993865959654523
3.5235512256622314,5.0641681051057486
3.5146334171295166,5.13447025055696
3.5276336669921875,5.0641681051057486
4.076705455780029,6.751419595934944
8.098031997680664,12.305289086581011
13.045485496520996,18.70278432264168
17.73008918762207,24.53786239509263
22.131084442138672,27.842063231299797
24.57299041748047,27.20934392223884
25.057552337646484,26.365718176824235
24.75860023498535,25.311185995056
24.02096939086914,23.97544523148289
23.655868530273438,24.11604952238532
23.74544906616211,25.592394576860872
23.192405700683594,24.11604952238532
22.555112838745117,22.850610904263434
22.5720157623291,22.147589449751273
22.403079986572266,23.27242377697073
22.480030059814453,26.436020322275468
22.824827194213867,27.349948213141275
22.835357666015625,25.100279558702354
22.445219039916992,23.202121631519518
22.34235191345215,22.92091304971466
21.909469604492188,25.100279558702354
21.598388671875,25.803301013214515
21.48548126220703,23.5536323587756
21.318904876708984,22.2178915952025
21.27376937866211,22.78030875881223
21.1906795501709,25.592394576860872
21.08417320251465,26.576624613177906
21.11911392211914,24.53786239509263
21.17857551574707,22.850610904263434
21.208677291870117,23.202121631519518
20.982742309570312,25.592394576860872
20.848947525024414,23.623934504226817
10.308540344238281,8.579275377666558
6.271309852600098,5.13447025055696
6.7571821212768555,7.313836759544668
4.802444934844971,7.243534614093444
4.651576519012451,7.173232468642234
4.287666320800781,7.173232468642234
4.250028610229492,7.243534614093444
4.115408897399902,7.032628177739799
4.202132225036621,6.892023886837379
4.039768695831299,6.962326032288589
4.038867473602295,6.8217217413861535
4.094411373138428,7.032628177739799
4.041287899017334,6.962326032288589
4.0738301277160645,6.892023886837379
4.008745193481445,7.032628177739799
3.9683001041412354,6.962326032288589
4.064670562744141,6.681117450483718
3.8722198009490967,7.80595177770317
3.911025285720825,7.173232468642234
3.974642753601074,7.524743195898317
4.069131851196289,7.243534614093444
4.41654634475708,7.384138904995879
4.55952787399292,7.80595177770317
4.718136787414551,6.189002432325218
4.765517234802246,7.735649632251961
4.731525897979736,7.66534748680075
4.69825553894043,7.243534614093444
4.704855442047119,7.454441050447106
4.7657999992370605,7.384138904995879
4.7752251625061035,8.157462504959266
4.750213146209717,5.767189559617911
4.75374174118042,6.962326032288589
4.664045810699463,7.032628177739799
4.595260143280029,6.540513159581282
4.577979564666748,6.962326032288589
4.605387210845947,6.962326032288589
4.60844087600708,6.470211014130072
4.588344097137451,6.540513159581282
4.595938682556152,6.681117450483718
4.594220161437988,6.540513159581282
4.578045845031738,6.329606723227638
4.605750560760498,6.610815305032508
4.606916904449463,6.681117450483718
4.582376480102539,6.048398141422782
4.5774431228637695,6.470211014130072
4.582094669342041,6.610815305032508
2.4587464332580566,7.384138904995879
5.320926666259766,8.368368941312912
9.939727783203125,9.001088250373863
12.83505630493164,9.774411850337236
12.841349601745605,10.125922577593316
14.07205867767334,10.828944032105477
14.685133934020996,11.250756904812768
14.89753246307373,11.95377835932493
14.834898948669434,11.742871922971284
15.000959396362305,12.656799813837091
15.793373107910156,12.727101959288314
16.05272674560547,13.500425559251688
15.775077819824219,13.711331995605335
15.61154556274414,14.414353450117494
15.826338768005371,14.625259886471143
15.75070571899414,14.765864177373574
15.836273193359375,15.820396359141819
16.276386260986328,16.523417813653978
17.044370651245117,17.085834977263726
17.451492309570312,17.718554286324657
17.68418312072754,17.50764784997101
17.786306381225586,17.577949995422227
17.25122833251953,17.859158577227095
16.79909896850586,17.999762868129512
16.36235809326172,18.421575740836822
16.103120803833008,18.63248217719048
16.14089012145996,18.843388613544107
15.964365005493164,19.265201486251414
16.077247619628906,19.40580577715385
16.040279388427734,18.35127359538561
9.251433372497559,12.234986941129783
5.232581615447998,11.110152613910332
5.936147689819336,10.899246177556686
4.646294116973877,9.633807559434802
4.818657398223877,11.250756904812768
4.29303503036499,8.790181814020203
4.1453752517700195,8.438671086764122
4.0069050788879395,9.56350541398359
3.878617286682129,7.876253923154397
3.609009265899658,7.524743195898315
3.4724981784820557,8.438671086764122
3.2851438522338867,7.10293032319101
3.247770071029663,6.540513159581282
3.3095648288726807,7.173232468642234
3.2012219429016113,6.540513159581282
3.134030818939209,7.173232468642234
3.198054075241089,6.259304577776412
3.056532621383667,6.399908868678848
2.9964985847473145,6.681117450483718
3.054048776626587,5.9780959959715565
3.0760438442230225,6.540513159581282
3.1175222396850586,5.767189559617911
3.175218105316162,6.189002432325218
3.178250551223755,5.9780959959715565
3.158193826675415,5.485980977813058
3.1568257808685303,6.189002432325218
3.1846094131469727,5.204772396008185
