vsp_number,wgs,lineage,lineage_simple,specimen_label,MMWRyear,MMWRweek,year_week,year_week_int,cdc_lineage
VSP0701,TRUE,B.1.575,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP0702,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP0703,TRUE,B.1.243,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP0704,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1045,TRUE,B.1.311,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1048,TRUE,B.1.311,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1050,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1053,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1058,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1059,TRUE,B.1.396,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1060,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1226,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1227,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1228,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1229,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1230,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1231,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1232,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1233,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1236,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1237,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1238,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1239,TRUE,B.1.234,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1366,TRUE,B.1.311,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1367,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1549,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1550,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1581,TRUE,B.1.637,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1583,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1585,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1586,TRUE,B.1,B.1,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1598,TRUE,B.1.243,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3042,TRUE,B.1.1,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3043,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP3044,TRUE,B.1.637,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3045,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3046,TRUE,R.1,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3049,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP3050,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP3051,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP3053,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP3054,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP3055,TRUE,R.1,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3056,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP3057,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP3166,TRUE,B.1.349,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1909,TRUE,B.1.429,Other,Lineage Measured Only,2021,11,2021-11,7,Epsilon (B.1.427 and B.1.429)
VSP1883,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1919,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1922,TRUE,P.1,Other,Lineage Measured Only,2021,11,2021-11,7,Gamma (P.1)
VSP1360,TRUE,R.1,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1421,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1966,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1375,TRUE,B.1.596,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1946,TRUE,B.1.111,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1882,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1363,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1965,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1364,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1387,TRUE,P.1.10,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1240,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1241,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1242,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1243,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1244,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1245,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1246,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1247,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1248,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1249,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1390,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1393,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1511,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1589,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1597,TRUE,B.1.575,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1800,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1806,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1816,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP3378,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1382,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1383,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1384,TRUE,B.1.596,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1521,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1386,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1520,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1911,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1917,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1408,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1888,TRUE,P.1,Other,Lineage & Ct Measured,2021,11,2021-11,7,Gamma (P.1)
VSP1523,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1416,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1406,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1650,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1250,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1251,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1252,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1253,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1254,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1255,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1256,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1257,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1258,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1259,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1260,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1262,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1263,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1592,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1594,TRUE,P.1,Other,Lineage Measured Only,2021,11,2021-11,7,Gamma (P.1)
VSP1595,TRUE,B.1.575,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1596,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1605,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1606,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1657,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1803,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1411,TRUE,B.1,B.1,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1955,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1405,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1957,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1524,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1422,TRUE,B.1.1.434,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1918,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1912,TRUE,B.1.111,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1642,TRUE,R.1,Other,Lineage & Ct Measured,2021,11,2021-11,7,Other
VSP1884,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1923,TRUE,B.1.429,Other,Lineage & Ct Measured,2021,11,2021-11,7,Epsilon (B.1.427 and B.1.429)
VSP1423,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,11,2021-11,7,Iota (B.1.526)
VSP1526,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1267,TRUE,None,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1268,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1599,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1600,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1601,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1602,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1603,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1604,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1607,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1608,TRUE,B.1.575,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1609,TRUE,B.1.637,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1610,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1611,TRUE,B.1.575,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1612,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1613,TRUE,B.1.243,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1614,TRUE,B.1.575,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1615,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1658,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,11,2021-11,7,Alpha (B.1.1.7 or Q)
VSP1659,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,11,2021-11,7,Iota (B.1.526)
VSP1821,TRUE,B.1.2,Other,Lineage Measured Only,2021,11,2021-11,7,Other
VSP1424,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,12,2021-12,8,Iota (B.1.526)
VSP1934,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1907,TRUE,R.1,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1641,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1527,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1528,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1649,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1529,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1616,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1617,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1618,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1619,TRUE,B.1.243,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1620,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1621,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1622,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1623,TRUE,B.1.2,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1624,TRUE,R.1,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1660,TRUE,B.1.588,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1818,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1824,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1825,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1672,TRUE,P.1.10,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1670,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1430,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1426,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1640,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1639,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,12,2021-12,8,Iota (B.1.526)
VSP1515,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1514,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP0707,TRUE,B.1.243,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP0709,TRUE,B.1.2,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP0711,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1212,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1269,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1447,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1625,TRUE,B.1.623,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1626,TRUE,B.1.2,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1627,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1628,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1629,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1630,TRUE,P.1,Other,Lineage Measured Only,2021,12,2021-12,8,Gamma (P.1)
VSP1631,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1794,TRUE,B.1.429,Other,Lineage Measured Only,2021,12,2021-12,8,Epsilon (B.1.427 and B.1.429)
VSP1798,TRUE,B.1.2,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1801,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1537,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1893,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1887,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1671,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,12,2021-12,8,Iota (B.1.526)
VSP1643,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1538,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1536,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1881,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1645,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1530,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1900,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1533,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1644,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,12,2021-12,8,Iota (B.1.526)
VSP1518,TRUE,None,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1519,TRUE,R.1,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1952,TRUE,B.1.2,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1517,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1531,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1534,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1669,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1673,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1532,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1648,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1453,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1454,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1513,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1792,TRUE,B.1.575,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1799,TRUE,B.1.243,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1804,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1805,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1822,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1823,TRUE,B.1.2,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1838,TRUE,P.1,Other,Lineage Measured Only,2021,12,2021-12,8,Gamma (P.1)
VSP3171,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3172,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3173,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3174,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3175,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3177,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3178,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3179,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3180,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP3381,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1915,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1902,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1914,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1961,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,12,2021-12,8,Iota (B.1.526)
VSP1539,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1541,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,12,2021-12,8,Iota (B.1.526)
VSP1684,TRUE,B.1.637,Other,Lineage Measured Only,2021,12,2021-12,8,Other
VSP1542,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
VSP1683,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1544,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,12,2021-12,8,Iota (B.1.526)
VSP1685,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,12,2021-12,8,Alpha (B.1.1.7 or Q)
VSP1632,TRUE,B.1.1.434,Other,Lineage & Ct Measured,2021,12,2021-12,8,Other
