vsp_number,wgs,lineage,lineage_simple,specimen_label,MMWRyear,MMWRweek,year_week,year_week_int,cdc_lineage
VSP0759,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0760,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0761,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0762,TRUE,B.1,B.1,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0763,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0764,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0765,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0766,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0768,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0769,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0770,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0772,TRUE,R.1,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0773,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0774,TRUE,B.1.1.265,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0775,TRUE,R.1,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0781,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0783,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0784,TRUE,B.1.234,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP8029,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,5,2021-05,1,Iota (B.1.526)
VSP0810,TRUE,B.1.561,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0811,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,5,2021-05,1,Alpha (B.1.1.7 or Q)
VSP3001,TRUE,B.1.311,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3004,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3005,TRUE,B.1.1,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3006,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3007,TRUE,B.1.588,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3008,TRUE,B.1.1,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3009,TRUE,B.1.588,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3010,TRUE,B.1,B.1,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3011,TRUE,B.1.596,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3012,TRUE,B.1,B.1,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3013,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3014,TRUE,B.1.1.348,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3015,TRUE,B.1,B.1,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3016,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3017,TRUE,B.1.1,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3018,TRUE,B.1.1,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3146,TRUE,B.1.243,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3147,TRUE,B.1.596,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3149,TRUE,B.1.596,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP8030,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,5,2021-05,1,Alpha (B.1.1.7 or Q)
VSP0794,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0796,TRUE,B.1.2,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3162,TRUE,B.1.311,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3163,TRUE,B.1.361,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP3164,TRUE,B.1,B.1,Lineage Measured Only,2021,5,2021-05,1,Other
VSP8031,TRUE,B.1.575,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP0812,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,5,2021-05,1,Alpha (B.1.1.7 or Q)
VSP8032,TRUE,B.1.575,Other,Lineage Measured Only,2021,5,2021-05,1,Other
VSP8033,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,6,2021-06,2,Iota (B.1.526)
VSP0658,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0659,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0660,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0661,TRUE,B.1.433,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0662,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0663,TRUE,B.1.427,Other,Lineage Measured Only,2021,6,2021-06,2,Epsilon (B.1.427 and B.1.429)
VSP0664,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0665,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0666,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0668,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0669,TRUE,B.1.429,Other,Lineage Measured Only,2021,6,2021-06,2,Epsilon (B.1.427 and B.1.429)
VSP0670,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0671,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0813,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP0814,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP3019,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP3020,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3021,TRUE,B.1,B.1,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3022,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3023,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,6,2021-06,2,Iota (B.1.526)
VSP3024,TRUE,B.1,B.1,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3025,TRUE,B.1.1,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3026,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,6,2021-06,2,Iota (B.1.526)
VSP3027,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3028,TRUE,R.1,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3029,TRUE,B.1.311,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP3031,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP8034,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP8035,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,6,2021-06,2,Iota (B.1.526)
VSP8036,TRUE,B.1.575,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP8037,TRUE,B.1.427,Other,Lineage Measured Only,2021,6,2021-06,2,Epsilon (B.1.427 and B.1.429)
VSP8038,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP8039,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0804,TRUE,B.1.1.348,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0805,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP0806,TRUE,B.1.234,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0807,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0826,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0828,TRUE,B.1.2,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0815,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP0817,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0819,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0820,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0821,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0822,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0823,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0824,TRUE,B.1.234,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0832,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0870,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,6,2021-06,2,Alpha (B.1.1.7 or Q)
VSP8040,TRUE,B.1.575,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP8041,TRUE,B.1.243,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP8042,TRUE,B.1.595,Other,Lineage Measured Only,2021,6,2021-06,2,Other
VSP0840,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,7,2021-07,3,Other
VSP0844,TRUE,B.1.1.265,Other,Lineage Measured Only,2021,7,2021-07,3,Other
VSP0845,TRUE,B.1.2,Other,Lineage Measured Only,2021,7,2021-07,3,Other
VSP0846,TRUE,B.1.2,Other,Lineage Measured Only,2021,7,2021-07,3,Other
VSP0868,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,7,2021-07,3,Alpha (B.1.1.7 or Q)
VSP0869,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,7,2021-07,3,Alpha (B.1.1.7 or Q)
VSP8043,TRUE,B.1.1,Other,Lineage Measured Only,2021,7,2021-07,3,Other
VSP0871,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,7,2021-07,3,Alpha (B.1.1.7 or Q)
VSP0979,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0986,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,7,2021-07,3,Iota (B.1.526)
VSP0938,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0982,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0980,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0872,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,7,2021-07,3,Alpha (B.1.1.7 or Q)
VSP8044,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,7,2021-07,3,Alpha (B.1.1.7 or Q)
VSP8045,TRUE,B.1.234,Other,Lineage Measured Only,2021,7,2021-07,3,Other
VSP0981,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0977,TRUE,B.1.234,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0983,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,7,2021-07,3,Other
VSP0873,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,7,2021-07,3,Alpha (B.1.1.7 or Q)
VSP0985,TRUE,B.1.1.434,Other,Lineage & Ct Measured,2021,8,2021-08,4,Other
VSP0978,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,8,2021-08,4,Iota (B.1.526)
VSP8001,TRUE,B.1.409,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8002,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,8,2021-08,4,Iota (B.1.526)
VSP0984,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,8,2021-08,4,Other
VSP0859,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,8,2021-08,4,Iota (B.1.526)
VSP0861,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0862,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0863,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0864,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0865,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0866,TRUE,B.1.480,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0867,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0879,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0880,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0881,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0992,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,8,2021-08,4,Iota (B.1.526)
VSP0939,TRUE,B.1.596,Other,Lineage & Ct Measured,2021,8,2021-08,4,Other
VSP0941,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,8,2021-08,4,Other
VSP0882,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0889,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,8,2021-08,4,Iota (B.1.526)
VSP8046,TRUE,B.1.234,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0942,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0875,TRUE,B.1.637,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0884,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0885,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0890,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0886,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0887,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0888,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0891,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP8006,TRUE,B.1.637,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0892,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0893,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0894,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0895,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0923,TRUE,B.1.311,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0926,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8003,TRUE,B.1.637,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8004,TRUE,B.1.596,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8005,TRUE,B.1.234,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8007,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,8,2021-08,4,Iota (B.1.526)
VSP8008,TRUE,B.1.2,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8010,TRUE,R.1,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8011,TRUE,B.1.575,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8012,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0943,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,8,2021-08,4,Other
VSP0935,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0896,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP0897,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,8,2021-08,4,Alpha (B.1.1.7 or Q)
VSP8009,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,8,2021-08,4,Iota (B.1.526)
VSP8013,TRUE,B.1.1.519,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8014,TRUE,B.1.243,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP8015,TRUE,B.1.243,Other,Lineage Measured Only,2021,8,2021-08,4,Other
VSP0944,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0937,TRUE,B.1.110.3,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0936,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0934,TRUE,B.1.234,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0672,TRUE,B.1.243,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0673,TRUE,B.1.243,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0674,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP0676,TRUE,R.1,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0677,TRUE,B.1.628,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0678,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0679,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0680,TRUE,B.1.637,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0681,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,9,2021-09,5,Iota (B.1.526)
VSP0682,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0683,TRUE,B.1.243,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0684,TRUE,B.1.243,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0685,TRUE,B.1.575,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0695,TRUE,B.1.575,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0696,TRUE,B.1.637,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0697,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0698,TRUE,B.1.243,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0898,TRUE,B.1.311,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0899,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0900,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0901,TRUE,B.1.1.434,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3373,TRUE,B.1.588,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP8016,TRUE,B.1.595,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP8017,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8018,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8019,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8020,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8021,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP8022,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8023,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,9,2021-09,5,Iota (B.1.526)
VSP8024,TRUE,B.1.596,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP8025,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP8026,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,9,2021-09,5,Iota (B.1.526)
VSP0950,TRUE,B.1.311,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0975,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,9,2021-09,5,Iota (B.1.526)
VSP0952,TRUE,B.1.596,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0953,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP0951,TRUE,R.1,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0966,TRUE,R.1,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0954,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0957,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0959,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0960,TRUE,B.1.433,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0956,TRUE,B.1.409,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0961,TRUE,B.1.234,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP3372,TRUE,B.1.588,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0964,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0971,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP0967,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP0970,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1402,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP1300,TRUE,B.1.1.231,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3032,TRUE,B.1.637,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3034,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3035,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3036,TRUE,B.1.1,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3037,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP3038,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP3039,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3040,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP3370,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP3374,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8047,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8048,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8049,TRUE,R.1,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP0972,TRUE,B.1.409,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0973,TRUE,B.1.596,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0996,TRUE,B.1.306,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0974,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP1022,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP0995,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1031,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP0993,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP0997,TRUE,B.1.637,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0994,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP1023,TRUE,B.1.427,Other,Lineage & Ct Measured,2021,9,2021-09,5,Epsilon (B.1.427 and B.1.429)
VSP1024,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1288,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP1291,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,9,2021-09,5,Iota (B.1.526)
VSP1292,TRUE,B.1.2,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP3371,TRUE,B.1.1.7,Alpha,Lineage Measured Only,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP8050,TRUE,B.1.575,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP1003,TRUE,B.1.526,B.1.526,Lineage & Ct Measured,2021,9,2021-09,5,Iota (B.1.526)
VSP1004,TRUE,B.1.243,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1001,TRUE,B.1.2,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1002,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0998,TRUE,B.1.234,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1025,TRUE,B.1.1.7,Alpha,Lineage & Ct Measured,2021,9,2021-09,5,Alpha (B.1.1.7 or Q)
VSP0999,TRUE,R.1,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1000,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP0912,TRUE,B.1.526,B.1.526,Lineage Measured Only,2021,9,2021-09,5,Iota (B.1.526)
VSP0915,TRUE,B.1.311,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP1303,TRUE,R.1,Other,Lineage Measured Only,2021,9,2021-09,5,Other
VSP1027,TRUE,B.1.1.519,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1008,TRUE,R.1,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
VSP1009,TRUE,B.1.575,Other,Lineage & Ct Measured,2021,9,2021-09,5,Other
