Sample	Gene	gene_symbol	count	Status
SRX6072819	Znrf2	Znrf2	1406.98225628107	IL6_3
SRX6072819	Batf	Batf	4298.81614314839	IL6_3
SRX6072819	Mrps23	Mrps23	1659.79104683347	IL6_3
SRX6072819	Dscc1	Dscc1	443.748763163705	IL6_3
SRX6072819	Mrps30	Mrps30	1492.31855688948	IL6_3
SRX6072819	Gm17296	Gm17296	1742.99393992667	IL6_3
SRX6072819	Nkiras1	Nkiras1	181.33963879286	IL6_3
SRX6072819	Hsdl1	Hsdl1	841.629264750392	IL6_3
SRX6072819	Nrbp1	Nrbp1	1084.83772148435	IL6_3
SRX6072819	Smek1	Smek1	4299.88284690599	IL6_3
SRX6072819	Jmjd8	Jmjd8	297.610348371812	IL6_3
SRX6072819	Phldb2	Phldb2	0	IL6_3
SRX6072819	Ciart	Ciart	72.535855517144	IL6_3
SRX6072819	Cd27	Cd27	486.416913467907	IL6_3
SRX6072819	1110004E09Rik	1110004E09Rik	883.230711296989	IL6_3
SRX6072819	Mlst8	Mlst8	775.493631778878	IL6_3
SRX6072819	Atad1	Atad1	2851.29914407832	IL6_3
SRX6072819	Nagk	Nagk	68.2690404867238	IL6_3
SRX6072819	Hmg20b	Hmg20b	211.207344005802	IL6_3
SRX6072819	E130201H02Rik	E130201H02Rik	7.46692630323542	IL6_3
SRX6072819	Lamtor2	Lamtor2	249.608679279584	IL6_3
SRX6072819	Shcbp1	Shcbp1	924.832157843586	IL6_3
SRX6072819	Eif3g	Eif3g	5111.64440644344	IL6_3
SRX6072819	Cbl	Cbl	638.955550805431	IL6_3
SRX6072819	Rrp12	Rrp12	5555.39316960715	IL6_3
SRX6072819	Slc19a1	Slc19a1	2420.35082600588	IL6_3
SRX6072819	9230114K14Rik	9230114K14Rik	113.070598306136	IL6_3
SRX6072819	Haus5	Haus5	716.8249251106	IL6_3
SRX6072819	Cmah	Cmah	146.138414791893	IL6_3
SRX6072819	Myh7b	Myh7b	0	IL6_3
SRX6072819	Snx11	Snx11	792.560891900559	IL6_3
SRX6072819	Snapc3	Snapc3	464.016134558201	IL6_3
SRX6072819	Fbxo3	Fbxo3	922.698750328376	IL6_3
SRX6072819	Dnajb12	Dnajb12	391.480279041057	IL6_3
SRX6072819	Brca2	Brca2	1083.77101772674	IL6_3
SRX6072819	Lppr2	Lppr2	1.06670375760506	IL6_3
SRX6072819	Casc5	Casc5	818.161782083081	IL6_3
SRX6072819	Dgkg	Dgkg	23.4674826673113	IL6_3
SRX6072819	Caprin1	Caprin1	13059.6541043587	IL6_3
SRX6072819	Eif5b	Eif5b	1649.12400925742	IL6_3
SRX6072819	Mtpn	Mtpn	3521.1891038543	IL6_3
SRX6072819	Nup85	Nup85	5488.19083287803	IL6_3
SRX6072819	Actr5	Actr5	646.422477108666	IL6_3
SRX6072819	Rnf7	Rnf7	1305.64539930859	IL6_3
SRX6072819	Atp5j2	Atp5j2	2501.42031158386	IL6_3
SRX6072819	Dennd3	Dennd3	54.401891637858	IL6_3
SRX6072819	Txnl4b	Txnl4b	282.676495765341	IL6_3
SRX6072819	Atg2a	Atg2a	398.947205344292	IL6_3
SRX6072819	Mir350	Mir350	2.13340751521012	IL6_3
SRX6072819	Dhrs7b	Dhrs7b	637.888847047825	IL6_3
SRX6072819	Cdh15	Cdh15	12.8004450912607	IL6_3
SRX6072819	Gemin6	Gemin6	920.565342813166	IL6_3
SRX6072819	Mettl15	Mettl15	132.271265943027	IL6_3
SRX6072819	Lsm7	Lsm7	597.354104258833	IL6_3
SRX6072819	Cdk20	Cdk20	100.270153214876	IL6_3
SRX6072819	Ctbp2	Ctbp2	7.46692630323542	IL6_3
SRX6072819	Flt3l	Flt3l	167.472489943994	IL6_3
SRX6072819	Fignl1	Fignl1	2459.81886503727	IL6_3
SRX6072819	Atp6v1g1	Atp6v1g1	423.481391769209	IL6_3
SRX6072819	Eif4g3	Eif4g3	1547.78715228494	IL6_3
SRX6072819	Rrp1	Rrp1	5838.06966537249	IL6_3
SRX6072819	Gsap	Gsap	331.744868615173	IL6_3
SRX6072819	Cbx4	Cbx4	349.878832494459	IL6_3
SRX6072819	Ccdc62	Ccdc62	22.4007789097062	IL6_3
SRX6072819	Adcy9	Adcy9	88.5364118812199	IL6_3
SRX6072819	Osbpl2	Osbpl2	829.895523416736	IL6_3
SRX6072819	Stk38l	Stk38l	692.290738685683	IL6_3
SRX6072819	Pds5a	Pds5a	5856.20362925178	IL6_3
SRX6072819	Arpc1b	Arpc1b	5815.66888646278	IL6_3
SRX6072819	Asun	Asun	1722.72656853217	IL6_3
SRX6072819	Camk4	Camk4	901.364675176275	IL6_3
SRX6072819	Hist1h2af	Hist1h2af	997.36801336073	IL6_3
SRX6072819	Chn1	Chn1	3.20011127281518	IL6_3
SRX6072819	Brd3	Brd3	893.89774887304	IL6_3
SRX6072819	Sqstm1	Sqstm1	2150.4747753318	IL6_3
SRX6072819	Cdt1	Cdt1	1697.12567834965	IL6_3
SRX6072819	1700010I14Rik	1700010I14Rik	54.401891637858	IL6_3
SRX6072819	Blvrb	Blvrb	32.0011127281518	IL6_3
SRX6072819	Egf	Egf	41.6014465465973	IL6_3
SRX6072819	Cbx5	Cbx5	7346.38877862604	IL6_3
SRX6072819	Gm20300	Gm20300	84.2695968507997	IL6_3
SRX6072819	Dync1i2	Dync1i2	1202.1751348209	IL6_3
SRX6072819	Cyld	Cyld	1645.92389798461	IL6_3
SRX6072819	Lrig3	Lrig3	22.4007789097062	IL6_3
SRX6072819	Rab11fip5	Rab11fip5	3.20011127281518	IL6_3
SRX6072819	Car13	Car13	37.3346315161771	IL6_3
SRX6072819	Fgfr1op2	Fgfr1op2	2072.60540102663	IL6_3
SRX6072819	Atp5sl	Atp5sl	332.811572372779	IL6_3
SRX6072819	4930402H24Rik	4930402H24Rik	55.4685953954631	IL6_3
SRX6072819	Golm1	Golm1	396.813797829082	IL6_3
SRX6072819	Ppp1r15b	Ppp1r15b	4264.68162290503	IL6_3
SRX6072819	Fkbp5	Fkbp5	1358.98058718885	IL6_3
SRX6072819	Spryd4	Spryd4	519.484729953664	IL6_3
SRX6072819	Clcn2	Clcn2	87.4697081236149	IL6_3
SRX6072819	Gm20939	Gm20939	72.535855517144	IL6_3
SRX6072819	Cyb5r1	Cyb5r1	633.622032017405	IL6_3
SRX6072819	Rabggta	Rabggta	741.359111535516	IL6_3
SRX6072819	A230050P20Rik	A230050P20Rik	126.937747155002	IL6_3
SRX6072819	Kif21b	Kif21b	917.365231540351	IL6_3
SRX6072819	Man2c1os	Man2c1os	11.7337413336557	IL6_3
SRX6072819	E130112N10Rik	E130112N10Rik	13.8671488488658	IL6_3
SRX6072819	Nup214	Nup214	1811.26298041339	IL6_3
SRX6072819	Alpl	Alpl	293.343533341391	IL6_3
SRX6072819	Acsl1	Acsl1	338.145091160804	IL6_3
SRX6072819	Hcst	Hcst	113.070598306136	IL6_3
SRX6072819	Gart	Gart	11607.8702902583	IL6_3
SRX6072819	Akap9	Akap9	2079.00562357226	IL6_3
SRX6072819	Bcl2	Bcl2	1515.78603955679	IL6_3
SRX6072819	Adamts3	Adamts3	36.267927758572	IL6_3
SRX6072819	Atp2b4	Atp2b4	506.684284862403	IL6_3
SRX6072819	Leprotl1	Leprotl1	869.363562448123	IL6_3
SRX6072819	Adh7	Adh7	9.60033381844553	IL6_3
SRX6072819	Cotl1	Cotl1	3250.24634942262	IL6_3
SRX6072819	Gp5	Gp5	0	IL6_3
SRX6072819	Rfc2	Rfc2	2720.0945818929	IL6_3
SRX6072819	Ctdsp1	Ctdsp1	468.282949588621	IL6_3
SRX6072819	Cacna2d4	Cacna2d4	39.4680390313872	IL6_3
SRX6072819	Lrrc32	Lrrc32	27.7342976977315	IL6_3
SRX6072819	Cenpw	Cenpw	411.747650435553	IL6_3
SRX6072819	4930538K18Rik	4930538K18Rik	4.26681503042024	IL6_3
SRX6072819	Elf1	Elf1	1719.52645725936	IL6_3
SRX6072819	Flcn	Flcn	939.766010450057	IL6_3
SRX6072819	Gm11423	Gm11423	32.0011127281518	IL6_3
SRX6072819	Vamp2	Vamp2	73.6025592747491	IL6_3
SRX6072819	Dip2a	Dip2a	136.538080973448	IL6_3
SRX6072819	Camk2n1	Camk2n1	3.20011127281518	IL6_3
SRX6072819	Zdhhc14	Zdhhc14	56.5352991530681	IL6_3
SRX6072819	Kctd14	Kctd14	12.8004450912607	IL6_3
SRX6072819	Ntmt1	Ntmt1	867.230154932913	IL6_3
SRX6072819	Alkbh7	Alkbh7	183.47304630807	IL6_3
SRX6072819	4930539E08Rik	4930539E08Rik	2.13340751521012	IL6_3
SRX6072819	Dnah17	Dnah17	6.40022254563036	IL6_3
SRX6072819	E2f1	E2f1	570.686510318707	IL6_3
SRX6072819	C130036L24Rik	C130036L24Rik	44.8015578194125	IL6_3
SRX6072819	Akirin1	Akirin1	1218.17569118498	IL6_3
SRX6072819	Abca2	Abca2	706.157887534549	IL6_3
SRX6072819	Fdxacb1	Fdxacb1	256.008901825214	IL6_3
SRX6072819	Car12	Car12	1074.17068390829	IL6_3
SRX6072819	Abcf1	Abcf1	5673.79728670131	IL6_3
SRX6072819	Psme2	Psme2	3893.46871525847	IL6_3
SRX6072819	Itgam	Itgam	6.40022254563036	IL6_3
SRX6072819	Cul7	Cul7	483.216802195092	IL6_3
SRX6072819	Lamb2	Lamb2	1.06670375760506	IL6_3
SRX6072819	Rhod	Rhod	28.8010014553366	IL6_3
SRX6072819	Noa1	Noa1	713.624813837785	IL6_3
SRX6072819	Arpc5	Arpc5	4312.68329199725	IL6_3
SRX6072819	2810468N07Rik	2810468N07Rik	2.13340751521012	IL6_3
SRX6072819	Mir142	Mir142	89.603115638825	IL6_3
SRX6072819	Tmem245	Tmem245	1090.17124027237	IL6_3
SRX6072819	Lyl1	Lyl1	3.20011127281518	IL6_3
SRX6072819	Dapk1	Dapk1	240.008345461138	IL6_3
SRX6072819	C920021L13Rik	C920021L13Rik	0	IL6_3
SRX6072819	A230072E10Rik	A230072E10Rik	20.2673713944961	IL6_3
SRX6072819	Pdxp	Pdxp	707.224591292154	IL6_3
SRX6072819	Cited2	Cited2	84.2695968507997	IL6_3
SRX6072819	Gm6654	Gm6654	1.06670375760506	IL6_3
SRX6072819	Atg12	Atg12	444.81546692131	IL6_3
SRX6072819	Topbp1	Topbp1	7336.7884448076	IL6_3
SRX6072819	Cdkn1c	Cdkn1c	4.26681503042024	IL6_3
SRX6072819	Zbtb33	Zbtb33	272.00945818929	IL6_3
SRX6072819	Chst10	Chst10	245.341864249164	IL6_3
SRX6072819	Dld	Dld	2105.67321751239	IL6_3
SRX6072819	Rbm12b1	Rbm12b1	199.473602672146	IL6_3
SRX6072819	Ccnjl	Ccnjl	7.46692630323542	IL6_3
SRX6072819	Hsbp1	Hsbp1	714.69151759539	IL6_3
SRX6072819	Pigc	Pigc	362.67927758572	IL6_3
SRX6072819	Ube2t	Ube2t	248.541975521979	IL6_3
SRX6072819	Brpf1	Brpf1	1465.65096294935	IL6_3
SRX6072819	Mknk2	Mknk2	4117.47650435553	IL6_3
SRX6072819	Med25	Med25	668.823256018372	IL6_3
SRX6072819	Vamp4	Vamp4	251.742086794794	IL6_3
SRX6072819	Prep	Prep	2489.68657025021	IL6_3
SRX6072819	Zfp444	Zfp444	400.013909101897	IL6_3
SRX6072819	Mboat2	Mboat2	11.7337413336557	IL6_3
SRX6072819	Ankrd55	Ankrd55	0	IL6_3
SRX6072819	2010107E04Rik	2010107E04Rik	1626.72323034772	IL6_3
SRX6072819	Atad3aos	Atad3aos	6.40022254563036	IL6_3
SRX6072819	Ehd2	Ehd2	44.8015578194125	IL6_3
SRX6072819	Fbxl17	Fbxl17	360.54587007051	IL6_3
SRX6072819	Iqcg	Iqcg	24.5341864249164	IL6_3
SRX6072819	4833439L19Rik	4833439L19Rik	744.559222808331	IL6_3
SRX6072819	Lrif1	Lrif1	275.209569462105	IL6_3
SRX6072819	Eif2b2	Eif2b2	944.032825480478	IL6_3
SRX6072819	Hacd1	Hacd1	161.072267398364	IL6_3
SRX6072819	Pik3r1	Pik3r1	1394.18181118981	IL6_3
SRX6072819	Atp2a2	Atp2a2	8509.09587441556	IL6_3
SRX6072819	Polr3b	Polr3b	1629.92334162053	IL6_3
SRX6072819	Ercc4	Ercc4	503.484173589588	IL6_3
SRX6072819	Map3k10	Map3k10	193.073380126516	IL6_3
SRX6072819	Atp6ap2	Atp6ap2	1065.63705384745	IL6_3
SRX6072819	Hk1	Hk1	2913.16796201942	IL6_3
SRX6072819	Mrps9	Mrps9	1285.3780279141	IL6_3
SRX6072819	Slc6a8	Slc6a8	6.40022254563036	IL6_3
SRX6072819	D10Wsu102e	D10Wsu102e	1894.46587350659	IL6_3
SRX6072819	Arhgap18	Arhgap18	117.337413336557	IL6_3
SRX6072819	Rab4b	Rab4b	314.677608493492	IL6_3
SRX6072819	Bbs5	Bbs5	62.9355216986985	IL6_3
SRX6072819	Armcx2	Armcx2	544.01891637858	IL6_3
SRX6072819	Rbmx2	Rbmx2	726.425258929045	IL6_3
SRX6072819	Pdxdc1	Pdxdc1	1750.4608662299	IL6_3
SRX6072819	Slc16a1	Slc16a1	7267.45270056327	IL6_3
SRX6072819	Atp5b	Atp5b	37431.7015581191	IL6_3
SRX6072819	Kctd18	Kctd18	243.208456733954	IL6_3
SRX6072819	Map3k12	Map3k12	44.8015578194125	IL6_3
SRX6072819	Erc1	Erc1	445.882170678915	IL6_3
SRX6072819	Mtl5	Mtl5	4.26681503042024	IL6_3
SRX6072819	Ankrd13c	Ankrd13c	1108.30520415166	IL6_3
SRX6072819	Gm6194	Gm6194	7.46692630323542	IL6_3
SRX6072819	Hdgfrp3	Hdgfrp3	609.087845592489	IL6_3
SRX6072819	Bod1	Bod1	359.479166312905	IL6_3
SRX6072819	Mfap1a	Mfap1a	371.212907646561	IL6_3
SRX6072819	Gripap1	Gripap1	777.627039294088	IL6_3
SRX6072819	Reck	Reck	51.2017803650428	IL6_3
SRX6072819	Smim4	Smim4	120.537524609372	IL6_3
SRX6072819	3830406C13Rik	3830406C13Rik	352.01224000967	IL6_3
SRX6072819	AF357399	AF357399	62.9355216986985	IL6_3
SRX6072819	Tmem173	Tmem173	1863.53146453604	IL6_3
SRX6072819	Btla	Btla	8703.23595829968	IL6_3
SRX6072819	Lrrc49	Lrrc49	55.4685953954631	IL6_3
SRX6072819	Gbas	Gbas	379.746537707401	IL6_3
SRX6072819	Rrbp1	Rrbp1	1605.38915519561	IL6_3
SRX6072819	Steap3	Steap3	10.6670375760506	IL6_3
SRX6072819	Timm10	Timm10	968.567011905394	IL6_3
SRX6072819	Gm4566	Gm4566	2.13340751521012	IL6_3
SRX6072819	Try4	Try4	3.20011127281518	IL6_3
SRX6072819	2310057M21Rik	2310057M21Rik	359.479166312905	IL6_3
SRX6072819	Ctss	Ctss	566.419695288286	IL6_3
SRX6072819	Pggt1b	Pggt1b	423.481391769209	IL6_3
SRX6072819	Npc2	Npc2	2680.62654286151	IL6_3
SRX6072819	Asna1	Asna1	1571.25463495225	IL6_3
SRX6072819	1700030K09Rik	1700030K09Rik	215.474159036222	IL6_3
SRX6072819	Arl1	Arl1	1115.77213045489	IL6_3
SRX6072819	Bclaf1	Bclaf1	10642.5033896257	IL6_3
SRX6072819	Dusp28	Dusp28	83.2028930931946	IL6_3
SRX6072819	Traf3ip1	Traf3ip1	361.612573828115	IL6_3
SRX6072819	Gfod1	Gfod1	1177.64094839599	IL6_3
SRX6072819	Nedd4	Nedd4	360.54587007051	IL6_3
SRX6072819	Mtr	Mtr	1477.38470428301	IL6_3
SRX6072819	Dhcr7	Dhcr7	256.008901825214	IL6_3
SRX6072819	Slc35b2	Slc35b2	711.491406322575	IL6_3
SRX6072819	Agpat9	Agpat9	16.0005563640759	IL6_3
SRX6072819	Nt5m	Nt5m	354.14564752488	IL6_3
SRX6072819	Cd28	Cd28	5998.07522901325	IL6_3
SRX6072819	Cblc	Cblc	3.20011127281518	IL6_3
SRX6072819	4933439C10Rik	4933439C10Rik	51.2017803650428	IL6_3
SRX6072819	Cyb5a	Cyb5a	840.562560992787	IL6_3
