,APOBEC 2 ,Background  
MMRF_1763_1_BM,0.147956726,0.852043274
MMRF_1318_1_BM,0.14793104,0.85206896
MMRF_1783_1_BM,0.147602783,0.852397217
MMRF_1569_1_BM,0.146974263,0.853025737
MMRF_1750_1_BM,0.146836044,0.853163956
MMRF_2682_1_BM,0.14587556,0.85412444
MMRF_1665_1_BM,0.14459903,0.85540097
MMRF_2273_1_BM,0.144440656,0.855559344
MMRF_1185_1_BM,0.144289658,0.855710342
MMRF_2550_1_BM,0.144281828,0.855718172
MMRF_1650_1_BM,0.144133663,0.855866337
MMRF_1659_4_BM,0.143645583,0.856354417
MMRF_2412_2_BM,0.143263278,0.856736722
MMRF_1474_1_BM,0.143212345,0.856787655
MMRF_1450_1_BM,0.142917779,0.857082221
MMRF_2272_1_BM,0.142875272,0.857124728
MMRF_1029_1_BM,0.142289007,0.857710993
MMRF_1865_1_BM,0.142191781,0.857808219
MMRF_2437_1_BM,0.142117577,0.857882423
MMRF_1533_1_BM,0.141498559,0.858501441
MMRF_2587_1_BM,0.141185119,0.858814881
MMRF_2570_1_BM,0.140839837,0.859160163
MMRF_1358_1_BM,0.140744687,0.859255313
MMRF_2475_1_BM,0.140428393,0.859571607
MMRF_2721_1_BM,0.140264942,0.859735058
MMRF_1188_1_BM,0.139636366,0.860363634
MMRF_2445_1_BM,0.139602031,0.860397969
MMRF_1588_1_BM,0.139382617,0.860617383
MMRF_2641_1_BM,0.139207126,0.860792874
MMRF_2457_1_BM,0.138909268,0.861090732
MMRF_2543_1_BM,0.138889095,0.861110905
MMRF_1687_1_BM,0.13865631,0.86134369
MMRF_2102_2_BM,0.138362803,0.861637197
MMRF_1320_1_BM,0.138282118,0.861717882
MMRF_1055_1_BM,0.138240888,0.861759112
MMRF_2743_1_BM,0.137975017,0.862024983
MMRF_2137_1_BM,0.13797253,0.86202747
MMRF_1587_2_BM,0.137862917,0.862137083
MMRF_1722_1_BM,0.136930066,0.863069934
MMRF_2328_2_BM,0.136807793,0.863192207
MMRF_1456_1_BM,0.136364784,0.863635216
MMRF_1835_1_BM,0.136133617,0.863866383
MMRF_1576_1_BM,0.135924395,0.864075605
MMRF_1638_1_BM,0.135861358,0.864138642
MMRF_2125_1_BM,0.135820177,0.864179823
MMRF_2490_1_BM,0.135794169,0.864205831
MMRF_1360_1_BM,0.135658783,0.864341217
MMRF_1068_1_BM,0.135608583,0.864391417
MMRF_1216_1_BM,0.135509963,0.864490037
MMRF_2016_1_BM,0.135496873,0.864503127
MMRF_1838_2_BM,0.135463436,0.864536564
MMRF_2459_1_BM,0.135268703,0.864731297
MMRF_2728_1_BM,0.135237197,0.864762803
MMRF_1605_1_BM,0.135162197,0.864837803
MMRF_2593_1_BM,0.135153811,0.864846189
MMRF_1593_1_BM,0.135060186,0.864939814
MMRF_1537_1_BM,0.134882407,0.865117593
MMRF_2723_1_BM,0.134730982,0.865269018
MMRF_2698_1_BM,0.134585944,0.865414056
MMRF_1847_1_BM,0.134443992,0.865556008
MMRF_1978_1_BM,0.133992354,0.866007646
MMRF_2490_2_BM,0.133134742,0.866865258
MMRF_1970_1_BM,0.13293542,0.86706458
MMRF_1156_3_BM,0.132859174,0.867140826
MMRF_2516_1_BM,0.13278706,0.86721294
MMRF_2339_1_BM,0.132191964,0.867808036
MMRF_1932_1_BM,0.131880414,0.868119586
MMRF_2817_1_BM,0.131399473,0.868600527
MMRF_2471_1_BM,0.131250426,0.868749574
MMRF_2378_1_BM,0.131164024,0.868835976
MMRF_2660_1_BM,0.131126257,0.868873743
MMRF_2683_1_BM,0.131102574,0.868897426
MMRF_2344_1_BM,0.13070771,0.86929229
MMRF_1547_1_BM,0.130436582,0.869563418
MMRF_2367_2_BM,0.130314323,0.869685677
MMRF_2199_1_BM,0.129970041,0.870029959
MMRF_1837_1_BM,0.12993238,0.87006762
MMRF_1460_1_BM,0.129424231,0.870575769
MMRF_1323_1_BM,0.129215497,0.870784503
MMRF_2330_1_BM,0.129124657,0.870875343
MMRF_2792_1_BM,0.128492539,0.871507461
MMRF_2688_1_BM,0.128372684,0.871627316
MMRF_1988_1_BM,0.128122332,0.871877668
MMRF_1079_2_BM,0.127414309,0.872585691
MMRF_1867_1_BM,0.127263044,0.872736956
MMRF_1308_3_BM,0.127089086,0.872910914
MMRF_2740_1_BM,0.127073311,0.872926689
MMRF_1512_1_BM,0.126813845,0.873186155
MMRF_1597_1_BM,0.126685073,0.873314927
MMRF_2402_1_BM,0.126286185,0.873713815
MMRF_1744_1_BM,0.126196794,0.873803206
MMRF_1539_2_BM,0.12602704,0.87397296
MMRF_1738_1_BM,0.125436139,0.874563861
MMRF_2328_1_BM,0.124515167,0.875484833
MMRF_1886_1_BM,0.124161619,0.875838381
MMRF_1730_1_BM,0.124066284,0.875933716
MMRF_1890_1_BM,0.124031778,0.875968222
MMRF_1838_1_BM,0.123596034,0.876403966
MMRF_2328_3_PB,0.123089816,0.876910184
MMRF_2827_1_BM,0.123007911,0.876992089
MMRF_2665_1_BM,0.122925003,0.877074997
MMRF_2514_1_BM,0.122873895,0.877126105
MMRF_1793_1_BM,0.122722187,0.877277813
MMRF_1153_4_BM,0.12265518,0.87734482
MMRF_2024_1_BM,0.122649548,0.877350452
MMRF_2429_1_BM,0.122644953,0.877355047
MMRF_1773_1_BM,0.122491293,0.877508707
MMRF_1716_1_BM,0.122323187,0.877676813
MMRF_2621_1_PB,0.122126121,0.877873879
MMRF_1112_3_BM,0.122043996,0.877956004
MMRF_1714_1_BM,0.121941527,0.878058473
MMRF_2150_1_BM,0.121499109,0.878500891
MMRF_1016_1_BM,0.121118868,0.878881132
MMRF_1695_1_BM,0.121095451,0.878904549
MMRF_1574_1_BM,0.12082017,0.87917983
MMRF_1802_1_BM,0.120739463,0.879260537
MMRF_2328_3_BM,0.120735737,0.879264263
MMRF_2258_1_BM,0.120685843,0.879314157
MMRF_1252_1_BM,0.1206578,0.8793422
MMRF_1565_1_BM,0.120620019,0.879379981
MMRF_1731_1_BM,0.120577256,0.879422744
MMRF_2681_1_BM,0.120553064,0.879446936
MMRF_2828_1_BM,0.120490131,0.879509869
MMRF_1201_1_BM,0.120196493,0.879803507
MMRF_1705_1_BM,0.120015217,0.879984783
MMRF_2002_1_BM,0.119458802,0.880541198
MMRF_1842_1_BM,0.119274783,0.880725217
MMRF_2253_1_BM,0.118995447,0.881004553
MMRF_1525_1_BM,0.11881652,0.88118348
MMRF_1269_1_BM,0.118547364,0.881452636
MMRF_1596_2_BM,0.118397378,0.881602622
MMRF_2082_1_BM,0.118106648,0.881893352
MMRF_1466_3_BM,0.117977181,0.882022819
MMRF_1395_1_BM,0.117900718,0.882099282
MMRF_1671_4_BM,0.117823783,0.882176217
MMRF_1992_3_BM,0.117757122,0.882242878
MMRF_2080_1_BM,0.117138503,0.882861497
MMRF_2043_1_BM,0.116860307,0.883139693
MMRF_2823_1_BM,0.116851978,0.883148022
MMRF_2308_1_BM,0.11655361,0.88344639
MMRF_2787_1_BM,0.116341234,0.883658766
MMRF_1286_1_BM,0.116268324,0.883731676
MMRF_1089_1_BM,0.116146596,0.883853404
MMRF_2191_1_BM,0.116082234,0.883917766
MMRF_2752_1_BM,0.116001514,0.883998486
MMRF_2664_1_BM,0.11597552,0.88402448
MMRF_2634_1_BM,0.115742596,0.884257404
MMRF_2059_1_BM,0.115641721,0.884358279
MMRF_1957_1_BM,0.115640857,0.884359143
MMRF_1587_1_BM,0.115360118,0.884639882
MMRF_2788_1_BM,0.115296413,0.884703587
MMRF_1281_1_BM,0.115154529,0.884845471
MMRF_2595_1_BM,0.115092239,0.884907761
MMRF_2767_1_BM,0.114915391,0.885084609
MMRF_1866_1_BM,0.114719856,0.885280144
MMRF_2314_1_BM,0.114145057,0.885854943
MMRF_2818_1_BM,0.114132696,0.885867304
MMRF_2580_1_BM,0.113172631,0.886827369
MMRF_2636_1_BM,0.11315181,0.88684819
MMRF_1998_1_BM,0.11314879,0.88685121
MMRF_1893_1_BM,0.11311499,0.88688501
MMRF_1516_1_BM,0.112883023,0.887116977
MMRF_2464_1_BM,0.112848028,0.887151972
MMRF_2140_1_BM,0.11275845,0.88724155
MMRF_1393_1_BM,0.112362104,0.887637896
MMRF_1639_1_BM,0.112340344,0.887659656
MMRF_2449_1_BM,0.112319276,0.887680724
MMRF_2760_1_BM,0.112156958,0.887843042
MMRF_1952_1_BM,0.112017775,0.887982225
MMRF_2006_1_BM,0.111985653,0.888014347
MMRF_2377_1_BM,0.111979139,0.888020861
MMRF_1617_1_BM,0.111712429,0.888287571
MMRF_1795_1_BM,0.111569295,0.888430705
MMRF_1703_1_BM,0.111481527,0.888518473
MMRF_2655_1_BM,0.111477488,0.888522512
MMRF_2386_1_BM,0.111221786,0.888778214
MMRF_1205_2_BM,0.110737651,0.889262349
MMRF_1639_3_BM,0.11058283,0.88941717
MMRF_2705_1_BM,0.110355978,0.889644022
MMRF_1445_1_BM,0.110315871,0.889684129
MMRF_1642_1_BM,0.110178459,0.889821541
MMRF_1359_1_BM,0.110114315,0.889885685
MMRF_1700_2_BM,0.110024017,0.889975983
MMRF_1073_1_BM,0.109782422,0.890217578
MMRF_2336_1_BM,0.109749208,0.890250792
MMRF_1153_1_BM,0.109352732,0.890647268
MMRF_1324_1_BM,0.109291532,0.890708468
MMRF_2566_1_BM,0.109066515,0.890933485
MMRF_2775_1_BM,0.109028356,0.890971644
MMRF_2128_1_BM,0.108987475,0.891012525
MMRF_1630_1_BM,0.108955701,0.891044299
MMRF_2763_1_BM,0.108761717,0.891238283
MMRF_1098_1_BM,0.108657507,0.891342493
MMRF_2316_1_BM,0.10847525,0.89152475
MMRF_1436_1_BM,0.108383504,0.891616496
MMRF_2147_1_BM,0.108266932,0.891733068
MMRF_2050_1_BM,0.108108595,0.891891405
MMRF_2523_1_BM,0.107836443,0.892163557
MMRF_2083_1_BM,0.107797225,0.892202775
MMRF_2433_1_BM,0.10766645,0.89233355
MMRF_2138_1_BM,0.107623974,0.892376026
MMRF_2125_1_PB,0.107607514,0.892392486
MMRF_1790_3_BM,0.107417526,0.892582474
MMRF_1024_2_BM,0.107373616,0.892626384
MMRF_1790_2_BM,0.107164488,0.892835512
MMRF_2590_1_BM,0.107144613,0.892855387
MMRF_2606_2_BM,0.10710293,0.89289707
MMRF_1426_1_BM,0.106971101,0.893028899
MMRF_2223_1_BM,0.10696384,0.89303616
MMRF_1838_3_BM,0.106730947,0.893269053
MMRF_1408_1_BM,0.106282539,0.893717461
MMRF_1603_1_BM,0.106025283,0.893974717
MMRF_2757_1_BM,0.105467855,0.894532145
MMRF_2563_1_BM,0.105319101,0.894680899
MMRF_2545_1_BM,0.105264607,0.894735393
MMRF_2701_1_BM,0.104301538,0.895698462
MMRF_2505_1_BM,0.103668347,0.896331653
MMRF_1664_1_BM,0.103557401,0.896442599
MMRF_1235_1_BM,0.103400628,0.896599372
MMRF_2700_1_BM,0.103376115,0.896623885
MMRF_1270_1_BM,0.103345772,0.896654228
MMRF_1560_1_BM,0.103040656,0.896959344
MMRF_2107_1_BM,0.102990423,0.897009577
MMRF_1061_1_BM,0.102923032,0.897076968
MMRF_2458_1_BM,0.102336932,0.897663068
MMRF_1332_3_BM,0.1020537,0.8979463
MMRF_1967_1_BM,0.101515582,0.898484418
MMRF_1277_1_BM,0.101448225,0.898551775
MMRF_1725_1_BM,0.101427321,0.898572679
MMRF_1918_1_BM,0.100580049,0.899419951
MMRF_2779_1_BM,0.100207745,0.899792255
MMRF_2452_1_BM,0.100023427,0.899976573
MMRF_2703_1_BM,0.100014695,0.899985305
MMRF_1550_1_BM,0.099933313,0.900066687
MMRF_1466_1_BM,0.099920143,0.900079857
MMRF_1856_1_BM,0.099814947,0.900185053
MMRF_2468_1_BM,0.099756573,0.900243427
MMRF_1284_1_BM,0.09963895,0.90036105
MMRF_1736_1_BM,0.099380491,0.900619509
MMRF_2453_1_BM,0.099302379,0.900697621
MMRF_2487_1_BM,0.099167932,0.900832068
MMRF_2604_1_BM,0.098077518,0.901922482
MMRF_1672_1_BM,0.097759484,0.902240516
MMRF_2238_1_BM,0.09754945,0.90245055
MMRF_2564_1_BM,0.097451416,0.902548584
MMRF_2362_1_BM,0.097333234,0.902666766
MMRF_2626_1_BM,0.097241373,0.902758627
MMRF_2366_1_BM,0.097051554,0.902948446
MMRF_2628_1_BM,0.097009282,0.902990718
MMRF_1349_1_BM,0.096987875,0.903012125
MMRF_2497_1_BM,0.096817214,0.903182786
MMRF_2245_1_BM,0.096703325,0.903296675
MMRF_1792_1_BM,0.096654908,0.903345092
MMRF_2399_1_BM,0.096594591,0.903405409
MMRF_1539_1_BM,0.096179733,0.903820267
MMRF_1210_2_BM,0.096152782,0.903847218
MMRF_2152_1_BM,0.09608965,0.90391035
MMRF_1413_1_BM,0.096057389,0.903942611
MMRF_1624_1_BM,0.096021706,0.903978294
MMRF_2335_1_BM,0.095971571,0.904028429
MMRF_2836_1_BM,0.095940173,0.904059827
MMRF_1608_1_BM,0.095729023,0.904270977
MMRF_2579_1_BM,0.095477023,0.904522977
MMRF_2670_1_BM,0.094998025,0.905001975
MMRF_1682_2_BM,0.094943777,0.905056223
MMRF_1814_1_BM,0.094914207,0.905085793
MMRF_1541_1_BM,0.094792789,0.905207211
MMRF_1345_3_BM,0.094215567,0.905784433
MMRF_2388_1_BM,0.093999321,0.906000679
MMRF_1510_1_BM,0.093610749,0.906389251
MMRF_1717_1_BM,0.093428052,0.906571948
MMRF_2214_1_BM,0.092953508,0.907046492
MMRF_1654_1_BM,0.092950074,0.907049926
MMRF_1790_4_PB,0.092703823,0.907296177
MMRF_2281_1_BM,0.092588357,0.907411643
MMRF_2301_2_BM,0.092005624,0.907994376
MMRF_2614_1_BM,0.091896573,0.908103427
MMRF_2822_1_BM,0.091847193,0.908152807
MMRF_2217_1_BM,0.091576384,0.908423616
MMRF_1945_1_BM,0.090659588,0.909340412
MMRF_1995_1_BM,0.090471726,0.909528274
MMRF_2425_1_BM,0.089843647,0.910156353
MMRF_2560_1_BM,0.089559955,0.910440045
MMRF_2654_1_BM,0.089537286,0.910462714
MMRF_1794_1_BM,0.089377837,0.910622163
MMRF_2419_2_BM,0.089138758,0.910861242
MMRF_1210_1_BM,0.088755744,0.911244256
MMRF_2583_1_BM,0.088704931,0.911295069
MMRF_1090_1_BM,0.088630089,0.911369911
MMRF_1107_1_BM,0.088468448,0.911531552
MMRF_1157_1_BM,0.088241234,0.911758766
MMRF_1312_1_BM,0.088192147,0.911807853
MMRF_2055_1_BM,0.08815236,0.91184764
MMRF_1157_3_BM,0.088112084,0.911887916
MMRF_1671_5_BM,0.088070324,0.911929676
MMRF_1439_1_BM,0.087520061,0.912479939
MMRF_1049_3_BM,0.087350323,0.912649677
MMRF_2758_1_BM,0.087257244,0.912742756
MMRF_2267_1_BM,0.087253171,0.912746829
MMRF_2912_1_BM,0.087226488,0.912773512
MMRF_1822_1_BM,0.087183638,0.912816362
MMRF_2236_1_BM,0.087093147,0.912906853
MMRF_2584_1_BM,0.087028282,0.912971718
MMRF_2097_1_BM,0.086991141,0.913008859
MMRF_1861_1_BM,0.086971204,0.913028796
MMRF_1957_2_BM,0.086893639,0.913106361
MMRF_1879_1_BM,0.086708204,0.913291796
MMRF_1505_1_BM,0.086481129,0.913518871
MMRF_2532_1_BM,0.086286525,0.913713475
MMRF_1841_1_BM,0.086049545,0.913950455
MMRF_1760_1_BM,0.085929687,0.914070313
MMRF_2213_1_BM,0.085605419,0.914394581
MMRF_2847_1_BM,0.085596433,0.914403567
MMRF_1759_1_BM,0.085308235,0.914691765
MMRF_2419_1_BM,0.085287809,0.914712191
MMRF_1851_1_BM,0.084680732,0.915319268
MMRF_1797_1_BM,0.08466518,0.91533482
MMRF_2816_1_BM,0.084540883,0.915459117
MMRF_1338_2_BM,0.084333549,0.915666451
MMRF_2677_1_BM,0.084002961,0.915997039
MMRF_2622_1_BM,0.083770964,0.916229036
MMRF_1622_1_BM,0.083755974,0.916244026
MMRF_2220_1_BM,0.083184402,0.916815598
MMRF_1671_6_BM,0.082967894,0.917032106
MMRF_2183_1_BM,0.082950638,0.917049362
MMRF_1664_3_BM,0.081578065,0.918421935
MMRF_1671_3_BM,0.081468335,0.918531665
MMRF_1086_1_BM,0.08121505,0.91878495
MMRF_1808_1_BM,0.08113087,0.91886913
MMRF_2833_1_BM,0.080797092,0.919202908
MMRF_1186_2_BM,0.080726753,0.919273247
MMRF_1260_1_BM,0.080362984,0.919637016
MMRF_1908_3_BM,0.080237666,0.919762334
MMRF_1589_1_BM,0.080130651,0.919869349
MMRF_1355_1_BM,0.080093199,0.919906801
MMRF_2063_1_BM,0.080081353,0.919918647
MMRF_2606_1_BM,0.080076692,0.919923308
MMRF_1995_2_BM,0.079895732,0.920104268
MMRF_2751_1_BM,0.07973342,0.92026658
MMRF_2250_1_BM,0.079638907,0.920361093
MMRF_1851_1_PB,0.079310172,0.920689828
MMRF_2141_1_BM,0.078948201,0.921051799
MMRF_2026_1_BM,0.078931915,0.921068085
MMRF_1219_2_BM,0.078763518,0.921236482
MMRF_2167_1_BM,0.078535837,0.921464163
MMRF_2102_1_BM,0.078124236,0.921875764
MMRF_2325_1_BM,0.078089542,0.921910458
MMRF_1992_1_BM,0.07802319,0.92197681
MMRF_2646_1_BM,0.077849515,0.922150485
MMRF_2327_1_BM,0.077708539,0.922291461
MMRF_1048_1_BM,0.077636039,0.922363961
MMRF_2087_1_BM,0.077369285,0.922630715
MMRF_2830_1_BM,0.076901326,0.923098674
MMRF_2599_1_BM,0.076723969,0.923276031
MMRF_1257_1_BM,0.076696945,0.923303055
MMRF_1157_4_BM,0.07641499,0.92358501
MMRF_1499_1_BM,0.076328247,0.923671753
MMRF_1352_1_BM,0.0762581,0.9237419
MMRF_1740_1_BM,0.07619213,0.92380787
MMRF_1834_1_BM,0.075693934,0.924306066
MMRF_2769_1_BM,0.075481359,0.924518641
MMRF_1157_5_BM,0.075415857,0.924584143
MMRF_2333_1_BM,0.074884721,0.925115279
MMRF_1250_1_BM,0.074778948,0.925221052
MMRF_2774_1_BM,0.074727176,0.925272824
MMRF_2903_1_PB,0.07455954,0.92544046
MMRF_2621_1_BM,0.074462087,0.925537913
MMRF_1727_1_BM,0.074384966,0.925615034
MMRF_1332_1_BM,0.074269196,0.925730804
MMRF_2116_1_BM,0.074236778,0.925763222
MMRF_1155_1_BM,0.074232077,0.925767923
MMRF_2820_1_BM,0.074046307,0.925953693
MMRF_1633_1_BM,0.07383575,0.92616425
MMRF_2186_1_BM,0.073621483,0.926378517
MMRF_1662_1_BM,0.073582082,0.926417918
MMRF_2057_1_BM,0.073569968,0.926430032
MMRF_1045_1_BM,0.073016876,0.926983124
MMRF_2005_1_BM,0.072836146,0.927163854
MMRF_1846_1_BM,0.071990686,0.928009314
MMRF_2292_1_BM,0.071721273,0.928278727
MMRF_2101_1_BM,0.071653165,0.928346835
MMRF_2706_1_BM,0.071382729,0.928617271
MMRF_2015_2_BM,0.070923826,0.929076174
MMRF_2609_1_BM,0.070529626,0.929470374
MMRF_2269_1_BM,0.070232461,0.929767539
MMRF_2098_1_BM,0.070156026,0.929843974
MMRF_2301_1_BM,0.070069733,0.929930267
MMRF_1895_1_BM,0.069613496,0.930386504
MMRF_1930_1_BM,0.069550245,0.930449755
MMRF_2085_2_BM,0.069386755,0.930613245
MMRF_1338_1_BM,0.069141735,0.930858265
MMRF_1668_1_BM,0.067147068,0.932852932
MMRF_2718_1_BM,0.06713988,0.93286012
MMRF_2719_1_BM,0.067132555,0.932867445
MMRF_1583_1_BM,0.067126338,0.932873662
MMRF_2506_1_BM,0.066312365,0.933687635
MMRF_1108_1_BM,0.066309631,0.933690369
MMRF_1365_1_BM,0.066306632,0.933693368
MMRF_2074_1_BM,0.065928134,0.934071866
MMRF_1573_1_BM,0.065613215,0.934386785
MMRF_1817_1_BM,0.06529795,0.93470205
MMRF_1355_3_BM,0.065072113,0.934927887
MMRF_1223_4_BM,0.06489902,0.93510098
MMRF_1733_1_BM,0.064754216,0.935245784
MMRF_2511_1_BM,0.064738205,0.935261795
MMRF_1511_1_BM,0.064502491,0.935497509
MMRF_2709_1_BM,0.064498833,0.935501167
MMRF_2518_1_BM,0.064011531,0.935988469
MMRF_1434_1_BM,0.063873767,0.936126233
MMRF_1500_1_BM,0.063829525,0.936170475
MMRF_2697_1_BM,0.063759555,0.936240445
MMRF_2489_1_BM,0.062923202,0.937076798
MMRF_2250_2_BM,0.062782132,0.937217868
MMRF_1021_1_BM,0.062533703,0.937466297
MMRF_2559_1_BM,0.061967075,0.938032925
MMRF_1645_2_BM,0.061321519,0.938678481
MMRF_1434_3_BM,0.06128799,0.93871201
MMRF_1079_1_BM,0.06087523,0.93912477
MMRF_1497_1_BM,0.060814522,0.939185478
MMRF_2313_2_BM,0.060807681,0.939192319
MMRF_1595_1_BM,0.060788364,0.939211636
MMRF_1983_1_BM,0.060417081,0.939582919
MMRF_2215_1_BM,0.060333483,0.939666517
MMRF_1484_1_BM,0.060323066,0.939676934
MMRF_1805_1_BM,0.059691498,0.940308502
MMRF_1644_1_BM,0.059470728,0.940529272
MMRF_2678_1_BM,0.059463089,0.940536911
MMRF_2410_1_BM,0.059299742,0.940700258
MMRF_1423_1_BM,0.059207445,0.940792555
MMRF_1908_1_BM,0.059130425,0.940869575
MMRF_2330_2_BM,0.058892113,0.941107887
MMRF_2446_1_BM,0.05879647,0.94120353
MMRF_1371_1_BM,0.058653482,0.941346518
MMRF_2577_1_BM,0.058330623,0.941669377
MMRF_1785_1_BM,0.058313846,0.941686154
MMRF_1671_1_BM,0.058282091,0.941717909
MMRF_2631_1_BM,0.057543463,0.942456537
MMRF_1682_1_BM,0.057346488,0.942653512
MMRF_2203_1_BM,0.057344794,0.942655206
MMRF_2365_1_BM,0.057160181,0.942839819
MMRF_2224_1_BM,0.057023212,0.942976788
MMRF_2601_2_BM,0.056700594,0.943299406
MMRF_1310_1_BM,0.056257296,0.943742704
MMRF_2305_1_BM,0.055864093,0.944135907
MMRF_1446_2_BM,0.055772234,0.944227766
MMRF_2174_1_BM,0.055554005,0.944445995
MMRF_2911_1_BM,0.055325214,0.944674786
MMRF_1645_1_BM,0.054664561,0.945335439
MMRF_1085_3_BM,0.054620727,0.945379273
MMRF_2499_1_BM,0.054300657,0.945699343
MMRF_1671_2_BM,0.054297351,0.945702649
MMRF_1880_2_BM,0.054200101,0.945799899
MMRF_1655_1_PB,0.05396292,0.94603708
MMRF_2517_1_BM,0.05394125,0.94605875
MMRF_1992_2_BM,0.053673342,0.946326658
MMRF_2704_1_BM,0.053519094,0.946480906
MMRF_1739_1_BM,0.053177054,0.946822946
MMRF_1854_1_BM,0.053099804,0.946900196
MMRF_2477_1_BM,0.052768631,0.947231369
MMRF_1324_2_BM,0.052696615,0.947303385
MMRF_2442_1_BM,0.052668693,0.947331307
MMRF_2122_1_BM,0.052545153,0.947454847
MMRF_2523_2_PB,0.052527489,0.947472511
MMRF_1577_3_BM,0.052326364,0.947673636
MMRF_1992_1_PB,0.052249226,0.947750774
MMRF_1955_1_BM,0.052150861,0.947849139
MMRF_1071_2_BM,0.051705796,0.948294204
MMRF_2815_1_BM,0.051467898,0.948532102
MMRF_1184_1_BM,0.051235127,0.948764873
MMRF_2714_1_BM,0.051165687,0.948834313
MMRF_2317_1_BM,0.051110229,0.948889771
MMRF_1880_1_BM,0.049797818,0.950202182
MMRF_2207_1_BM,0.049789708,0.950210292
MMRF_1484_2_BM,0.049564755,0.950435245
MMRF_2297_1_BM,0.049429584,0.950570416
MMRF_1223_3_BM,0.049415826,0.950584174
MMRF_2087_2_BM,0.049191963,0.950808037
MMRF_1300_1_BM,0.04911465,0.95088535
MMRF_1634_1_BM,0.048567696,0.951432304
MMRF_1735_1_BM,0.047739003,0.952260997
MMRF_2903_1_BM,0.047537725,0.952462275
MMRF_2307_1_BM,0.047089332,0.952910668
MMRF_1857_1_BM,0.046364961,0.953635039
MMRF_2476_1_BM,0.045830686,0.954169314
MMRF_2180_1_BM,0.045360789,0.954639211
MMRF_2772_1_BM,0.045288841,0.954711159
MMRF_2832_1_BM,0.045086828,0.954913172
MMRF_1621_1_BM,0.044949748,0.955050252
MMRF_1823_1_BM,0.044801644,0.955198356
MMRF_2503_1_BM,0.043524124,0.956475876
MMRF_2840_1_BM,0.043224539,0.956775461
MMRF_2313_1_BM,0.043055906,0.956944094
MMRF_1786_1_BM,0.042659608,0.957340392
MMRF_2601_1_BM,0.042627412,0.957372588
MMRF_2648_1_BM,0.042593129,0.957406871
MMRF_1486_1_BM,0.041679583,0.958320417
MMRF_1820_1_BM,0.041176534,0.958823466
MMRF_1985_1_BM,0.041149898,0.958850102
MMRF_2079_1_BM,0.040164616,0.959835384
MMRF_2504_1_BM,0.039851918,0.960148082
MMRF_2409_1_BM,0.039705888,0.960294112
MMRF_2038_1_BM,0.039668096,0.960331904
MMRF_2085_3_BM,0.039647144,0.960352856
MMRF_2122_3_BM,0.039186044,0.960813956
MMRF_2738_1_BM,0.039126337,0.960873663
MMRF_2001_1_BM,0.038827093,0.961172907
MMRF_1478_1_BM,0.038761963,0.961238037
MMRF_1522_1_BM,0.038584442,0.961415558
MMRF_2222_1_BM,0.037963632,0.962036368
MMRF_1850_1_BM,0.037751806,0.962248194
MMRF_2624_1_BM,0.03752245,0.96247755
MMRF_1054_1_BM,0.037416393,0.962583607
MMRF_1171_1_BM,0.037405161,0.962594839
MMRF_1391_1_BM,0.036810509,0.963189491
MMRF_2597_1_BM,0.036724792,0.963275208
MMRF_2581_1_BM,0.036265493,0.963734507
MMRF_1424_1_BM,0.035905045,0.964094955
MMRF_1984_2_BM,0.035735638,0.964264362
MMRF_1610_1_BM,0.035407982,0.964592018
MMRF_2716_1_BM,0.034519472,0.965480528
MMRF_2472_1_BM,0.034482259,0.965517741
MMRF_2143_1_BM,0.033982853,0.966017147
MMRF_1446_1_BM,0.03296416,0.96703584
MMRF_2288_1_BM,0.032949888,0.967050112
MMRF_2190_1_BM,0.032394542,0.967605458
MMRF_2819_1_BM,0.032393946,0.967606054
MMRF_2083_2_BM,0.032225416,0.967774584
MMRF_1580_1_BM,0.032055078,0.967944922
MMRF_2465_1_BM,0.031780547,0.968219453
MMRF_2384_1_BM,0.031638703,0.968361297
MMRF_1629_1_BM,0.030229852,0.969770148
MMRF_1354_1_BM,0.029621635,0.970378365
MMRF_1921_1_BM,0.029216895,0.970783105
MMRF_2187_1_PB,0.02875611,0.97124389
MMRF_2018_1_BM,0.028749119,0.971250881
MMRF_1761_1_BM,0.028570276,0.971429724
MMRF_2168_2_BM,0.028482569,0.971517431
MMRF_2228_1_BM,0.028074515,0.971925485
MMRF_2707_1_BM,0.02800884,0.97199116
MMRF_2910_1_BM,0.027818345,0.972181655
MMRF_1674_1_BM,0.027472842,0.972527158
MMRF_1607_1_BM,0.027157452,0.972842548
MMRF_2635_1_BM,0.026856599,0.973143401
MMRF_1489_1_BM,0.026725747,0.973274253
MMRF_2813_1_BM,0.026375695,0.973624305
MMRF_1749_1_BM,0.025992731,0.974007269
MMRF_2737_1_BM,0.025810096,0.974189904
MMRF_1927_1_PB,0.025357452,0.974642548
MMRF_2149_1_BM,0.025258142,0.974741858
MMRF_2486_1_BM,0.024713573,0.975286427
MMRF_1049_1_BM,0.024291931,0.975708069
MMRF_2638_1_BM,0.023415006,0.976584994
MMRF_2047_1_BM,0.023362298,0.976637702
MMRF_2538_1_BM,0.022957762,0.977042238
MMRF_1881_1_BM,0.021759502,0.978240498
MMRF_2639_1_BM,0.020279464,0.979720536
MMRF_1815_1_BM,0.020155587,0.979844413
MMRF_2733_1_BM,0.019467046,0.980532954
MMRF_2021_1_BM,0.018418396,0.981581604
