"","Hour","Count"
"256",10.95,12
"257",10.9666666666667,22
"258",10.9833333333333,17
"259",11,24
"260",11.0166666666667,25
"261",11.0333333333333,18
"262",11.05,18
"263",11.0666666666667,20
"264",11.0833333333333,29
"265",11.1,18
"266",11.1166666666667,18
"267",11.1333333333333,20
"268",11.15,21
"269",11.1666666666667,20
"270",11.1833333333333,19
"271",11.2,23
"272",11.2166666666667,23
"273",11.2333333333333,15
"274",11.25,22
"275",11.2666666666667,20
"276",11.2833333333333,16
"277",11.3,17
"278",11.3166666666667,9
"279",11.3333333333333,13
"280",11.35,12
"281",11.3666666666667,19
"282",11.3833333333333,24
"283",11.4,17
"284",11.4166666666667,22
"285",11.4333333333333,17
"286",11.45,20
"287",11.4666666666667,25
"288",11.4833333333333,15
"289",11.5,16
"290",11.5166666666667,19
"291",11.5333333333333,13
"292",11.55,18
"293",11.5666666666667,19
"294",11.5833333333333,15
"295",11.6,17
"296",11.6166666666667,19
"297",11.6333333333333,14
"298",11.65,18
"299",11.6666666666667,22
"300",11.6833333333333,13
"301",11.7,16
"302",11.7166666666667,18
"303",11.7333333333333,20
"304",11.75,16
"305",11.7666666666667,15
"306",11.7833333333333,14
"307",11.8,17
"308",11.8166666666667,20
"309",11.8333333333333,16
"310",11.85,12
"311",11.8666666666667,24
"312",11.8833333333333,17
"313",11.9,13
"314",11.9166666666667,22
"315",11.9333333333333,23
"316",11.95,8
"317",11.9666666666667,15
"318",11.9833333333333,22
"319",12,19
"320",12.0166666666667,25
"321",12.0333333333333,21
"322",12.05,20
"323",12.0666666666667,20
"324",12.0833333333333,23
"325",12.1,21
"326",12.1166666666667,15
"327",12.1333333333333,18
"328",12.15,23
"329",12.1666666666667,27
"330",12.1833333333333,15
"331",12.2,18
"332",12.2166666666667,16
"333",12.2333333333333,14
"334",12.25,28
"335",12.2666666666667,17
"336",12.2833333333333,17
"337",12.3,12
"338",12.3166666666667,15
"339",12.3333333333333,14
"340",12.35,19
"341",12.3666666666667,21
"342",12.3833333333333,17
"343",12.4,14
"344",12.4166666666667,20
"345",12.4333333333333,20
"346",12.45,18
"347",12.4666666666667,12
"348",12.4833333333333,20
"349",12.5,21
"350",12.5166666666667,23
"351",12.5333333333333,23
"352",12.55,20
"353",12.5666666666667,17
"354",12.5833333333333,19
"355",12.6,18
"356",12.6166666666667,21
"357",12.6333333333333,18
"358",12.65,22
"359",12.6666666666667,19
"360",12.6833333333333,25
"361",12.7,10
"362",12.7166666666667,16
"363",12.7333333333333,14
"364",12.75,14
"365",12.7666666666667,13
"366",12.7833333333333,12
"367",12.8,17
"368",12.8166666666667,16
"369",12.8333333333333,28
"370",12.85,17
"371",12.8666666666667,18
"372",12.8833333333333,24
"373",12.9,20
"374",12.9166666666667,23
"375",12.9333333333333,23
"376",12.95,19
"377",12.9666666666667,15
"378",12.9833333333333,22
"379",13,18
"380",13.0166666666667,13
"381",13.0333333333333,13
"382",13.05,17
"383",13.0666666666667,15
"384",13.0833333333333,24
"385",13.1,11
"386",13.1166666666667,15
"387",13.1333333333333,9
"388",13.15,18
"389",13.1666666666667,13
"390",13.1833333333333,13
"391",13.2,16
"392",13.2166666666667,14
"393",13.2333333333333,11
"394",13.25,16
"395",13.2666666666667,16
"396",13.2833333333333,9
"397",13.3,23
"398",13.3166666666667,17
"399",13.3333333333333,14
"400",13.35,18
"401",13.3666666666667,20
"402",13.3833333333333,12
"403",13.4,11
"404",13.4166666666667,18
"405",13.4333333333333,16
"406",13.45,14
"407",13.4666666666667,16
"408",13.4833333333333,13
"409",13.5,10
"410",13.5166666666667,11
"411",13.5333333333333,10
"412",13.55,10
"413",13.5666666666667,12
"414",13.5833333333333,19
"415",13.6,9
"416",13.6166666666667,18
"417",13.6333333333333,21
"418",13.65,15
"419",13.6666666666667,16
"420",13.6833333333333,14
"421",13.7,22
"422",13.7166666666667,14
"423",13.7333333333333,17
"424",13.75,21
"425",13.7666666666667,16
"426",13.7833333333333,19
"427",13.8,12
"428",13.8166666666667,8
"429",13.8333333333333,12
"430",13.85,16
"431",13.8666666666667,18
"432",13.8833333333333,12
"433",13.9,15
"434",13.9166666666667,14
"435",13.9333333333333,11
"436",13.95,13
"437",13.9666666666667,15
"438",13.9833333333333,15
"439",14,17
"440",14.0166666666667,17
"441",14.0333333333333,15
"442",14.05,9
"443",14.0666666666667,15
"444",14.0833333333333,15
"445",14.1,21
"446",14.1166666666667,12
"447",14.1333333333333,18
"448",14.15,17
"449",14.1666666666667,7
"450",14.1833333333333,14
"451",14.2,13
"452",14.2166666666667,17
"453",14.2333333333333,14
"454",14.25,14
"455",14.2666666666667,10
"456",14.2833333333333,14
"457",14.3,12
"458",14.3166666666667,11
"459",14.3333333333333,7
"460",14.35,13
"461",14.3666666666667,9
"462",14.3833333333333,8
"463",14.4,20
"464",14.4166666666667,12
"465",14.4333333333333,8
"466",14.45,7
"467",14.4666666666667,12
"468",14.4833333333333,17
"469",14.5,12
"470",14.5166666666667,18
"471",14.5333333333333,10
"472",14.55,13
"473",14.5666666666667,8
"474",14.5833333333333,13
"475",14.6,8
"476",14.6166666666667,15
"477",14.6333333333333,15
"478",14.65,15
"479",14.6666666666667,11
"480",14.6833333333333,15
"481",14.7,10
"482",14.7166666666667,11
"483",14.7333333333333,10
"484",14.75,10
"485",14.7666666666667,14
"486",14.7833333333333,18
"487",14.8,8
"488",14.8166666666667,15
"489",14.8333333333333,14
"490",14.85,8
"491",14.8666666666667,9
"492",14.8833333333333,12
"493",14.9,6
"494",14.9166666666667,12
"495",14.9333333333333,10
"496",14.95,10
"497",14.9666666666667,6
"498",14.9833333333333,10
"499",15,13
"500",15.0166666666667,11
"501",15.0333333333333,1
"502",15.05,5
"503",15.0666666666667,12
"504",15.0833333333333,11
"505",15.1,12
"506",15.1166666666667,6
"507",15.1333333333333,4
"508",15.15,7
"509",15.1666666666667,8
"510",15.1833333333333,7
"511",15.2,11
"512",15.2166666666667,7
"513",15.2333333333333,8
"514",15.25,7
"515",15.2666666666667,10
"516",15.2833333333333,8
"517",15.3,10
"518",15.3166666666667,4
"519",15.3333333333333,6
"520",15.35,5
"521",15.3666666666667,15
"522",15.3833333333333,7
"523",15.4,10
"524",15.4166666666667,6
"525",15.4333333333333,13
"526",15.45,4
"527",15.4666666666667,8
"528",15.4833333333333,7
"529",15.5,7
"530",15.5166666666667,9
"531",15.5333333333333,7
"532",15.55,11
"533",15.5666666666667,10
"534",15.5833333333333,6
"535",15.6,8
"536",15.6166666666667,8
"537",15.6333333333333,6
"538",15.65,4
"539",15.6666666666667,8
"540",15.6833333333333,11
"541",15.7,4
"542",15.7166666666667,4
"543",15.7333333333333,7
"544",15.75,11
"545",15.7666666666667,9
"546",15.7833333333333,8
"547",15.8,5
"548",15.8166666666667,7
"549",15.8333333333333,4
"550",15.85,3
"551",15.8666666666667,5
"552",15.8833333333333,9
"553",15.9,5
"554",15.9166666666667,4
"555",15.9333333333333,7
"556",15.95,3
"557",15.9666666666667,6
"558",15.9833333333333,8
"559",16,5
"560",16.0166666666667,8
"561",16.0333333333333,9
"562",16.05,4
"563",16.0666666666667,5
"564",16.0833333333333,4
"565",16.1,2
"566",16.1166666666667,3
"567",16.1333333333333,7
"568",16.15,3
"569",16.1666666666667,6
"570",16.1833333333333,4
"571",16.2,7
"572",16.2166666666667,3
"573",16.2333333333333,4
"574",16.25,4
"575",16.2666666666667,8
"576",16.2833333333333,5
"577",16.3,5
"578",16.3166666666667,6
"579",16.3333333333333,4
"580",16.35,2
"581",16.3666666666667,3
"582",16.3833333333333,7
"583",16.4,5
"584",16.4166666666667,11
"585",16.4333333333333,6
"586",16.45,3
"587",16.4666666666667,6
"588",16.4833333333333,4
"589",16.5,4
"590",16.5166666666667,7
"591",16.5333333333333,6
"592",16.55,3
"593",16.5666666666667,4
"594",16.5833333333333,5
"595",16.6,1
"596",16.6166666666667,2
"597",16.6333333333333,3
"598",16.65,7
"599",16.6666666666667,3
"600",16.6833333333333,2
"601",16.7,5
"602",16.7166666666667,3
"603",16.7333333333333,2
"604",16.75,7
"605",16.7666666666667,1
"606",16.7833333333333,4
"607",16.8,2
"608",16.8166666666667,1
"609",16.85,4
"610",16.8666666666667,4
"611",16.8833333333333,2
"612",16.9,5
"613",16.9166666666667,3
"614",16.9333333333333,3
"615",16.95,4
"616",16.9666666666667,2
"617",16.9833333333333,1
"618",17,1
"619",17.0333333333333,1
"620",17.05,4
"621",17.0666666666667,4
"622",17.0833333333333,3
"623",17.1,1
"624",17.1166666666667,3
"625",17.1333333333333,1
"626",17.15,4
"627",17.1666666666667,3
"628",17.1833333333333,2
"629",17.2166666666667,2
"630",17.2333333333333,2
"631",17.25,2
"632",17.2666666666667,5
"633",17.2833333333333,5
"634",17.3,2
"635",17.3166666666667,2
"636",17.3333333333333,1
"637",17.35,1
"638",17.3666666666667,1
"639",17.3833333333333,1
"640",17.4166666666667,3
"641",17.45,1
"642",17.4666666666667,2
"643",17.5,1
"644",17.5166666666667,3
"645",17.5333333333333,3
"646",17.55,1
"647",17.5666666666667,2
"648",17.5833333333333,2
"649",17.6,3
"650",17.6166666666667,5
"651",17.6333333333333,4
"652",17.65,2
"653",17.6666666666667,1
"654",17.6833333333333,7
"655",17.7,2
"656",17.7333333333333,3
"657",17.7666666666667,4
"658",17.7833333333333,2
"659",17.8,2
"660",17.8166666666667,3
"661",17.8333333333333,1
"662",17.85,3
"663",17.8666666666667,2
"664",17.8833333333333,1
"665",17.9,1
"666",17.9166666666667,2
"667",17.9333333333333,5
"668",17.9833333333333,3
"669",18,2
"670",18.0166666666667,2
"671",18.05,1
"672",18.0666666666667,1
"673",18.0833333333333,1
"674",18.1,2
"675",18.1166666666667,2
"676",18.1333333333333,1
"677",18.1666666666667,2
"678",18.1833333333333,1
"679",18.2,1
"680",18.2166666666667,2
"681",18.25,2
"682",18.2666666666667,3
"683",18.2833333333333,1
"684",18.3,1
"685",18.3166666666667,5
"686",18.3333333333333,2
"687",18.35,1
"688",18.3666666666667,1
"689",18.3833333333333,3
"690",18.4166666666667,1
"691",18.4333333333333,2
"692",18.45,1
"693",18.4666666666667,1
"694",18.4833333333333,1
"695",18.5,1
"696",18.5166666666667,2
"697",18.5333333333333,1
"698",18.5833333333333,1
"699",18.6166666666667,2
"700",18.6333333333333,1
"701",18.65,4
"702",18.6666666666667,1
"703",18.6833333333333,1
"704",18.7166666666667,1
"705",18.75,1
"706",18.85,1
"707",18.9166666666667,2
"708",18.9333333333333,2
"709",18.9833333333333,1
"710",19,1
"711",19.0166666666667,4
"712",19.0333333333333,2
"713",19.0833333333333,1
"714",19.1166666666667,2
"715",19.1333333333333,1
"716",19.1666666666667,1
"717",19.2,1
"718",19.25,3
"719",19.2833333333333,1
"720",19.3,1
"721",19.35,2
"722",19.4666666666667,1
"723",19.4833333333333,1
"724",19.5333333333333,1
"725",19.55,3
"726",19.6166666666667,1
"727",19.6333333333333,2
"728",19.6833333333333,1
"729",19.7,2
"730",19.75,2
"731",19.7833333333333,1
"732",19.8,1
"733",19.8833333333333,1
"734",19.9,1
"735",19.9166666666667,1
"736",19.95,1
"737",19.9666666666667,1
"738",19.9833333333333,1
"739",20.0166666666667,1
"740",20.05,2
"741",20.0833333333333,1
"742",20.1166666666667,1
"743",20.1666666666667,1
"744",20.2666666666667,2
"745",20.3666666666667,2
"746",20.3833333333333,1
"747",20.4166666666667,1
"748",20.45,2
"749",20.4833333333333,1
"750",20.5166666666667,1
"751",20.55,1
"752",20.6333333333333,1
"753",20.7166666666667,2
"754",20.9833333333333,1
"755",21.0666666666667,1
"756",21.35,1
"757",21.5,1
"758",21.5833333333333,1
"759",21.6,1
"760",21.8833333333333,2
"761",21.9166666666667,1
"762",21.9333333333333,1
"763",22.1166666666667,1
"764",22.1833333333333,1
"765",22.2,1
"766",22.3666666666667,1
"767",22.8833333333333,1
"768",23.1166666666667,1
"769",23.2833333333333,1
"770",23.3166666666667,1
"771",23.6166666666667,1
"772",NA,2
