"Notes"	"County"	"County Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Bernalillo County, NM"	"35001"	"2010"	"2010"	46	8607	5.34
	"Bernalillo County, NM"	"35001"	"2011"	"2011"	49	8498	5.77
	"Bernalillo County, NM"	"35001"	"2012"	"2012"	57	8385	6.80
	"Bernalillo County, NM"	"35001"	"2013"	"2013"	46	8115	5.67
	"Bernalillo County, NM"	"35001"	"2014"	"2014"	47	8047	5.84
	"Bernalillo County, NM"	"35001"	"2015"	"2015"	39	7920	4.92
	"Bernalillo County, NM"	"35001"	"2016"	"2016"	53	7574	7.00
	"Bernalillo County, NM"	"35001"	"2017"	"2017"	40	7436	5.38
	"Unidentified Counties, NM"	"35999"	"2007"	"2007"	123	20828	5.91
	"Unidentified Counties, NM"	"35999"	"2008"	"2008"	111	20718	5.36
	"Unidentified Counties, NM"	"35999"	"2009"	"2009"	114	19847	5.74
	"Unidentified Counties, NM"	"35999"	"2010"	"2010"	110	19243	5.72
	"Unidentified Counties, NM"	"35999"	"2011"	"2011"	103	18791	5.48
	"Unidentified Counties, NM"	"35999"	"2012"	"2012"	127	18683	6.80
	"Unidentified Counties, NM"	"35999"	"2013"	"2013"	93	18239	5.10
	"Unidentified Counties, NM"	"35999"	"2014"	"2014"	89	18005	4.94
	"Unidentified Counties, NM"	"35999"	"2015"	"2015"	92	17896	5.14
	"Unidentified Counties, NM"	"35999"	"2016"	"2016"	99	17118	5.78
	"Unidentified Counties, NM"	"35999"	"2017"	"2017"	99	16331	6.06
	"Albany County, NY"	"36001"	"2007"	"2007"	25	3161	7.91
	"Albany County, NY"	"36001"	"2008"	"2008"	26	3085	8.43
	"Albany County, NY"	"36001"	"2009"	"2009"	25	3121	8.01
	"Albany County, NY"	"36001"	"2010"	"2010"	25	3032	8.25
	"Albany County, NY"	"36001"	"2011"	"2011"	31	3076	10.08
	"Albany County, NY"	"36001"	"2012"	"2012"	25	3087	8.10
	"Albany County, NY"	"36001"	"2013"	"2013"	21	3085	6.81
	"Albany County, NY"	"36001"	"2014"	"2014"	18	3109	5.79 (Unreliable)
	"Albany County, NY"	"36001"	"2015"	"2015"	20	3095	6.46
	"Albany County, NY"	"36001"	"2016"	"2016"	14	3045	4.60 (Unreliable)
	"Albany County, NY"	"36001"	"2017"	"2017"	17	3083	5.51 (Unreliable)
	"Bronx County, NY"	"36005"	"2007"	"2007"	141	22981	6.14
	"Bronx County, NY"	"36005"	"2008"	"2008"	142	23144	6.14
	"Bronx County, NY"	"36005"	"2009"	"2009"	161	23137	6.96
	"Bronx County, NY"	"36005"	"2010"	"2010"	132	22490	5.87
	"Bronx County, NY"	"36005"	"2011"	"2011"	114	21873	5.21
	"Bronx County, NY"	"36005"	"2012"	"2012"	120	21453	5.59
	"Bronx County, NY"	"36005"	"2013"	"2013"	140	21416	6.54
	"Bronx County, NY"	"36005"	"2014"	"2014"	101	21556	4.69
	"Bronx County, NY"	"36005"	"2015"	"2015"	108	21493	5.02
	"Bronx County, NY"	"36005"	"2016"	"2016"	94	21161	4.44
	"Bronx County, NY"	"36005"	"2017"	"2017"	99	20588	4.81
	"Dutchess County, NY"	"36027"	"2007"	"2007"	Suppressed	3109	Suppressed
	"Dutchess County, NY"	"36027"	"2008"	"2008"	14	2943	4.76 (Unreliable)
	"Dutchess County, NY"	"36027"	"2009"	"2009"	14	2928	4.78 (Unreliable)
	"Dutchess County, NY"	"36027"	"2010"	"2010"	21	2874	7.31
	"Dutchess County, NY"	"36027"	"2011"	"2011"	Suppressed	2667	Suppressed
	"Dutchess County, NY"	"36027"	"2012"	"2012"	17	2722	6.25 (Unreliable)
	"Dutchess County, NY"	"36027"	"2013"	"2013"	15	2610	5.75 (Unreliable)
	"Dutchess County, NY"	"36027"	"2014"	"2014"	16	2697	5.93 (Unreliable)
	"Dutchess County, NY"	"36027"	"2015"	"2015"	Suppressed	2613	Suppressed
	"Dutchess County, NY"	"36027"	"2016"	"2016"	13	2519	5.16 (Unreliable)
	"Dutchess County, NY"	"36027"	"2017"	"2017"	11	2604	4.22 (Unreliable)
	"Erie County, NY"	"36029"	"2007"	"2007"	80	10059	7.95
	"Erie County, NY"	"36029"	"2008"	"2008"	73	9692	7.53
	"Erie County, NY"	"36029"	"2009"	"2009"	70	9829	7.12
	"Erie County, NY"	"36029"	"2010"	"2010"	81	9773	8.29
	"Erie County, NY"	"36029"	"2011"	"2011"	86	9711	8.86
	"Erie County, NY"	"36029"	"2012"	"2012"	97	9972	9.73
	"Erie County, NY"	"36029"	"2013"	"2013"	61	9891	6.17
	"Erie County, NY"	"36029"	"2014"	"2014"	83	10135	8.19
	"Erie County, NY"	"36029"	"2015"	"2015"	75	10172	7.37
	"Erie County, NY"	"36029"	"2016"	"2016"	68	9916	6.86
	"Erie County, NY"	"36029"	"2017"	"2017"	47	9870	4.76
	"Kings County, NY"	"36047"	"2007"	"2007"	227	41983	5.41
	"Kings County, NY"	"36047"	"2008"	"2008"	222	41732	5.32
	"Kings County, NY"	"36047"	"2009"	"2009"	205	42223	4.86
	"Kings County, NY"	"36047"	"2010"	"2010"	190	41964	4.53
	"Kings County, NY"	"36047"	"2011"	"2011"	174	41823	4.16
	"Kings County, NY"	"36047"	"2012"	"2012"	186	42672	4.36
	"Kings County, NY"	"36047"	"2013"	"2013"	148	41253	3.59
	"Kings County, NY"	"36047"	"2014"	"2014"	171	41812	4.09
	"Kings County, NY"	"36047"	"2015"	"2015"	164	41599	3.94
	"Kings County, NY"	"36047"	"2016"	"2016"	156	40802	3.82
	"Kings County, NY"	"36047"	"2017"	"2017"	155	39192	3.95
	"Monroe County, NY"	"36055"	"2007"	"2007"	60	8694	6.90
	"Monroe County, NY"	"36055"	"2008"	"2008"	69	8723	7.91
	"Monroe County, NY"	"36055"	"2009"	"2009"	77	8601	8.95
	"Monroe County, NY"	"36055"	"2010"	"2010"	57	8545	6.67
	"Monroe County, NY"	"36055"	"2011"	"2011"	55	8444	6.51
	"Monroe County, NY"	"36055"	"2012"	"2012"	66	8290	7.96
	"Monroe County, NY"	"36055"	"2013"	"2013"	55	8369	6.57
	"Monroe County, NY"	"36055"	"2014"	"2014"	44	8394	5.24
	"Monroe County, NY"	"36055"	"2015"	"2015"	63	8178	7.70
	"Monroe County, NY"	"36055"	"2016"	"2016"	58	8004	7.25
	"Monroe County, NY"	"36055"	"2017"	"2017"	65	7893	8.24
	"Nassau County, NY"	"36059"	"2007"	"2007"	71	15218	4.67
	"Nassau County, NY"	"36059"	"2008"	"2008"	78	15049	5.18
	"Nassau County, NY"	"36059"	"2009"	"2009"	73	14709	4.96
	"Nassau County, NY"	"36059"	"2010"	"2010"	66	14242	4.63
	"Nassau County, NY"	"36059"	"2011"	"2011"	47	14090	3.34
	"Nassau County, NY"	"36059"	"2012"	"2012"	53	14014	3.78
	"Nassau County, NY"	"36059"	"2013"	"2013"	56	13878	4.04
	"Nassau County, NY"	"36059"	"2014"	"2014"	49	14371	3.41
	"Nassau County, NY"	"36059"	"2015"	"2015"	58	14278	4.06
	"Nassau County, NY"	"36059"	"2016"	"2016"	43	14329	3.00
	"Nassau County, NY"	"36059"	"2017"	"2017"	39	14178	2.75
	"New York County, NY"	"36061"	"2007"	"2007"	80	20812	3.84
	"New York County, NY"	"36061"	"2008"	"2008"	92	20469	4.49
	"New York County, NY"	"36061"	"2009"	"2009"	86	20348	4.23
	"New York County, NY"	"36061"	"2010"	"2010"	63	20005	3.15
	"New York County, NY"	"36061"	"2011"	"2011"	81	19707	4.11
	"New York County, NY"	"36061"	"2012"	"2012"	60	19510	3.08
	"New York County, NY"	"36061"	"2013"	"2013"	59	18568	3.18
	"New York County, NY"	"36061"	"2014"	"2014"	68	18518	3.67
	"New York County, NY"	"36061"	"2015"	"2015"	64	18139	3.53
	"New York County, NY"	"36061"	"2016"	"2016"	54	17587	3.07
	"New York County, NY"	"36061"	"2017"	"2017"	64	17504	3.66
	"Onondaga County, NY"	"36067"	"2007"	"2007"	34	5522	6.16
	"Onondaga County, NY"	"36067"	"2008"	"2008"	44	5552	7.93
	"Onondaga County, NY"	"36067"	"2009"	"2009"	44	5482	8.03
	"Onondaga County, NY"	"36067"	"2010"	"2010"	25	5352	4.67
	"Onondaga County, NY"	"36067"	"2011"	"2011"	33	5427	6.08
	"Onondaga County, NY"	"36067"	"2012"	"2012"	34	5327	6.38
	"Onondaga County, NY"	"36067"	"2013"	"2013"	27	5245	5.15
	"Onondaga County, NY"	"36067"	"2014"	"2014"	29	5293	5.48
	"Onondaga County, NY"	"36067"	"2015"	"2015"	33	5258	6.28
	"Onondaga County, NY"	"36067"	"2016"	"2016"	41	5242	7.82
	"Onondaga County, NY"	"36067"	"2017"	"2017"	24	5052	4.75
	"Orange County, NY"	"36071"	"2007"	"2007"	37	5400	6.85
	"Orange County, NY"	"36071"	"2008"	"2008"	26	5411	4.81
	"Orange County, NY"	"36071"	"2009"	"2009"	28	5237	5.35
	"Orange County, NY"	"36071"	"2010"	"2010"	42	5171	8.12
	"Orange County, NY"	"36071"	"2011"	"2011"	36	5076	7.09
	"Orange County, NY"	"36071"	"2012"	"2012"	21	4972	4.22
	"Orange County, NY"	"36071"	"2013"	"2013"	29	4951	5.86
	"Orange County, NY"	"36071"	"2014"	"2014"	27	4907	5.50
	"Orange County, NY"	"36071"	"2015"	"2015"	21	4872	4.31
	"Orange County, NY"	"36071"	"2016"	"2016"	24	4993	4.81
	"Orange County, NY"	"36071"	"2017"	"2017"	14	5092	2.75 (Unreliable)
	"Queens County, NY"	"36081"	"2007"	"2007"	152	31623	4.81
	"Queens County, NY"	"36081"	"2008"	"2008"	143	31089	4.60
	"Queens County, NY"	"36081"	"2009"	"2009"	130	30824	4.22
	"Queens County, NY"	"36081"	"2010"	"2010"	126	30573	4.12
	"Queens County, NY"	"36081"	"2011"	"2011"	146	30402	4.80
	"Queens County, NY"	"36081"	"2012"	"2012"	147	30571	4.81
	"Queens County, NY"	"36081"	"2013"	"2013"	120	30162	3.98
	"Queens County, NY"	"36081"	"2014"	"2014"	108	30437	3.55
	"Queens County, NY"	"36081"	"2015"	"2015"	122	30452	4.01
	"Queens County, NY"	"36081"	"2016"	"2016"	117	30377	3.85
	"Queens County, NY"	"36081"	"2017"	"2017"	127	29008	4.38
	"Richmond County, NY"	"36085"	"2007"	"2007"	21	5927	3.54
	"Richmond County, NY"	"36085"	"2008"	"2008"	20	5817	3.44
	"Richmond County, NY"	"36085"	"2009"	"2009"	19	5794	3.28 (Unreliable)
	"Richmond County, NY"	"36085"	"2010"	"2010"	37	5665	6.53
	"Richmond County, NY"	"36085"	"2011"	"2011"	27	5590	4.83
	"Richmond County, NY"	"36085"	"2012"	"2012"	24	5356	4.48
	"Richmond County, NY"	"36085"	"2013"	"2013"	31	5378	5.76
	"Richmond County, NY"	"36085"	"2014"	"2014"	21	5354	3.92
	"Richmond County, NY"	"36085"	"2015"	"2015"	21	5367	3.91
	"Richmond County, NY"	"36085"	"2016"	"2016"	18	5464	3.29 (Unreliable)
	"Richmond County, NY"	"36085"	"2017"	"2017"	37	5444	6.80
	"Rockland County, NY"	"36087"	"2007"	"2007"	29	4901	5.92
	"Rockland County, NY"	"36087"	"2008"	"2008"	25	4957	5.04
	"Rockland County, NY"	"36087"	"2009"	"2009"	15	4895	3.06 (Unreliable)
	"Rockland County, NY"	"36087"	"2010"	"2010"	21	4896	4.29
	"Rockland County, NY"	"36087"	"2011"	"2011"	25	4990	5.01
	"Rockland County, NY"	"36087"	"2012"	"2012"	16	5080	3.15 (Unreliable)
	"Rockland County, NY"	"36087"	"2013"	"2013"	23	5095	4.51
	"Rockland County, NY"	"36087"	"2014"	"2014"	17	5266	3.23 (Unreliable)
	"Rockland County, NY"	"36087"	"2015"	"2015"	21	5313	3.95
	"Rockland County, NY"	"36087"	"2016"	"2016"	20	5440	3.68
	"Rockland County, NY"	"36087"	"2017"	"2017"	17	5481	3.10 (Unreliable)
	"Suffolk County, NY"	"36103"	"2007"	"2007"	85	18525	4.59
	"Suffolk County, NY"	"36103"	"2008"	"2008"	76	17999	4.22
	"Suffolk County, NY"	"36103"	"2009"	"2009"	63	17227	3.66
	"Suffolk County, NY"	"36103"	"2010"	"2010"	75	16807	4.46
	"Suffolk County, NY"	"36103"	"2011"	"2011"	77	16043	4.80
	"Suffolk County, NY"	"36103"	"2012"	"2012"	60	15738	3.81
	"Suffolk County, NY"	"36103"	"2013"	"2013"	74	15550	4.76
	"Suffolk County, NY"	"36103"	"2014"	"2014"	72	15576	4.62
	"Suffolk County, NY"	"36103"	"2015"	"2015"	51	15835	3.22
	"Suffolk County, NY"	"36103"	"2016"	"2016"	69	15559	4.43
	"Suffolk County, NY"	"36103"	"2017"	"2017"	74	15359	4.82
	"Westchester County, NY"	"36119"	"2007"	"2007"	64	11902	5.38
	"Westchester County, NY"	"36119"	"2008"	"2008"	61	11545	5.28
	"Westchester County, NY"	"36119"	"2009"	"2009"	66	11215	5.88
	"Westchester County, NY"	"36119"	"2010"	"2010"	44	11141	3.95
	"Westchester County, NY"	"36119"	"2011"	"2011"	39	10758	3.63
	"Westchester County, NY"	"36119"	"2012"	"2012"	41	10466	3.92
	"Westchester County, NY"	"36119"	"2013"	"2013"	49	10614	4.62
	"Westchester County, NY"	"36119"	"2014"	"2014"	48	10635	4.51
	"Westchester County, NY"	"36119"	"2015"	"2015"	30	10641	2.82
	"Westchester County, NY"	"36119"	"2016"	"2016"	35	10280	3.40
	"Westchester County, NY"	"36119"	"2017"	"2017"	36	10400	3.46
	"Unidentified Counties, NY"	"36999"	"2007"	"2007"	293	43634	6.71
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	270	43177	6.25
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	255	42540	5.99
	"Unidentified Counties, NY"	"36999"	"2010"	"2010"	235	41845	5.62
	"Unidentified Counties, NY"	"36999"	"2011"	"2011"	258	41635	6.20
	"Unidentified Counties, NY"	"36999"	"2012"	"2012"	239	41686	5.73
	"Unidentified Counties, NY"	"36999"	"2013"	"2013"	259	40915	6.33
	"Unidentified Counties, NY"	"36999"	"2014"	"2014"	229	40713	5.62
	"Unidentified Counties, NY"	"36999"	"2015"	"2015"	236	39969	5.90
	"Unidentified Counties, NY"	"36999"	"2016"	"2016"	230	39565	5.81
	"Unidentified Counties, NY"	"36999"	"2017"	"2017"	226	38989	5.80
	"Cumberland County, NC"	"37051"	"2007"	"2007"	57	5660	10.07
	"Cumberland County, NC"	"37051"	"2008"	"2008"	61	5705	10.69
	"Cumberland County, NC"	"37051"	"2009"	"2009"	58	6199	9.36
	"Cumberland County, NC"	"37051"	"2010"	"2010"	51	5839	8.73
	"Cumberland County, NC"	"37051"	"2011"	"2011"	48	6070	7.91
	"Cumberland County, NC"	"37051"	"2012"	"2012"	48	5538	8.67
	"Cumberland County, NC"	"37051"	"2013"	"2013"	48	5690	8.44
	"Cumberland County, NC"	"37051"	"2014"	"2014"	66	5702	11.57
	"Cumberland County, NC"	"37051"	"2015"	"2015"	56	5412	10.35
	"Cumberland County, NC"	"37051"	"2016"	"2016"	54	5446	9.92
	"Cumberland County, NC"	"37051"	"2017"	"2017"	56	5506	10.17
	"Durham County, NC"	"37063"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Durham County, NC"	"37063"	"2014"	"2014"	36	4502	8.00
	"Durham County, NC"	"37063"	"2015"	"2015"	25	4231	5.91
	"Durham County, NC"	"37063"	"2016"	"2016"	26	4346	5.98
	"Durham County, NC"	"37063"	"2017"	"2017"	21	4181	5.02
	"Forsyth County, NC"	"37067"	"2007"	"2007"	57	5139	11.09
	"Forsyth County, NC"	"37067"	"2008"	"2008"	60	5097	11.77
	"Forsyth County, NC"	"37067"	"2009"	"2009"	50	4832	10.35
	"Forsyth County, NC"	"37067"	"2010"	"2010"	34	4688	7.25
	"Forsyth County, NC"	"37067"	"2011"	"2011"	43	4580	9.39
	"Forsyth County, NC"	"37067"	"2012"	"2012"	51	4626	11.02
	"Forsyth County, NC"	"37067"	"2013"	"2013"	38	4523	8.40
	"Forsyth County, NC"	"37067"	"2014"	"2014"	30	4549	6.59
	"Forsyth County, NC"	"37067"	"2015"	"2015"	31	4340	7.14
	"Forsyth County, NC"	"37067"	"2016"	"2016"	43	4496	9.56
	"Forsyth County, NC"	"37067"	"2017"	"2017"	43	4368	9.84
	"Guilford County, NC"	"37081"	"2007"	"2007"	60	6298	9.53
	"Guilford County, NC"	"37081"	"2008"	"2008"	61	6379	9.56
	"Guilford County, NC"	"37081"	"2009"	"2009"	67	6153	10.89
	"Guilford County, NC"	"37081"	"2010"	"2010"	57	6005	9.49
	"Guilford County, NC"	"37081"	"2011"	"2011"	45	6045	7.44
	"Guilford County, NC"	"37081"	"2012"	"2012"	53	6166	8.60
	"Guilford County, NC"	"37081"	"2013"	"2013"	52	6173	8.42
	"Guilford County, NC"	"37081"	"2014"	"2014"	50	6089	8.21
	"Guilford County, NC"	"37081"	"2015"	"2015"	45	6096	7.38
	"Guilford County, NC"	"37081"	"2016"	"2016"	50	6259	7.99
	"Guilford County, NC"	"37081"	"2017"	"2017"	64	6218	10.29
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	97	14773	6.57
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	95	14917	6.37
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	91	14653	6.21
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	79	13898	5.68
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	77	13738	5.60
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	75	13855	5.41
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	87	13831	6.29
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	92	14421	6.38
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	92	14860	6.19
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	100	14881	6.72
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	71	14753	4.81
	"Wake County, NC"	"37183"	"2007"	"2007"	101	13300	7.59
	"Wake County, NC"	"37183"	"2008"	"2008"	83	13544	6.13
	"Wake County, NC"	"37183"	"2009"	"2009"	97	13014	7.45
	"Wake County, NC"	"37183"	"2010"	"2010"	69	12704	5.43
	"Wake County, NC"	"37183"	"2011"	"2011"	92	12457	7.39
	"Wake County, NC"	"37183"	"2012"	"2012"	83	12314	6.74
	"Wake County, NC"	"37183"	"2013"	"2013"	64	12439	5.15
	"Wake County, NC"	"37183"	"2014"	"2014"	63	12641	4.98
	"Wake County, NC"	"37183"	"2015"	"2015"	73	12865	5.67
	"Wake County, NC"	"37183"	"2016"	"2016"	73	13018	5.61
	"Wake County, NC"	"37183"	"2017"	"2017"	70	12682	5.52
	"Unidentified Counties, NC"	"37999"	"2007"	"2007"	744	85867	8.66
	"Unidentified Counties, NC"	"37999"	"2008"	"2008"	718	85197	8.43
	"Unidentified Counties, NC"	"37999"	"2009"	"2009"	640	81994	7.81
	"Unidentified Counties, NC"	"37999"	"2010"	"2010"	576	79216	7.27
	"Unidentified Counties, NC"	"37999"	"2011"	"2011"	561	77499	7.24
	"Unidentified Counties, NC"	"37999"	"2012"	"2012"	576	77332	7.45
	"Unidentified Counties, NC"	"37999"	"2013"	"2013"	543	76346	7.11
	"Unidentified Counties, NC"	"37999"	"2014"	"2014"	527	73071	7.21
	"Unidentified Counties, NC"	"37999"	"2015"	"2015"	566	73039	7.75
	"Unidentified Counties, NC"	"37999"	"2016"	"2016"	528	72333	7.30
	"Unidentified Counties, NC"	"37999"	"2017"	"2017"	520	72417	7.18
	"Unidentified Counties, ND"	"38999"	"2007"	"2007"	67	8840	7.58
	"Unidentified Counties, ND"	"38999"	"2008"	"2008"	52	8938	5.82
	"Unidentified Counties, ND"	"38999"	"2009"	"2009"	57	9001	6.33
	"Unidentified Counties, ND"	"38999"	"2010"	"2010"	62	9104	6.81
	"Unidentified Counties, ND"	"38999"	"2011"	"2011"	62	9527	6.51
	"Unidentified Counties, ND"	"38999"	"2012"	"2012"	64	10106	6.33
	"Unidentified Counties, ND"	"38999"	"2013"	"2013"	64	10599	6.04
	"Unidentified Counties, ND"	"38999"	"2014"	"2014"	58	11359	5.11
	"Unidentified Counties, ND"	"38999"	"2015"	"2015"	81	11314	7.16
	"Unidentified Counties, ND"	"38999"	"2016"	"2016"	73	11383	6.41
	"Unidentified Counties, ND"	"38999"	"2017"	"2017"	47	10737	4.38
	"Butler County, OH"	"39017"	"2007"	"2007"	35	5149	6.80
	"Butler County, OH"	"39017"	"2008"	"2008"	30	5099	5.88
	"Butler County, OH"	"39017"	"2009"	"2009"	40	4890	8.18
	"Butler County, OH"	"39017"	"2010"	"2010"	26	4605	5.65
	"Butler County, OH"	"39017"	"2011"	"2011"	38	4575	8.31
	"Butler County, OH"	"39017"	"2012"	"2012"	39	4638	8.41
	"Butler County, OH"	"39017"	"2013"	"2013"	42	4458	9.42
	"Butler County, OH"	"39017"	"2014"	"2014"	40	4455	8.98
	"Butler County, OH"	"39017"	"2015"	"2015"	31	4588	6.76
	"Butler County, OH"	"39017"	"2016"	"2016"	26	4452	5.84
	"Butler County, OH"	"39017"	"2017"	"2017"	25	4466	5.60
	"Cuyahoga County, OH"	"39035"	"2007"	"2007"	164	16552	9.91
	"Cuyahoga County, OH"	"39035"	"2008"	"2008"	170	16266	10.45
	"Cuyahoga County, OH"	"39035"	"2009"	"2009"	142	15536	9.14
	"Cuyahoga County, OH"	"39035"	"2010"	"2010"	137	15112	9.07
	"Cuyahoga County, OH"	"39035"	"2011"	"2011"	140	15005	9.33
	"Cuyahoga County, OH"	"39035"	"2012"	"2012"	129	14794	8.72
	"Cuyahoga County, OH"	"39035"	"2013"	"2013"	126	14918	8.45
	"Cuyahoga County, OH"	"39035"	"2014"	"2014"	120	15083	7.96
	"Cuyahoga County, OH"	"39035"	"2015"	"2015"	156	14842	10.51
	"Cuyahoga County, OH"	"39035"	"2016"	"2016"	124	14758	8.40
	"Cuyahoga County, OH"	"39035"	"2017"	"2017"	121	14550	8.32
	"Franklin County, OH"	"39049"	"2007"	"2007"	163	18202	8.96
	"Franklin County, OH"	"39049"	"2008"	"2008"	153	18408	8.31
	"Franklin County, OH"	"39049"	"2009"	"2009"	155	18327	8.46
	"Franklin County, OH"	"39049"	"2010"	"2010"	140	17824	7.85
	"Franklin County, OH"	"39049"	"2011"	"2011"	177	18038	9.81
	"Franklin County, OH"	"39049"	"2012"	"2012"	146	18341	7.96
	"Franklin County, OH"	"39049"	"2013"	"2013"	150	18769	7.99
	"Franklin County, OH"	"39049"	"2014"	"2014"	157	18872	8.32
	"Franklin County, OH"	"39049"	"2015"	"2015"	144	19173	7.51
	"Franklin County, OH"	"39049"	"2016"	"2016"	164	19045	8.61
	"Franklin County, OH"	"39049"	"2017"	"2017"	156	18886	8.26
	"Hamilton County, OH"	"39061"	"2007"	"2007"	130	11734	11.08
	"Hamilton County, OH"	"39061"	"2008"	"2008"	129	11824	10.91
	"Hamilton County, OH"	"39061"	"2009"	"2009"	107	11371	9.41
	"Hamilton County, OH"	"39061"	"2010"	"2010"	116	10850	10.69
	"Hamilton County, OH"	"39061"	"2011"	"2011"	117	11078	10.56
	"Hamilton County, OH"	"39061"	"2012"	"2012"	93	11033	8.43
	"Hamilton County, OH"	"39061"	"2013"	"2013"	92	10785	8.53
	"Hamilton County, OH"	"39061"	"2014"	"2014"	97	11047	8.78
	"Hamilton County, OH"	"39061"	"2015"	"2015"	103	10976	9.38
	"Hamilton County, OH"	"39061"	"2016"	"2016"	103	10820	9.52
	"Hamilton County, OH"	"39061"	"2017"	"2017"	98	10833	9.05
	"Lorain County, OH"	"39093"	"2007"	"2007"	29	3588	8.08
	"Lorain County, OH"	"39093"	"2008"	"2008"	25	3655	6.84
	"Lorain County, OH"	"39093"	"2009"	"2009"	26	3421	7.60
	"Lorain County, OH"	"39093"	"2010"	"2010"	27	3329	8.11
	"Lorain County, OH"	"39093"	"2011"	"2011"	20	3469	5.77
	"Lorain County, OH"	"39093"	"2012"	"2012"	21	3354	6.26
	"Lorain County, OH"	"39093"	"2013"	"2013"	17	3308	5.14 (Unreliable)
	"Lorain County, OH"	"39093"	"2014"	"2014"	21	3464	6.06
	"Lorain County, OH"	"39093"	"2015"	"2015"	19	3390	5.60 (Unreliable)
	"Lorain County, OH"	"39093"	"2016"	"2016"	17	3295	5.16 (Unreliable)
	"Lorain County, OH"	"39093"	"2017"	"2017"	21	3183	6.60
	"Lucas County, OH"	"39095"	"2007"	"2007"	53	6411	8.27
	"Lucas County, OH"	"39095"	"2008"	"2008"	45	6284	7.16
	"Lucas County, OH"	"39095"	"2009"	"2009"	47	6039	7.78
	"Lucas County, OH"	"39095"	"2010"	"2010"	40	5846	6.84
	"Lucas County, OH"	"39095"	"2011"	"2011"	43	5507	7.81
	"Lucas County, OH"	"39095"	"2012"	"2012"	50	5798	8.62
