"2016-2017 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 20 or more students enrolled that reported and schools that did not report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL^,,PME**,,PBE***,,OTHERS§ ,,OVERDUE ††,,DTP†††,,POLIO¥,,MMR‡,,HEPB‡‡,,VAR¶,,REPORTED¶¶
,,,,,,,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,
6146377,LOS ANGELES,PRIVATE,,POMONA,NEW DIMENSIONS SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963318,LOS ANGELES,PRIVATE,,RANCHO DOMINGUEZ,ST. ALBERT THE GREAT ELEMENTARY SCHOOL,21,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964035,LOS ANGELES,PRIVATE,,RANCHO PALOS VERDES,ST. JOHN FISHER ELEMENTARY,21,18,86,2,10,1,5,0,0,0,0,0,0,--*,≥95%,19,90,19,90,--*,≥95%,--*,≥95%,Y
6968101,LOS ANGELES,PRIVATE,,REDONDO BEACH,RIVIERA HALL LUTHERAN,25,23,92,0,0,2,8,0,0,0,0,0,0,23,92,23,92,23,92,23,92,23,92,Y
6964142,LOS ANGELES,PRIVATE,,REDONDO BEACH,ST. LAWRENCE MARTYR ELEMENTARY,46,43,93,2,4,0,0,1,2,0,0,0,0,43,93,43,93,43,93,--*,≥95%,--*,≥95%,Y
7017650,LOS ANGELES,PRIVATE,,REDONDO BEACH,VALOR CHRISTIAN ACADEMY,37,34,92,3,8,0,0,0,0,0,0,0,0,--*,≥95%,--*,≥95%,34,92,--*,≥95%,--*,≥95%,Y
6986517,LOS ANGELES,PRIVATE,,RESEDA,KIRK O' THE VALLEY SCHOOL,27,19,70,6,22,2,7,0,0,0,0,0,0,20,74,22,81,21,78,24,89,25,93,Y
6146484,LOS ANGELES,PRIVATE,,RESEDA,LITTLE ACORNS GROW,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7071822,LOS ANGELES,PRIVATE,,RESEDA,PLAYMATES OF RESEDA PRESCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
130716,LOS ANGELES,PRIVATE,,RESEDA,THERAPEUTIC LIVING CENTER FOR THE BLIND,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
123448,LOS ANGELES,PRIVATE,,ROLLING HILLS,BEACH CITIES LEARNING CENTER - PALOS VERDES,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6968119,LOS ANGELES,PRIVATE,,ROLLING HILLS ESTATES,ROLLING HILLS COUNTRY DAY SCHOOL,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
132795,LOS ANGELES,PRIVATE,,ROSEMEAD,BEACH CITIES LEARNING CENTER-ROSEMEAD,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6131569,LOS ANGELES,PRIVATE,,ROSEMEAD,SUNSHINE EDUCATIONAL CENTER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7081268,LOS ANGELES,PRIVATE,,SAN DIMAS,CANYON VIEW SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6962369,LOS ANGELES,PRIVATE,,SAN DIMAS,HOLY NAME OF MARY,35,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7084320,LOS ANGELES,PRIVATE,,SAN FERNANDO,FIRST UNITED METHODIST CHURCH/GLENOAKS ELEMENTARY SCHOOL,23,19,83,3,13,0,0,1,4,0,0,0,0,20,87,19,83,20,87,--*,≥95%,--*,≥95%,Y
6964761,LOS ANGELES,PRIVATE,,SAN FERNANDO,SANTA ROSA / BISHOP ALEMANY,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963789,LOS ANGELES,PRIVATE,,SAN FERNANDO,ST. FERDINAND ELEMENTARY,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6134621,LOS ANGELES,PRIVATE,,SAN GABRIEL,ARK CHRISTIAN ACADEMY,67,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6982912,LOS ANGELES,PRIVATE,,SAN GABRIEL,SAN GABRIEL MISSION ELEMENTARY,22,20,91,0,0,0,0,1,5,0,0,1,5,20,91,20,91,20,91,--*,≥95%,--*,≥95%,Y
6962401,LOS ANGELES,PRIVATE,,SAN PEDRO,HOLY TRINITY ELEMENTARY,52,50,96,2,4,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6138218,LOS ANGELES,PRIVATE,,SANTA CLARITA,ALPHA-KIDZ INTERNATIONAL,45,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7065329,LOS ANGELES,PRIVATE,,SANTA CLARITA,MONTESSORI OF SANTA CLARITA,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6935829,LOS ANGELES,PRIVATE,,SANTA CLARITA,SANTA CLARITA CHRISTIAN,27,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7104003,LOS ANGELES,PRIVATE,,SANTA CLARITA,TRINITY CLASSICAL ACADEMY,44,41,93,1,2,0,0,2,5,0,0,0,0,--*,≥95%,--*,≥95%,--*,≥95%,41,93,--*,≥95%,Y
6982938,LOS ANGELES,PRIVATE,,SANTA FE SPRINGS,SANTA FE SPRINGS CHRISTIAN SCHOOL,24,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
128678,LOS ANGELES,PRIVATE,,SANTA FE SPRINGS,SPECTRUM CENTER - WHITTIER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6977441,LOS ANGELES,PRIVATE,,SANTA MONICA,CARLTHORP,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6934657,LOS ANGELES,PRIVATE,,SANTA MONICA,CROSSROADS SCHOOL FOR ARTS AND SCIENCES,53,48,91,0,0,5,9,0,0,0,0,0,0,48,91,48,91,48,91,48,91,48,91,Y
6203749,LOS ANGELES,PRIVATE,,SANTA MONICA,DELPHI ACADEMY OF SANTA MONICA,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6911036,LOS ANGELES,PRIVATE,,SANTA MONICA,GARDEN OF ANGELS SCHOOL,31,25,81,4,13,0,0,2,6,0,0,0,0,29,94,29,94,--*,≥95%,--*,≥95%,--*,≥95%,Y
7038524,LOS ANGELES,PRIVATE,,SANTA MONICA,LIGHTHOUSE CHURCH SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6982599,LOS ANGELES,PRIVATE,,SANTA MONICA,PS1 PLURALISTIC SCHOOL,35,28,80,1,3,2,6,0,0,0,0,4,11,33,94,32,91,30,86,30,86,31,89,Y
6130512,LOS ANGELES,PRIVATE,,SANTA MONICA,SMARTSTART DEVELOPMENTAL LEARNING CENTER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963375,LOS ANGELES,PRIVATE,,SANTA MONICA,ST. ANNE ELEMENTARY,51,47,92,2,4,2,4,0,0,0,0,0,0,47,92,47,92,48,94,48,94,49,96,Y
6964399,LOS ANGELES,PRIVATE,,SANTA MONICA,ST. MONICA CATHOLIC ELEMENTARY SCHOOL,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6934343,LOS ANGELES,PRIVATE,,SHERMAN OAKS,"BUCKLEY SCHOOL, THE",42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6929145,LOS ANGELES,PRIVATE,,SHERMAN OAKS,C. AND E. MERDINIAN ARMENIAN EVANGELICAL SCHOOL,25,18,72,6,24,0,0,1,4,0,0,0,0,19,76,20,80,20,80,22,88,22,88,Y
6961049,LOS ANGELES,PRIVATE,,SHERMAN OAKS,EMEK HEBREW ACADEMYTEICHMAN FAMILY TORAH CENTER,71,65,92,4,6,1,1,1,1,0,0,0,0,69,97,69,97,68,96,69,97,69,97,Y
6963821,LOS ANGELES,PRIVATE,,SHERMAN OAKS,ST. FRANCIS DE SALES,35,32,91,0,0,0,0,0,0,0,0,3,9,--*,≥95%,--*,≥95%,--*,≥95%,33,94,--*,≥95%,Y
6997548,LOS ANGELES,PRIVATE,,SIERRA MADRE,"GOODEN SCHOOL, THE",23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964589,LOS ANGELES,PRIVATE,,SIERRA MADRE,ST. RITA CATHOLIC SCHOOL,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6961056,LOS ANGELES,PRIVATE,,SOUTH EL MONTE,EPIPHANY CATHOLIC,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963912,LOS ANGELES,PRIVATE,,SOUTH GATE,ST. HELEN,25,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6962328,LOS ANGELES,PRIVATE,,SOUTH PASADENA,HOLY FAMILY,37,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6962864,LOS ANGELES,PRIVATE,,SUN VALLEY,OUR LADY OF THE HOLY ROSARY,44,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6936165,LOS ANGELES,PRIVATE,,SUN VALLEY,VILLAGE CHRISTIAN SCHOOLS,58,50,86,0,0,3,5,0,0,0,0,5,9,52,90,54,93,53,91,54,93,--*,≥98%,Y
6150080,LOS ANGELES,PRIVATE,,SYLMAR,FOOTHILL LEARNING CENTER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6982615,LOS ANGELES,PRIVATE,,SYLMAR,POVERELLO OF ASSISI PRESCHOOL,55,52,95,2,4,0,0,1,2,0,0,0,0,53,96,53,96,52,95,--*,≥98%,--*,≥98%,Y
6912851,LOS ANGELES,PRIVATE,,TARZANA,GAN ISRAEL HEBREW,20,18,90,0,0,1,5,1,5,0,0,0,0,18,90,18,90,18,90,18,90,18,90,Y
6201958,LOS ANGELES,PRIVATE,,TARZANA,INTERNATIONAL SCHOOL OF LOS ANGELES–WV,22,17,77,0,0,0,0,2,9,0,0,3,14,19,86,20,91,--*,≥95%,--*,≥95%,--*,≥95%,Y
6936322,LOS ANGELES,PRIVATE,,TARZANA,WOODCREST SCHOOL,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6934301,LOS ANGELES,PRIVATE,,TORRANCE,BISHOP MONTGOMERY HIGH,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6206569,LOS ANGELES,PRIVATE,,TORRANCE,"CENTER FOR LEARNING UNLIMITED, INC.",,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6967921,LOS ANGELES,PRIVATE,,TORRANCE,FIRST LUTHERAN,48,44,92,3,6,1,2,0,0,0,0,0,0,--*,≥95%,--*,≥95%,--*,≥95%,45,94,45,94,Y
7094378,LOS ANGELES,PRIVATE,,TORRANCE,FREEMAN ENRICHMENT CENTER,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6988406,LOS ANGELES,PRIVATE,,TORRANCE,HICKORY TREE SCHOOL,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6146856,LOS ANGELES,PRIVATE,,TORRANCE,LIGHTHOUSE INTERNATIONAL HOME SCHOOLING ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6962740,LOS ANGELES,PRIVATE,,TORRANCE,NATIVITY CATHOLIC ELEMENTARY,40,27,68,13,33,0,0,0,0,0,0,0,0,31,78,29,73,29,73,37,93,--*,≥95%,Y
6993984,LOS ANGELES,PRIVATE,,TORRANCE,PLAYHOUSE,30,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6983076,LOS ANGELES,PRIVATE,,TORRANCE,SOUTH BAY JUNIOR ACADEMY,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963581,LOS ANGELES,PRIVATE,,TORRANCE,ST. CATHERINE LABOURE ELEMENTARY,73,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6963953,LOS ANGELES,PRIVATE,,TORRANCE,ST. JAMES ELEMENTARY,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7088750,LOS ANGELES,PRIVATE,,VALENCIA,LEGACY CHRISTIAN ACADEMY,49,45,92,3,6,0,0,1,2,0,0,0,0,46,94,--*,≥95%,46,94,--*,≥95%,--*,≥95%,Y
6964274,LOS ANGELES,PRIVATE,,VALINDA,ST. MARTHA ELEMENTARY SCHOOL,21,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6962492,LOS ANGELES,PRIVATE,,VALLEY GLEN,LAURENCE SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6906895,LOS ANGELES,PRIVATE,,VALLEY VILLAGE,ADAT ARI EL DAY SCHOOL,34,28,82,5,15,1,3,0,0,0,0,0,0,28,82,30,88,31,91,32,94,32,94,Y
6146591,LOS ANGELES,PRIVATE,,VALLEY VILLAGE,YESHIVA KETANA OF LOS ANGELES,21,17,81,4,19,0,0,0,0,0,0,0,0,17,81,--*,≥95%,18,86,--*,≥95%,--*,≥95%,Y
6963722,LOS ANGELES,PRIVATE,,VAN NUYS,ST. ELISABETH,34,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964886,LOS ANGELES,PRIVATE,,VAN NUYS,VALLEY SCHOOL–INDIVIDUAL TRAIN,41,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964266,LOS ANGELES,PRIVATE,,VENICE,ST. MARK SCHOOL,31,24,77,0,0,0,0,0,0,0,0,7,23,28,90,29,94,29,94,27,87,--*,≥95%,Y
6962211,LOS ANGELES,PRIVATE,,VENICE,VENICE LUTHERAN SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963623,LOS ANGELES,PRIVATE,,WEST COVINA,ST. CHRISTOPHER PARISH SCHOOL,35,32,91,0,0,0,0,0,0,0,0,3,9,32,91,32,91,32,91,--*,≥95%,--*,≥95%,Y
6964951,LOS ANGELES,PRIVATE,,WEST COVINA,WEST COVINA CHRISTIAN ELEMENTARY,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6203319,LOS ANGELES,PRIVATE,,WEST HILLS,CRANE ACADEMY OF EXCELLENCE,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963276,LOS ANGELES,PRIVATE,,WEST HILLS,SHEPHERD OF THE VALLEY LUTHERAN,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
7084684,LOS ANGELES,PRIVATE,,WEST HILLS,WEST VALLEY CHRISTIAN SCHOOL,39,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7042187,LOS ANGELES,PRIVATE,,WEST HOLLYWOOD,ABC LITTLE SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6988190,LOS ANGELES,PRIVATE,,WEST HOLLYWOOD,THE CENTER FOR EARLY EDUCATION,59,56,95,2,3,1,2,0,0,0,0,0,0,56,95,56,95,57,97,--*,≥98%,--*,≥98%,Y
7099021,LOS ANGELES,PRIVATE,,WEST HOLLYWOOD,WEST HOLLYWOOD CHILDREN'S ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6143606,LOS ANGELES,PRIVATE,,WEST HOLLYWOOD,WEST HOLLYWOOD COLLEGE PREPARATORY SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6922918,LOS ANGELES,PRIVATE,,WESTLAKE VILLAGE,SAINT JUDE THE APOSTLE,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7077910,LOS ANGELES,PRIVATE,,WHITTIER,BROADOAKS SCHOOL OF WHITTIER COLLEGE,31,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6986343,LOS ANGELES,PRIVATE,,WHITTIER,HADLEY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6907067,LOS ANGELES,PRIVATE,,WHITTIER,MULBERRY TREE PRESCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6982623,LOS ANGELES,PRIVATE,,WHITTIER,PRIMANTI MONTESSORI SCHOOL–WHITTIER,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6963565,LOS ANGELES,PRIVATE,,WHITTIER,ST. BRUNO PARISH SCHOOL,78,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6963904,LOS ANGELES,PRIVATE,,WHITTIER,ST. GREGORY THE GREAT,50,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6964316,LOS ANGELES,PRIVATE,,WHITTIER,ST. MARY OF THE ASSUMPTION ELEMENTARY,31,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7004963,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER CHRISTIAN SCHOOL - MAYBROOK,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6139349,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER CHRISTIAN SCHOOLS - SATELLITE,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964977,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER CHRISTIAN SCHOOLS–NEWLIN,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6993323,LOS ANGELES,PRIVATE,,WHITTIER,WHITTIER FRIENDS SCHOOL,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6912869,LOS ANGELES,PRIVATE,,WILMINGTON,PACIFIC HARBOR CHRISTIAN,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6964126,LOS ANGELES,PRIVATE,,WINNETKA,ST. JOSEPH THE WORKER ELEMENTARY,51,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6151203,LOS ANGELES,PRIVATE,,WOODLAND HILLS,MAINSAIL ACADEMY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6983449,LOS ANGELES,PRIVATE,,WOODLAND HILLS,PINECREST SCHOOLS - WOODLAND HILLS,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6963524,LOS ANGELES,PRIVATE,,WOODLAND HILLS,ST. BERNARDINE OF SIENA SCHOOL,27,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6964373,LOS ANGELES,PRIVATE,,WOODLAND HILLS,ST. MEL ELEMENTARY,56,53,95,3,5,0,0,0,0,0,0,0,0,53,95,54,96,54,96,--*,≥98%,--*,≥98%,Y
6988513,LOS ANGELES,PRIVATE,,WOODLAND HILLS,WOODLAND HILLS PRIVATE SCHOOL,39,35,90,3,8,1,3,0,0,0,0,0,0,--*,≥95%,35,90,--*,≥95%,35,90,--*,≥95%,Y
6023865,MADERA,PUBLIC,ALVIEW-DAIRYLAND UNION ELEMENTARY,CHOWCHILLA,ALVIEW ELEMENTARY,53,51,96,0,0,0,0,0,0,0,0,2,4,51,96,51,96,--*,≥98%,--*,≥98%,--*,≥98%,Y
6024111,MADERA,PUBLIC,BASS LAKE JOINT UNION ELEMENTARY,AHWAHNEE,WASUMA ELEMENTARY,40,34,85,4,10,0,0,0,0,0,0,2,5,35,88,37,93,36,90,37,93,--*,≥95%,Y
6024087,MADERA,PUBLIC,BASS LAKE JOINT UNION ELEMENTARY,OAKHURST,OAKHURST ELEMENTARY,76,67,88,8,11,1,1,0,0,0,0,0,0,70,92,73,96,71,93,73,96,74,97,Y
6024079,MADERA,PUBLIC,CHAWANAKEE UNIFIED,NORTH FORK,NORTH FORK ELEMENTARY,31,29,94,1,3,1,3,0,0,0,0,0,0,29,94,29,94,29,94,29,94,29,94,Y
6024103,MADERA,PUBLIC,CHAWANAKEE UNIFIED,O'NEALS,SPRING VALLEY ELEMENTARY,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6023881,MADERA,PUBLIC,CHOWCHILLA ELEMENTARY,CHOWCHILLA,MERLE L. FULLER ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
6023899,MADERA,PUBLIC,CHOWCHILLA ELEMENTARY,CHOWCHILLA,STEPHENS ELEMENTARY,250,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
134486,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,FREEDOM HOME,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
