"","c2.geneId","c2.symbol","c2.uniprotId","c0.score","Gene.Name","Gene.ID","Brodmann..1909..area.24","Brodmann..1909..area.9","amygdala","caudate.nucleus","cerebellar.hemisphere","cerebellum","cerebral.cortex","hippocampus.proper","hypothalamus","nucleus.accumbens","pituitary.gland","putamen","substantia.nigra","Human.GeneID","Mouse.GeneID","phenotype.x","genes.x","phenotype.y","genes.y","idgTDL","uniprotId"
"442",114793,"FMNL2","Q96PY5",0.002407028523288,"FMNL2","ENSG00000157827",21,20,26,28,22,25,24,29,23,24,15,27,41,114793,NA,NA,NA,NA,NA,NA,NA
"443",54842,"MFSD6","Q6ZSS7",0.002407028523288,"MFSD6","ENSG00000151690",9,14,8,6,10,10,12,11,13,6,19,7,16,54842,NA,NA,NA,NA,NA,NA,NA
"444",57628,"DPP10","Q8N608",0.002407028523288,"DPP10","ENSG00000175497",4,6,3,3,NA,0.6,4,2,3,1,NA,1,2,57628,NA,NA,NA,NA,NA,NA,NA
"445",23316,"CUX2","O14529",0.002407028523288,"CUX2","ENSG00000111249",3,6,1,NA,NA,0.8,8,NA,0.9,NA,0.9,NA,0.9,23316,NA,NA,NA,NA,NA,NA,NA
"446",5531,"PPP4C","P60510",0.002407028523288,"PPP4C","ENSG00000149923",8,8,7,8,15,15,8,8,9,8,16,8,8,5531,NA,NA,NA,NA,NA,NA,NA
"447",1543,"CYP1A1","P04798",0.002407028523288,"CYP1A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543,NA,NA,NA,NA,NA,NA,NA
"448",553,"AVPR1B","P47901",0.002407028523288,"AVPR1B","ENSG00000198049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,553,NA,NA,NA,NA,"AVPR1B","Tclin","P47901"
"449",5092,"PCBD1","P61457",0.002407028523288,"PCBD1","ENSG00000166228",19,18,18,17,20,19,18,13,32,20,31,14,21,5092,NA,NA,NA,NA,NA,NA,NA
"450",168400,"DDX53","Q86TM3",0.002407028523288,"DDX53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168400,NA,NA,NA,NA,NA,NA,NA
"451",1358,"CPA2","P48052",0.002407028523288,"CPA2","ENSG00000158516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1358,NA,NA,NA,NA,NA,NA,NA
"452",22798,"LAMB4","A4D0S4",0.002407028523288,"LAMB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22798,NA,NA,NA,NA,NA,NA,NA
"453",226,"ALDOA","P04075",0.002407028523288,"ALDOA","ENSG00000149925",145,175,98,113,102,111,196,104,116,131,122,108,106,226,NA,NA,NA,NA,NA,NA,NA
"454",5243,"ABCB1","P08183",0.002407028523288,"ABCB1","ENSG00000085563",4,4,4,5,2,2,3,6,5,3,0.5,5,7,5243,NA,NA,NA,NA,NA,NA,NA
"455",2099,"ESR1","P03372",0.002407028523288,"ESR1","ENSG00000091831",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,3,NA,NA,2099,NA,NA,NA,NA,"ESR1","Tclin","P03372"
"456",3295,"HSD17B4","P51659",0.002407028523288,"HSD17B4","ENSG00000133835",10,11,12,12,9,9,12,12,14,11,17,11,16,3295,NA,NA,NA,NA,NA,NA,NA
"457",6863,"TAC1","P20366",0.002407028523288,"TAC1","ENSG00000006128",9,6,3,62,NA,NA,4,6,15,47,NA,54,4,6863,NA,NA,NA,NA,NA,NA,NA
"458",2892,"GRIA3","P42263",0.002407028523288,"GRIA3","ENSG00000125675",15,21,8,11,2,3,18,13,6,14,NA,11,7,2892,NA,NA,NA,NA,"GRIA3","Tclin","P42263"
"459",6608,"SMO","Q99835",0.002407028523288,"SMO","ENSG00000128602",3,2,3,3,2,3,2,2,3,3,15,2,3,6608,NA,NA,NA,NA,"SMO","Tclin","Q99835"
"460",375612,"LHFPL3","Q86UP9",0.002407028523288,"LHFPL3","ENSG00000187416",5,4,6,5,1,0.9,2,5,5,5,NA,4,4,375612,NA,NA,NA,NA,NA,NA,NA
"461",375790,"AGRN","O00468",0.002407028523288,"AGRN","ENSG00000188157",10,11,8,8,1,2,17,7,6,6,6,8,7,375790,NA,NA,NA,NA,NA,NA,NA
"462",389549,"FEZF1","A0PJY2",0.002407028523288,"FEZF1","ENSG00000128610",NA,NA,0.7,1,NA,NA,NA,NA,2,0.6,NA,0.6,NA,389549,NA,NA,NA,NA,NA,NA,NA
"463",10203,"CALCRL","Q16602",0.002407028523288,"CALCRL","ENSG00000064989",1,1,2,1,0.6,1,0.9,1,1,1,2,1,2,10203,NA,NA,NA,NA,NA,NA,NA
"464",3362,"HTR6","P50406",0.002407028523288,"HTR6","ENSG00000158748",0.5,0.6,NA,2,NA,NA,0.9,NA,NA,2,NA,2,NA,3362,NA,NA,NA,NA,NA,NA,NA
"465",6561,"SLC13A1","Q9BZW2",0.002407028523288,"SLC13A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6561,NA,NA,NA,NA,NA,NA,NA
"466",3972,"LHB","P01229",0.002407028523288,"LHB","ENSG00000104826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1820,NA,NA,3972,NA,NA,NA,NA,NA,NA,NA
"467",3973,"LHCGR","P22888",0.002407028523288,"LHCGR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3973,NA,NA,NA,NA,"LHCGR","Tclin","P22888"
"468",143458,"LDLRAD3","Q86YD5",0.002407028523288,"LDLRAD3","ENSG00000179241",3,2,4,4,12,10,2,4,4,3,3,3,5,143458,NA,NA,NA,NA,NA,NA,NA
"469",9344,"TAOK2","Q9UL54",0.002407028523288,"TAOK2","ENSG00000149930",11,10,8,9,17,19,12,9,9,9,15,8,7,9344,NA,NA,NA,NA,NA,NA,NA
"470",9555,"H2AFY","O75367",0.002407028523288,"H2AFY","ENSG00000113648",4,4,3,4,8,7,4,3,5,4,10,3,4,9555,NA,NA,NA,NA,NA,NA,NA
"471",9256,"TSPOAP1","O95153",0.002407028523288,"TSPOAP1","ENSG00000005379",25,20,20,13,14,19,27,14,10,15,16,11,6,9256,NA,NA,NA,NA,NA,NA,NA
"472",15,"AANAT","Q16613",0.002407028523288,"AANAT","ENSG00000129673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,15,NA,NA,NA,NA,NA,NA,NA
"473",2917,"GRM7","Q14831",0.002407028523288,"GRM7","ENSG00000196277",1,2,0.8,0.7,NA,NA,1,1,2,1,NA,0.5,NA,2917,"Grm7",NA,"Grm7","hyperactivity",NA,NA,NA
"474",2917,"GRM7","Q14831",0.002407028523288,"GRM7","ENSG00000196277",1,2,0.8,0.7,NA,NA,1,1,2,1,NA,0.5,NA,2917,"Grm7",NA,"Grm7","limb grasping",NA,NA,NA
"475",2917,"GRM7","Q14831",0.002407028523288,"GRM7","ENSG00000196277",1,2,0.8,0.7,NA,NA,1,1,2,1,NA,0.5,NA,2917,"Grm7",NA,"Grm7","abnormal behavior",NA,NA,NA
"476",3290,"HSD11B1","P28845",0.002407028523288,"HSD11B1","ENSG00000117594",1,2,2,2,4,8,2,3,1,0.5,5,3,4,3290,NA,NA,NA,NA,"HSD11B1","Tclin","P28845"
"477",3350,"HTR1A","P08908",0.002407028523288,"HTR1A","ENSG00000178394",0.8,1,NA,NA,NA,NA,1,0.8,NA,NA,NA,NA,NA,3350,NA,NA,NA,NA,"HTR1A","Tclin","P08908"
"478",3239,"HOXD13","P35453",0.002407028523288,"HOXD13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3239,NA,NA,NA,NA,NA,NA,NA
"479",3238,"HOXD12","P35452",0.002407028523288,"HOXD12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3238,NA,NA,NA,NA,NA,NA,NA
"480",151126,"ZNF385B","Q569K4",0.002407028523288,"ZNF385B","ENSG00000144331",2,5,0.6,4,10,9,4,0.9,0.6,0.8,NA,3,0.5,151126,NA,NA,NA,NA,NA,NA,NA
"481",3363,"HTR7","P34969",0.002407028523288,"HTR7","ENSG00000148680",0.7,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,3363,NA,NA,NA,NA,"HTR7","Tclin","P34969"
"482",9915,"ARNT2","Q9HBZ2",0.002407028523288,"ARNT2","ENSG00000172379",47,49,34,47,14,15,54,35,27,47,6,39,25,9915,NA,NA,NA,NA,NA,NA,NA
"483",6822,"SULT2A1","Q06520",0.002407028523288,"SULT2A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6822,NA,NA,NA,NA,NA,NA,NA
"484",6716,"SRD5A2","P31213",0.002407028523288,"SRD5A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6716,NA,NA,NA,NA,"SRD5A2","Tclin","P31213"
"485",3107,"HLA-C","P04222;P10321;P30499;P30501;P30504;P30505;P30508;P30510;Q07000;Q29865;Q29960;Q29963;Q95604;Q9TNN7",0.002407028523288,"HLA-C","ENSG00000204525",29,26,34,35,17,22,30,36,43,33,134,36,51,3107,NA,NA,NA,NA,NA,NA,NA
"486",3106,"HLA-B","P01889;P03989;P10319;P18463;P18464;P18465;P30460;P30461;P30462;P30464;P30466;P30475;P30479;P30480;P30481;P30483;P30484;P30485...",0.002407028523288,"HLA-B","ENSG00000234745",30,26,38,37,29,31,29,44,49,33,119,40,63,3106,NA,NA,NA,NA,NA,NA,NA
"487",6715,"SRD5A1","P18405",0.002407028523288,"SRD5A1","ENSG00000145545",4,4,2,2,4,3,3,3,3,3,1,2,3,6715,NA,NA,NA,NA,"SRD5A1","Tclin","P18405"
"488",3294,"HSD17B2","P37059",0.002407028523288,"HSD17B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3294,NA,NA,NA,NA,NA,NA,NA
"489",6697,"SPR","P35270",0.002407028523288,"SPR","ENSG00000116096",5,6,4,6,0.9,1,6,5,8,7,8,4,7,6697,NA,NA,NA,NA,NA,NA,NA
"490",3293,"HSD17B3","P37058",0.002407028523288,"HSD17B3","ENSG00000130948",0.7,0.6,1,1,NA,0.5,1,2,1,0.7,0.7,1,2,3293,NA,NA,NA,NA,NA,NA,NA
"491",1545,"CYP1B1","Q16678",0.002407028523288,"CYP1B1","ENSG00000138061",0.9,1,0.9,2,NA,NA,1,1,1,1,3,2,1,1545,NA,NA,NA,NA,NA,NA,NA
"492",267012,"DAOA","P59103",0.002407028523288,"DAOA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267012,NA,NA,NA,NA,NA,NA,NA
"493",4176,"MCM7","P33993",0.002407028523288,"MCM7","ENSG00000166508",7,7,15,11,17,18,8,16,13,8,13,16,21,4176,NA,NA,NA,NA,NA,NA,NA
"494",1586,"CYP17A1","P05093",0.002407028523288,"CYP17A1","ENSG00000148795",NA,NA,NA,NA,0.8,0.9,0.5,NA,NA,0.5,0.6,NA,NA,1586,"Cyp17a1",NA,"Cyp17a1","hypoactivity","CYP17A1","Tclin","P05093"
"495",1586,"CYP17A1","P05093",0.002407028523288,"CYP17A1","ENSG00000148795",NA,NA,NA,NA,0.8,0.9,0.5,NA,NA,0.5,0.6,NA,NA,1586,"Cyp17a1",NA,"Cyp17a1","abnormal vocalization","CYP17A1","Tclin","P05093"
"496",1586,"CYP17A1","P05093",0.002407028523288,"CYP17A1","ENSG00000148795",NA,NA,NA,NA,0.8,0.9,0.5,NA,NA,0.5,0.6,NA,NA,1586,"Cyp17a1",NA,"Cyp17a1","abnormal behavior","CYP17A1","Tclin","P05093"
"497",1586,"CYP17A1","P05093",0.002407028523288,"CYP17A1","ENSG00000148795",NA,NA,NA,NA,0.8,0.9,0.5,NA,NA,0.5,0.6,NA,NA,1586,"Cyp17a1",NA,"Cyp17a1","decreased grip strength","CYP17A1","Tclin","P05093"
"498",1586,"CYP17A1","P05093",0.002407028523288,"CYP17A1","ENSG00000148795",NA,NA,NA,NA,0.8,0.9,0.5,NA,NA,0.5,0.6,NA,NA,1586,"Cyp17a1",NA,"Cyp17a1","increased grip strength","CYP17A1","Tclin","P05093"
"499",2643,"GCH1","P30793",0.002407028523288,"GCH1","ENSG00000131979",1,1,1,2,0.8,0.7,0.9,2,4,3,3,2,3,2643,NA,NA,NA,NA,NA,NA,NA
"500",7035,"TFPI","P10646",0.002407028523288,"TFPI","ENSG00000003436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7035,NA,NA,NA,NA,NA,NA,NA
"501",4137,"MAPT","P10636",0.002407028523288,"MAPT","ENSG00000186868",24,29,17,16,34,36,34,19,21,15,10,15,15,4137,"Mapt",NA,"Mapt","abnormal behavior",NA,NA,NA
"502",4137,"MAPT","P10636",0.002407028523288,"MAPT","ENSG00000186868",24,29,17,16,34,36,34,19,21,15,10,15,15,4137,"Mapt",NA,"Mapt","decreased grip strength",NA,NA,NA
"503",6470,"SHMT1","P34896",0.002407028523288,"SHMT1","ENSG00000176974",0.9,1,1,1,5,5,1,1,1,1,1,1,1,6470,NA,NA,NA,NA,NA,NA,NA
"504",4340,"MOG","Q16653",0.002407028523288,"MOG","ENSG00000204655",12,14,38,34,6,8,21,66,30,20,NA,48,99,4340,NA,NA,NA,NA,NA,NA,NA
"505",1584,"CYP11B1","P15538",0.002407028523288,"CYP11B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584,NA,NA,NA,NA,"CYP11B1","Tclin","P15538"
"506",2644,"GCHFR","P30047",0.002407028523288,"GCHFR","ENSG00000137880",0.7,0.7,NA,NA,2,2,0.7,NA,0.6,0.9,0.9,NA,NA,2644,NA,NA,NA,NA,NA,NA,NA
"507",1081,"CGA","P01215",0.002407028523288,"CGA","ENSG00000135346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194,NA,NA,1081,NA,NA,NA,NA,NA,NA,NA
"508",6462,"SHBG","P04278",0.002407028523288,"SHBG","ENSG00000129214",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,6462,NA,NA,NA,NA,NA,NA,NA
"509",90665,"TBL1Y","Q9BQ87",0.002407028523288,"TBL1Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90665,NA,NA,NA,NA,NA,NA,NA
"510",1583,"CYP11A1","P05108",0.002407028523288,"CYP11A1","ENSG00000140459",0.7,0.5,0.7,1,NA,NA,0.6,0.5,0.5,0.9,0.9,0.8,0.6,1583,NA,NA,NA,NA,"CYP11A1","Tclin","P05108"
"511",1581,"CYP7A1","P22680",0.002407028523288,"CYP7A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,"Cyp7a1",NA,"Cyp7a1","increased startle reflex",NA,NA,NA
"512",9086,"EIF1AY","O14602",0.002407028523288,"EIF1AY","ENSG00000198692",3,3,3,3,2,2,2,3,5,3,7,3,4,9086,NA,NA,NA,NA,NA,NA,NA
"513",4544,"MTNR1B","P49286",0.002407028523288,"MTNR1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4544,NA,NA,NA,NA,"MTNR1B","Tclin","P49286"
"514",4543,"MTNR1A","P48039",0.002407028523288,"MTNR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4543,NA,NA,NA,NA,"MTNR1A","Tclin","P48039"
"515",4150,"MAZ","P56270",0.002407028523288,"MAZ","ENSG00000103495",9,9,8,5,14,16,10,7,6,6,9,5,6,4150,NA,NA,NA,NA,NA,NA,NA
"516",1791,"DNTT","P04053",0.0013736339210655,"DNTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1791,NA,NA,NA,NA,NA,NA,NA
"517",100506013,"APELA","P0DMC3",0.0010989071368524,"APELA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100506013,NA,NA,NA,NA,NA,NA,NA
"518",3918,"LAMC2","Q13753",0.0010989071368524,"LAMC2","ENSG00000058085",NA,NA,NA,NA,2,2,NA,NA,NA,0.9,3,NA,NA,3918,NA,NA,NA,NA,NA,NA,NA
"519",1437,"CSF2","P04141",0.0010989071368524,"CSF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437,NA,NA,NA,NA,NA,NA,NA
"520",351,"APP","P05067",0.0010989071368524,"APP","ENSG00000142192",140,211,123,132,132,74,109,149,159,147,68,131,141,351,"App",NA,"App","decreased grip strength",NA,NA,NA
"521",55217,"TMLHE","Q9NVH6",0.0010989071368524,"TMLHE","ENSG00000185973",2,2,2,2,2,2,2,2,2,2,2,2,2,55217,NA,NA,NA,NA,NA,NA,NA
"522",3064,"HTT","P42858",0.0008241803526393,"HTT","ENSG00000197386",7,7,5,5,9,10,9,5,4,5,6,4,3,3064,NA,NA,NA,NA,NA,NA,NA
"523",57532,"NUFIP2","Q7Z417",0.0008241803526393,"NUFIP2","ENSG00000108256",4,5,4,4,8,8,5,5,6,4,9,4,5,57532,NA,NA,NA,NA,NA,NA,NA
"524",79594,"MUL1","Q969V5",0.0008241803526393,"MUL1","ENSG00000090432",7,8,6,7,7,7,9,6,8,7,12,7,7,79594,NA,NA,NA,NA,NA,NA,NA
"525",5879,"RAC1","P63000",0.0008241803526393,"RAC1","ENSG00000136238",75,79,79,67,64,52,64,88,80,69,46,74,98,5879,NA,NA,NA,NA,NA,NA,NA
"526",6594,"SMARCA1","P28370",0.0008241803526393,"SMARCA1","ENSG00000102038",10,9,9,9,12,10,8,9,16,9,29,7,11,6594,NA,NA,NA,NA,NA,NA,NA
"527",27086,"FOXP1","Q9H334",0.0008241803526393,"FOXP1","ENSG00000114861",2,3,1,4,1,1,3,2,1,4,3,4,1,27086,"Foxp1",NA,"Foxp1","hyperactivity",NA,NA,NA
"528",27086,"FOXP1","Q9H334",0.0008241803526393,"FOXP1","ENSG00000114861",2,3,1,4,1,1,3,2,1,4,3,4,1,27086,"Foxp1",NA,"Foxp1","abnormal behavior",NA,NA,NA
"529",27086,"FOXP1","Q9H334",0.0008241803526393,"FOXP1","ENSG00000114861",2,3,1,4,1,1,3,2,1,4,3,4,1,27086,"Foxp1",NA,"Foxp1","abnormal behavioral response to light",NA,NA,NA
"530",6323,"SCN1A","P35498",0.0008241803526393,"SCN1A","ENSG00000144285",4,7,2,3,4,4,5,3,4,3,NA,3,2,6323,NA,NA,NA,NA,"SCN1A","Tclin","P35498"
"531",158506,"ZNF645","Q8N7E2",0.0008241803526393,"ZNF645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158506,NA,NA,NA,NA,NA,NA,NA
"532",55777,"MBD5","Q9P267",0.0008241803526393,"MBD5","ENSG00000204406",1,1,0.8,0.9,2,2,1,0.9,1,1,2,0.8,0.8,55777,"Mbd5",NA,"Mbd5","abnormal behavior",NA,NA,NA
"533",176,"ACAN","P16112",0.0008241803526393,"ACAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA
"534",56902,"PNO1","Q9NRX1",0.0005494535684262,"PNO1","ENSG00000115946",3,3,3,4,3,3,3,4,3,4,5,4,3,56902,NA,NA,NA,NA,NA,NA,NA
"535",2048,"EPHB2","P29323",0.0005494535684262,"EPHB2","ENSG00000133216",0.8,1,NA,0.7,NA,NA,1,0.8,1,0.8,0.9,0.6,1,2048,NA,NA,NA,NA,NA,NA,NA
"536",5725,"PTBP1","P26599",0.0005494535684262,"PTBP1","ENSG00000011304",5,5,6,6,11,15,7,6,7,6,35,6,6,5725,NA,NA,NA,NA,NA,NA,NA
"537",1741,"DLG3","Q92796",0.0005494535684262,"DLG3","ENSG00000082458",6,9,4,5,10,9,8,6,4,7,6,4,2,1741,NA,NA,NA,NA,NA,NA,NA
"538",4684,"NCAM1","P13591",0.0005494535684262,"NCAM1","ENSG00000149294",24,25,22,25,22,22,24,25,28,24,8,22,25,4684,"Ncam1",NA,"Ncam1","increased exploration in new environment",NA,NA,NA
"539",4684,"NCAM1","P13591",0.0005494535684262,"NCAM1","ENSG00000149294",24,25,22,25,22,22,24,25,28,24,8,22,25,4684,"Ncam1",NA,"Ncam1","abnormal social/conspecific interaction",NA,NA,NA
"540",4684,"NCAM1","P13591",0.0005494535684262,"NCAM1","ENSG00000149294",24,25,22,25,22,22,24,25,28,24,8,22,25,4684,"Ncam1",NA,"Ncam1","abnormal anxiety-related response",NA,NA,NA
"541",57492,"ARID1B","Q8NFD5",0.0005494535684262,"ARID1B","ENSG00000049618",3,3,2,3,7,6,3,2,2,3,5,2,2,57492,"Arid1b","decreased prepulse inhibition","Arid1b","hypoactivity",NA,NA,NA
"542",2572,"GAD2","Q05329",0.0005494535684262,"GAD2","ENSG00000136750",11,9,3,21,4,5,7,3,12,28,NA,18,2,2572,"Gad2","decreased prepulse inhibition","Gad2","increased vertical activity",NA,NA,NA
"543",2572,"GAD2","Q05329",0.0005494535684262,"GAD2","ENSG00000136750",11,9,3,21,4,5,7,3,12,28,NA,18,2,2572,"Gad2","decreased prepulse inhibition","Gad2","abnormal behavior",NA,NA,NA
"544",6792,"CDKL5","O76039",0.0005494535684262,"CDKL5","ENSG00000008086",3,5,2,3,2,1,4,2,2,3,1,3,1,6792,NA,NA,NA,NA,NA,NA,NA
"545",5293,"PIK3CD","O00329",0.0005494535684262,"PIK3CD","ENSG00000171608",3,3,2,2,2,3,4,3,2,1,2,2,2,5293,NA,NA,NA,NA,"PIK3CD","Tclin","O00329"
"546",4698,"NDUFA5","Q16718",0.0005494535684262,"NDUFA5","ENSG00000128609",13,15,10,10,9,8,12,10,12,11,8,9,9,4698,NA,NA,NA,NA,"NDUFA5","Tclin","Q16718"
"547",30827,"CXXC1","Q9P0U4",0.0005494535684262,"CXXC1","ENSG00000154832",9,9,8,9,33,37,13,9,9,9,21,8,8,30827,NA,NA,NA,NA,NA,NA,NA
"548",2915,"GRM5","P41594",0.0005494535684262,"GRM5","ENSG00000168959",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2915,NA,NA,NA,NA,NA,NA,NA
"549",27303,"RBMS3","Q6XE24",0.0005494535684262,"RBMS3","ENSG00000144642",0.9,0.7,0.8,0.9,NA,NA,0.7,0.8,1,0.8,1,0.9,1,27303,NA,NA,NA,NA,NA,NA,NA
"550",4133,"MAP2","P11137",0.0005494535684262,"MAP2","ENSG00000078018",76,69,42,31,32,30,65,41,63,50,12,26,23,4133,NA,NA,NA,NA,NA,NA,NA
"551",5290,"PIK3CA","P42336",0.0005494535684262,"PIK3CA","ENSG00000121879",1,2,1,1,2,3,2,1,1,1,2,1,1,5290,NA,NA,NA,NA,"PIK3CA","Tclin","P42336"
"552",5291,"PIK3CB","P42338",0.0005494535684262,"PIK3CB","ENSG00000051382",4,6,3,4,8,7,6,4,5,4,3,3,3,5291,NA,NA,NA,NA,NA,NA,NA
"553",491,"ATP2B2","Q01814",0.0005494535684262,"ATP2B2","ENSG00000157087",18,35,6,18,53,54,33,9,6,17,2,17,7,491,NA,NA,NA,NA,NA,NA,NA
"554",2475,"MTOR","P42345",0.0005494535684262,"MTOR","ENSG00000198793",5,5,3,5,9,9,6,4,4,4,7,4,4,2475,NA,NA,NA,NA,"MTOR","Tclin","P42345"
"555",81832,"NETO1","Q8TDF5",0.0005494535684262,"NETO1","ENSG00000166342",3,4,1,2,NA,NA,3,2,0.9,3,NA,2,NA,81832,NA,NA,NA,NA,NA,NA,NA
"556",65109,"UPF3B","Q9BZI7",0.0005494535684262,"UPF3B","ENSG00000125351",7,7,6,7,17,15,7,6,9,7,10,7,6,65109,"Upf3b",NA,"Upf3b","hyperactivity",NA,NA,NA
"557",65109,"UPF3B","Q9BZI7",0.0005494535684262,"UPF3B","ENSG00000125351",7,7,6,7,17,15,7,6,9,7,10,7,6,65109,"Upf3b",NA,"Upf3b","increased vertical activity",NA,NA,NA
"558",65109,"UPF3B","Q9BZI7",0.0005494535684262,"UPF3B","ENSG00000125351",7,7,6,7,17,15,7,6,9,7,10,7,6,65109,"Upf3b",NA,"Upf3b","abnormal behavior",NA,NA,NA
"559",2166,"FAAH","O00519",0.0005494535684262,"FAAH","ENSG00000117480",11,11,9,12,20,22,15,13,13,16,21,11,13,2166,NA,NA,NA,NA,NA,NA,NA
"560",23191,"CYFIP1","Q7L576",0.0005494535684262,"CYFIP1","ENSG00000273749",4,4,4,4,3,3,5,4,4,4,4,4,5,23191,NA,NA,NA,NA,NA,NA,NA
"561",26280,"IL1RAPL2","Q9NP60",0.0005494535684262,"IL1RAPL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26280,NA,NA,NA,NA,NA,NA,NA
"562",84549,"MAK16","Q9BXY0",0.0005494535684262,"MAK16","ENSG00000198042",2,2,2,2,2,2,2,2,3,2,3,2,2,84549,NA,NA,NA,NA,NA,NA,NA
"563",270,"AMPD1","P23109",0.0005494535684262,"AMPD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA
"564",23524,"SRRM2","Q9UQ35",0.0005494535684262,"SRRM2","ENSG00000167978",27,30,24,31,87,121,50,27,29,29,101,27,27,23524,NA,NA,NA,NA,NA,NA,NA
"565",23413,"NCS1","P62166",0.0005494535684262,"NCS1","ENSG00000107130",177,159,152,76,46,54,167,163,68,139,7,63,41,23413,NA,NA,NA,NA,NA,NA,NA
"566",91752,"ZNF804A","Q7Z570",0.0005494535684262,"ZNF804A","ENSG00000170396",1,2,0.7,0.8,3,2,1,1,2,2,NA,0.8,NA,91752,NA,NA,NA,NA,NA,NA,NA
"567",6616,"SNAP25","P60880",0.0005494535684262,"SNAP25","ENSG00000132639",462,816,250,179,1278,666,369,315,140,224,49,167,129,6616,NA,NA,NA,NA,NA,NA,NA
"568",6812,"STXBP1","P61764",0.0002747267842131,"STXBP1","ENSG00000136854",60,112,28,29,166,155,107,35,44,40,54,27,26,6812,"Stxbp1",NA,"Stxbp1","abnormal behavior",NA,NA,NA
"569",6812,"STXBP1","P61764",0.0002747267842131,"STXBP1","ENSG00000136854",60,112,28,29,166,155,107,35,44,40,54,27,26,6812,"Stxbp1",NA,"Stxbp1","abnormal behavioral response to light",NA,NA,NA
"570",7038,"TG","P01266",0.0002747267842131,"TG","ENSG00000042832",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7038,NA,NA,NA,NA,NA,NA,NA
"571",7070,"THY1","P04216",0.0002747267842131,"THY1","ENSG00000154096",56,79,29,55,18,21,86,47,39,65,7,55,22,7070,NA,NA,NA,NA,NA,NA,NA
"572",139818,"DOCK11","Q5JSL3",0.0002747267842131,"DOCK11","ENSG00000147251",0.6,0.5,0.7,1,NA,0.5,0.7,0.8,1,2,7,1,1,139818,NA,NA,NA,NA,NA,NA,NA
"573",7179,"TPTE","P56180",0.0002747267842131,"TPTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7179,NA,NA,NA,NA,NA,NA,NA
"574",1399,"CRKL","P46109",0.0002747267842131,"CRKL","ENSG00000099942",18,18,13,14,24,24,17,13,16,14,14,12,14,1399,NA,NA,NA,NA,NA,NA,NA
"575",7225,"TRPC6","Q9Y210",0.0002747267842131,"TRPC6","ENSG00000137672",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7225,NA,NA,NA,NA,NA,NA,NA
