"","c2.geneId","c2.symbol","c2.uniprotId","c0.score","Gene.Name","Gene.ID","Brodmann..1909..area.24","Brodmann..1909..area.9","amygdala","caudate.nucleus","cerebellar.hemisphere","cerebellum","cerebral.cortex","hippocampus.proper","hypothalamus","nucleus.accumbens","pituitary.gland","putamen","substantia.nigra","Human.GeneID","Mouse.GeneID","phenotype.x","genes.x","phenotype.y","genes.y","idgTDL","uniprotId"
"32",57502,"NLGN4X","Q8N0W4",0.229509078139497,"NLGN4X","ENSG00000146938",3,4,3,3,4,4,3,3,4,3,NA,2,2,57502,NA,NA,NA,NA,NA,NA,NA
"33",5021,"OXTR","P30559",0.226333612041215,"OXTR","ENSG00000180914",1,0.9,0.9,1,0.5,0.5,0.9,0.8,2,3,NA,1,3,5021,NA,NA,NA,NA,"OXTR","Tclin","P30559"
"34",3356,"HTR2A","P28223",0.224186954924823,"HTR2A","ENSG00000102468",3,6,0.9,0.6,NA,NA,4,0.7,1,0.8,NA,NA,0.6,3356,NA,NA,NA,NA,"HTR2A","Tclin","P28223"
"35",8604,"SLC25A12","O75746",0.220420647857786,"SLC25A12","ENSG00000115840",9,14,4,7,14,13,12,6,8,7,11,6,6,8604,NA,NA,NA,NA,NA,NA,NA
"36",2898,"GRIK2","Q13002",0.220299392545511,"GRIK2","ENSG00000164418",6,5,3,3,30,27,6,4,7,5,3,3,2,2898,NA,NA,NA,NA,"GRIK2","Tclin","Q13002"
"37",54413,"NLGN3","Q9NZ94",0.218782056909492,"NLGN3","ENSG00000196338",13,13,14,13,10,14,16,13,12,14,1,12,10,54413,"Nlgn3",NA,"Nlgn3","hyperactivity",NA,NA,NA
"38",54413,"NLGN3","Q9NZ94",0.218782056909492,"NLGN3","ENSG00000196338",13,13,14,13,10,14,16,13,12,14,1,12,10,54413,"Nlgn3",NA,"Nlgn3","decreased startle reflex",NA,NA,NA
"39",54413,"NLGN3","Q9NZ94",0.218782056909492,"NLGN3","ENSG00000196338",13,13,14,13,10,14,16,13,12,14,1,12,10,54413,"Nlgn3",NA,"Nlgn3","abnormal behavior",NA,NA,NA
"40",4233,"MET","P08581",0.218614230060237,"MET","ENSG00000105976",NA,1,NA,NA,NA,NA,2,1,NA,NA,3,NA,NA,4233,NA,NA,NA,NA,"MET","Tclin","P08581"
"41",5020,"OXT","P01178",0.217096894424218,"OXT","ENSG00000101405",NA,NA,NA,NA,0.7,0.6,NA,NA,94,NA,0.9,NA,NA,5020,NA,NA,NA,NA,NA,NA,NA
"42",3690,"ITGB3","P05106",0.217017026512271,"ITGB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3690,NA,NA,NA,NA,"ITGB3","Tclin","P05106"
"43",627,"BDNF","P23560",0.21560659081121,"BDNF","ENSG00000176697",0.7,0.8,NA,NA,2,1,0.5,0.7,0.7,NA,0.5,NA,NA,627,NA,NA,NA,NA,NA,NA,NA
"44",121278,"TPH2","Q8IWU9",0.21554107827658,"TPH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121278,NA,NA,NA,NA,NA,NA,NA
"45",552,"AVPR1A","P37288",0.214884724773196,"AVPR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,NA,NA,NA,NA,"AVPR1A","Tclin","P37288"
"46",3123,"HLA-DRB1","P01911;P01912;P04229;P13760;P13761;P20039;Q29974;Q30134;Q30167;Q5Y7A7;Q95IE3;Q9GIY3;Q9TQE0",0.211327631955743,"HLA-DRB1","ENSG00000196126",8,7,12,12,4,3,9,16,20,9,34,9,21,3123,NA,NA,NA,NA,NA,NA,NA
"47",4524,"MTHFR","P42898",0.211001748014218,"MTHFR","ENSG00000177000",3,3,2,2,5,5,3,2,3,2,7,2,2,4524,NA,NA,NA,NA,NA,NA,NA
"48",2558,"GABRA5","P31644",0.210503451603104,"GABRA5","ENSG00000186297",19,14,6,12,NA,NA,13,17,5,43,NA,7,0.9,2558,NA,NA,NA,NA,"GABRA5","Tclin","P31644"
"49",3198,"HOXA1","P49639",0.210019510569308,"HOXA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3198,NA,NA,NA,NA,NA,NA,NA
"50",100,"ADA","P00813",0.208645876648242,"ADA","ENSG00000196839",1,1,2,2,NA,0.6,2,2,1,1,0.9,2,1,100,NA,NA,NA,NA,"ADA","Tclin","P00813"
"51",57194,"ATP10A","O60312",0.208645876648242,"ATP10A","ENSG00000206190",2,2,2,2,0.7,1,3,2,2,2,0.9,2,3,57194,NA,NA,NA,NA,NA,NA,NA
"52",93986,"FOXP2","O15409",0.208385505241346,"FOXP2","ENSG00000128573",NA,0.5,NA,NA,NA,NA,NA,NA,0.6,0.5,NA,NA,NA,93986,"Foxp2",NA,"Foxp2","hypoactivity",NA,NA,NA
"53",22871,"NLGN1","Q8N2Q7",0.208371149864029,"NLGN1","ENSG00000169760",1,1,1,1,2,2,1,1,2,1,0.8,1,1,22871,NA,NA,NA,NA,NA,NA,NA
"54",3676,"ITGA4","P13612",0.208045265922503,"ITGA4","ENSG00000115232",NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3676,NA,NA,NA,NA,"ITGA4","Tclin","P13612"
"55",2557,"GABRA4","P48169",0.208045265922503,"GABRA4","ENSG00000109158",3,4,1,4,NA,0.5,3,1,1,5,0.7,3,NA,2557,NA,NA,NA,NA,"GABRA4","Tclin","P48169"
"56",154,"ADRB2","P07550",0.207821696295603,"ADRB2","ENSG00000169252",0.5,NA,0.6,0.5,NA,NA,0.6,0.6,0.5,0.5,NA,NA,0.8,154,NA,NA,NA,NA,"ADRB2","Tclin","P07550"
"57",7472,"WNT2","P09544",0.207063028477593,"WNT2","ENSG00000105989",NA,0.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,7472,NA,NA,NA,NA,NA,NA,NA
"58",2739,"GLO1","Q04760",0.206462417751855,"GLO1","ENSG00000124767",39,40,30,32,25,22,34,29,36,35,14,29,32,2739,NA,NA,NA,NA,NA,NA,NA
"59",9732,"DOCK4","Q8N1I0",0.206187690967642,"DOCK4","ENSG00000128512",5,7,4,8,6,6,6,6,4,9,2,7,4,9732,NA,NA,NA,NA,NA,NA,NA
"60",22941,"SHANK2","Q9UPX8",0.206187690967642,"SHANK2","ENSG00000162105",3,3,2,1,1,2,4,2,2,3,1,1,0.8,22941,"Shank2",NA,"Shank2","limb grasping",NA,NA,NA
"61",438,"ASMT","P46597",0.205964121340741,"ASMT","ENSG00000196433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,438,NA,NA,NA,NA,NA,NA,NA
"62",367,"AR","P10275",0.205912964183428,"AR","ENSG00000169083",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1,NA,0.5,367,NA,NA,NA,NA,"AR","Tclin","P10275"
"63",1746,"DLX2","Q07687",0.205689394556528,"DLX2","ENSG00000115844",0.8,0.6,NA,NA,NA,NA,0.7,NA,1,NA,NA,NA,NA,1746,NA,NA,NA,NA,NA,NA,NA
"64",2944,"GSTM1","P09488",0.205689394556528,"GSTM1","ENSG00000134184",NA,1,NA,5,0.6,2,4,2,2,5,4,4,2,2944,NA,NA,NA,NA,NA,NA,NA
"65",3105,"HLA-A","P01891;P01892;P04439;P05534;P10314;P10316;P13746;P16188;P16189;P16190;P18462;P30443;P30447;P30450;P30453;P30455;P30456;P30457...",0.205689394556528,"HLA-A","ENSG00000206503",30,26,39,39,29,31,28,38,48,40,152,38,51,3105,"H2-Q10",NA,"H2-Q10","decreased vertical activity",NA,NA,NA
"66",1139,"CHRNA7","P36544;Q494W8",0.205689394556528,"CHRNA7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,NA,NA,NA,NA,NA,NA,NA
"67",4139,"MARK1","Q9P0L2",0.205689394556528,"MARK1","ENSG00000116141",5,7,3,3,7,6,5,3,5,4,5,3,3,4139,NA,NA,NA,NA,NA,NA,NA
"68",1812,"DRD1","P21728",0.205414667772315,"DRD1","ENSG00000184845",2,2,1,15,NA,NA,2,0.6,NA,15,NA,13,NA,1812,NA,NA,NA,NA,"DRD1","Tclin","P21728"
"69",116987,"AGAP1","Q9UPQ3",0.205414667772315,"AGAP1","ENSG00000157985",11,11,11,7,8,8,12,11,10,7,4,8,9,116987,"Agap1",NA,"Agap1","absent pinna reflex",NA,NA,NA
"70",2918,"GRM8","O00222",0.205414667772315,"GRM8","ENSG00000179603",0.7,0.9,NA,0.7,NA,NA,0.7,NA,0.6,NA,NA,0.6,NA,2918,NA,NA,NA,NA,NA,NA,NA
"71",1745,"DLX1","P56177",0.205414667772315,"DLX1","ENSG00000144355",5,4,2,1,NA,NA,3,2,6,1,NA,2,NA,1745,NA,NA,NA,NA,NA,NA,NA
"72",1312,"COMT","P21964",0.205363510615002,"COMT","ENSG00000093010",12,10,12,13,11,13,11,13,12,12,9,12,14,1312,"Comt",NA,"Comt","hyperactivity","COMT","Tclin","P21964"
"73",1312,"COMT","P21964",0.205363510615002,"COMT","ENSG00000093010",12,10,12,13,11,13,11,13,12,12,9,12,14,1312,"Comt",NA,"Comt","abnormal locomotor behavior","COMT","Tclin","P21964"
"74",1312,"COMT","P21964",0.205363510615002,"COMT","ENSG00000093010",12,10,12,13,11,13,11,13,12,12,9,12,14,1312,"Comt",NA,"Comt","abnormal behavior","COMT","Tclin","P21964"
"75",1312,"COMT","P21964",0.205363510615002,"COMT","ENSG00000093010",12,10,12,13,11,13,11,13,12,12,9,12,14,1312,"Comt",NA,"Comt","increased grip strength","COMT","Tclin","P21964"
"76",5743,"PTGS2","P35354",0.205139940988102,"PTGS2","ENSG00000073756",0.8,0.9,0.5,NA,NA,NA,0.8,0.6,0.7,NA,2,NA,0.8,5743,NA,NA,NA,NA,"PTGS2","Tclin","P35354"
"77",324,"APC","P25054",0.205139940988102,"APC","ENSG00000134982",18,16,17,9,8,8,16,15,7,9,3,7,9,324,NA,NA,NA,NA,NA,NA,NA
"78",4843,"NOS2","P35228",0.204879569581206,"NOS2","ENSG00000007171",0.7,2,NA,NA,0.6,0.6,2,NA,NA,NA,0.9,NA,NA,4843,NA,NA,NA,NA,NA,NA,NA
"79",5053,"PAH","P00439",0.204814057046576,"PAH","ENSG00000171759",0.7,1,NA,NA,NA,NA,0.9,NA,NA,NA,1,NA,NA,5053,NA,NA,NA,NA,"PAH","Tclin","P00439"
"80",9228,"DLGAP2","Q9P1A6",0.204814057046576,"DLGAP2","ENSG00000198010",3,4,1,2,NA,NA,4,1,1,2,2,2,NA,9228,NA,NA,NA,NA,NA,NA,NA
"81",2555,"GABRA2","P47869",0.204814057046576,"GABRA2","ENSG00000151834",5,5,4,6,1,2,5,3,2,6,NA,4,0.7,2555,NA,NA,NA,NA,"GABRA2","Tclin","P47869"
"82",27185,"DISC1","Q9NRI5",0.204655999954305,"DISC1","ENSG00000162946",0.6,0.5,1,0.7,NA,NA,0.5,0.9,0.8,0.5,NA,0.7,0.8,27185,NA,NA,NA,NA,NA,NA,NA
"83",4763,"NF1","P21359",0.204055389228567,"NF1","ENSG00000196712",3,3,2,3,4,4,3,2,3,3,3,2,2,4763,NA,NA,NA,NA,NA,NA,NA
"84",100188832,"AUTS1","null",0.203846174978983,"AUTS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100188832,NA,NA,NA,NA,NA,NA,NA
"85",596,"BCL2","P10415",0.203831819601666,"BCL2","ENSG00000171791",3,3,3,4,1,1,3,2,3,4,4,3,3,596,NA,NA,NA,NA,"BCL2","Tclin","P10415"
"86",9037,"SEMA5A","Q13591",0.203831819601666,"SEMA5A","ENSG00000112902",3,2,3,2,0.6,0.6,2,3,4,2,2,2,3,9037,NA,NA,NA,NA,NA,NA,NA
"87",2571,"GAD1","Q99259",0.203780662444353,"GAD1","ENSG00000128683",16,13,5,11,5,8,10,5,14,14,2,9,3,2571,NA,NA,NA,NA,NA,NA,NA
"88",6343,"SCT","P09683",0.203557092817453,"SCT","ENSG00000070031",NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,2,NA,NA,6343,NA,NA,NA,NA,NA,NA,NA
"89",54806,"AHI1","Q8N157",0.20350593566014,"AHI1","ENSG00000135541",5,6,3,3,16,16,6,3,9,3,20,3,3,54806,NA,NA,NA,NA,NA,NA,NA
"90",721,"C4B","P0C0L4;P0C0L5",0.20350593566014,"C4B","ENSG00000224389",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1,NA,0.5,721,NA,NA,NA,NA,NA,NA,NA
"91",152330,"CNTN4","Q8IWV2",0.20350593566014,"CNTN4","ENSG00000144619",2,2,0.8,0.7,3,3,1,NA,0.8,0.6,2,0.6,0.9,152330,NA,NA,NA,NA,NA,NA,NA
"92",5579,"PRKCB","P05771",0.203231208875927,"PRKCB","ENSG00000166501",31,35,5,27,9,8,30,11,4,23,NA,23,3,5579,NA,NA,NA,NA,NA,NA,NA
"93",1814,"DRD3","P35462",0.203231208875927,"DRD3","ENSG00000151577",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1814,NA,NA,NA,NA,"DRD3","Tclin","P35462"
"94",83943,"IMMP2L","Q96T52",0.203231208875927,"IMMP2L","ENSG00000184903",1,1,1,1,1,1,1,0.9,1,1,2,0.9,1,83943,NA,NA,NA,NA,NA,NA,NA
"95",1959,"EGR2","P11161",0.203007639249027,"EGR2","ENSG00000122877",0.5,0.7,NA,0.9,NA,NA,0.9,NA,NA,0.9,3,0.8,NA,1959,NA,NA,NA,NA,NA,NA,NA
"96",221035,"REEP3","Q6NUK4",0.203007639249027,"REEP3","ENSG00000165476",3,3,5,5,12,10,3,7,5,3,6,5,8,221035,NA,NA,NA,NA,NA,NA,NA
"97",221037,"JMJD1C","Q15652",0.203007639249027,"JMJD1C","ENSG00000171988",3,3,3,3,16,19,5,3,4,3,6,3,3,221037,NA,NA,NA,NA,NA,NA,NA
"98",7328,"UBE2H","P62256",0.203007639249027,"UBE2H","ENSG00000186591",16,17,16,16,24,20,16,15,17,16,21,15,16,7328,NA,NA,NA,NA,NA,NA,NA
"99",6999,"TDO2","P48775",0.203007639249027,"TDO2","ENSG00000151790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,6999,"Tdo2",NA,"Tdo2","abnormal sensory capabilities/reflexes/nociception",NA,NA,NA
"100",1719,"DHFR","P00374",0.203007639249027,"DHFR","ENSG00000228716",5,5,6,6,6,5,5,7,7,5,5,6,8,1719,NA,NA,NA,NA,"DHFR","Tclin","P00374"
"101",5617,"PRL","P01236",0.202956482091714,"PRL","ENSG00000172179",NA,NA,NA,NA,NA,1,0.8,NA,NA,NA,20229,NA,0.5,5617,"Prl7b1",NA,"Prl7b1","decreased vertical activity",NA,NA,NA
"102",6804,"STX1A","Q16623",0.202956482091714,"STX1A","ENSG00000106089",40,47,16,4,35,37,53,17,8,6,37,3,2,6804,NA,NA,NA,NA,NA,NA,NA
"103",6134,"RPL10","P27635",0.202956482091714,"RPL10","ENSG00000147403",53,49,68,59,67,63,52,63,66,71,117,57,79,6134,NA,NA,NA,NA,NA,NA,NA
"104",8128,"ST8SIA2","Q92186",0.202956482091714,"ST8SIA2","ENSG00000140557",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,8128,NA,NA,NA,NA,NA,NA,NA
"105",139411,"PTCHD1","Q96NR3",0.202956482091714,"PTCHD1","ENSG00000165186",0.9,0.9,0.5,1,7,7,1,NA,0.8,1,0.6,0.6,0.6,139411,"Ptchd1",NA,"Ptchd1","hyperactivity",NA,NA,NA
"106",139411,"PTCHD1","Q96NR3",0.202956482091714,"PTCHD1","ENSG00000165186",0.9,0.9,0.5,1,7,7,1,NA,0.8,1,0.6,0.6,0.6,139411,"Ptchd1",NA,"Ptchd1","abnormal locomotor behavior",NA,NA,NA
"107",139411,"PTCHD1","Q96NR3",0.202956482091714,"PTCHD1","ENSG00000165186",0.9,0.9,0.5,1,7,7,1,NA,0.8,1,0.6,0.6,0.6,139411,"Ptchd1",NA,"Ptchd1","abnormal vocalization",NA,NA,NA
"108",139411,"PTCHD1","Q96NR3",0.202956482091714,"PTCHD1","ENSG00000165186",0.9,0.9,0.5,1,7,7,1,NA,0.8,1,0.6,0.6,0.6,139411,"Ptchd1",NA,"Ptchd1","abnormal behavior",NA,NA,NA
"109",139411,"PTCHD1","Q96NR3",0.202956482091714,"PTCHD1","ENSG00000165186",0.9,0.9,0.5,1,7,7,1,NA,0.8,1,0.6,0.6,0.6,139411,"Ptchd1",NA,"Ptchd1","increased aggression",NA,NA,NA
"110",3265,"HRAS","P01112",0.202956482091714,"HRAS","ENSG00000174775",29,27,25,36,27,26,28,25,30,35,21,36,27,3265,NA,NA,NA,NA,NA,NA,NA
"111",9968,"MED12","Q93074",0.202956482091714,"MED12","ENSG00000184634",4,4,3,4,8,9,5,3,4,4,11,3,3,9968,NA,NA,NA,NA,NA,NA,NA
"112",8831,"SYNGAP1","Q96PV0",0.202956482091714,"SYNGAP1","ENSG00000197283",8,8,5,7,7,9,10,8,4,9,20,5,2,8831,NA,NA,NA,NA,NA,NA,NA
"113",26053,"AUTS2","Q8WXX7",0.202747267842131,"AUTS2","ENSG00000158321",3,3,4,7,3,3,4,3,4,6,5,5,3,26053,NA,NA,NA,NA,NA,NA,NA
"114",23705,"CADM1","Q9BY67",0.202732912464814,"CADM1","ENSG00000182985",7,7,7,8,22,17,6,6,8,10,8,6,4,23705,"Cadm1",NA,"Cadm1","abnormal behavior",NA,NA,NA
"115",23705,"CADM1","Q9BY67",0.202732912464814,"CADM1","ENSG00000182985",7,7,7,8,22,17,6,6,8,10,8,6,4,23705,"Cadm1",NA,"Cadm1","decreased grip strength",NA,NA,NA
"116",2697,"GJA1","P17302",0.202732912464814,"GJA1","ENSG00000152661",138,82,124,133,18,31,73,58,76,121,18,91,77,2697,NA,NA,NA,NA,NA,NA,NA
"117",5175,"PECAM1","P16284",0.202732912464814,"PECAM1","ENSG00000261371",3,3,4,5,2,2,3,5,5,3,5,4,7,5175,NA,NA,NA,NA,NA,NA,NA
"118",4282,"MIF","P14174",0.202732912464814,"MIF","ENSG00000240972",12,11,10,11,9,9,11,12,14,14,19,11,10,4282,NA,NA,NA,NA,NA,NA,NA
"119",361,"AQP4","P55087",0.202732912464814,"AQP4","ENSG00000171885",85,60,90,131,9,15,59,49,62,113,0.9,89,79,361,NA,NA,NA,NA,NA,NA,NA
"120",1137,"CHRNA4","P43681",0.202732912464814,"CHRNA4","ENSG00000101204",4,3,2,1,1,2,4,2,3,1,1,0.8,3,1137,NA,NA,NA,NA,"CHRNA4","Tclin","P43681"
"121",40,"ASIC2","Q16515",0.202681755307501,"ASIC2","ENSG00000108684",4,4,2,1,4,3,3,2,4,2,NA,1,1,40,NA,NA,NA,NA,NA,NA,NA
"122",3927,"LASP1","Q14847",0.202681755307501,"LASP1","ENSG00000002834",14,14,10,10,9,10,15,9,13,11,13,9,10,3927,NA,NA,NA,NA,NA,NA,NA
"123",54538,"ROBO4","Q8WZ75",0.202681755307501,"ROBO4","ENSG00000154133",2,1,2,2,0.6,1,2,2,2,1,3,2,2,54538,"Robo4",NA,"Robo4","decreased vertical activity",NA,NA,NA
"124",4915,"NTRK2","Q16620",0.202681755307501,"NTRK2","ENSG00000148053",41,33,35,39,7,7,31,20,25,35,2,33,19,4915,"Ntrk2","decreased prepulse inhibition","Ntrk2",NA,NA,NA,NA
"125",18,"ABAT","P80404",0.202681755307501,"ABAT","ENSG00000183044",35,33,23,30,22,22,30,18,34,39,24,24,23,18,NA,NA,NA,NA,"ABAT","Tclin","P80404"
"126",27347,"STK39","Q9UEW8",0.202681755307501,"STK39","ENSG00000198648",11,14,11,11,14,11,11,13,11,8,14,10,17,27347,NA,NA,NA,NA,NA,NA,NA
"127",26470,"SEZ6L2","Q6UXD5",0.202681755307501,"SEZ6L2","ENSG00000174938",22,33,11,14,52,59,37,17,37,18,68,12,12,26470,NA,NA,NA,NA,NA,NA,NA
"128",27044,"SND1","Q7KZF4",0.202681755307501,"SND1","ENSG00000197157",8,9,6,7,13,14,10,7,10,9,29,6,9,27044,NA,NA,NA,NA,NA,NA,NA
"129",5187,"PER1","O15534",0.202681755307501,"PER1","ENSG00000179094",8,9,7,9,17,21,14,8,8,8,54,7,7,5187,NA,NA,NA,NA,NA,NA,NA
"130",4129,"MAOB","P27338",0.202681755307501,"MAOB","ENSG00000069535",30,30,26,41,9,8,27,25,64,44,19,28,32,4129,NA,NA,NA,NA,"MAOB","Tclin","P27338"
"131",170572,"HTR3C","Q8WXA8",0.202681755307501,"HTR3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170572,NA,NA,NA,NA,NA,NA,NA
"132",4862,"NPAS2","Q99743",0.202681755307501,"NPAS2","ENSG00000170485",4,4,3,4,2,2,4,2,2,4,4,3,1,4862,NA,NA,NA,NA,NA,NA,NA
"133",3361,"HTR5A","P47898",0.202681755307501,"HTR5A","ENSG00000157219",3,6,0.9,2,10,9,5,1,3,2,NA,1,0.8,3361,NA,NA,NA,NA,NA,NA,NA
"134",64221,"ROBO3","Q96MS0",0.202681755307501,"ROBO3","ENSG00000154134",5,4,4,3,2,3,5,4,3,3,2,3,3,64221,NA,NA,NA,NA,NA,NA,NA
"135",1588,"CYP19A1","P11511",0.202681755307501,"CYP19A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588,NA,NA,NA,NA,"CYP19A1","Tclin","P11511"
"136",3237,"HOXD11","P31277",0.202681755307501,"HOXD11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3237,NA,NA,NA,NA,NA,NA,NA
"137",6507,"SLC1A3","P43003",0.202681755307501,"SLC1A3","ENSG00000079215",134,109,107,127,43,100,108,59,52,126,2,123,46,6507,NA,NA,NA,NA,NA,NA,NA
"138",3359,"HTR3A","P46098",0.202681755307501,"HTR3A","ENSG00000166736",NA,NA,NA,1,NA,NA,NA,0.5,NA,0.6,NA,0.5,NA,3359,NA,NA,NA,NA,"HTR3A","Tclin","P46098"
"139",4642,"MYO1D","O94832",0.202681755307501,"MYO1D","ENSG00000176658",1,1,2,2,2,2,2,3,2,1,7,2,5,4642,"Myo1d",NA,"Myo1d","decreased startle reflex",NA,NA,NA
"140",4642,"MYO1D","O94832",0.202681755307501,"MYO1D","ENSG00000176658",1,1,2,2,2,2,2,3,2,1,7,2,5,4642,"Myo1d",NA,"Myo1d","decreased grip strength",NA,NA,NA
"141",64324,"NSD1","Q96L73",0.202681755307501,"NSD1","ENSG00000165671",3,3,2,3,8,8,3,3,3,3,6,3,3,64324,NA,NA,NA,NA,NA,NA,NA
"142",6638,"SNRPN","P63162;Q9Y675",0.202681755307501,"SNRPN","ENSG00000128739",55,69,37,42,61,57,64,44,55,51,55,39,42,6638,NA,NA,NA,NA,NA,NA,NA
"143",6535,"SLC6A8","P48029",0.202681755307501,"SLC6A8","ENSG00000130821",20,19,20,20,23,26,25,23,16,16,8,20,22,6535,NA,NA,NA,NA,NA,NA,NA
"144",2876,"GPX1","P07203",0.202681755307501,"GPX1","ENSG00000233276",49,49,38,35,22,23,50,39,58,37,65,28,55,2876,NA,NA,NA,NA,NA,NA,NA
"145",23078,"VWA8","A3KMH1",0.202407028523288,"VWA8","ENSG00000102763",2,2,2,2,4,4,2,2,2,2,3,2,2,23078,NA,NA,NA,NA,NA,NA,NA
"146",8912,"CACNA1H","O95180",0.202407028523288,"CACNA1H","ENSG00000196557",3,2,4,8,NA,0.5,3,3,4,9,43,10,2,8912,NA,NA,NA,NA,"CACNA1H","Tclin","O95180"
"147",3351,"HTR1B","P28222",0.202407028523288,"HTR1B","ENSG00000135312",0.5,0.6,NA,1,NA,NA,0.7,NA,0.5,2,NA,0.8,NA,3351,"Htr1b",NA,"Htr1b","decreased anxiety-related response","HTR1B","Tclin","P28222"
"148",3351,"HTR1B","P28222",0.202407028523288,"HTR1B","ENSG00000135312",0.5,0.6,NA,1,NA,NA,0.7,NA,0.5,2,NA,0.8,NA,3351,"Htr1b",NA,"Htr1b","abnormal behavioral response to light","HTR1B","Tclin","P28222"
"149",5307,"PITX1","P78337",0.202407028523288,"PITX1","ENSG00000069011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,5307,NA,NA,NA,NA,NA,NA,NA
"150",11281,"POU6F2","P78424",0.202407028523288,"POU6F2","ENSG00000106536",NA,0.8,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,11281,NA,NA,NA,NA,NA,NA,NA
"151",200150,"PLD5","Q8N7P1",0.202407028523288,"PLD5","ENSG00000180287",1,0.8,0.8,NA,4,3,0.7,0.7,0.9,NA,0.9,NA,0.8,200150,NA,NA,NA,NA,NA,NA,NA
"152",4908,"NTF3","P20783",0.202407028523288,"NTF3","ENSG00000185652",NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,4908,NA,NA,NA,NA,NA,NA,NA
"153",5618,"PRLR","P16471",0.202407028523288,"PRLR","ENSG00000113494",NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,3,NA,NA,5618,NA,NA,NA,NA,NA,NA,NA
"154",3481,"IGF2","P01344",0.202407028523288,"IGF2","ENSG00000167244",1,0.8,0.9,2,0.5,0.6,0.9,1,1,1,9,2,2,3481,NA,NA,NA,NA,NA,NA,NA
"155",3479,"IGF1","P05019",0.202407028523288,"IGF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479,NA,NA,NA,NA,NA,NA,NA
"156",4909,"NTF4","P34130",0.202407028523288,"NTF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4909,"Ntf5","increased prepulse inhibition","Ntf5","tremors",NA,NA,NA
"157",2554,"GABRA1","P14867",0.202407028523288,"GABRA1","ENSG00000022355",15,30,4,3,34,25,19,6,5,5,NA,3,3,2554,NA,NA,NA,NA,"GABRA1","Tclin","P14867"
"158",1610,"DAO","P14920",0.202407028523288,"DAO","ENSG00000110887",NA,NA,NA,NA,8,13,NA,NA,NA,NA,NA,NA,3,1610,NA,NA,NA,NA,NA,NA,NA
"159",9013,"TAF1C","Q15572",0.202407028523288,"TAF1C","ENSG00000103168",8,9,7,10,18,22,13,8,9,10,24,9,8,9013,NA,NA,NA,NA,NA,NA,NA
"160",3352,"HTR1D","P28221",0.202407028523288,"HTR1D","ENSG00000179546",NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,2,NA,3352,NA,NA,NA,NA,"HTR1D","Tclin","P28221"
"161",54715,"RBFOX1","Q9NWB1",0.202197814273705,"RBFOX1","ENSG00000078328",13,24,7,15,17,12,17,9,3,16,NA,12,0.8,54715,NA,NA,NA,NA,NA,NA,NA
"162",57680,"CHD8","Q9HCK8",0.202197814273705,"CHD8","ENSG00000100888",5,5,4,5,13,12,6,4,5,5,8,4,4,57680,NA,NA,NA,NA,NA,NA,NA
"163",551,"AVP","P01185",0.201373633921065,"AVP","ENSG00000101200",NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,551,"Avp",NA,"Avp","impaired righting response",NA,NA,NA
"164",23394,"ADNP","Q9H2P0",0.201373633921065,"ADNP","ENSG00000101126",8,9,7,8,15,14,9,7,8,8,13,7,7,23394,NA,NA,NA,NA,NA,NA,NA
"165",5443,"POMC","P01189",0.201098907136852,"POMC","ENSG00000115138",1,1,1,1,1,2,1,1,4,2,12750,1,2,5443,NA,NA,NA,NA,NA,NA,NA
