county,year_week,case_mean,case_mean_per100thou,next_week_mean,next_week_per100thou,next_week_increase,vacc_incidence_n,vacc_incidence_per100thou,mean_per_pop_fully_vacc,mean_fully_vacc_n,vacc_prevalence_per100thou,mean_retail_rec,mean_grocery_pharm,mean_parks,mean_transit_stations,mean_workplaces,mean_residential
Bucks County,2020 - 34,29.612257142857143,4.713301151233887,23.63264285714286,3.761542466955745,0,0,0,0,0,0,-11.428571428571429,-5.857142857142857,73,-32,-31.857142857142858,8.285714285714286
Bucks County,2020 - 35,23.63264285714286,3.761542466955745,31.81632857142857,5.064117110705361,1,0,0,0,0,0,-11.285714285714286,-4.571428571428571,0.5714286,1,-30.857142857142858,8.857142857142858
Bucks County,2020 - 36,31.81632857142857,5.064117110705361,36.7959,5.856701736514557,1,0,0,0,0,0,-8.285714285714286,-1.1428571428571428,0.5714286,1,-30.571428571428573,7.714285714285714
Bucks County,2020 - 37,36.7959,5.856701736514557,34.57141428571428,5.502636491590285,0,0,0,0,0,0,-10.714285714285714,-4,229.5,-36,-35.42857142857143,9
Bucks County,2020 - 38,34.57141428571428,5.502636491590285,37.510214285714284,5.970397167732708,1,0,0,0,0,0,-8.714285714285714,-2.5714285714285716,174.28571428571428,-19.714285714285715,-28.285714285714285,7.571428571428571
Bucks County,2020 - 39,37.510214285714284,5.970397167732708,36.4694,5.804733633628854,0,0,0,0,0,0,-9.285714285714286,-1.7142857142857142,151.42857142857142,-14.714285714285714,-27.857142857142858,8
Bucks County,2020 - 40,36.4694,5.804733633628854,36.34694285714286,5.785242468547417,0,0,0,0,0,0,-9.714285714285714,-0.8571428571428571,134,-25.714285714285715,-27,8.142857142857142
Bucks County,2020 - 41,36.34694285714286,5.785242468547417,41.7551,6.646043898323969,1,0,0,0,0,0,-9.142857142857142,0.2857142857142857,152.42857142857142,-31.857142857142858,-26.142857142857142,7.428571428571429
Bucks County,2020 - 42,41.7551,6.646043898323969,42.775485714285715,6.808455873157355,1,0,0,0,0,0,-11.714285714285714,-2.4285714285714284,105.71428571428571,-34.57142857142857,-26.714285714285715,9
Bucks County,2020 - 43,42.775485714285715,6.808455873157355,65.5102,10.42707753036115,1,0,0,0,0,0,-10.285714285714286,-1.1428571428571428,145.71428571428572,-29.285714285714285,-25.142857142857142,7.857142857142857
Bucks County,2020 - 44,65.5102,10.42707753036115,87.87752857142857,13.987223418502964,1,0,0,0,0,0,-12.571428571428571,-0.8571428571428571,55.142857142857146,-36.285714285714285,-25.857142857142858,9.428571428571429
