# OpenSignals Text File Format
# {"20:15:10:26:64:88": {"sensor": ["ECGBIT"], "device name": "Fitbit vs Bitalino", "column": ["nSeq", "I1", "I2", "I3", "I4", "A3"], "sync interval": 2, "time": "12:27:38.732", "comments": "", "device connection": "/dev/tty.bitalino-DevB", "channels": [3], "date": "2016-11-23", "mode": 0, "digital IO": [0, 0, 0, 0, 1, 1, 1, 1], "firmware version": "3.3a_18032014", "device": "bitalino", "position": 0, "sampling rate": 100, "label": ["A3"], "resolution": [4, 1, 1, 1, 1, 10], "special": [{}]}}
# EndOfHeader
1	1	1	1	1	568	
2	1	1	1	1	483	
3	1	1	1	1	471	
4	1	1	1	1	513	
5	1	1	1	1	471	
6	1	1	1	1	487	
7	1	1	1	1	446	
8	1	1	1	1	459	
9	1	1	1	1	460	
10	1	1	1	1	446	
11	1	1	1	1	479	
12	1	1	1	1	463	
13	1	1	1	1	488	
14	1	1	1	1	481	
15	1	1	1	1	430	
0	1	1	1	1	463	
1	1	1	1	1	452	
2	1	1	1	1	435	
3	1	1	1	1	444	
4	1	1	1	1	441	
5	1	1	1	1	452	
6	1	1	1	1	455	
7	1	1	1	1	458	
8	1	1	1	1	452	
9	1	1	1	1	467	
10	1	1	1	1	504	
11	1	1	1	1	422	
12	1	1	1	1	465	
13	1	1	1	1	433	
14	1	1	1	1	455	
15	1	1	1	1	462	
0	1	1	1	1	459	
1	1	1	1	1	448	
2	1	1	1	1	455	
3	1	1	1	1	428	
4	1	1	1	1	423	
5	1	1	1	1	398	
6	1	1	1	1	440	
7	1	1	1	1	480	
8	1	1	1	1	441	
9	1	1	1	1	455	
10	1	1	1	1	504	
11	1	1	1	1	432	
12	1	1	1	1	467	
13	1	1	1	1	439	
14	1	1	1	1	472	
15	1	1	1	1	409	
0	1	1	1	1	344	
1	1	1	1	1	239	
2	1	1	1	1	344	
3	1	1	1	1	553	
4	1	1	1	1	471	
5	1	1	1	1	477	
6	1	1	1	1	483	
7	1	1	1	1	456	
8	1	1	1	1	468	
9	1	1	1	1	443	
10	1	1	1	1	472	
11	1	1	1	1	447	
12	1	1	1	1	468	
13	1	1	1	1	457	
14	1	1	1	1	467	
15	1	1	1	1	467	
0	1	1	1	1	423	
1	1	1	1	1	433	
2	1	1	1	1	443	
3	1	1	1	1	430	
4	1	1	1	1	436	
5	1	1	1	1	419	
6	1	1	1	1	439	
7	1	1	1	1	432	
8	1	1	1	1	398	
9	1	1	1	1	391	
10	1	1	1	1	422	
11	1	1	1	1	379	
12	1	1	1	1	461	
13	1	1	1	1	399	
14	1	1	1	1	403	
15	1	1	1	1	471	
0	1	1	1	1	428	
1	1	1	1	1	433	
2	1	1	1	1	484	
3	1	1	1	1	443	
4	1	1	1	1	472	
5	1	1	1	1	463	
6	1	1	1	1	423	
7	1	1	1	1	453	
8	1	1	1	1	444	
9	1	1	1	1	444	
10	1	1	1	1	464	
11	1	1	1	1	440	
12	1	1	1	1	441	
13	1	1	1	1	444	
14	1	1	1	1	444	
15	1	1	1	1	438	
0	1	1	1	1	446	
1	1	1	1	1	445	
2	1	1	1	1	448	
3	1	1	1	1	453	
4	1	1	1	1	448	
5	1	1	1	1	441	
6	1	1	1	1	448	
7	1	1	1	1	438	
8	1	1	1	1	443	
9	1	1	1	1	460	
10	1	1	1	1	478	
11	1	1	1	1	427	
12	1	1	1	1	470	
13	1	1	1	1	454	
14	1	1	1	1	423	
15	1	1	1	1	435	
0	1	1	1	1	379	
1	1	1	1	1	391	
2	1	1	1	1	419	
3	1	1	1	1	404	
4	1	1	1	1	359	
5	1	1	1	1	441	
6	1	1	1	1	412	
7	1	1	1	1	430	
8	1	1	1	1	508	
9	1	1	1	1	492	
10	1	1	1	1	577	
11	1	1	1	1	599	
12	1	1	1	1	547	
13	1	1	1	1	551	
14	1	1	1	1	432	
15	1	1	1	1	384	
0	1	1	1	1	612	
1	1	1	1	1	679	
2	1	1	1	1	583	
3	1	1	1	1	583	
4	1	1	1	1	572	
5	1	1	1	1	564	
6	1	1	1	1	515	
7	1	1	1	1	487	
8	1	1	1	1	527	
9	1	1	1	1	444	
10	1	1	1	1	487	
11	1	1	1	1	532	
12	1	1	1	1	504	
13	1	1	1	1	494	
14	1	1	1	1	488	
15	1	1	1	1	504	
0	1	1	1	1	448	
1	1	1	1	1	475	
2	1	1	1	1	433	
3	1	1	1	1	408	
4	1	1	1	1	414	
5	1	1	1	1	408	
6	1	1	1	1	399	
7	1	1	1	1	400	
8	1	1	1	1	430	
9	1	1	1	1	379	
10	1	1	1	1	395	
11	1	1	1	1	425	
12	1	1	1	1	419	
13	1	1	1	1	423	
14	1	1	1	1	423	
15	1	1	1	1	441	
0	1	1	1	1	433	
1	1	1	1	1	448	
2	1	1	1	1	419	
3	1	1	1	1	408	
4	1	1	1	1	425	
5	1	1	1	1	433	
6	1	1	1	1	460	
7	1	1	1	1	460	
8	1	1	1	1	395	
9	1	1	1	1	441	
10	1	1	1	1	420	
11	1	1	1	1	456	
12	1	1	1	1	433	
13	1	1	1	1	432	
14	1	1	1	1	446	
15	1	1	1	1	415	
0	1	1	1	1	447	
1	1	1	1	1	435	
2	1	1	1	1	448	
3	1	1	1	1	438	
4	1	1	1	1	408	
5	1	1	1	1	441	
6	1	1	1	1	444	
7	1	1	1	1	423	
8	1	1	1	1	443	
9	1	1	1	1	448	
10	1	1	1	1	441	
11	1	1	1	1	462	
12	1	1	1	1	423	
13	1	1	1	1	440	
14	1	1	1	1	423	
15	1	1	1	1	467	
0	1	1	1	1	463	
1	1	1	1	1	403	
2	1	1	1	1	403	
3	1	1	1	1	391	
4	1	1	1	1	467	
5	1	1	1	1	491	
6	1	1	1	1	462	
7	1	1	1	1	432	
8	1	1	1	1	472	
9	1	1	1	1	432	
10	1	1	1	1	420	
11	1	1	1	1	468	
12	1	1	1	1	451	
13	1	1	1	1	308	
14	1	1	1	1	216	
15	1	1	1	1	452	
0	1	1	1	1	515	
1	1	1	1	1	467	
2	1	1	1	1	463	
3	1	1	1	1	465	
4	1	1	1	1	448	
5	1	1	1	1	491	
6	1	1	1	1	455	
7	1	1	1	1	444	
8	1	1	1	1	471	
9	1	1	1	1	462	
10	1	1	1	1	438	
11	1	1	1	1	448	
12	1	1	1	1	449	
13	1	1	1	1	440	
14	1	1	1	1	470	
15	1	1	1	1	441	
0	1	1	1	1	462	
1	1	1	1	1	412	
2	1	1	1	1	425	
3	1	1	1	1	460	
4	1	1	1	1	423	
5	1	1	1	1	376	
6	1	1	1	1	422	
7	1	1	1	1	423	
8	1	1	1	1	404	
9	1	1	1	1	447	
10	1	1	1	1	440	
11	1	1	1	1	430	
12	1	1	1	1	483	
13	1	1	1	1	492	
14	1	1	1	1	505	
15	1	1	1	1	500	
0	1	1	1	1	455	
1	1	1	1	1	531	
2	1	1	1	1	504	
3	1	1	1	1	511	
4	1	1	1	1	534	
5	1	1	1	1	486	
6	1	1	1	1	518	
7	1	1	1	1	536	
8	1	1	1	1	483	
9	1	1	1	1	515	
10	1	1	1	1	472	
11	1	1	1	1	487	
12	1	1	1	1	467	
13	1	1	1	1	455	
14	1	1	1	1	489	
15	1	1	1	1	444	
0	1	1	1	1	414	
1	1	1	1	1	396	
2	1	1	1	1	430	
3	1	1	1	1	382	
4	1	1	1	1	369	
5	1	1	1	1	428	
6	1	1	1	1	403	
7	1	1	1	1	402	
8	1	1	1	1	396	
9	1	1	1	1	451	
10	1	1	1	1	432	
11	1	1	1	1	448	
12	1	1	1	1	384	
13	1	1	1	1	374	
14	1	1	1	1	388	
15	1	1	1	1	408	
0	1	1	1	1	415	
1	1	1	1	1	427	
2	1	1	1	1	457	
3	1	1	1	1	425	
4	1	1	1	1	467	
5	1	1	1	1	487	
6	1	1	1	1	419	
7	1	1	1	1	472	
8	1	1	1	1	415	
9	1	1	1	1	305	
10	1	1	1	1	257	
11	1	1	1	1	291	
12	1	1	1	1	545	
13	1	1	1	1	476	
14	1	1	1	1	463	
15	1	1	1	1	443	
0	1	1	1	1	464	
1	1	1	1	1	466	
2	1	1	1	1	463	
3	1	1	1	1	432	
4	1	1	1	1	460	
5	1	1	1	1	465	
6	1	1	1	1	460	
7	1	1	1	1	459	
8	1	1	1	1	455	
