state,county,year_week,yearweek,cases_7d_avg
NJ,Burlington County,2021 - 34,202134,113
NJ,Burlington County,2021 - 34,202134,118.143
NJ,Burlington County,2021 - 34,202134,124.429
NJ,Burlington County,2021 - 34,202134,127.429
NJ,Burlington County,2021 - 34,202134,128.571
NJ,Burlington County,2021 - 34,202134,127.143
NJ,Burlington County,2021 - 35,202135,130.143
NJ,Burlington County,2021 - 35,202135,133.429
NJ,Burlington County,2021 - 35,202135,130.857
NJ,Burlington County,2021 - 35,202135,130.857
NJ,Burlington County,2021 - 35,202135,126.429
NJ,Burlington County,2021 - 35,202135,135.714
NJ,Burlington County,2021 - 35,202135,125
NJ,Burlington County,2021 - 36,202136,124.571
NJ,Burlington County,2021 - 36,202136,117.571
NJ,Burlington County,2021 - 36,202136,119.714
NJ,Burlington County,2021 - 36,202136,106.429
NJ,Burlington County,2021 - 36,202136,125.429
NJ,Burlington County,2021 - 36,202136,113.143
NJ,Burlington County,2021 - 36,202136,118
NJ,Burlington County,2021 - 37,202137,119.857
NJ,Burlington County,2021 - 37,202137,124.714
NJ,Burlington County,2021 - 37,202137,123.714
NJ,Burlington County,2021 - 37,202137,135
NJ,Burlington County,2021 - 37,202137,117.857
NJ,Burlington County,2021 - 37,202137,122
NJ,Burlington County,2021 - 37,202137,122.429
NJ,Burlington County,2021 - 38,202138,127.286
NJ,Burlington County,2021 - 38,202138,127
NJ,Burlington County,2021 - 38,202138,123.857
NJ,Burlington County,2021 - 38,202138,127.857
NJ,Burlington County,2021 - 38,202138,128.571
NJ,Burlington County,2021 - 38,202138,126
NJ,Burlington County,2021 - 38,202138,122.857
NJ,Burlington County,2021 - 39,202139,122.429
NJ,Burlington County,2021 - 39,202139,117.286
NJ,Burlington County,2021 - 39,202139,113.143
NJ,Burlington County,2021 - 39,202139,113.571
NJ,Burlington County,2021 - 39,202139,114.143
NJ,Burlington County,2021 - 39,202139,113.857
NJ,Camden County,2020 - 7,202007,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 8,202008,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 9,202009,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 10,202010,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 11,202011,0
NJ,Camden County,2020 - 12,202012,0
NJ,Camden County,2020 - 12,202012,0
NJ,Camden County,2020 - 12,202012,0
NJ,Camden County,2020 - 12,202012,0
NJ,Camden County,2020 - 12,202012,1.42857
NJ,Camden County,2020 - 12,202012,1.71429
NJ,Camden County,2020 - 12,202012,1.85714
NJ,Camden County,2020 - 13,202013,2.85714
NJ,Camden County,2020 - 13,202013,4.28571
NJ,Camden County,2020 - 13,202013,6.85714
NJ,Camden County,2020 - 13,202013,7.57143
NJ,Camden County,2020 - 13,202013,8.85714
NJ,Camden County,2020 - 13,202013,11.7143
NJ,Camden County,2020 - 13,202013,15.4286
NJ,Camden County,2020 - 14,202014,20.1429
NJ,Camden County,2020 - 14,202014,23.8571
NJ,Camden County,2020 - 14,202014,25.2857
NJ,Camden County,2020 - 14,202014,32.5714
NJ,Camden County,2020 - 14,202014,38.5714
NJ,Camden County,2020 - 14,202014,44.4286
NJ,Camden County,2020 - 14,202014,51.1429
NJ,Camden County,2020 - 15,202015,56.1429
NJ,Camden County,2020 - 15,202015,63.7143
NJ,Camden County,2020 - 15,202015,72.5714
NJ,Camden County,2020 - 15,202015,78.4286
NJ,Camden County,2020 - 15,202015,92.4286
NJ,Camden County,2020 - 15,202015,95.1429
NJ,Camden County,2020 - 15,202015,99.8571
NJ,Camden County,2020 - 16,202016,102
NJ,Camden County,2020 - 16,202016,107.857
NJ,Camden County,2020 - 16,202016,105.857
NJ,Camden County,2020 - 16,202016,107
NJ,Camden County,2020 - 16,202016,106.286
NJ,Camden County,2020 - 16,202016,105
NJ,Camden County,2020 - 16,202016,105.429
NJ,Camden County,2020 - 17,202017,123
NJ,Camden County,2020 - 17,202017,122
NJ,Camden County,2020 - 17,202017,128.857
NJ,Camden County,2020 - 17,202017,134.429
NJ,Camden County,2020 - 17,202017,135.571
NJ,Camden County,2020 - 17,202017,134.714
NJ,Camden County,2020 - 17,202017,136
NJ,Camden County,2020 - 18,202018,121.714
NJ,Camden County,2020 - 18,202018,124.143
NJ,Camden County,2020 - 18,202018,129.429
NJ,Camden County,2020 - 18,202018,122.429
NJ,Camden County,2020 - 18,202018,119.429
NJ,Camden County,2020 - 18,202018,128
NJ,Camden County,2020 - 18,202018,129
NJ,Camden County,2020 - 19,202019,141.429
NJ,Camden County,2020 - 19,202019,135.571
NJ,Camden County,2020 - 19,202019,138
NJ,Camden County,2020 - 19,202019,131.714
NJ,Camden County,2020 - 19,202019,137.143
NJ,Camden County,2020 - 19,202019,139
NJ,Camden County,2020 - 19,202019,140.714
NJ,Camden County,2020 - 20,202020,128.143
NJ,Camden County,2020 - 20,202020,126.571
NJ,Camden County,2020 - 20,202020,113.143
NJ,Camden County,2020 - 20,202020,113.143
NJ,Camden County,2020 - 20,202020,99
NJ,Camden County,2020 - 20,202020,90.8571
NJ,Camden County,2020 - 20,202020,89
NJ,Camden County,2020 - 21,202021,83.5714
NJ,Camden County,2020 - 21,202021,87.7143
NJ,Camden County,2020 - 21,202021,85.8571
NJ,Camden County,2020 - 21,202021,91.2857
NJ,Camden County,2020 - 21,202021,92.2857
NJ,Camden County,2020 - 21,202021,95.4286
NJ,Camden County,2020 - 21,202021,81.7143
NJ,Camden County,2020 - 22,202022,81.2857
NJ,Camden County,2020 - 22,202022,75.7143
NJ,Camden County,2020 - 22,202022,75.2857
NJ,Camden County,2020 - 22,202022,69.8571
NJ,Camden County,2020 - 22,202022,67.7143
NJ,Camden County,2020 - 22,202022,61
NJ,Camden County,2020 - 22,202022,67.4286
NJ,Camden County,2020 - 23,202023,69.4286
NJ,Camden County,2020 - 23,202023,62.8571
NJ,Camden County,2020 - 23,202023,61.7143
NJ,Camden County,2020 - 23,202023,59.7143
NJ,Camden County,2020 - 23,202023,53
NJ,Camden County,2020 - 23,202023,54.5714
NJ,Camden County,2020 - 23,202023,51.4286
NJ,Camden County,2020 - 24,202024,41.2857
NJ,Camden County,2020 - 24,202024,40.5714
NJ,Camden County,2020 - 24,202024,35.1429
NJ,Camden County,2020 - 24,202024,36.8571
NJ,Camden County,2020 - 24,202024,39.2857
NJ,Camden County,2020 - 24,202024,31.4286
NJ,Camden County,2020 - 24,202024,28.7143
NJ,Camden County,2020 - 25,202025,31.2857
NJ,Camden County,2020 - 25,202025,28.2857
NJ,Camden County,2020 - 25,202025,27.2857
NJ,Camden County,2020 - 25,202025,20.5714
NJ,Camden County,2020 - 25,202025,17.5714
NJ,Camden County,2020 - 25,202025,19.4286
NJ,Camden County,2020 - 25,202025,18.7143
NJ,Camden County,2020 - 26,202026,16.7143
NJ,Camden County,2020 - 26,202026,18.2857
NJ,Camden County,2020 - 26,202026,17.5714
NJ,Camden County,2020 - 26,202026,19.7143
NJ,Camden County,2020 - 26,202026,21.5714
NJ,Camden County,2020 - 26,202026,22.4286
NJ,Camden County,2020 - 26,202026,23
NJ,Camden County,2020 - 27,202027,21.2857
NJ,Camden County,2020 - 27,202027,20.5714
NJ,Camden County,2020 - 27,202027,22
NJ,Camden County,2020 - 27,202027,26.1429
NJ,Camden County,2020 - 27,202027,27.7143
NJ,Camden County,2020 - 27,202027,24.8571
NJ,Camden County,2020 - 27,202027,22.2857
NJ,Camden County,2020 - 28,202028,27.8571
NJ,Camden County,2020 - 28,202028,28.4286
NJ,Camden County,2020 - 28,202028,31.2857
NJ,Camden County,2020 - 28,202028,29.2857
NJ,Camden County,2020 - 28,202028,27.7143
NJ,Camden County,2020 - 28,202028,30.2857
NJ,Camden County,2020 - 28,202028,33.7143
NJ,Camden County,2020 - 29,202029,30.4286
NJ,Camden County,2020 - 29,202029,31.4286
NJ,Camden County,2020 - 29,202029,30
NJ,Camden County,2020 - 29,202029,28.8571
NJ,Camden County,2020 - 29,202029,26.5714
NJ,Camden County,2020 - 29,202029,22.8571
NJ,Camden County,2020 - 29,202029,21.1429
NJ,Camden County,2020 - 30,202030,19.5714
NJ,Camden County,2020 - 30,202030,18.4286
NJ,Camden County,2020 - 30,202030,17.2857
NJ,Camden County,2020 - 30,202030,16.1429
NJ,Camden County,2020 - 30,202030,17.7143
NJ,Camden County,2020 - 30,202030,23
NJ,Camden County,2020 - 30,202030,29.7143
NJ,Camden County,2020 - 31,202031,36.8571
NJ,Camden County,2020 - 31,202031,40.7143
NJ,Camden County,2020 - 31,202031,42.8571
NJ,Camden County,2020 - 31,202031,48.1429
NJ,Camden County,2020 - 31,202031,47.1429
NJ,Camden County,2020 - 31,202031,49.8571
NJ,Camden County,2020 - 31,202031,44
NJ,Camden County,2020 - 32,202032,38.5714
NJ,Camden County,2020 - 32,202032,35
NJ,Camden County,2020 - 32,202032,33.2857
NJ,Camden County,2020 - 32,202032,31
NJ,Camden County,2020 - 32,202032,32
NJ,Camden County,2020 - 32,202032,28.2857
NJ,Camden County,2020 - 32,202032,27.2857
NJ,Camden County,2020 - 33,202033,29.2857
NJ,Camden County,2020 - 33,202033,29.2857
NJ,Camden County,2020 - 33,202033,30.5714
NJ,Camden County,2020 - 33,202033,29
NJ,Camden County,2020 - 33,202033,32.1429
NJ,Camden County,2020 - 33,202033,33.4286
NJ,Camden County,2020 - 33,202033,35.5714
NJ,Camden County,2020 - 34,202034,33
NJ,Camden County,2020 - 34,202034,34.2857
NJ,Camden County,2020 - 34,202034,33
NJ,Camden County,2020 - 34,202034,33.8571
NJ,Camden County,2020 - 34,202034,30
NJ,Camden County,2020 - 34,202034,26.7143
NJ,Camden County,2020 - 34,202034,23.4286
NJ,Camden County,2020 - 35,202035,24
NJ,Camden County,2020 - 35,202035,22.7143
NJ,Camden County,2020 - 35,202035,22.2857
NJ,Camden County,2020 - 35,202035,19.7143
NJ,Camden County,2020 - 35,202035,22.1429
NJ,Camden County,2020 - 35,202035,24.7143
NJ,Camden County,2020 - 35,202035,25.4286
NJ,Camden County,2020 - 36,202036,25.8571
NJ,Camden County,2020 - 36,202036,25.4286
NJ,Camden County,2020 - 36,202036,25.2857
NJ,Camden County,2020 - 36,202036,25.4286
NJ,Camden County,2020 - 36,202036,26.1429
NJ,Camden County,2020 - 36,202036,25.2857
NJ,Camden County,2020 - 36,202036,25.1429
NJ,Camden County,2020 - 37,202037,24.1429
NJ,Camden County,2020 - 37,202037,25.5714
NJ,Camden County,2020 - 37,202037,25.2857
NJ,Camden County,2020 - 37,202037,26.5714
NJ,Camden County,2020 - 37,202037,25.1429
NJ,Camden County,2020 - 37,202037,25
NJ,Camden County,2020 - 37,202037,24
NJ,Camden County,2020 - 38,202038,23.5714
NJ,Camden County,2020 - 38,202038,24.2857
NJ,Camden County,2020 - 38,202038,25.5714
NJ,Camden County,2020 - 38,202038,25.5714
NJ,Camden County,2020 - 38,202038,27.7143
NJ,Camden County,2020 - 38,202038,26.8571
NJ,Camden County,2020 - 38,202038,29.5714
NJ,Camden County,2020 - 39,202039,33
NJ,Camden County,2020 - 39,202039,31.8571
NJ,Camden County,2020 - 39,202039,30.5714
NJ,Camden County,2020 - 39,202039,28.8571
NJ,Camden County,2020 - 39,202039,27.4286
NJ,Camden County,2020 - 39,202039,27.1429
NJ,Camden County,2020 - 39,202039,27.5714
NJ,Camden County,2020 - 40,202040,25.8571
NJ,Camden County,2020 - 40,202040,25.4286
NJ,Camden County,2020 - 40,202040,25.5714
NJ,Camden County,2020 - 40,202040,28.1429
NJ,Camden County,2020 - 40,202040,28.1429
NJ,Camden County,2020 - 40,202040,30.2857
NJ,Camden County,2020 - 40,202040,32.1429
NJ,Camden County,2020 - 41,202041,33.7143
NJ,Camden County,2020 - 41,202041,34.5714
NJ,Camden County,2020 - 41,202041,34.7143
NJ,Camden County,2020 - 41,202041,33.8571
NJ,Camden County,2020 - 41,202041,41.4286
NJ,Camden County,2020 - 41,202041,48.4286
NJ,Camden County,2020 - 41,202041,47.5714
NJ,Camden County,2020 - 42,202042,49.4286
NJ,Camden County,2020 - 42,202042,49.2857
NJ,Camden County,2020 - 42,202042,54.7143
NJ,Camden County,2020 - 42,202042,55.8571
NJ,Camden County,2020 - 42,202042,51.4286
NJ,Camden County,2020 - 42,202042,45.8571
NJ,Camden County,2020 - 42,202042,45.8571
NJ,Camden County,2020 - 43,202043,52.1429
NJ,Camden County,2020 - 43,202043,59.1429
NJ,Camden County,2020 - 43,202043,56.1429
NJ,Camden County,2020 - 43,202043,59.5714
NJ,Camden County,2020 - 43,202043,60.7143
NJ,Camden County,2020 - 43,202043,60
NJ,Camden County,2020 - 43,202043,71.4286
NJ,Camden County,2020 - 44,202044,63.5714
NJ,Camden County,2020 - 44,202044,61.1429
NJ,Camden County,2020 - 44,202044,65.8571
NJ,Camden County,2020 - 44,202044,73.1429
NJ,Camden County,2020 - 44,202044,78
NJ,Camden County,2020 - 44,202044,87.7143
NJ,Camden County,2020 - 44,202044,80
NJ,Camden County,2020 - 45,202045,101.143
NJ,Camden County,2020 - 45,202045,103.429
NJ,Camden County,2020 - 45,202045,109.286
NJ,Camden County,2020 - 45,202045,115.571
NJ,Camden County,2020 - 45,202045,125.714
NJ,Camden County,2020 - 45,202045,133.286
NJ,Camden County,2020 - 45,202045,157.143
NJ,Camden County,2020 - 46,202046,147.429
NJ,Camden County,2020 - 46,202046,165.571
NJ,Camden County,2020 - 46,202046,178.143
NJ,Camden County,2020 - 46,202046,187.143
NJ,Camden County,2020 - 46,202046,202.286
NJ,Camden County,2020 - 46,202046,214.857
NJ,Camden County,2020 - 46,202046,223.571
NJ,Camden County,2020 - 47,202047,263.286
NJ,Camden County,2020 - 47,202047,259
NJ,Camden County,2020 - 47,202047,268
NJ,Camden County,2020 - 47,202047,268.429
NJ,Camden County,2020 - 47,202047,273.857
NJ,Camden County,2020 - 47,202047,276.714
NJ,Camden County,2020 - 47,202047,296.571
NJ,Camden County,2020 - 48,202048,285.571
NJ,Camden County,2020 - 48,202048,297
NJ,Camden County,2020 - 48,202048,297.714
NJ,Camden County,2020 - 48,202048,308
NJ,Camden County,2020 - 48,202048,311
NJ,Camden County,2020 - 48,202048,325
NJ,Camden County,2020 - 48,202048,279.571
NJ,Camden County,2020 - 49,202049,299.143
NJ,Camden County,2020 - 49,202049,305.429
NJ,Camden County,2020 - 49,202049,303.143
NJ,Camden County,2020 - 49,202049,339.286
NJ,Camden County,2020 - 49,202049,351
NJ,Camden County,2020 - 49,202049,370.143
NJ,Camden County,2020 - 49,202049,405
NJ,Camden County,2020 - 50,202050,414
NJ,Camden County,2020 - 50,202050,405.286
NJ,Camden County,2020 - 50,202050,426.286
NJ,Camden County,2020 - 50,202050,411.286
NJ,Camden County,2020 - 50,202050,397.429
NJ,Camden County,2020 - 50,202050,363.286
NJ,Camden County,2020 - 50,202050,388.714
NJ,Camden County,2020 - 51,202051,335.286
NJ,Camden County,2020 - 51,202051,357.429
NJ,Camden County,2020 - 51,202051,335.429
NJ,Camden County,2020 - 51,202051,340.571
NJ,Camden County,2020 - 51,202051,343.429
NJ,Camden County,2020 - 51,202051,343.286
NJ,Camden County,2020 - 51,202051,308.571
NJ,Camden County,2020 - 52,202052,342.571
NJ,Camden County,2020 - 52,202052,312
NJ,Camden County,2020 - 52,202052,320.429
NJ,Camden County,2020 - 52,202052,315.286
NJ,Camden County,2020 - 52,202052,312.286
NJ,Camden County,2020 - 52,202052,316.429
NJ,Camden County,2020 - 52,202052,320.714
NJ,Camden County,2020 - 53,202053,290.857
NJ,Camden County,2020 - 53,202053,287.857
NJ,Camden County,2020 - 53,202053,281.286
NJ,Camden County,2020 - 53,202053,290.143
NJ,Camden County,2020 - 53,202053,294.286
NJ,Camden County,2020 - 53,202053,292.143
NJ,Camden County,2020 - 53,202053,298.857
NJ,Camden County,2021 - 1,202101,301.857
NJ,Camden County,2021 - 1,202101,299.857
NJ,Camden County,2021 - 1,202101,303.857
NJ,Camden County,2021 - 1,202101,302.714
NJ,Camden County,2021 - 1,202101,308
NJ,Camden County,2021 - 1,202101,321.571
NJ,Camden County,2021 - 1,202101,324
NJ,Camden County,2021 - 2,202102,336.857
NJ,Camden County,2021 - 2,202102,341.714
NJ,Camden County,2021 - 2,202102,324.857
NJ,Camden County,2021 - 2,202102,339.429
NJ,Camden County,2021 - 2,202102,339.857
NJ,Camden County,2021 - 2,202102,337.143
NJ,Camden County,2021 - 2,202102,321.857
NJ,Camden County,2021 - 3,202103,310.857
NJ,Camden County,2021 - 3,202103,310.571
NJ,Camden County,2021 - 3,202103,314.714
NJ,Camden County,2021 - 3,202103,288.571
NJ,Camden County,2021 - 3,202103,269.714
NJ,Camden County,2021 - 3,202103,256.143
NJ,Camden County,2021 - 3,202103,267
NJ,Camden County,2021 - 4,202104,276.571
NJ,Camden County,2021 - 4,202104,280.714
NJ,Camden County,2021 - 4,202104,278.714
NJ,Camden County,2021 - 4,202104,274.286
NJ,Camden County,2021 - 4,202104,265.571
NJ,Camden County,2021 - 4,202104,274.286
NJ,Camden County,2021 - 4,202104,255
NJ,Camden County,2021 - 5,202105,241.286
NJ,Camden County,2021 - 5,202105,227.571
NJ,Camden County,2021 - 5,202105,215.571
NJ,Camden County,2021 - 5,202105,200.143
NJ,Camden County,2021 - 5,202105,188
NJ,Camden County,2021 - 5,202105,165.286
NJ,Camden County,2021 - 5,202105,151.857
NJ,Camden County,2021 - 6,202106,145.286
NJ,Camden County,2021 - 6,202106,140.429
NJ,Camden County,2021 - 6,202106,137.571
NJ,Camden County,2021 - 6,202106,149.286
NJ,Camden County,2021 - 6,202106,152.714
NJ,Camden County,2021 - 6,202106,148.571
NJ,Camden County,2021 - 6,202106,150
NJ,Camden County,2021 - 7,202107,142.429
NJ,Camden County,2021 - 7,202107,136
NJ,Camden County,2021 - 7,202107,138
NJ,Camden County,2021 - 7,202107,137
NJ,Camden County,2021 - 7,202107,133.571
NJ,Camden County,2021 - 7,202107,127
NJ,Camden County,2021 - 7,202107,122.143
NJ,Camden County,2021 - 8,202108,118
NJ,Camden County,2021 - 8,202108,131.571
NJ,Camden County,2021 - 8,202108,128.429
NJ,Camden County,2021 - 8,202108,114.571
NJ,Camden County,2021 - 8,202108,113.857
NJ,Camden County,2021 - 8,202108,121
NJ,Camden County,2021 - 8,202108,126.571
NJ,Camden County,2021 - 9,202109,129.571
NJ,Camden County,2021 - 9,202109,130.143
NJ,Camden County,2021 - 9,202109,131.429
NJ,Camden County,2021 - 9,202109,131.857
NJ,Camden County,2021 - 9,202109,128.857
NJ,Camden County,2021 - 9,202109,125.714
NJ,Camden County,2021 - 9,202109,122.857
NJ,Camden County,2021 - 10,202110,117.571
NJ,Camden County,2021 - 10,202110,110.286
NJ,Camden County,2021 - 10,202110,115.429
NJ,Camden County,2021 - 10,202110,119.429
NJ,Camden County,2021 - 10,202110,123.429
NJ,Camden County,2021 - 10,202110,120.571
NJ,Camden County,2021 - 10,202110,120.714
NJ,Camden County,2021 - 11,202111,132.429
NJ,Camden County,2021 - 11,202111,131.571
NJ,Camden County,2021 - 11,202111,125.714
NJ,Camden County,2021 - 11,202111,136.429
NJ,Camden County,2021 - 11,202111,142.714
NJ,Camden County,2021 - 11,202111,146.571
NJ,Camden County,2021 - 11,202111,160.714
NJ,Camden County,2021 - 12,202112,158
NJ,Camden County,2021 - 12,202112,166.714
NJ,Camden County,2021 - 12,202112,172.714
NJ,Camden County,2021 - 12,202112,169.143
NJ,Camden County,2021 - 12,202112,172.143
NJ,Camden County,2021 - 12,202112,173.429
NJ,Camden County,2021 - 12,202112,165.714
NJ,Camden County,2021 - 13,202113,175.571
NJ,Camden County,2021 - 13,202113,177
NJ,Camden County,2021 - 13,202113,182.429
NJ,Camden County,2021 - 13,202113,174.286
NJ,Camden County,2021 - 13,202113,185.571
NJ,Camden County,2021 - 13,202113,195.714
NJ,Camden County,2021 - 13,202113,203.286
NJ,Camden County,2021 - 14,202114,206
NJ,Camden County,2021 - 14,202114,204.714
NJ,Camden County,2021 - 14,202114,195.143
NJ,Camden County,2021 - 14,202114,203.714
NJ,Camden County,2021 - 14,202114,193.286
NJ,Camden County,2021 - 14,202114,188.143
NJ,Camden County,2021 - 14,202114,183.143
NJ,Camden County,2021 - 15,202115,178.714
NJ,Camden County,2021 - 15,202115,177.714
NJ,Camden County,2021 - 15,202115,194.571
NJ,Camden County,2021 - 15,202115,192.286
NJ,Camden County,2021 - 15,202115,186
NJ,Camden County,2021 - 15,202115,198.429
NJ,Camden County,2021 - 15,202115,195.857
NJ,Camden County,2021 - 16,202116,194.571
NJ,Camden County,2021 - 16,202116,193.429
NJ,Camden County,2021 - 16,202116,180.857
NJ,Camden County,2021 - 16,202116,181.429
NJ,Camden County,2021 - 16,202116,184.857
NJ,Camden County,2021 - 16,202116,173.571
NJ,Camden County,2021 - 16,202116,173.429
NJ,Camden County,2021 - 17,202117,167.286
NJ,Camden County,2021 - 17,202117,147
NJ,Camden County,2021 - 17,202117,124.143
NJ,Camden County,2021 - 17,202117,114.429
NJ,Camden County,2021 - 17,202117,110.571
NJ,Camden County,2021 - 17,202117,102.857
NJ,Camden County,2021 - 17,202117,97
NJ,Camden County,2021 - 18,202118,87.4286
NJ,Camden County,2021 - 18,202118,100.429
NJ,Camden County,2021 - 18,202118,114.143
NJ,Camden County,2021 - 18,202118,112.857
NJ,Camden County,2021 - 18,202118,103.714
NJ,Camden County,2021 - 18,202118,98
NJ,Camden County,2021 - 18,202118,84.8571
NJ,Camden County,2021 - 19,202119,82
NJ,Camden County,2021 - 19,202119,71.7143
NJ,Camden County,2021 - 19,202119,66.4286
NJ,Camden County,2021 - 19,202119,63.4286
NJ,Camden County,2021 - 19,202119,58.5714
NJ,Camden County,2021 - 19,202119,54.4286
NJ,Camden County,2021 - 19,202119,53.5714
NJ,Camden County,2021 - 20,202120,53.2857
NJ,Camden County,2021 - 20,202120,57.2857
NJ,Camden County,2021 - 20,202120,58.2857
NJ,Camden County,2021 - 20,202120,54.2857
NJ,Camden County,2021 - 20,202120,52.8571
NJ,Camden County,2021 - 20,202120,49.4286
NJ,Camden County,2021 - 20,202120,46.8571
NJ,Camden County,2021 - 21,202121,45.7143
NJ,Camden County,2021 - 21,202121,41.8571
NJ,Camden County,2021 - 21,202121,38.8571
NJ,Camden County,2021 - 21,202121,37.1429
NJ,Camden County,2021 - 21,202121,35.8571
NJ,Camden County,2021 - 21,202121,33.2857
NJ,Camden County,2021 - 21,202121,32.2857
NJ,Camden County,2021 - 22,202122,31.4286
NJ,Camden County,2021 - 22,202122,30
NJ,Camden County,2021 - 22,202122,24.8571
NJ,Camden County,2021 - 22,202122,23.5714
NJ,Camden County,2021 - 22,202122,19.4286
NJ,Camden County,2021 - 22,202122,15.4286
NJ,Camden County,2021 - 22,202122,17.1429
NJ,Camden County,2021 - 23,202123,15.2857
NJ,Camden County,2021 - 23,202123,15.1429
NJ,Camden County,2021 - 23,202123,13.8571
NJ,Camden County,2021 - 23,202123,11.2857
NJ,Camden County,2021 - 23,202123,12.4286
NJ,Camden County,2021 - 23,202123,13.7143
NJ,Camden County,2021 - 23,202123,9.71429
NJ,Camden County,2021 - 24,202124,9.71429
NJ,Camden County,2021 - 24,202124,10.2857
NJ,Camden County,2021 - 24,202124,12.5714
NJ,Camden County,2021 - 24,202124,13.8571
NJ,Camden County,2021 - 24,202124,13.5714
NJ,Camden County,2021 - 24,202124,13.1429
NJ,Camden County,2021 - 24,202124,13.1429
NJ,Camden County,2021 - 25,202125,12.7143
NJ,Camden County,2021 - 25,202125,12.1429
NJ,Camden County,2021 - 25,202125,11.4286
NJ,Camden County,2021 - 25,202125,10.5714
NJ,Camden County,2021 - 25,202125,9.57143
NJ,Camden County,2021 - 25,202125,10.4286
NJ,Camden County,2021 - 25,202125,10.8571
NJ,Camden County,2021 - 26,202126,11.1429
NJ,Camden County,2021 - 26,202126,11.2857
NJ,Camden County,2021 - 26,202126,11.7143
NJ,Camden County,2021 - 26,202126,13.8571
NJ,Camden County,2021 - 26,202126,13.7143
NJ,Camden County,2021 - 26,202126,14.1429
NJ,Camden County,2021 - 26,202126,12.2857
NJ,Camden County,2021 - 27,202127,11.1429
NJ,Camden County,2021 - 27,202127,9.71429
NJ,Camden County,2021 - 27,202127,8
NJ,Camden County,2021 - 27,202127,9.42857
NJ,Camden County,2021 - 27,202127,11.1429
NJ,Camden County,2021 - 27,202127,17.1429
NJ,Camden County,2021 - 27,202127,21.8571
NJ,Camden County,2021 - 28,202128,23
NJ,Camden County,2021 - 28,202128,24
NJ,Camden County,2021 - 28,202128,26.1429
NJ,Camden County,2021 - 28,202128,24.5714
NJ,Camden County,2021 - 28,202128,24.1429
NJ,Camden County,2021 - 28,202128,20.5714
NJ,Camden County,2021 - 28,202128,18.8571
NJ,Camden County,2021 - 29,202129,21.1429
NJ,Camden County,2021 - 29,202129,23.2857
NJ,Camden County,2021 - 29,202129,24
NJ,Camden County,2021 - 29,202129,27.2857
NJ,Camden County,2021 - 29,202129,28
NJ,Camden County,2021 - 29,202129,27.5714
NJ,Camden County,2021 - 29,202129,28.8571
NJ,Camden County,2021 - 30,202130,28.5714
NJ,Camden County,2021 - 30,202130,28.5714
NJ,Camden County,2021 - 30,202130,32.4286
NJ,Camden County,2021 - 30,202130,30.2857
NJ,Camden County,2021 - 30,202130,36.2857
NJ,Camden County,2021 - 30,202130,40.5714
NJ,Camden County,2021 - 30,202130,46.7143
NJ,Camden County,2021 - 31,202131,50.8571
NJ,Camden County,2021 - 31,202131,53.5714
NJ,Camden County,2021 - 31,202131,59.2857
NJ,Camden County,2021 - 31,202131,63.7143
NJ,Camden County,2021 - 31,202131,72.7143
NJ,Camden County,2021 - 31,202131,75
NJ,Camden County,2021 - 31,202131,83.7143
NJ,Camden County,2021 - 32,202132,90.5714
NJ,Camden County,2021 - 32,202132,96.7143
NJ,Camden County,2021 - 32,202132,97.5714
NJ,Camden County,2021 - 32,202132,101.286
NJ,Camden County,2021 - 32,202132,98.5714
NJ,Camden County,2021 - 32,202132,109.857
NJ,Camden County,2021 - 32,202132,106.857
NJ,Camden County,2021 - 33,202133,103.286
NJ,Camden County,2021 - 33,202133,107.143
NJ,Camden County,2021 - 33,202133,102.429
NJ,Camden County,2021 - 33,202133,100.714
NJ,Camden County,2021 - 33,202133,103.429
NJ,Camden County,2021 - 33,202133,114.714
NJ,Camden County,2021 - 33,202133,113.857
NJ,Camden County,2021 - 34,202134,116.429
NJ,Camden County,2021 - 34,202134,122.286
NJ,Camden County,2021 - 34,202134,129.429
NJ,Camden County,2021 - 34,202134,137.857
NJ,Camden County,2021 - 34,202134,136.143
NJ,Camden County,2021 - 34,202134,127.714
NJ,Camden County,2021 - 34,202134,136.714
NJ,Camden County,2021 - 35,202135,143
NJ,Camden County,2021 - 35,202135,138.143
NJ,Camden County,2021 - 35,202135,139.714
