state,county,year_week,yearweek,cases_7d_avg
PA,Bucks County,2020 - 7,202007,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 8,202008,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 9,202009,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 10,202010,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 11,202011,0
PA,Bucks County,2020 - 12,202012,0
PA,Bucks County,2020 - 12,202012,0
PA,Bucks County,2020 - 12,202012,0
PA,Bucks County,2020 - 12,202012,0
PA,Bucks County,2020 - 12,202012,1.42857
PA,Bucks County,2020 - 12,202012,1.85714
PA,Bucks County,2020 - 12,202012,3
PA,Bucks County,2020 - 13,202013,4
PA,Bucks County,2020 - 13,202013,5.42857
PA,Bucks County,2020 - 13,202013,8.14286
PA,Bucks County,2020 - 13,202013,11
PA,Bucks County,2020 - 13,202013,13.5714
PA,Bucks County,2020 - 13,202013,15.4286
PA,Bucks County,2020 - 13,202013,18.2857
PA,Bucks County,2020 - 14,202014,24.4286
PA,Bucks County,2020 - 14,202014,29
PA,Bucks County,2020 - 14,202014,31.5714
PA,Bucks County,2020 - 14,202014,32.2857
PA,Bucks County,2020 - 14,202014,37.5714
PA,Bucks County,2020 - 14,202014,46
PA,Bucks County,2020 - 14,202014,48
PA,Bucks County,2020 - 15,202015,50.2857
PA,Bucks County,2020 - 15,202015,53.2857
PA,Bucks County,2020 - 15,202015,57.7143
PA,Bucks County,2020 - 15,202015,63.4286
PA,Bucks County,2020 - 15,202015,71.5714
PA,Bucks County,2020 - 15,202015,73.1429
PA,Bucks County,2020 - 15,202015,80.4286
PA,Bucks County,2020 - 16,202016,78.8571
PA,Bucks County,2020 - 16,202016,79.7143
PA,Bucks County,2020 - 16,202016,76
PA,Bucks County,2020 - 16,202016,77.7143
PA,Bucks County,2020 - 16,202016,76.5714
PA,Bucks County,2020 - 16,202016,80.8571
PA,Bucks County,2020 - 16,202016,81.1429
PA,Bucks County,2020 - 17,202017,87.8571
PA,Bucks County,2020 - 17,202017,90.7143
PA,Bucks County,2020 - 17,202017,99.2857
PA,Bucks County,2020 - 17,202017,100.571
PA,Bucks County,2020 - 17,202017,103.429
PA,Bucks County,2020 - 17,202017,108.429
PA,Bucks County,2020 - 17,202017,114.571
PA,Bucks County,2020 - 18,202018,111.714
PA,Bucks County,2020 - 18,202018,123.286
PA,Bucks County,2020 - 18,202018,108.286
PA,Bucks County,2020 - 18,202018,104.143
PA,Bucks County,2020 - 18,202018,105.571
PA,Bucks County,2020 - 18,202018,110.286
PA,Bucks County,2020 - 18,202018,108.714
PA,Bucks County,2020 - 19,202019,111.714
PA,Bucks County,2020 - 19,202019,97.2857
PA,Bucks County,2020 - 19,202019,110
PA,Bucks County,2020 - 19,202019,110.714
PA,Bucks County,2020 - 19,202019,106.143
PA,Bucks County,2020 - 19,202019,99.2857
PA,Bucks County,2020 - 19,202019,95.7143
PA,Bucks County,2020 - 20,202020,97.1429
PA,Bucks County,2020 - 20,202020,96
PA,Bucks County,2020 - 20,202020,95.8571
PA,Bucks County,2020 - 20,202020,94
PA,Bucks County,2020 - 20,202020,90.7143
PA,Bucks County,2020 - 20,202020,82.1429
PA,Bucks County,2020 - 20,202020,77
PA,Bucks County,2020 - 21,202021,67.5714
PA,Bucks County,2020 - 21,202021,69.7143
PA,Bucks County,2020 - 21,202021,65.2857
PA,Bucks County,2020 - 21,202021,70.8571
PA,Bucks County,2020 - 21,202021,68.2857
PA,Bucks County,2020 - 21,202021,62.7143
PA,Bucks County,2020 - 21,202021,64
PA,Bucks County,2020 - 22,202022,61.1429
PA,Bucks County,2020 - 22,202022,54
PA,Bucks County,2020 - 22,202022,49
PA,Bucks County,2020 - 22,202022,38.2857
PA,Bucks County,2020 - 22,202022,34.2857
PA,Bucks County,2020 - 22,202022,35.4286
PA,Bucks County,2020 - 22,202022,30.1429
PA,Bucks County,2020 - 23,202023,30.7143
PA,Bucks County,2020 - 23,202023,29.4286
PA,Bucks County,2020 - 23,202023,28.5714
PA,Bucks County,2020 - 23,202023,29.5714
PA,Bucks County,2020 - 23,202023,27.4286
PA,Bucks County,2020 - 23,202023,26.4286
PA,Bucks County,2020 - 23,202023,27.5714
PA,Bucks County,2020 - 24,202024,25.5714
PA,Bucks County,2020 - 24,202024,25.4286
PA,Bucks County,2020 - 24,202024,26.8571
PA,Bucks County,2020 - 24,202024,29
PA,Bucks County,2020 - 24,202024,29.5714
PA,Bucks County,2020 - 24,202024,28.4286
PA,Bucks County,2020 - 24,202024,25.1429
PA,Bucks County,2020 - 25,202025,23.8571
PA,Bucks County,2020 - 25,202025,23
PA,Bucks County,2020 - 25,202025,21.1429
PA,Bucks County,2020 - 25,202025,18
PA,Bucks County,2020 - 25,202025,19
PA,Bucks County,2020 - 25,202025,16.2857
PA,Bucks County,2020 - 25,202025,16.5714
PA,Bucks County,2020 - 26,202026,17
PA,Bucks County,2020 - 26,202026,18.2857
PA,Bucks County,2020 - 26,202026,18.2857
PA,Bucks County,2020 - 26,202026,21.8571
PA,Bucks County,2020 - 26,202026,21.5714
PA,Bucks County,2020 - 26,202026,23.7143
PA,Bucks County,2020 - 26,202026,24.1429
PA,Bucks County,2020 - 27,202027,24.4286
PA,Bucks County,2020 - 27,202027,23.1429
PA,Bucks County,2020 - 27,202027,23.4286
PA,Bucks County,2020 - 27,202027,22.5714
PA,Bucks County,2020 - 27,202027,21.7143
PA,Bucks County,2020 - 27,202027,21.8571
PA,Bucks County,2020 - 27,202027,20
PA,Bucks County,2020 - 28,202028,23.5714
PA,Bucks County,2020 - 28,202028,26.1429
PA,Bucks County,2020 - 28,202028,29.1429
PA,Bucks County,2020 - 28,202028,27.1429
PA,Bucks County,2020 - 28,202028,28.8571
PA,Bucks County,2020 - 28,202028,28.7143
PA,Bucks County,2020 - 28,202028,31.4286
PA,Bucks County,2020 - 29,202029,28.5714
PA,Bucks County,2020 - 29,202029,27.5714
PA,Bucks County,2020 - 29,202029,27
PA,Bucks County,2020 - 29,202029,31.7143
PA,Bucks County,2020 - 29,202029,32.1429
PA,Bucks County,2020 - 29,202029,36.2857
PA,Bucks County,2020 - 29,202029,36.5714
PA,Bucks County,2020 - 30,202030,38.5714
PA,Bucks County,2020 - 30,202030,40.2857
PA,Bucks County,2020 - 30,202030,47.1429
PA,Bucks County,2020 - 30,202030,46.2857
PA,Bucks County,2020 - 30,202030,44.8571
PA,Bucks County,2020 - 30,202030,47.1429
PA,Bucks County,2020 - 30,202030,49.1429
PA,Bucks County,2020 - 31,202031,48.1429
PA,Bucks County,2020 - 31,202031,47.2857
PA,Bucks County,2020 - 31,202031,43.4286
PA,Bucks County,2020 - 31,202031,40.4286
PA,Bucks County,2020 - 31,202031,43.5714
PA,Bucks County,2020 - 31,202031,41.1429
PA,Bucks County,2020 - 31,202031,42.1429
PA,Bucks County,2020 - 32,202032,43.5714
PA,Bucks County,2020 - 32,202032,43.1429
PA,Bucks County,2020 - 32,202032,40.7143
PA,Bucks County,2020 - 32,202032,41.2857
PA,Bucks County,2020 - 32,202032,38.7143
PA,Bucks County,2020 - 32,202032,35
PA,Bucks County,2020 - 32,202032,30.5714
PA,Bucks County,2020 - 33,202033,28.8571
PA,Bucks County,2020 - 33,202033,27.1429
PA,Bucks County,2020 - 33,202033,25
PA,Bucks County,2020 - 33,202033,27.1429
PA,Bucks County,2020 - 33,202033,28.5714
PA,Bucks County,2020 - 33,202033,28.1429
PA,Bucks County,2020 - 33,202033,29.8571
PA,Bucks County,2020 - 34,202034,31.7143
PA,Bucks County,2020 - 34,202034,33
PA,Bucks County,2020 - 34,202034,32.4286
PA,Bucks County,2020 - 34,202034,29.4286
PA,Bucks County,2020 - 34,202034,27.7143
PA,Bucks County,2020 - 34,202034,27.2857
PA,Bucks County,2020 - 34,202034,25.7143
PA,Bucks County,2020 - 35,202035,23
PA,Bucks County,2020 - 35,202035,23.7143
PA,Bucks County,2020 - 35,202035,23.5714
PA,Bucks County,2020 - 35,202035,22.8571
PA,Bucks County,2020 - 35,202035,22
PA,Bucks County,2020 - 35,202035,24.2857
PA,Bucks County,2020 - 35,202035,26
PA,Bucks County,2020 - 36,202036,28.1429
PA,Bucks County,2020 - 36,202036,28.2857
PA,Bucks County,2020 - 36,202036,28.7143
PA,Bucks County,2020 - 36,202036,30.7143
PA,Bucks County,2020 - 36,202036,33.2857
PA,Bucks County,2020 - 36,202036,36.5714
PA,Bucks County,2020 - 36,202036,37
PA,Bucks County,2020 - 37,202037,38.7143
PA,Bucks County,2020 - 37,202037,39.8571
PA,Bucks County,2020 - 37,202037,38.4286
PA,Bucks County,2020 - 37,202037,38.8571
PA,Bucks County,2020 - 37,202037,35.5714
PA,Bucks County,2020 - 37,202037,33.8571
PA,Bucks County,2020 - 37,202037,32.2857
PA,Bucks County,2020 - 38,202038,29.8571
PA,Bucks County,2020 - 38,202038,30
PA,Bucks County,2020 - 38,202038,36.5714
PA,Bucks County,2020 - 38,202038,33
PA,Bucks County,2020 - 38,202038,38.1429
PA,Bucks County,2020 - 38,202038,35.8571
PA,Bucks County,2020 - 38,202038,38.5714
PA,Bucks County,2020 - 39,202039,40
PA,Bucks County,2020 - 39,202039,39.8571
PA,Bucks County,2020 - 39,202039,34.4286
PA,Bucks County,2020 - 39,202039,38.1429
PA,Bucks County,2020 - 39,202039,36.4286
PA,Bucks County,2020 - 39,202039,36.4286
PA,Bucks County,2020 - 39,202039,37.2857
PA,Bucks County,2020 - 40,202040,36
PA,Bucks County,2020 - 40,202040,35.1429
PA,Bucks County,2020 - 40,202040,37
PA,Bucks County,2020 - 40,202040,38.1429
PA,Bucks County,2020 - 40,202040,37
PA,Bucks County,2020 - 40,202040,40
PA,Bucks County,2020 - 40,202040,32
PA,Bucks County,2020 - 41,202041,35.4286
PA,Bucks County,2020 - 41,202041,35.2857
PA,Bucks County,2020 - 41,202041,33.8571
PA,Bucks County,2020 - 41,202041,34.7143
PA,Bucks County,2020 - 41,202041,34.7143
PA,Bucks County,2020 - 41,202041,37.7143
PA,Bucks County,2020 - 41,202041,42.7143
PA,Bucks County,2020 - 42,202042,40.4286
PA,Bucks County,2020 - 42,202042,42.8571
PA,Bucks County,2020 - 42,202042,43.7143
PA,Bucks County,2020 - 42,202042,41
PA,Bucks County,2020 - 42,202042,44.7143
PA,Bucks County,2020 - 42,202042,39.8571
PA,Bucks County,2020 - 42,202042,39.7143
PA,Bucks County,2020 - 43,202043,39.8571
PA,Bucks County,2020 - 43,202043,38.7143
PA,Bucks County,2020 - 43,202043,39.8571
PA,Bucks County,2020 - 43,202043,40.8571
PA,Bucks County,2020 - 43,202043,39.8571
PA,Bucks County,2020 - 43,202043,45.8571
PA,Bucks County,2020 - 43,202043,54.4286
PA,Bucks County,2020 - 44,202044,58.4286
PA,Bucks County,2020 - 44,202044,59.4286
PA,Bucks County,2020 - 44,202044,63
PA,Bucks County,2020 - 44,202044,66
PA,Bucks County,2020 - 44,202044,70
PA,Bucks County,2020 - 44,202044,69.8571
PA,Bucks County,2020 - 44,202044,71.8571
PA,Bucks County,2020 - 45,202045,72.1429
PA,Bucks County,2020 - 45,202045,76
PA,Bucks County,2020 - 45,202045,81
PA,Bucks County,2020 - 45,202045,85.5714
PA,Bucks County,2020 - 45,202045,91.5714
PA,Bucks County,2020 - 45,202045,102
PA,Bucks County,2020 - 45,202045,106.857
PA,Bucks County,2020 - 46,202046,118.143
PA,Bucks County,2020 - 46,202046,133.429
PA,Bucks County,2020 - 46,202046,142.429
PA,Bucks County,2020 - 46,202046,164.429
PA,Bucks County,2020 - 46,202046,190.571
PA,Bucks County,2020 - 46,202046,209.714
PA,Bucks County,2020 - 46,202046,222.143
PA,Bucks County,2020 - 47,202047,244.286
PA,Bucks County,2020 - 47,202047,252.286
PA,Bucks County,2020 - 47,202047,263.143
PA,Bucks County,2020 - 47,202047,252.143
PA,Bucks County,2020 - 47,202047,263.857
PA,Bucks County,2020 - 47,202047,278
PA,Bucks County,2020 - 47,202047,292.286
PA,Bucks County,2020 - 48,202048,296.571
PA,Bucks County,2020 - 48,202048,302.857
PA,Bucks County,2020 - 48,202048,304.143
PA,Bucks County,2020 - 48,202048,316.429
PA,Bucks County,2020 - 48,202048,317.286
PA,Bucks County,2020 - 48,202048,320.571
PA,Bucks County,2020 - 48,202048,336
PA,Bucks County,2020 - 49,202049,326.286
PA,Bucks County,2020 - 49,202049,332.571
PA,Bucks County,2020 - 49,202049,327
PA,Bucks County,2020 - 49,202049,342.143
PA,Bucks County,2020 - 49,202049,375.429
PA,Bucks County,2020 - 49,202049,420.714
PA,Bucks County,2020 - 49,202049,426
PA,Bucks County,2020 - 50,202050,458.429
PA,Bucks County,2020 - 50,202050,487.571
PA,Bucks County,2020 - 50,202050,521.429
PA,Bucks County,2020 - 50,202050,518.143
PA,Bucks County,2020 - 50,202050,512
PA,Bucks County,2020 - 50,202050,488.143
PA,Bucks County,2020 - 50,202050,501.429
PA,Bucks County,2020 - 51,202051,492.571
PA,Bucks County,2020 - 51,202051,473.714
PA,Bucks County,2020 - 51,202051,461
PA,Bucks County,2020 - 51,202051,465.714
PA,Bucks County,2020 - 51,202051,426.714
PA,Bucks County,2020 - 51,202051,423.571
PA,Bucks County,2020 - 51,202051,392.714
PA,Bucks County,2020 - 52,202052,377
PA,Bucks County,2020 - 52,202052,363.857
PA,Bucks County,2020 - 52,202052,371.143
PA,Bucks County,2020 - 52,202052,373.286
PA,Bucks County,2020 - 52,202052,385.286
PA,Bucks County,2020 - 52,202052,357.429
PA,Bucks County,2020 - 52,202052,349.143
PA,Bucks County,2020 - 53,202053,332.429
PA,Bucks County,2020 - 53,202053,319.286
PA,Bucks County,2020 - 53,202053,325.857
PA,Bucks County,2020 - 53,202053,329.286
PA,Bucks County,2020 - 53,202053,334.857
PA,Bucks County,2020 - 53,202053,336.143
PA,Bucks County,2020 - 53,202053,341.857
PA,Bucks County,2021 - 1,202101,347.857
PA,Bucks County,2021 - 1,202101,331.143
PA,Bucks County,2021 - 1,202101,339.714
PA,Bucks County,2021 - 1,202101,340.429
PA,Bucks County,2021 - 1,202101,350.143
PA,Bucks County,2021 - 1,202101,367.429
PA,Bucks County,2021 - 1,202101,374.143
PA,Bucks County,2021 - 2,202102,387.143
PA,Bucks County,2021 - 2,202102,410.857
PA,Bucks County,2021 - 2,202102,396.714
PA,Bucks County,2021 - 2,202102,377.286
PA,Bucks County,2021 - 2,202102,348
PA,Bucks County,2021 - 2,202102,326
PA,Bucks County,2021 - 2,202102,316.857
PA,Bucks County,2021 - 3,202103,302.143
PA,Bucks County,2021 - 3,202103,293.714
PA,Bucks County,2021 - 3,202103,262.143
PA,Bucks County,2021 - 3,202103,261
PA,Bucks County,2021 - 3,202103,255.857
PA,Bucks County,2021 - 3,202103,251.857
PA,Bucks County,2021 - 3,202103,246.143
PA,Bucks County,2021 - 4,202104,247.429
PA,Bucks County,2021 - 4,202104,244.571
PA,Bucks County,2021 - 4,202104,251.571
PA,Bucks County,2021 - 4,202104,248.571
PA,Bucks County,2021 - 4,202104,251.714
PA,Bucks County,2021 - 4,202104,307
PA,Bucks County,2021 - 4,202104,305.857
PA,Bucks County,2021 - 5,202105,309.714
PA,Bucks County,2021 - 5,202105,306.143
PA,Bucks County,2021 - 5,202105,297
PA,Bucks County,2021 - 5,202105,286.571
PA,Bucks County,2021 - 5,202105,270.286
PA,Bucks County,2021 - 5,202105,200.714
PA,Bucks County,2021 - 5,202105,199.143
PA,Bucks County,2021 - 6,202106,200.571
PA,Bucks County,2021 - 6,202106,202.571
PA,Bucks County,2021 - 6,202106,203.429
PA,Bucks County,2021 - 6,202106,209.143
PA,Bucks County,2021 - 6,202106,218.429
PA,Bucks County,2021 - 6,202106,220.429
PA,Bucks County,2021 - 6,202106,214.286
PA,Bucks County,2021 - 7,202107,198.286
PA,Bucks County,2021 - 7,202107,192.143
PA,Bucks County,2021 - 7,202107,182.571
PA,Bucks County,2021 - 7,202107,178.714
PA,Bucks County,2021 - 7,202107,180.571
PA,Bucks County,2021 - 7,202107,168.571
PA,Bucks County,2021 - 7,202107,155
PA,Bucks County,2021 - 8,202108,144.429
PA,Bucks County,2021 - 8,202108,141.857
PA,Bucks County,2021 - 8,202108,146.714
PA,Bucks County,2021 - 8,202108,142.857
PA,Bucks County,2021 - 8,202108,127.429
PA,Bucks County,2021 - 8,202108,137
PA,Bucks County,2021 - 8,202108,144.286
PA,Bucks County,2021 - 9,202109,150
PA,Bucks County,2021 - 9,202109,153
PA,Bucks County,2021 - 9,202109,152.714
PA,Bucks County,2021 - 9,202109,149
PA,Bucks County,2021 - 9,202109,159.143
PA,Bucks County,2021 - 9,202109,154.571
PA,Bucks County,2021 - 9,202109,157.857
PA,Bucks County,2021 - 10,202110,158.571
PA,Bucks County,2021 - 10,202110,155.429
PA,Bucks County,2021 - 10,202110,155.429
PA,Bucks County,2021 - 10,202110,157.571
PA,Bucks County,2021 - 10,202110,149.429
PA,Bucks County,2021 - 10,202110,152.571
PA,Bucks County,2021 - 10,202110,148.714
PA,Bucks County,2021 - 11,202111,146.714
PA,Bucks County,2021 - 11,202111,145.143
PA,Bucks County,2021 - 11,202111,150.714
PA,Bucks County,2021 - 11,202111,157.143
PA,Bucks County,2021 - 11,202111,155.143
PA,Bucks County,2021 - 11,202111,158
PA,Bucks County,2021 - 11,202111,185.429
PA,Bucks County,2021 - 12,202112,192.714
PA,Bucks County,2021 - 12,202112,193.286
PA,Bucks County,2021 - 12,202112,191.143
PA,Bucks County,2021 - 12,202112,210.429
PA,Bucks County,2021 - 12,202112,220.286
PA,Bucks County,2021 - 12,202112,240.714
PA,Bucks County,2021 - 12,202112,224.429
PA,Bucks County,2021 - 13,202113,236.143
PA,Bucks County,2021 - 13,202113,244.571
PA,Bucks County,2021 - 13,202113,275
PA,Bucks County,2021 - 13,202113,267.571
PA,Bucks County,2021 - 13,202113,277.286
PA,Bucks County,2021 - 13,202113,267.286
PA,Bucks County,2021 - 13,202113,284.429
PA,Bucks County,2021 - 14,202114,280.571
PA,Bucks County,2021 - 14,202114,296.143
PA,Bucks County,2021 - 14,202114,276.429
PA,Bucks County,2021 - 14,202114,272.429
PA,Bucks County,2021 - 14,202114,270.857
PA,Bucks County,2021 - 14,202114,275.714
PA,Bucks County,2021 - 14,202114,269.429
PA,Bucks County,2021 - 15,202115,264.857
PA,Bucks County,2021 - 15,202115,252.571
PA,Bucks County,2021 - 15,202115,277.429
PA,Bucks County,2021 - 15,202115,281.286
PA,Bucks County,2021 - 15,202115,281.571
PA,Bucks County,2021 - 15,202115,284.286
PA,Bucks County,2021 - 15,202115,282.286
PA,Bucks County,2021 - 16,202116,283.571
PA,Bucks County,2021 - 16,202116,276.714
PA,Bucks County,2021 - 16,202116,257.857
PA,Bucks County,2021 - 16,202116,258.714
PA,Bucks County,2021 - 16,202116,250.571
PA,Bucks County,2021 - 16,202116,237
PA,Bucks County,2021 - 16,202116,227.571
PA,Bucks County,2021 - 17,202117,225.429
PA,Bucks County,2021 - 17,202117,220.714
PA,Bucks County,2021 - 17,202117,204.714
PA,Bucks County,2021 - 17,202117,191.857
PA,Bucks County,2021 - 17,202117,184.429
PA,Bucks County,2021 - 17,202117,184.571
PA,Bucks County,2021 - 17,202117,174.714
PA,Bucks County,2021 - 18,202118,161.857
PA,Bucks County,2021 - 18,202118,160.429
PA,Bucks County,2021 - 18,202118,154.429
PA,Bucks County,2021 - 18,202118,145
PA,Bucks County,2021 - 18,202118,135.286
PA,Bucks County,2021 - 18,202118,122.571
PA,Bucks County,2021 - 18,202118,115
PA,Bucks County,2021 - 19,202119,111.286
PA,Bucks County,2021 - 19,202119,105.714
PA,Bucks County,2021 - 19,202119,98.7143
PA,Bucks County,2021 - 19,202119,99.1429
PA,Bucks County,2021 - 19,202119,101.857
PA,Bucks County,2021 - 19,202119,94.1429
PA,Bucks County,2021 - 19,202119,84.5714
PA,Bucks County,2021 - 20,202120,82.1429
PA,Bucks County,2021 - 20,202120,81
PA,Bucks County,2021 - 20,202120,73.1429
PA,Bucks County,2021 - 20,202120,61
PA,Bucks County,2021 - 20,202120,52.4286
PA,Bucks County,2021 - 20,202120,51.8571
PA,Bucks County,2021 - 20,202120,51.8571
PA,Bucks County,2021 - 21,202121,47.8571
PA,Bucks County,2021 - 21,202121,47
PA,Bucks County,2021 - 21,202121,44.5714
PA,Bucks County,2021 - 21,202121,44.2857
PA,Bucks County,2021 - 21,202121,40.2857
PA,Bucks County,2021 - 21,202121,32.2857
PA,Bucks County,2021 - 21,202121,28
PA,Bucks County,2021 - 22,202122,26.2857
PA,Bucks County,2021 - 22,202122,22.5714
PA,Bucks County,2021 - 22,202122,22.2857
PA,Bucks County,2021 - 22,202122,17.5714
PA,Bucks County,2021 - 22,202122,17.5714
PA,Bucks County,2021 - 22,202122,15.2857
PA,Bucks County,2021 - 22,202122,14
PA,Bucks County,2021 - 23,202123,13.5714
PA,Bucks County,2021 - 23,202123,13.8571
PA,Bucks County,2021 - 23,202123,13.4286
PA,Bucks County,2021 - 23,202123,14.2857
PA,Bucks County,2021 - 23,202123,11
PA,Bucks County,2021 - 23,202123,10.5714
PA,Bucks County,2021 - 23,202123,10.4286
PA,Bucks County,2021 - 24,202124,9.85714
PA,Bucks County,2021 - 24,202124,8.42857
PA,Bucks County,2021 - 24,202124,7.71429
PA,Bucks County,2021 - 24,202124,6
PA,Bucks County,2021 - 24,202124,7.42857
PA,Bucks County,2021 - 24,202124,7.14286
PA,Bucks County,2021 - 24,202124,6.57143
PA,Bucks County,2021 - 25,202125,5.28571
PA,Bucks County,2021 - 25,202125,5
PA,Bucks County,2021 - 25,202125,5.85714
PA,Bucks County,2021 - 25,202125,5.57143
PA,Bucks County,2021 - 25,202125,5.85714
PA,Bucks County,2021 - 25,202125,5.57143
PA,Bucks County,2021 - 25,202125,4.57143
PA,Bucks County,2021 - 26,202126,4.42857
PA,Bucks County,2021 - 26,202126,4.14286
PA,Bucks County,2021 - 26,202126,3.85714
PA,Bucks County,2021 - 26,202126,4.42857
PA,Bucks County,2021 - 26,202126,4.14286
PA,Bucks County,2021 - 26,202126,4.28571
PA,Bucks County,2021 - 26,202126,5.28571
PA,Bucks County,2021 - 27,202127,5.85714
PA,Bucks County,2021 - 27,202127,6.14286
PA,Bucks County,2021 - 27,202127,6.57143
PA,Bucks County,2021 - 27,202127,6.28571
PA,Bucks County,2021 - 27,202127,7.28571
PA,Bucks County,2021 - 27,202127,8.28571
PA,Bucks County,2021 - 27,202127,10.2857
PA,Bucks County,2021 - 28,202128,10.8571
PA,Bucks County,2021 - 28,202128,11.2857
PA,Bucks County,2021 - 28,202128,12.1429
PA,Bucks County,2021 - 28,202128,13.4286
PA,Bucks County,2021 - 28,202128,15.5714
PA,Bucks County,2021 - 28,202128,17.7143
PA,Bucks County,2021 - 28,202128,18.5714
PA,Bucks County,2021 - 29,202129,21
PA,Bucks County,2021 - 29,202129,23.4286
PA,Bucks County,2021 - 29,202129,25.4286
PA,Bucks County,2021 - 29,202129,27.7143
PA,Bucks County,2021 - 29,202129,27.8571
PA,Bucks County,2021 - 29,202129,28
PA,Bucks County,2021 - 29,202129,29.7143
PA,Bucks County,2021 - 30,202130,30.8571
PA,Bucks County,2021 - 30,202130,33.2857
PA,Bucks County,2021 - 30,202130,37
PA,Bucks County,2021 - 30,202130,37.5714
PA,Bucks County,2021 - 30,202130,39.4286
PA,Bucks County,2021 - 30,202130,43.7143
PA,Bucks County,2021 - 30,202130,38.1429
PA,Bucks County,2021 - 31,202131,50.4286
PA,Bucks County,2021 - 31,202131,51.8571
PA,Bucks County,2021 - 31,202131,54.2857
PA,Bucks County,2021 - 31,202131,60.5714
PA,Bucks County,2021 - 31,202131,65.7143
PA,Bucks County,2021 - 31,202131,67.8571
PA,Bucks County,2021 - 31,202131,84
PA,Bucks County,2021 - 32,202132,66.8571
PA,Bucks County,2021 - 32,202132,82
PA,Bucks County,2021 - 32,202132,82.5714
PA,Bucks County,2021 - 32,202132,80.4286
PA,Bucks County,2021 - 32,202132,80.7143
PA,Bucks County,2021 - 32,202132,83
PA,Bucks County,2021 - 32,202132,79.5714
PA,Bucks County,2021 - 33,202133,99
PA,Bucks County,2021 - 33,202133,90.5714
PA,Bucks County,2021 - 33,202133,93
PA,Bucks County,2021 - 33,202133,101.286
PA,Bucks County,2021 - 33,202133,106.571
PA,Bucks County,2021 - 33,202133,110
PA,Bucks County,2021 - 33,202133,119.714
PA,Bucks County,2021 - 34,202134,113.286
PA,Bucks County,2021 - 34,202134,112.143
PA,Bucks County,2021 - 34,202134,115.429
PA,Bucks County,2021 - 34,202134,117
PA,Bucks County,2021 - 34,202134,126.143
PA,Bucks County,2021 - 34,202134,135.857
PA,Bucks County,2021 - 34,202134,132.714
PA,Bucks County,2021 - 35,202135,145.143
PA,Bucks County,2021 - 35,202135,150.429
PA,Bucks County,2021 - 35,202135,152
PA,Bucks County,2021 - 35,202135,152
PA,Bucks County,2021 - 35,202135,153.143
PA,Bucks County,2021 - 35,202135,151.286
PA,Bucks County,2021 - 35,202135,146.857
PA,Bucks County,2021 - 36,202136,150.571
PA,Bucks County,2021 - 36,202136,141.714
PA,Bucks County,2021 - 36,202136,140.714
PA,Bucks County,2021 - 36,202136,136.429
PA,Bucks County,2021 - 36,202136,136.143
PA,Bucks County,2021 - 36,202136,127
PA,Bucks County,2021 - 36,202136,127.143
PA,Bucks County,2021 - 37,202137,130.857
PA,Bucks County,2021 - 37,202137,133.714
PA,Bucks County,2021 - 37,202137,132
PA,Bucks County,2021 - 37,202137,135.143
PA,Bucks County,2021 - 37,202137,136
PA,Bucks County,2021 - 37,202137,146.143
PA,Bucks County,2021 - 37,202137,147.857
PA,Bucks County,2021 - 38,202138,139.714
PA,Bucks County,2021 - 38,202138,138.286
PA,Bucks County,2021 - 38,202138,133.571
PA,Bucks County,2021 - 38,202138,139
PA,Bucks County,2021 - 38,202138,140.857
PA,Bucks County,2021 - 38,202138,137.143
PA,Bucks County,2021 - 38,202138,136.143
PA,Bucks County,2021 - 39,202139,147.571
PA,Bucks County,2021 - 39,202139,148.714
PA,Bucks County,2021 - 39,202139,152.857
PA,Bucks County,2021 - 39,202139,149.857
PA,Bucks County,2021 - 39,202139,142.429
PA,Bucks County,2021 - 39,202139,147.143
NJ,Burlington County,2020 - 7,202007,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 8,202008,0
NJ,Burlington County,2020 - 9,202009,0
NJ,Burlington County,2020 - 9,202009,0
NJ,Burlington County,2020 - 9,202009,0
NJ,Burlington County,2020 - 9,202009,0
