Gene_name,BMI_1,BMI_3,foldchange,ANOVA
43891_22497,7.567243544,7.647580106,-0.080336561,0.527078689
43891_22499,8.461748892,8.555140111,-0.093391219,0.239720086
43892_22498,9.082819936,9.42661089,-0.343790954,0.014696269
43892_22502,10.02461463,10.02618902,-0.001574389,0.974391828
43893_22503,6.856447085,6.889761383,-0.033314298,0.774415912
43894_22504,1.33537148,1.283796159,0.051575322,0.687930286
43895_22505,10.13887272,10.20816011,-0.069287394,0.117659523
43896_22506,13.79514033,13.79724128,-0.002100948,0.96534908
43897_22507,12.03905981,12.09100771,-0.0519479,0.251330784
43898_22508,12.69873744,12.6516292,0.047108237,0.325802715
43899_22509,10.52577303,10.5043345,0.021438527,0.729726206
43900_22500,1.119681185,1.219411396,-0.099730211,0.605499019
43901_22501,2.870531466,2.788025753,0.082505713,0.708577505
44075_49605,10.90911523,10.83615819,0.07295704,0.531496582
44076_49623,14.02131656,14.00061304,0.020703521,0.559567258
44077_49625,6.861939139,7.142636392,-0.280697253,0.133333096
44078_49626,6.80171383,6.816101922,-0.014388091,0.860819963
44079_49628,6.329521188,6.040655984,0.288865204,0.095989412
44080_49629,12.50069405,12.63720012,-0.136506073,0.152908569
44081_49630,12.28995923,12.3490882,-0.059128966,0.154166703
44082_49641,10.12121927,9.906794497,0.214424776,0.097905587
44083_49642,12.02571539,12.20160321,-0.175887814,0.208361866
44084_49606,11.16374506,11.3548632,-0.19111814,0.26896323
44085_49608,10.03786571,10.103469,-0.065603293,0.55915723
44086_49609,1.68568149,1.698060167,-0.012378677,0.886046631
44088_49610,7.03110017,7.146696687,-0.115596517,0.03827081
44089_49593,12.96185124,12.97840968,-0.016558448,0.793165752
44166_13201,6.073054894,6.061635789,0.011419105,0.82212698
5_8S_rRNA_1,0.026730983,0.064470046,-0.037739063,0.11153068
5S_rRNA_2,4.848272454,4.740790759,0.107481695,0.291280085
7SK_3,1.631050157,1.903477506,-0.272427348,0.018289867
A1BG_4,8.211932583,8.356223389,-0.144290806,0.369413595
A1BG-AS1_5,6.891209081,7.165129222,-0.273920142,0.181689183
A1CF_6,6.094216009,6.098130207,-0.003914198,0.920544512
A2M_7,8.521289575,8.332387605,0.18890197,0.415841093
A2M-AS1_8,2.808393952,2.87418834,-0.065794387,0.7027369
A2ML1_9,4.90710819,4.952041673,-0.044933483,0.235314479
A2ML1-AS1_10,0.103863759,0.077332099,0.02653166,0.413142669
A2ML1-AS2_11,0.705543743,0.622006755,0.083536988,0.283332576
A2MP1_12,2.10817463,2.138901292,-0.030726662,0.836621432
A3GALT2_13,1.869946025,1.912136288,-0.042190263,0.697101893
A4GALT_14,3.495479508,4.004510719,-0.509031211,0.052042565
A4GNT_15,0.311349336,0.266798558,0.044550778,0.554253838
AA06_16,0,0.006158721,-0.006158721,0.382428906
AAAS_17,11.11013513,11.15357264,-0.043437512,0.307407447
AACS_18,10.32845287,10.34901019,-0.020557324,0.667314699
AACSP1_19,4.865115519,4.851928272,0.013187247,0.915402228
AADAC_20,0.026192276,0.025386964,0.000805312,0.977431515
AADACL2_21,3.125801663,3.10615156,0.019650103,0.794792988
AADACL2-AS1_22,1.51710958,1.490242463,0.026867117,0.667779896
AADACL3_23,2.504266011,2.455674235,0.048591776,0.701765735
AADACL4_24,0,0.022280563,-0.022280563,0.246370064
AADACP1_25,0.357081855,0.249617112,0.107464743,0.189341961
AADAT_26,3.975654263,3.93606968,0.039584584,0.546225776
AAED1_27,9.941856538,9.911006268,0.03085027,0.697422786
AAGAB_28,11.29806237,11.25949532,0.038567046,0.359281702
AAK1_29,10.30681245,10.26937615,0.037436307,0.556504558
AAMDC_30,8.179905369,8.184811309,-0.004905941,0.945392941
AAMP_31,11.95865618,11.89802443,0.060631759,0.091790301
AANAT_32,6.119650339,6.318837453,-0.199187114,0.018011863
AAR2_33,10.14686541,10.08122713,0.065638272,0.143171581
AARD_34,3.902474817,3.929317224,-0.026842407,0.69668975
AARS_35,13.32582641,13.30693707,0.018889346,0.806348283
AARS2_36,10.20287,10.21369782,-0.01082782,0.817460755
AARSD1_37,10.509945,10.44733163,0.062613364,0.112264645
AARSP1_38,0.012914473,0.007230974,0.005683499,0.652951013
AASDH_39,9.160061588,9.22356315,-0.063501562,0.160699382
AASDHPPT_40,11.45715124,11.52280356,-0.065652323,0.25583122
AASS_41,9.09099683,9.100915421,-0.009918591,0.925898365
AATBC_42,5.340534165,5.178596442,0.161937723,0.075210981
AATF_43,11.19148856,11.20235167,-0.010863109,0.749015279
AATK_44,4.638849066,4.346425744,0.292423322,0.144957857
AATK-AS1_45,0.528818736,0.836819238,-0.308000502,0.0045152
AB015752.3_46,1.741660549,1.663706639,0.07795391,0.434890092
AB019438.66_47,0.394702845,0.260072769,0.134630076,0.165813758
AB019440.50_48,0.360740028,0.59456313,-0.233823102,0.097498466
AB019441.29_49,3.646276408,3.591091596,0.055184812,0.511556349
ABALON_50,6.362718867,6.441961213,-0.079242346,0.240734579
ABAT_51,8.284875015,8.291632176,-0.006757161,0.924378045
ABC11-4932300O16.1_52,0.252905066,0.231052848,0.021852218,0.746960394
ABC12-47964100C23.1_53,0.850707572,0.75044919,0.100258381,0.127651352
ABC12-49244600F4.4_54,3.002799685,2.802244501,0.200555184,0.093528602
ABC7-42391500H16.4_55,0.478054903,0.37125471,0.106800193,0.247718253
ABC7-42404400C24.1_56,5.095759441,5.062428091,0.033331349,0.456942883
ABC7-42418200C9.1_57,3.402869222,3.419078509,-0.016209287,0.814037009
ABC7-481722F1.1_58,0.205582855,0.228986847,-0.023403992,0.715068053
ABC7-481722F1.2_59,0.444792393,0.612032087,-0.167239694,0.040344878
ABCA1_60,9.776396899,9.701864742,0.074532157,0.626892592
ABCA10_61,8.287475395,8.237177246,0.05029815,0.516087747
ABCA11P_62,6.168438946,6.351514602,-0.183075656,0.068516101
ABCA12_63,4.403206429,4.202740017,0.200466412,0.133249842
ABCA13_64,6.078388754,6.044041022,0.034347732,0.71947486
ABCA17P_65,4.637133464,4.629927619,0.007205845,0.939690589
ABCA2_66,10.10552099,10.0437302,0.061790786,0.610341029
ABCA3_67,9.335216699,9.294483625,0.040733073,0.768954408
ABCA4_68,1.344872572,1.162768922,0.18210365,0.303563902
ABCA5_69,11.50856618,11.46748456,0.041081621,0.563710167
ABCA6_70,7.470432425,7.354251108,0.116181317,0.199565656
ABCA7_71,12.46712442,12.55804939,-0.090924971,0.144006447
ABCA8_72,5.520734998,5.344349208,0.17638579,0.050322784
ABCA9_73,8.073700536,8.02038936,0.053311176,0.538463743
ABCA9-AS1_74,2.651647264,2.712478591,-0.060831328,0.403069895
ABCB1_75,5.849150286,5.984550213,-0.135399926,0.391983972
ABCB10_76,10.30435693,10.2910039,0.013353037,0.813900117
ABCB10P1_77,0.780144687,0.692682875,0.087461811,0.284848841
ABCB10P3_78,0.853771419,0.776998476,0.076772943,0.352745071
ABCB10P4_79,1.376754117,1.267167575,0.109586541,0.116866417
ABCB11_80,3.132404178,3.240600954,-0.108196775,0.584937908
ABCB4_81,6.353142833,6.12574898,0.227393853,0.132925917
ABCB5_82,4.419063452,4.449740825,-0.030677373,0.473747735
ABCB6_83,10.0956333,10.12933344,-0.033700141,0.630234737
ABCB7_84,9.614702136,9.619905254,-0.005203118,0.888606713
ABCB8_85,11.35838451,11.35446377,0.003920736,0.932181106
ABCB9_86,10.81724323,10.76766687,0.049576367,0.698627069
ABCC1_87,11.02894297,10.96120611,0.067736866,0.387547175
ABCC10_88,11.21212063,11.22860098,-0.016480353,0.730043742
ABCC11_89,4.975002748,4.98729386,-0.012291112,0.869171287
ABCC12_90,1.094967653,1.096383871,-0.001416218,0.994358423
ABCC13_91,4.54617281,4.622681816,-0.076509007,0.510802557
ABCC2_92,8.351651289,8.374314993,-0.022663704,0.751991046
ABCC3_93,6.389645354,6.306362454,0.0832829,0.530138865
ABCC4_94,8.595167657,8.079542181,0.515625476,0.01126022
ABCC5_95,10.35576389,10.33778561,0.017978283,0.832554158
ABCC5-AS1_96,0.255921345,0.224859114,0.031062231,0.544494337
ABCC6_97,6.123967529,6.210272447,-0.086304918,0.182601576
ABCC6P1_98,2.996986114,3.416550115,-0.419564001,0.048304444
ABCC6P2_99,0.989734754,1.085879469,-0.096144716,0.412326968
ABCC8_100,2.524705019,2.22256857,0.302136448,0.174432472
ABCC9_101,8.863750448,8.880848322,-0.017097874,0.755047722
ABCD1_102,8.351874485,8.392528238,-0.040653754,0.613283671
ABCD1P2_103,0.184576206,0.241401653,-0.056825447,0.330868619
ABCD1P3_104,0.046327677,0.06049915,-0.014171473,0.600098935
ABCD1P4_105,0.116442483,0.09625665,0.020185833,0.544345007
ABCD1P5_106,0.251827443,0.179493291,0.072334153,0.108604964
ABCD2_107,9.408386311,9.47638806,-0.068001748,0.543189322
ABCD3_108,9.654381589,9.658909403,-0.004527814,0.94229704
ABCD4_109,10.35957274,10.3472162,0.012356549,0.812898797
ABCE1_110,12.14746031,12.1565884,-0.009128099,0.837935423
ABCF1_111,11.84959937,11.84338469,0.006214682,0.887801737
ABCF2_112,11.3598717,11.39498642,-0.035114725,0.54209127
ABCF2P1_113,1.29791552,1.321200793,-0.023285272,0.763340877
ABCF2P2_114,0.020797986,0.010590257,0.010207729,0.414251801
ABCF3_115,11.76443735,11.72808519,0.036352167,0.417414326
ABCG1_116,7.507531962,7.53815119,-0.030619228,0.831603034
ABCG2_117,8.904059905,9.129602415,-0.22554251,0.335370202
ABCG4_118,2.224207145,2.208349328,0.015857817,0.933476858
ABCG5_119,3.814274512,3.808569473,0.005705039,0.94492671
ABCG8_120,1.742455796,1.826483872,-0.084028076,0.536395055
ABHD1_121,7.075830681,7.108384673,-0.032553992,0.624448415
ABHD10_122,10.29843665,10.35359503,-0.055158375,0.300633385
ABHD11_123,9.783883101,9.74002421,0.043858891,0.551186879
ABHD11-AS1_124,3.943482334,3.802418604,0.14106373,0.286738874
ABHD12_125,11.00547319,11.09441216,-0.08893897,0.259552202
ABHD12B_126,5.190011293,5.103105119,0.086906173,0.136837444
ABHD13_127,10.01841987,9.94228026,0.076139608,0.195889696
ABHD14A_128,10.9152381,10.96642616,-0.051188063,0.475374913
ABHD14A-ACY1_129,7.152955632,7.261425621,-0.108469989,0.210691417
ABHD14B_130,11.55225237,11.55336598,-0.001113618,0.986469742
ABHD15_131,9.60301808,9.621904022,-0.018885942,0.797598169
ABHD15-AS1_132,0.109911249,0.066960715,0.042950534,0.198404203
ABHD16A_133,11.23868934,11.27159597,-0.032906639,0.388499477
ABHD16B_134,3.18175741,3.31326455,-0.13150714,0.147377139
ABHD17A_135,11.85744488,11.88384693,-0.026402048,0.506087815
ABHD17AP1_136,2.141152445,2.101854168,0.039298276,0.589178301
ABHD17AP3_137,1.942077936,2.092246519,-0.150168583,0.151602633
ABHD17AP4_138,1.858987674,1.980273533,-0.12128586,0.3624774
ABHD17AP5_139,2.605476312,2.69044952,-0.084973208,0.636734215
ABHD17AP6_140,2.022566067,2.297377818,-0.274811752,0.117570327
ABHD17AP7_141,0.111703367,0.075797867,0.0359055,0.203396479
ABHD17AP8_142,0.118922949,0.081774117,0.037148832,0.214141353
ABHD17AP9_143,0.114385075,0.075797867,0.038587208,0.17683414
ABHD17B_144,8.863901539,8.830634757,0.033266782,0.610001513
ABHD17C_145,7.965486813,7.933312823,0.03217399,0.788252866
ABHD18_146,9.841703182,9.884508139,-0.042804957,0.234283505
ABHD2_147,12.78136957,12.60078642,0.180583153,0.044078056
ABHD3_148,11.2230012,11.38905336,-0.166052168,0.008959916
ABHD4_149,10.30421183,10.29172427,0.01248756,0.852757487
ABHD5_150,9.057245496,9.018908863,0.038336633,0.580977575
ABHD6_151,7.896195864,8.049506791,-0.153310928,0.079884372
ABHD8_152,9.602273621,9.635187401,-0.03291378,0.578160787
ABI1_153,12.16726677,12.1507856,0.016481174,0.694507533
ABI2_154,11.60637917,11.56933011,0.037049054,0.523341255
ABI3_155,5.313422699,5.401096752,-0.087674053,0.608237469
ABI3BP_156,8.085111825,8.305835099,-0.220723274,0.200567527
ABL1_157,10.72855989,10.75883132,-0.030271431,0.46597281
ABL2_158,11.01241881,10.97237571,0.040043101,0.421415938
ABLIM1_159,9.370115626,9.599337298,-0.229221672,0.321973793
ABLIM2_160,4.993441875,5.253488781,-0.260046906,0.088829361
ABLIM3_161,5.335859356,5.174576404,0.161282952,0.373190917
ABO_162,6.22792846,6.225415202,0.002513258,0.961937876
ABR_163,8.488868693,8.502251548,-0.013382855,0.93541285
ABRA_164,4.644996523,4.63144106,0.013555462,0.851339371
ABRACL_165,9.698299741,9.83333905,-0.135039309,0.181385676
ABT1_166,10.09574153,10.11609404,-0.020352518,0.676151176
ABT1P1_167,0.438642905,0.419135202,0.019507703,0.769211338
ABTB1_168,11.43068706,11.48098644,-0.050299383,0.417766844
ABTB2_169,6.567832416,6.758524031,-0.190691614,0.044253988
AC000003.1_170,0.189526159,0.175868672,0.013657487,0.799146263
AC000029.1_171,0.334809734,0.275668574,0.059141159,0.320646611
AC000032.2_172,2.226846926,2.031787181,0.195059745,0.061936818
AC000035.3_173,0.017386337,0,0.017386337,0.048348819
AC000036.4_174,2.958100665,2.916914338,0.041186327,0.603971777
AC000041.10_175,0,0.005620978,-0.005620978,0.382428906
AC000041.8_176,0.337859583,0.277632128,0.060227455,0.557959355
AC000067.1_177,0.013589459,0.054786362,-0.041196903,0.086346995
AC000068.10_178,4.845657056,4.804136525,0.041520531,0.604053298
AC000068.5_179,6.729893817,6.660553693,0.069340123,0.318262193
AC000068.9_180,5.352359566,5.298384684,0.053974882,0.653681926
AC000077.2_181,0.045763901,0.025750758,0.020013143,0.390915747
AC000078.5_182,3.838709707,3.868942278,-0.030232572,0.766148687
AC000081.2_183,0.023458976,0.053810738,-0.030351762,0.142344857
AC000089.3_184,2.610671675,2.571459684,0.039211992,0.665778028
AC000095.11_185,3.248404641,3.394845619,-0.146440978,0.254670779
AC000095.9_186,1.68248061,1.625618337,0.056862273,0.528441005
AC000099.1_187,2.834488305,2.760283049,0.074205257,0.365946625
AC000111.3_188,0.009079408,0,0.009079408,0.248698546
AC000111.4_189,0,0.004488781,-0.004488781,0.382428906
AC000111.6_190,0.133698631,0.177475048,-0.043776416,0.301462497
AC000120.7_191,5.661197383,5.707304187,-0.046106804,0.523740574
AC000123.2_192,8.158335331,8.107136514,0.051198818,0.437574909
AC000123.3_193,5.614341892,5.583088693,0.031253199,0.642439076
AC000123.4_194,6.041465223,6.031148283,0.01031694,0.880420108
AC000124.1_195,0.517085898,0.477425278,0.03966062,0.648077264
AC000354.1_196,0.00899588,0.004503215,0.004492665,0.551238135
AC000362.1_197,0,0.008076969,-0.008076969,0.382428906
AC000367.1_198,5.754342723,5.751515495,0.002827228,0.959329375
AC000370.2_199,0.453178974,0.561605404,-0.10842643,0.294278792
AC000374.1_200,0.030604178,0.048365702,-0.017761524,0.550682166
AC000403.1_201,0.217854319,0.214401462,0.003452857,0.944685671
AC000403.4_202,5.042892488,5.029497246,0.013395242,0.824277998
AC001226.7_203,2.359833257,2.234871725,0.124961533,0.2428612
AC002044.1_204,2.055120512,2.095232744,-0.040112232,0.592099447
AC002044.3_205,2.074005561,2.084114974,-0.010109413,0.891626033
AC002056.3_206,1.322047775,1.363516283,-0.041468507,0.412598177
AC002056.5_207,0.066825318,0.056203947,0.010621371,0.719995946
AC002059.10_208,2.631839768,2.69612641,-0.064286642,0.524628091
AC002064.4_209,1.417668921,1.343077892,0.074591029,0.52300207
AC002064.5_210,1.020709139,1.021913492,-0.001204353,0.991431972
AC002064.7_211,0.88720082,0.73930694,0.14789388,0.12130752
AC002066.1_212,2.845327115,2.695857371,0.149469743,0.183786652
AC002069.5_213,0.74940035,0.914434152,-0.165033802,0.081124849
AC002069.6_214,0.034650586,0.085250391,-0.050599804,0.146485516
AC002070.1_215,0.065389784,0.032421088,0.032968696,0.171875611
AC002072.1_216,0.6672898,0.616323164,0.050966636,0.528203965
AC002075.3_217,0.079305455,0.049419606,0.02988585,0.385667997
AC002075.4_218,1.839987877,1.815407641,0.024580236,0.831573912
AC002076.10_219,1.714205049,1.692622181,0.021582868,0.828024156
AC002115.5_220,0.024155585,0.042921222,-0.018765637,0.398929868
AC002115.9_221,0.297455865,0.311448569,-0.013992704,0.853802593
AC002116.7_222,3.964671808,3.909796596,0.054875211,0.543087278
AC002116.8_223,4.261529551,4.231593977,0.029935573,0.857587746
AC002117.1_224,6.772741944,6.842388392,-0.069646448,0.386274456
AC002127.2_225,0.058220068,0.062811116,-0.004591047,0.873205129
AC002127.4_226,2.652078719,2.714304734,-0.062226015,0.633438464
AC002128.5_227,4.59395813,4.603419166,-0.009461035,0.911837869
AC002306.1_228,2.638748979,2.548741522,0.090007457,0.189780228
AC002310.10_229,1.313425658,1.255408345,0.058017313,0.502338965
AC002310.11_230,4.28170812,4.267532271,0.014175849,0.861205605
AC002310.12_231,6.600733199,6.580059302,0.020673897,0.776201347
AC002310.13_232,0.599264603,0.623566454,-0.024301851,0.806131932
AC002310.14_233,6.044913396,6.042865802,0.002047594,0.975102599
AC002310.17_234,1.936804493,1.814016692,0.122787801,0.243240267
AC002310.7_235,2.893739802,2.974501794,-0.080761992,0.168533517
AC002314.4_236,0.018906056,0.01021546,0.008690596,0.492139549
AC002331.1_237,0.01307839,0.003200729,0.009877662,0.261692816
AC002366.1_238,2.964586022,2.859894582,0.104691439,0.365113385
AC002366.3_239,0.104244949,0.157420916,-0.053175967,0.247361165
AC002368.4_240,0.677418893,0.615909844,0.061509049,0.587728765
AC002383.2_241,0.099532313,0.074463392,0.025068921,0.539921819
AC002386.1_242,0.022454508,0.049027407,-0.026572899,0.232420755
AC002389.1_243,0.025780291,0.068868189,-0.043087898,0.053093167
AC002395.1_244,3.502449761,3.467564773,0.034884988,0.71969251
AC002398.11_245,4.608847515,4.668618367,-0.059770852,0.36044015
AC002398.12_246,0.624513447,0.507821563,0.116691884,0.103855314
AC002398.13_247,4.13695715,4.241293891,-0.104336741,0.186694283
AC002398.9_248,7.026444367,7.093015511,-0.066571144,0.533646639
AC002400.1_249,3.552427366,3.480518061,0.071909305,0.581731714
AC002401.1_250,0.961368114,1.104845976,-0.143477862,0.161032441
AC002429.4_251,0,0.009273584,-0.009273584,0.25049932
AC002429.5_252,4.092721256,4.204674217,-0.111952961,0.03698575
AC002451.3_253,3.668637629,3.641232173,0.027405456,0.846583287
AC002454.1_254,0.816513983,0.899146697,-0.082632714,0.48560135
AC002456.2_255,1.451128902,1.546954197,-0.095825296,0.531385291
AC002463.3_256,1.004787203,0.994057155,0.010730048,0.901501624
AC002465.2_257,0,0.010248246,-0.010248246,0.216233733
AC002467.7_258,6.180150548,6.238548985,-0.058398437,0.447860998
AC002472.11_259,2.534538257,2.611577635,-0.077039378,0.334335049
AC002480.2_260,0.913905796,1.126915385,-0.21300959,0.204570861
AC002480.3_261,2.825633998,2.981323431,-0.155689433,0.542869304
AC002480.4_262,0.964728011,1.010088369,-0.045360358,0.773748491
AC002480.5_263,2.281257263,2.402332808,-0.121075545,0.604818302
AC002486.2_264,0.030480828,0.024493725,0.005987104,0.71166541
AC002486.3_265,0,0.002792293,-0.002792293,0.382428906
AC002511.2_266,2.101078279,2.084527109,0.01655117,0.866988326
AC002511.3_267,0.366967217,0.379816895,-0.012849679,0.877976594
AC002519.6_268,0.977502071,0.899748926,0.077753145,0.304697232
AC002519.8_269,5.355578336,5.355609543,-3.12E-05,0.999589361
AC002523.1_270,0.051396995,0.067758342,-0.016361347,0.58422026
AC002539.1_271,0.97276572,0.985266634,-0.012500914,0.942691562
AC002539.2_272,0.042632519,0.081881742,-0.039249223,0.20411466
AC002542.2_273,0.612428461,0.691926092,-0.079497632,0.334265355
AC002543.2_274,2.240485099,2.332087907,-0.091602808,0.460321395
AC002550.5_275,2.893883665,2.976659368,-0.082775703,0.297946407
AC002550.6_276,3.617605239,3.544607634,0.072997606,0.421597952
AC002551.1_277,3.694509945,3.771913645,-0.0774037,0.240356113
AC002553.4_278,0.344143002,0.337947466,0.006195536,0.913770059
AC002979.1_279,0.180253341,0.196076284,-0.015822943,0.80989965
AC002981.1_280,0.455892163,0.508195311,-0.052303148,0.534384295
AC002984.2_281,0.345354228,0.41060947,-0.065255243,0.315047373
AC002985.3_282,6.264711935,6.271665175,-0.00695324,0.919871136
AC003002.4_283,0.82764821,0.756227971,0.071420239,0.208079364
AC003002.6_284,4.105133896,3.972684834,0.132449062,0.15000348
AC003003.5_285,4.865838331,4.947346588,-0.081508257,0.098871966
AC003005.2_286,2.868665347,2.913934686,-0.045269339,0.655039162
AC003005.4_287,1.449372159,1.457834341,-0.008462182,0.896764157
AC003006.1_288,0.15175826,0.043724437,0.108033823,0.004094546
AC003006.7_289,2.396523383,2.122883917,0.273639466,0.013846667
AC003009.1_290,0.008598432,0,0.008598432,0.248698546
AC003045.1_291,0.009018599,0.018612294,-0.009593695,0.572890535
AC003075.4_292,2.689949976,2.575201732,0.114748243,0.38816569
AC003080.4_293,1.178082811,1.088682104,0.089400707,0.15959965
AC003084.2_294,0.221191547,0.20099945,0.020192098,0.71066322
AC003088.1_295,3.617230338,3.715487687,-0.098257349,0.475120539
AC003090.1_296,3.326578541,3.487118933,-0.160540392,0.498367337
AC003092.1_297,2.53109495,2.614646238,-0.083551287,0.415949223
AC003092.2_298,0.795762258,0.764836883,0.030925376,0.767205298
AC003101.1_299,0.293654501,0.325141915,-0.031487414,0.618373317
AC003104.1_300,1.702225351,1.905678057,-0.203452706,0.172849271
AC003658.1_301,0.018101077,0.02251634,-0.004415263,0.753402185
AC003664.1_302,1.885518452,1.966002227,-0.080483775,0.352458175
AC003666.1_303,0.158693877,0.066544206,0.092149671,0.007789584
AC003681.1_304,0.043271175,0.070554087,-0.027282912,0.270644851
AC003682.16_305,1.958800938,2.072166899,-0.113365961,0.314819534
AC003682.17_306,0.299762532,0.188798973,0.110963559,0.078579486
AC003688.1_307,1.117876505,0.966638578,0.151237926,0.148836737
AC003956.1_308,3.555303613,3.502493678,0.052809935,0.597908955
AC003958.2_309,2.186079283,2.230879046,-0.044799763,0.739852006
AC003973.1_310,0.062856718,0.112135317,-0.049278599,0.249826332
AC003973.3_311,3.541852049,3.687995736,-0.146143687,0.281102545
AC003973.4_312,2.07288904,2.206625608,-0.133736568,0.1027487
AC003973.5_313,0,0.013544856,-0.013544856,0.217579218
AC003984.1_314,0.158782515,0.200039588,-0.041257072,0.589208884
AC003985.1_315,0,0.006563938,-0.006563938,0.222796334
AC003986.5_316,0.037734839,0.026872475,0.010862364,0.679313709
AC003986.6_317,0.200386463,0.147106387,0.053280075,0.37337885
AC003986.7_318,0.255214735,0.19712135,0.058093384,0.424297127
AC003988.1_319,0.008598432,0.0260571,-0.017458669,0.351850076
AC003989.3_320,0.205999857,0.261833336,-0.05583348,0.247972056
AC003989.4_321,0.342855995,0.436549786,-0.093693791,0.203904428
AC003991.3_322,6.225216987,6.284520893,-0.059303907,0.308486897
AC004000.1_323,0.941426627,0.870103105,0.071323522,0.231078599
AC004000.2_324,0.394486242,0.411131936,-0.016645693,0.798215076
AC004004.2_325,0.024467025,0.014992654,0.009474371,0.640855616
AC004006.2_326,0.081736124,0.130556441,-0.048820317,0.35573493
AC004009.1_327,0.149740743,0.225941364,-0.076200621,0.208176596
AC004009.2_328,0.464002559,0.507129109,-0.04312655,0.623156912
AC004009.3_329,0.389013344,0.498095789,-0.109082445,0.280024644
AC004012.1_330,0.907612409,0.787844114,0.119768295,0.32828065
AC004014.3_331,0.10961518,0.153492034,-0.043876854,0.344906436
AC004016.1_332,0.205284078,0.192681226,0.012602851,0.808386283
AC004019.10_333,2.284151078,2.279028585,0.005122493,0.953786864
AC004019.13_334,4.934689179,4.931688331,0.003000848,0.954417141
AC004022.7_335,0.02218527,0.02785904,-0.00567377,0.714333528
AC004022.8_336,0.24055105,0.320234498,-0.079683448,0.27257244
AC004051.2_337,0.52600823,0.59671532,-0.07070709,0.451565462
AC004052.1_338,0.005573833,0.008231028,-0.002657195,0.747394418
AC004053.1_339,4.183946447,4.153707003,0.030239443,0.638370109
AC004053.2_340,0.073065263,0.100704602,-0.027639339,0.428696858
AC004054.1_341,0.024496183,0.110813988,-0.086317804,0.002892908
AC004057.1_342,11.05263321,11.16472852,-0.112095313,0.582225958
AC004062.2_343,0.019778205,0,0.019778205,0.102412858
AC004063.1_344,3.509485127,3.279625087,0.22986004,0.015158975
AC004066.2_345,0.629425796,0.657898681,-0.028472885,0.74635951
AC004066.3_346,1.341718893,1.178273249,0.163445645,0.249347707
AC004067.5_347,3.992150859,4.059905741,-0.067754882,0.383478768
AC004069.1_348,0.081830064,0.136754752,-0.054924688,0.206620539
AC004069.2_349,3.895059141,3.85915687,0.035902271,0.762360968
AC004070.1_350,0.040883427,0.014469529,0.026413898,0.21763873
AC004074.4_351,0.026649381,0.011815658,0.014833723,0.372694897
AC004076.5_352,5.945447239,5.931433328,0.014013911,0.842265661
AC004076.7_353,4.654205082,4.644634591,0.009570491,0.917300574
AC004076.9_354,4.965970753,5.030560169,-0.064589416,0.600864121
AC004079.1_355,0,0.005236886,-0.005236886,0.382428906
AC004108.1_356,0.264321497,0.261915294,0.002406202,0.964218907
AC004112.4_357,4.263174964,4.229334219,0.033840744,0.7496796
AC004125.3_358,0.376431638,0.515957426,-0.139525788,0.071987542
AC004129.7_359,0.023735291,0.009143683,0.014591608,0.305651667
AC004129.9_360,1.182183804,1.110101032,0.072082772,0.130038669
AC004156.3_361,6.11754544,6.120128688,-0.002583248,0.956947516
AC004158.1_362,0.842492726,0.900115127,-0.057622401,0.58179909
AC004158.3_363,4.172988044,4.210039179,-0.037051135,0.44975935
AC004159.1_364,0.124144556,0.141175117,-0.017030562,0.727013347
AC004160.4_365,0.888717673,0.842837101,0.045880572,0.650160997
AC004221.2_366,1.875299451,1.909745571,-0.034446121,0.753559627
AC004231.2_367,1.700766103,1.615579453,0.08518665,0.407790032
AC004237.1_368,6.162672378,6.150584501,0.012087877,0.830984868
AC004257.1_369,1.347716469,1.288456977,0.059259491,0.508417718
AC004381.6_370,7.094760509,7.044409669,0.05035084,0.554996264
AC004381.7_371,2.311816214,2.352214921,-0.040398708,0.730103059
AC004383.3_372,1.398887313,1.40195317,-0.003065858,0.976757162
AC004386.4_373,2.028370877,2.068724209,-0.040353332,0.57335073
AC004448.2_374,0.08623326,0.131101366,-0.044868106,0.277348282
AC004448.5_375,4.795797303,4.792321324,0.003475978,0.950932123
AC004449.6_376,0.67198845,0.630493633,0.041494817,0.61799833
AC004453.1_377,0.262379588,0.270008451,-0.007628863,0.898018596
AC004453.8_378,2.194194495,2.056846782,0.137347712,0.208547926
AC004458.1_379,0.012264419,0.014749479,-0.00248506,0.843718036
AC004460.1_380,0.010963306,0.027328662,-0.016365357,0.319083512
AC004461.4_381,0.837602376,0.760732469,0.076869907,0.376945689
AC004470.1_382,0.973780189,1.063195464,-0.089415275,0.470065373
AC004471.10_383,5.232964304,5.231072717,0.001891588,0.971893944
AC004471.9_384,3.250062573,3.167762342,0.082300231,0.375177368
AC004485.3_385,0.14741162,0.129609711,0.017801909,0.734510125
AC004490.1_386,4.201865528,4.332360505,-0.130494977,0.135030999
AC004492.1_387,0.069901612,0.097343889,-0.027442278,0.402894094
AC004510.3_388,2.702752736,2.748948446,-0.04619571,0.677280909
AC004520.1_389,0.195679165,0.222659368,-0.026980203,0.593450462
AC004535.2_390,0.031273041,0.043922256,-0.012649214,0.502230557
AC004538.3_391,3.666784703,3.612672321,0.054112381,0.583520759
AC004540.4_392,1.250208395,1.224807869,0.025400525,0.825860906
AC004540.5_393,4.928814622,4.987026575,-0.058211953,0.703927645
AC004541.1_394,1.267057256,1.191159945,0.075897311,0.455306273
