Gene_name,BMI_1,BMI_3,foldchange,ANOVA
DDX54_13188,11.43975263,11.44400454,-0.004251906,0.916824527
DDX55_13189,10.32260149,10.36535203,-0.042750533,0.30351487
DDX55P1_13190,2.102073952,2.175246062,-0.07317211,0.483184207
DDX56_13191,11.71117596,11.70260067,0.008575289,0.837078825
DDX58_13192,10.11384061,10.1869389,-0.073098295,0.400678468
DDX59_13193,10.24847675,10.33103424,-0.082557492,0.119334132
DDX6_13194,13.415836,13.39684376,0.018992237,0.677776267
DDX60_13195,6.892048216,7.105948817,-0.213900601,0.248291242
DDX60L_13196,8.188749526,8.307252848,-0.118503323,0.413944138
DDX6P1_13197,0.28037741,0.23261263,0.04776478,0.289179422
DDX6P2_13198,1.630672565,1.729985919,-0.099313354,0.229015093
DEAF1_13199,10.1472007,10.14372457,0.003476129,0.9474557
DEAR_13200,4.489035155,4.619414206,-0.130379051,0.280943867
DECR1_13202,11.25574067,11.3388475,-0.083106822,0.127965328
DECR2_13203,8.80765722,8.838049409,-0.030392188,0.659893968
DEDD_13204,10.52792304,10.5401497,-0.01222666,0.791830603
DEDD2_13205,11.48980292,11.46048089,0.029322033,0.595348241
DEF6_13206,12.28480917,12.31948621,-0.034677038,0.497430978
DEF8_13207,11.41098135,11.4519343,-0.040952953,0.462306124
DEFA1_13208,5.824932397,5.353438202,0.471494195,0.115372783
DEFA10P_13209,0.04346621,0.027132128,0.016334082,0.505228179
DEFA11P_13210,0.014100525,0.008167038,0.005933487,0.601339055
DEFA1B_13211,6.529796156,6.009518267,0.520277889,0.101793335
DEFA3_13212,5.622098823,5.204922114,0.417176709,0.179580278
DEFA4_13213,3.674605359,3.299007482,0.375597877,0.141881211
DEFA5_13214,0.037577834,0.017731691,0.019846143,0.265493268
DEFA6_13215,0.786169988,0.850109949,-0.063939961,0.625127459
DEFA7P_13216,0.004563558,0.014234313,-0.009670754,0.357565786
DEFA8P_13217,0.639739225,0.391154405,0.24858482,0.02776648
DEFA9P_13218,0.068946865,0.03769974,0.031247126,0.214620426
DEFB1_13219,1.501849343,1.364780411,0.137068932,0.494407929
DEFB103A_13220,0,0.022675595,-0.022675595,0.193670412
DEFB103B_13221,0,0.022675595,-0.022675595,0.193670412
DEFB104A_13222,0.003438075,0.01247321,-0.009035134,0.393597198
DEFB104B_13223,0.003438075,0.01247321,-0.009035134,0.393597198
DEFB105A_13224,0,0.013984705,-0.013984705,0.232008958
DEFB105B_13225,0.006928335,0.009258393,-0.002330058,0.808960856
DEFB106B_13226,0,0.005305562,-0.005305562,0.382428906
DEFB107A_13227,0.004903108,0,0.004903108,0.248698546
DEFB107B_13228,0.004903108,0,0.004903108,0.248698546
DEFB108B_13229,0.51245175,0.526235472,-0.013783722,0.868591306
DEFB108P2_13230,0.02120494,0.018810072,0.002394868,0.87072308
DEFB108P3_13231,0.012061119,0.021939877,-0.009878758,0.517987737
DEFB108P4_13232,0.009640416,0.01464898,-0.005008564,0.666279484
DEFB109P1_13233,0.671298469,0.531962463,0.139336006,0.141160122
DEFB109P1B_13234,0.453028419,0.469065807,-0.016037388,0.813504218
DEFB109P3_13235,0.9264743,1.006733818,-0.080259518,0.460792654
DEFB110_13236,0,0.018626721,-0.018626721,0.382428906
DEFB112_13237,0.007032479,0.009710498,-0.002678018,0.790180394
DEFB115_13238,0.016659287,0.006208415,0.010450872,0.343596575
DEFB116_13239,0,0.005462672,-0.005462672,0.382428906
DEFB117_13240,0,0.003714352,-0.003714352,0.382428906
DEFB118_13241,0.065332021,0.074781615,-0.009449594,0.798393619
DEFB119_13242,0,0,0,NA
DEFB121_13243,0,0.00802125,-0.00802125,0.382428906
DEFB122_13244,0.605775636,0.720151447,-0.114375812,0.205359772
DEFB123_13245,0,0.005881869,-0.005881869,0.382428906
DEFB124_13246,0.158785259,0.127137465,0.031647794,0.494883903
DEFB125_13247,0.012084653,0.027017581,-0.014932928,0.481154349
DEFB126_13248,0.202154502,0.305462737,-0.103308235,0.272378845
DEFB127_13249,0.013799829,0.005921886,0.007877942,0.566508256
DEFB129_13250,0.016271709,0,0.016271709,0.102477617
DEFB131_13251,0.02831958,0.022077232,0.006242348,0.734844424
DEFB132_13252,0.099645907,0.077322251,0.022323656,0.584521651
DEFB133_13253,0,0.012232317,-0.012232317,0.231922853
DEFB134_13254,0.027943208,0.038300213,-0.010357005,0.667160314
DEFB135_13255,0.098556224,0.082547321,0.016008903,0.677636714
DEFB136_13256,0.015339239,0,0.015339239,0.1021986
DEFB4A_13257,0.221562397,0.616775804,-0.395213407,0.013129525
DEFB4B_13258,0.025633929,0.057016987,-0.031383058,0.343120883
DEFT1P_13259,0.241500813,0.175656213,0.0658446,0.304945044
DEFT1P2_13260,0.107008915,0.106531483,0.000477433,0.990405084
DEGS1_13261,11.555152,11.54644026,0.008711743,0.873994915
DEGS2_13262,3.338751017,3.4487058,-0.109954783,0.226287233
DEK_13263,7.764279118,7.771110676,-0.006831558,0.968354745
DENND1A_13264,10.78874271,10.7527309,0.036011815,0.450493595
DENND1B_13265,11.73562411,11.76595897,-0.030334856,0.705859889
DENND1C_13266,10.86606376,10.95125173,-0.085187977,0.418143141
DENND2A_13267,5.61437076,5.475885633,0.138485127,0.036747319
DENND2C_13268,10.373917,10.37192624,0.00199076,0.981771968
DENND2D_13269,9.787861221,9.852762055,-0.064900834,0.355322548
DENND3_13270,13.13133352,13.10100782,0.030325703,0.828311574
DENND4A_13271,11.29460851,11.23219461,0.062413897,0.385941186
DENND4B_13272,12.32260913,12.37833636,-0.055727223,0.22805537
DENND4C_13273,10.15129017,10.22979728,-0.078507109,0.403208424
DENND5A_13274,7.694054691,7.530712484,0.163342207,0.305330862
DENND5B_13275,12.78051832,12.7366218,0.043896521,0.483845717
DENND5B-AS1_13276,5.72897071,5.742147812,-0.013177102,0.869620209
DENND6A_13277,10.14791517,10.1761583,-0.02824314,0.474024925
DENND6A-AS1_13278,1.489037898,1.288252456,0.200785442,0.05787649
DENND6B_13279,10.03970861,10.2102009,-0.170492289,0.257953097
DENR_13280,11.03803061,11.13230868,-0.094278068,0.032766589
DEPDC1_13281,7.426629623,7.482949923,-0.0563203,0.673671327
DEPDC1-AS1_13282,1.499259589,1.513911712,-0.014652124,0.914614005
DEPDC1B_13283,7.623944732,7.625323331,-0.001378598,0.991117642
DEPDC4_13284,5.311445101,5.319050114,-0.007605013,0.887763191
DEPDC5_13285,9.279598363,9.294228987,-0.014630624,0.70117822
DEPDC7_13286,3.366132085,3.380390167,-0.014258083,0.906729391
DEPTOR_13287,10.94352198,10.92846838,0.015053602,0.924521666
DERA_13288,10.06531017,10.0903907,-0.025080526,0.658022886
DERL1_13289,13.85706837,13.7987969,0.058271473,0.133044222
DERL2_13290,11.91473653,11.84409879,0.070637734,0.195055339
DERL3_13291,15.60507803,15.45594834,0.149129691,0.124041354
DES_13292,0.754652448,0.892257331,-0.137604883,0.339626243
DESI1_13293,11.82225793,11.78354544,0.038712494,0.495658116
DESI2_13294,11.423443,11.38666655,0.036776449,0.53674744
DET1_13295,8.485890744,8.482537895,0.003352849,0.958806793
DEXI_13296,9.874870209,9.863710485,0.011159724,0.832326128
DFFA_13297,10.45855936,10.46486059,-0.006301237,0.890832857
DFFB_13298,9.296031971,9.334719232,-0.038687261,0.38411698
DFFBP1_13299,6.373385473,6.326769721,0.046615752,0.556561794
DFNA5_13300,6.035327039,6.125098436,-0.089771397,0.345296055
DFNB31_13301,10.84590089,10.91928561,-0.073384714,0.651174671
DFNB59_13302,7.542327726,7.526210455,0.016117271,0.821159415
DGAT1_13303,10.8631575,10.85102842,0.012129078,0.797317539
DGAT2_13304,8.86923126,8.892651568,-0.023420308,0.874272296
DGAT2L6_13305,1.054535354,1.145753664,-0.09121831,0.42556174
DGAT2L7P_13306,0.447077676,0.486507048,-0.039429372,0.628381228
DGCR11_13307,6.093993441,6.112989311,-0.018995869,0.801586797
DGCR12_13308,4.619857632,4.576944197,0.042913435,0.618213301
DGCR14_13309,9.33115672,9.306694679,0.024462041,0.604057791
DGCR2_13310,11.24611345,11.18736749,0.058745959,0.23636959
DGCR5_13311,6.088076839,6.107604052,-0.019527213,0.694416548
DGCR6_13312,8.785473515,8.734561655,0.05091186,0.65133428
DGCR6L_13313,10.04699664,10.0584902,-0.011493557,0.832491192
DGCR8_13314,10.70645031,10.70288633,0.00356398,0.922882613
DGCR9_13315,6.556033594,6.764403853,-0.20837026,0.082599504
DGKA_13316,10.68399296,10.67329978,0.010693178,0.876598807
DGKB_13317,5.200181065,5.249593227,-0.049412162,0.418592199
DGKD_13318,12.04408145,12.00074402,0.043337435,0.608132589
DGKE_13319,10.72391588,10.75511532,-0.031199444,0.688353988
DGKG_13320,6.612488236,6.67514854,-0.062660304,0.635472487
DGKH_13321,7.416553347,7.502753823,-0.086200475,0.362371151
DGKI_13322,8.277582345,8.17852451,0.099057835,0.506409084
DGKK_13323,0.603097186,0.59290067,0.010196517,0.935622425
DGKQ_13324,9.183809691,9.383792965,-0.199983273,0.124960007
DGKZ_13325,11.54358857,11.56106931,-0.017480738,0.737084651
DGKZP1_13326,2.604909987,2.613827736,-0.00891775,0.844563082
DGUOK_13327,10.42309672,10.4118008,0.011295914,0.747659953
DGUOK-AS1_13328,6.204361652,6.211918829,-0.007557177,0.904487618
DHCR24_13329,8.792971415,8.877552661,-0.084581246,0.622856837
DHCR7_13330,10.74519321,10.76942444,-0.024231236,0.714885352
DHDDS_13331,10.88471215,10.86000346,0.024708683,0.573182282
DHDH_13332,2.821396922,2.944230664,-0.122833742,0.380175135
DHFR_13333,10.63222966,10.7398021,-0.107572436,0.18181896
DHFRL1_13334,9.019442872,9.044140203,-0.024697331,0.749385599
DHFRP1_13335,7.001539739,7.143072494,-0.141532755,0.317146445
DHFRP2_13336,0.966616819,1.009001577,-0.042384758,0.700974793
DHH_13337,0.830915282,0.845658713,-0.014743431,0.892882038
DHODH_13338,9.062012593,9.088417147,-0.026404554,0.690608628
DHPS_13339,11.67939741,11.68027371,-0.000876299,0.985677339
DHRS1_13340,9.912182137,9.910489651,0.001692486,0.970981321
DHRS11_13341,9.094653152,9.093002231,0.001650921,0.977683704
DHRS12_13342,8.16945269,8.118697682,0.050755009,0.407975458
DHRS13_13343,9.950027499,9.91790505,0.032122449,0.558976217
DHRS2_13344,6.345691636,6.348410358,-0.002718722,0.977246559
DHRS3_13345,4.616167502,4.583147008,0.033020495,0.875820484
DHRS4_13346,9.39937132,9.449043152,-0.049671832,0.320085114
DHRS4-AS1_13347,9.115492319,9.131021603,-0.015529283,0.812912775
DHRS4L1_13348,4.911990562,5.045365956,-0.133375395,0.018477309
DHRS4L2_13349,8.95788016,9.04897823,-0.09109807,0.091344973
DHRS7_13350,11.75541537,11.77210944,-0.016694064,0.802909406
DHRS7B_13351,9.06025155,8.988686604,0.071564946,0.305648692
DHRS7C_13352,0.011993919,0,0.011993919,0.248698546
DHRS9_13353,8.822043328,8.848964209,-0.026920882,0.916149756
DHRSX_13354,9.169121782,8.937122827,0.231998955,0.005335959
DHRSX-IT1_13355,2.452182132,2.245619752,0.20656238,0.007047038
DHTKD1_13356,10.7534337,10.79838608,-0.044952387,0.439940882
DHX15_13357,12.75789252,12.75227751,0.005615016,0.892221581
DHX16_13358,11.43284513,11.45765375,-0.024808613,0.538813548
DHX29_13359,11.38019249,11.36386031,0.016332174,0.705308736
DHX30_13360,11.98655317,12.00592987,-0.019376702,0.628460155
DHX32_13361,9.331753555,9.372421398,-0.040667844,0.689723263
DHX33_13362,10.48276822,10.38600899,0.096759238,0.090393048
DHX34_13363,10.48186364,10.55124972,-0.069386082,0.181922015
DHX35_13364,9.161557062,9.132674951,0.028882111,0.446927807
DHX36_13365,11.60136024,11.61099987,-0.009639626,0.779123181
DHX37_13366,10.55155785,10.53790847,0.013649379,0.763376307
DHX38_13367,11.56512048,11.48679696,0.078323522,0.119678462
DHX40_13368,10.86684822,10.75418297,0.112665245,0.02646757
DHX40P1_13369,2.911745133,3.102077537,-0.190332405,0.141421523
DHX57_13370,10.02292685,9.969605739,0.053321111,0.180619491
DHX58_13371,8.775252117,8.871007251,-0.095755134,0.356653096
DHX8_13372,10.83542322,10.75291426,0.082508957,0.062835621
DHX9_13373,13.04661286,13.04795566,-0.001342793,0.974823823
DHX9P1_13374,2.942674789,2.915352095,0.027322693,0.789646258
DIABLO_13375,10.33695785,10.3578122,-0.020854346,0.533482528
DIAPH1_13376,12.33061837,12.2771971,0.053421271,0.300707775
DIAPH2_13377,8.344664754,8.353050102,-0.008385348,0.963221907
DIAPH2-AS1_13378,3.919822141,3.969541994,-0.049719852,0.530227081
DIAPH3_13379,6.907784019,6.830842325,0.076941694,0.450887701
DIAPH3-AS1_13380,0.053060725,0.06351391,-0.010453185,0.712634902
DIAPH3-AS2_13381,0.041654456,0.029828389,0.011826067,0.520039486
DICER1_13382,11.77010891,11.79543092,-0.025322003,0.633562753
DICER1-AS1_13383,9.596295673,9.653032065,-0.056736393,0.32196988
DIDO1_13384,11.99335312,11.94799744,0.045355679,0.217606452
DIEXF_13385,9.995374348,9.953499529,0.041874819,0.564841636
DIMT1_13386,10.97020398,10.98605993,-0.015855947,0.742641903
DIO1_13387,3.957658415,3.963809197,-0.006150782,0.959111211
DIO2_13388,6.963002704,6.938050687,0.024952017,0.863912571
DIO2-AS1_13389,2.842085014,2.929946816,-0.087861802,0.304222042
DIO3_13390,0.024991973,0.020633895,0.004358078,0.8478055
DIO3OS_13391,2.906441011,3.032249823,-0.125808812,0.264160756
DIP2A_13392,10.72761881,10.77651847,-0.048899653,0.308195588
DIP2A-IT1_13393,2.783378811,2.701016411,0.0823624,0.40551383
DIP2B_13394,10.39660055,10.37410471,0.022495845,0.637361819
DIP2C_13395,7.05764091,6.960360353,0.097280557,0.607760598
DIRAS1_13396,7.579940284,7.539947894,0.03999239,0.844211252
DIRAS2_13397,5.543847327,6.174488746,-0.63064142,0.022211336
DIRAS3_13398,4.652882489,4.700720217,-0.047837728,0.88198938
DIRC1_13399,0.249023505,0.164495501,0.084528004,0.221582835
DIRC2_13400,8.60896525,8.497791066,0.111174184,0.084491808
DIRC3_13401,2.718993106,2.679643889,0.039349217,0.815716191
DIRC3-AS1_13402,0.094045413,0.042195505,0.051849908,0.122220283
DIS3_13403,11.15756109,11.05827544,0.099285651,0.057510297
DIS3L_13404,11.301096,11.25593334,0.045162662,0.312130634
DIS3L2_13405,10.55221776,10.49940058,0.052817176,0.084495302
DIS3L2P1_13406,0.346672995,0.285244164,0.061428831,0.369087012
DISC1_13407,9.32195929,9.320040615,0.001918675,0.978092458
DISC1-IT1_13408,5.006345673,5.025106674,-0.018761001,0.777409594
DISC1FP1_13409,6.097061264,5.806026788,0.291034476,0.072215372
DISC2_13410,0.038984009,0.021707789,0.01727622,0.307593706
DISP1_13411,7.164202824,7.080241312,0.083961512,0.280978706
DISP2_13412,7.814931185,7.767213362,0.047717823,0.512760489
DIXDC1_13413,7.561193108,7.634096891,-0.072903783,0.621869581
DKC1_13414,11.79228298,11.74192332,0.050359657,0.383169737
DKFZP434A062_13415,3.137541627,3.134417323,0.003124304,0.984517179
DKFZP434H168_13416,0.455628836,0.42072282,0.034906016,0.648763093
DKFZP434I0714_13417,9.450233826,9.44075291,0.009480916,0.92100838
DKFZp434J0226_13418,4.271408592,4.303522985,-0.032114393,0.504550807
DKFZP434K028_13419,1.159775491,0.961187886,0.198587605,0.065051403
DKFZP434L187_13420,3.328365489,3.355266218,-0.026900729,0.588766401
DKFZp779M0652_13421,3.213800999,3.164727388,0.049073611,0.724727474
DKK1_13422,10.66099602,10.52184304,0.139152973,0.577614011
DKK2_13423,2.762604796,2.599299846,0.16330495,0.306901927
DKK3_13424,2.140994056,2.235076343,-0.094082287,0.642886797
DKK4_13425,0.986756962,0.981741932,0.00501503,0.965506312
DKKL1_13426,0.558359183,0.468603313,0.089755871,0.395266415
DKKL1P1_13427,0,0.015849926,-0.015849926,0.245218396
DLAT_13428,11.06453711,11.10953208,-0.044994963,0.455856888
DLC1_13429,8.458364511,8.41270798,0.045656532,0.820379369
DLD_13430,10.85728628,10.8289456,0.028340678,0.583475311
DLEC1_13431,8.936061862,8.914322411,0.02173945,0.883595348
DLEC1P1_13432,0.076524844,0.094799017,-0.018274173,0.602567334
DLEU1_1_13434,0.79104685,0.73270333,0.058343521,0.680459064
DLEU1_13433,8.770558263,8.706865466,0.063692798,0.396978994
DLEU1_2_13435,4.155150225,4.328668607,-0.173518383,0.346306634
DLEU1-AS1_13436,0.201134834,0.177272708,0.023862126,0.693710171
DLEU2_1_13438,0.021839532,0.046541103,-0.024701571,0.315202879
DLEU2_13437,8.087929584,8.159629328,-0.071699744,0.396085157
DLEU2_2_13439,0.201990829,0.286596643,-0.084605814,0.193709973
DLEU2_3_13440,0.096524673,0.07755169,0.018972983,0.586861644
DLEU2_5_13441,0.024313066,0.010484556,0.013828509,0.417850274
DLEU2_6_13442,0.529498833,0.421712891,0.107785942,0.283389291
DLEU2L_13443,6.765295006,6.761787692,0.003507314,0.96645502
DLEU7_13444,3.227078256,3.041006091,0.186072164,0.189290683
DLEU7-AS1_13445,4.152504623,4.129411144,0.023093479,0.725977973
DLG1_13446,12.23643695,12.24813154,-0.011694587,0.818860585
DLG1-AS1_13447,3.922295028,3.976735098,-0.054440069,0.581640123
DLG2_13448,7.490474795,7.58738666,-0.096911864,0.48956628
DLG2-AS1_1_13449,0.006289932,0.015467755,-0.009177823,0.382618308
DLG2-AS1_2_13450,0.010740283,0.003340494,0.007399788,0.462061215
DLG3_13451,9.312201141,9.324737741,-0.012536599,0.86282324
DLG3-AS1_13452,1.97452333,1.961641321,0.012882009,0.916036369
DLG4_13453,8.558773656,8.7172358,-0.158462144,0.221231612
DLG5_13454,9.010781068,9.037608423,-0.026827355,0.857253325
DLG5-AS1_13455,5.373779889,5.344640612,0.029139277,0.659280133
DLGAP1_13456,3.577079055,3.503722004,0.073357052,0.631757174
DLGAP1-AS1_13457,4.621418812,4.603738038,0.017680774,0.89323298
DLGAP1-AS2_13458,4.726420115,4.692833063,0.033587052,0.705470553
DLGAP1-AS3_13459,1.913077305,1.768636042,0.144441263,0.148451251
DLGAP1-AS4_13460,0.030464047,0.00503689,0.025427157,0.077970361
DLGAP1-AS5_13461,4.103300495,4.084678887,0.018621608,0.813084367
DLGAP2_13462,3.06101671,3.08379895,-0.02278224,0.939060374
DLGAP2-AS1_13463,0.133673792,0.173377782,-0.03970399,0.541098202
DLGAP3_13464,6.611434437,6.553461902,0.057972535,0.533389162
DLGAP4_13465,10.61992164,10.62592252,-0.006000881,0.91380556
DLGAP4-AS1_13466,6.945646143,6.811272463,0.13437368,0.034885637
DLGAP5_13467,7.104893709,7.210806172,-0.105912463,0.499417641
DLGAP5P1_13468,0,0.008941523,-0.008941523,0.382428906
DLK1_13469,0.515714655,0.582946392,-0.067231736,0.604059806
DLK2_13470,6.322597053,6.377456514,-0.054859461,0.37462766
DLL1_13471,3.724982668,3.525028326,0.199954342,0.239787638
DLL3_13472,2.291089637,2.575248732,-0.284159094,0.132081371
DLL4_13473,4.266440325,4.35535165,-0.088911325,0.595099243
DLST_13474,11.55021555,11.55852617,-0.008310615,0.865606346
DLX1_13475,3.384661781,3.586237038,-0.201575257,0.187248621
DLX2_13476,3.249902821,3.228926735,0.020976086,0.886882034
DLX2-AS1_13477,0.34342678,0.223181534,0.120245246,0.06591196
DLX3_13478,0.885273826,0.669606434,0.215667392,0.119826402
DLX4_13479,5.784394748,5.515844985,0.268549763,0.142850323
DLX5_13480,0.781057373,0.590507,0.190550373,0.136103369
DLX6_13481,2.295781482,2.131970316,0.163811167,0.18619189
DLX6-AS1_13482,6.063524075,6.077225704,-0.013701629,0.759009805
DMAP1_13483,11.3032358,11.27834137,0.02489443,0.483299232
DMBT1_13484,0.638998892,0.662334528,-0.023335635,0.897828946
DMBT1P1_13485,3.007625253,3.087623081,-0.079997829,0.116324273
DMBX1_13486,3.544164125,3.607659638,-0.063495513,0.135303645
DMC1_13487,5.374135813,5.562339766,-0.188203953,0.059752164
DMD_13488,7.721478419,7.77111738,-0.04963896,0.608729898
DMGDH_13489,6.146715965,6.044191922,0.102524043,0.317071606
DMKN_13490,5.370985039,5.492825397,-0.121840358,0.536440073
DMP1_13491,1.91165207,1.953496213,-0.041844143,0.826969134
DMPK_13492,10.06714874,10.10486489,-0.037716144,0.531733846
DMRT1_13493,3.393800179,3.420882508,-0.027082329,0.731557952
DMRT2_13494,8.021565452,8.32071451,-0.299149058,0.275001756
DMRT3_13495,0.727132312,0.999785678,-0.272653367,0.050016364
DMRTA1_13496,4.813943673,5.137664011,-0.323720338,0.138377011
DMRTA2_13497,1.89101769,1.859541179,0.031476511,0.851602213
DMRTB1_13498,0.107899474,0.130791988,-0.022892515,0.700622752
DMRTC1_13499,4.915227126,4.874522017,0.04070511,0.728806825
DMRTC1B_13500,5.09141862,5.051150562,0.040268058,0.755599117
DMRTC2_13501,4.077859308,4.096059062,-0.018199754,0.847308513
DMTF1_13502,12.99419098,13.02557147,-0.031380487,0.44074929
DMTN_13503,6.93368727,6.887643731,0.046043539,0.774568747
DMWD_13504,10.74432146,10.76261095,-0.018289489,0.635969005
DMXL1_13505,11.91454146,11.88170316,0.032838299,0.49614204
DMXL2_13506,9.680323528,9.643517937,0.036805591,0.790055529
DNA2_13507,8.122391643,8.194079934,-0.071688291,0.323964824
DNAAF1_13508,9.482283946,9.110821375,0.37146257,0.049493604
DNAAF2_13509,10.58685162,10.62177899,-0.034927373,0.614591591
DNAAF3_13510,2.554654416,2.265474987,0.289179429,0.177675183
DNAAF5_13511,9.729132529,9.718872126,0.010260403,0.82817153
DNAH1_13512,11.90900812,11.99378886,-0.084780741,0.228865703
DNAH10_13513,6.256848636,6.238005334,0.018843303,0.815660531
DNAH10OS_13514,6.456601139,6.45439059,0.002210549,0.978828361
DNAH11_13515,6.688402774,6.735281762,-0.046878988,0.416558925
DNAH12_13516,6.452616291,6.556902616,-0.104286325,0.100189852
DNAH14_13517,6.911439086,7.033647637,-0.12220855,0.334481932
DNAH17_13518,7.32325317,7.331094783,-0.007841613,0.868284623
DNAH17-AS1_13519,4.498025613,4.523240749,-0.025215136,0.647589414
DNAH2_13520,6.945993225,6.88562516,0.060368065,0.3607776
DNAH3_13521,6.761589142,6.7107834,0.050805742,0.498337867
DNAH5_13522,3.471451267,3.307715064,0.163736203,0.365764077
DNAH6_13523,6.729429749,6.72301291,0.006416839,0.937314842
DNAH7_13524,6.86634183,6.740952227,0.125389603,0.161775299
DNAH8_13525,6.532124858,6.701014298,-0.16888944,0.38407418
DNAH9_13526,4.385527325,4.544514076,-0.158986751,0.295552759
DNAI1_13527,2.597701696,2.600293056,-0.00259136,0.984509657
DNAI2_13528,1.88214722,2.130981671,-0.248834451,0.224276272
DNAJA1_13529,12.80369109,12.86554222,-0.06185113,0.251286439
DNAJA1P1_13530,0.020357666,0.054879714,-0.034522048,0.265829702
DNAJA1P2_13531,0.512955706,0.516014394,-0.003058688,0.972362819
DNAJA1P3_13532,1.2392195,1.236387869,0.002831631,0.962459123
DNAJA1P4_13533,0.010845072,0,0.010845072,0.248698546
DNAJA1P5_13534,0.915127169,1.008497514,-0.093370346,0.479599606
DNAJA1P6_13535,0.03889814,0.043350443,-0.004452303,0.824183811
DNAJA2_13536,10.74694819,10.72875982,0.018188368,0.6917747
DNAJA3_13537,11.4324937,11.4026646,0.029829099,0.593735641
DNAJA4_13538,7.496255087,7.511199879,-0.014944791,0.89973097
DNAJB1_13539,11.73092374,11.74128359,-0.010359849,0.880160867
DNAJB11_13540,13.68025057,13.56291222,0.117338349,0.045162648
DNAJB12_13541,11.29511934,11.23566515,0.059454192,0.05839062
DNAJB13_13542,7.080210602,7.221588624,-0.141378023,0.138033717
DNAJB14_13543,11.20813232,11.17449874,0.033633575,0.514651561
DNAJB1P1_13544,0.712945943,0.787018992,-0.074073049,0.167071631
DNAJB2_13545,11.93800715,11.93237679,0.005630364,0.908886086
DNAJB3_13546,1.22018648,1.181103587,0.039082893,0.809186573
DNAJB4_13547,8.890840928,8.882795015,0.008045913,0.929990779
DNAJB5_13548,8.290057039,8.246461804,0.043595235,0.57227793
DNAJB5-AS1_13549,3.612226836,3.531737479,0.080489357,0.491969117
DNAJB5P1_13550,0.814844483,0.840898406,-0.026053923,0.750234436
DNAJB6_13551,11.91178187,11.91704415,-0.005262285,0.913149247
DNAJB7_13552,4.843829621,4.996563318,-0.152733696,0.021817314
DNAJB8_13553,2.074353534,2.090210245,-0.015856711,0.919020892
DNAJB8-AS1_13554,1.315586227,1.367596618,-0.052010391,0.678471142
DNAJB9_13555,14.29108459,14.21157346,0.079511132,0.256902271
DNAJC1_13556,13.71258935,13.70212649,0.010462855,0.874799403
DNAJC10_13557,14.34085688,14.2285664,0.112290486,0.070475469
DNAJC11_13558,10.87428908,10.85095688,0.023332199,0.459769542
DNAJC12_13559,7.948141879,7.623318873,0.324823006,0.096154104
DNAJC13_13560,11.79618953,11.8298756,-0.033686067,0.500079457
DNAJC14_13561,10.93643623,10.9490023,-0.012566071,0.779307413
DNAJC15_13562,11.19545458,11.14141505,0.054039526,0.525504317
DNAJC16_13563,10.38419005,10.4159295,-0.031739454,0.497236999
DNAJC17_13564,8.786347428,8.814813086,-0.028465659,0.5336998
DNAJC18_13565,9.120751623,9.096663374,0.024088249,0.716826486
DNAJC19_13566,10.61847652,10.66322018,-0.044743656,0.405491302
DNAJC19P1_13567,0.18437365,0.086196758,0.098176893,0.011882968
DNAJC19P2_13568,0.016891436,0.025160483,-0.008269047,0.693584242
DNAJC19P3_13569,0.004942773,0.01706259,-0.012119818,0.258249665
DNAJC19P4_13570,0.27070726,0.164441349,0.106265911,0.073226544
DNAJC19P5_13571,5.013903019,4.989965124,0.023937895,0.75698197
DNAJC19P6_13572,0.066075354,0.106627404,-0.04055205,0.183322782
DNAJC19P7_13573,0.219544249,0.221524941,-0.001980692,0.967327451
DNAJC19P8_13574,0.019021528,0.015540638,0.003480891,0.790083619
DNAJC19P9_13575,0.782096731,0.795420472,-0.013323741,0.892503716
DNAJC2_13576,11.03393817,11.01721089,0.016727281,0.700126943
DNAJC21_13577,11.2286837,11.2598019,-0.031118202,0.340674551
DNAJC22_13578,4.617067105,4.591141447,0.025925658,0.559442946
DNAJC24_13579,9.857853978,9.82653316,0.031320818,0.518076146
DNAJC25_13580,10.63459776,10.62820756,0.006390208,0.905844669
DNAJC25-GNG10_13581,8.435855796,8.505136292,-0.069280496,0.296330293
DNAJC27_13582,9.214339087,9.200973032,0.013366056,0.781635335
DNAJC27-AS1_13583,6.518297321,6.547266506,-0.028969185,0.579014626
DNAJC28_13584,6.356652109,6.399773549,-0.043121439,0.507207062
DNAJC3_13585,13.08626752,12.8422555,0.244012019,0.000195371
DNAJC3-AS1_13586,7.613775921,7.525548997,0.088226924,0.418132743
DNAJC30_13587,9.450375525,9.48326974,-0.032894215,0.432114871
DNAJC4_13588,11.62756912,11.62665543,0.000913693,0.987724676
DNAJC5_13589,11.33464811,11.35420969,-0.019561577,0.656143681
DNAJC5B_13590,5.987707676,6.137582112,-0.149874437,0.268500333
DNAJC5G_13591,2.479703164,2.733894103,-0.254190939,0.039207935
DNAJC6_13592,8.677591057,8.582809122,0.094781935,0.320321941
DNAJC7_13593,11.88384236,11.86049426,0.0233481,0.549247711
DNAJC8_13594,11.4233127,11.45725137,-0.033938666,0.401421025
DNAJC8P1_13595,0.167703192,0.186378206,-0.018675015,0.678163888
DNAJC9_13596,10.61811565,10.61211299,0.006002656,0.882937785
DNAJC9-AS1_13597,5.577447237,5.483556746,0.093890491,0.206110795
DNAL1_13598,9.014625162,9.019043265,-0.004418103,0.928781359
