Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,117.199997,117.779999,114.440002,116.019997,114.298820,4579200
2021-01-05,116.000000,117.639999,115.330002,116.949997,115.215019,3395200
2021-01-06,116.570000,119.559998,116.570000,118.860001,117.096695,4493900
2021-01-07,118.879997,119.730003,117.959999,118.699997,116.939056,3908900
2021-01-08,118.910004,119.870003,118.389999,119.709999,117.934074,3529900
2021-01-11,118.559998,119.480003,117.580002,118.500000,116.742027,3712700
2021-01-12,118.120003,118.300003,116.589996,117.290001,115.549980,3213100
2021-01-13,117.699997,119.709999,117.120003,118.720001,116.958763,4070900
2021-01-14,118.290001,119.269997,117.550003,117.769997,116.022858,4281600
2021-01-15,117.540001,118.300003,116.589996,116.809998,115.077095,5659500
2021-01-19,117.650002,119.000000,117.230003,118.309998,116.554848,4508500
2021-01-20,118.559998,119.500000,117.959999,119.290001,117.520309,4062500
2021-01-21,118.900002,119.290001,117.110001,117.910004,116.160789,3806000
2021-01-22,117.699997,117.760002,116.559998,116.580002,114.850510,3028300
2021-01-25,116.730003,116.989998,115.820000,116.900002,115.165771,3287600
2021-01-26,117.029999,117.540001,116.570000,116.750000,115.017990,3371600
2021-01-27,115.209999,115.449997,111.129997,111.500000,109.845871,6894600
2021-01-28,112.160004,115.860001,112.160004,114.769997,113.067368,4236900
2021-01-29,114.019997,114.019997,111.080002,111.330002,109.678398,7315100
2021-02-01,112.660004,113.220001,110.449997,111.180000,109.530624,5905500
2021-02-02,112.910004,115.260002,112.279999,113.949997,112.259529,3865900
2021-02-03,113.669998,113.910004,112.089996,112.629997,110.959106,4602900
2021-02-04,113.129997,117.480003,112.510002,117.000000,115.264282,5903500
2021-02-05,118.000000,118.900002,117.730003,118.400002,116.643517,4147800
2021-02-08,118.379997,118.769997,117.599998,118.070000,116.318413,4780300
2021-02-09,118.360001,119.529999,117.519997,117.879997,116.131218,3624000
2021-02-10,118.589996,119.000000,116.949997,117.440002,115.697754,3424000
2021-02-11,117.660004,119.000000,117.209999,118.720001,116.958763,3892800
2021-02-12,118.930000,119.879997,118.529999,119.739998,117.963638,3005400
2021-02-16,119.739998,120.529999,118.599998,119.680000,117.904526,5417900
2021-02-17,118.529999,119.000000,117.120003,118.160004,116.407082,3299400
2021-02-18,117.220001,117.739998,115.250000,115.389999,113.678169,6044600
2021-02-19,115.610001,116.080002,112.629997,113.330002,111.648735,10331500
2021-02-22,112.769997,116.580002,112.580002,115.750000,114.032829,5808400
2021-02-23,117.489998,119.750000,116.500000,118.000000,116.249451,5961400
2021-02-24,118.040001,119.510002,117.769997,118.739998,116.978470,6461900
2021-02-25,118.080002,118.900002,117.019997,117.879997,116.131218,4207900
2021-02-26,118.559998,118.930000,116.769997,116.970001,115.234726,5225200
2021-03-01,118.000000,119.209999,117.570000,117.860001,116.111519,4613400
