"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","CRASH_YEAR","COUNTY","COUNTY_YEAR","DISTRICT_NAME","COUNTY_NAME","MUNICIPALITY_NAME"
"2018072512","1","0","ZZ","7","999999999999","9999","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2019002004","3","0","OH","7","TQW3462 ","2019","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018072554","2","0","IN","6","P590561 ","2018","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018072794","2","0","PA","7","PT387C5 ","2008","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018006503","1","0","TX","7","009D768     ","2008","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018100169","1","0","ZZ","7","999999999999","9999","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018030959","1","0","","3","","","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018133615","1","0","NJ","7","TRW64A ","1996","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018057048","2","0","IL","7","T470703 ","2018","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018077300","1","0","QC","6","M2054S ","2018","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018025061","1","0","GA","6","LE38441 ","2018","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018090905","3","0","","8","","","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018133953","2","0","NJ","7","TPT95G ","2019","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018088463","1","0","","1","","","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018114641","2","0","ZZ","7","999999999999","9999","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018133375","2","0","PA","7","PP993A2 ","2018","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018110252","1","0","ME","6","2834658     ","2019","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018093691","1","0","KS","7","597892      ","2019","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018139188","2","0","TN","7","U913577 ","2019","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018096532","2","0","TN","7","U596235 ","2016","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
"2018074245","2","0","NJ","7","TCU83G ","2019","2018","67","TRAILVEH_2018_Philadelphia","District 6-0","Philadelphia","Philadelphia City"
