"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY","DISTRICT","MUNICIPALITY","DISTRICT_NAME","COUNTY_NAME","MUNICIPALITY_NAME"
"99","8","2","3099 ORTHODOX ST","","PHILA","PA","99999","MAT BUS CO","9999999999","2018","2018035930","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","12601 BRANCH","","BRANDYWINE","MD","99999","QT TRANSPORT","9999999999","2018","2018035980","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","2675 MORGANTOWN RD","","READING","PA","19607","PENSKE","7175644511","2018","2018036424","026000","","","","","N","","","","","","N","","00327574","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","1","456 PENN ST.","","YEADON","PA","19050","FORRSMITH LOGISTICS SERVICES LLC","6102859835","2018","2018036612","080000","","","","","N","","","","","","N","","02257556","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","1","217 W 116TH ST","","PERKINS","OK","74059","NAVAJO EXPRESS INC","3032873800","2018","2018036840","080000","","","","","N","","","","","","N","","00202381","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","2","32 PONDS VIEW RD","","GLEN MILLS","PA","193421934","TEUTONIC TRANSPORTATION LLC","2674754392","2018","2018037189","080000","","","","","N","","","","","","N","","02526040","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","2018","2018037233","025500","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018037238","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNKNOWN","","UNKNOWN","NY","99999","NY LOGISTICS","9999999999","2018","2018037253","999999","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018037268","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","4","2","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2018","2018037284","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2018","2018037294","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","45 E CITY AVE","","BALA  CYNWYD","PA","19004","OCHLBERG ENTERPRISE","9999999999","2018","2018037312","012000","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018037312","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","9","2","926 N FRON ST","","NEW ULM","MN","56073","FRONT STREET LSG INC","9999999999","2018","2018037328","080000","","","","","N","","","","","","N","","V0401380","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","1","14 BLUEGRASS DR","","ASHLAND","TN","37015","RE WEST TRANSPORTATION","6154661905","2018","2018038714","080000","","","","","N","","","","","","N","","00027070","06","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","3023 GREEN RIDGE DR","","NORRISTOWN","PA","19403","KIM","9999999999","2018","2018039213","010800","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","3","504 ELIZABETH DR","","NORRISTOWN","PA","19403","THOMAS R ARENA INC","9999999999","2018","2018039301","015000","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","8","1","3141 CHESTNUT ST","","PHILADELPHIA","PA","19104","DREXEL UNIV","8556981876","2018","2018039398","999999","","","","","N","","","","","","N","","00000528","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","1","PO BOX 21508","","PHOENIX","AZ","85036","UHAUL","9999999999","2018","2018039637","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","2","629 BROOK ST","","LINDEN","NJ","07036","GCH TRANSPORT LLC","7326191697","2018","2018040922","080000","","","","","N","","","","","","N","","03066031","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","6","1","1770 N IMLER VALLEY RD","","IMLER","PA","16655","TL BLACK TRUCKING LLC","8142395855","2018","2018041777","000000","","","","","N","","","","","","N","","01706762","06","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"04","1","2","25-61 49TH AVE","","LONG ISLAND","NY","11101","PUBLIC SERVICE TRUCK RENTING INC","3475630190","2018","2018042129","065000","","","","","N","","","","","","N","","01003565","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","4","1","52 CONCORD RD","","ASTON","PA","19014","JOHN R. SAVOY ENTERPRISES INC","6104972012","2018","2018042129","073280","","","","","N","","","","","","N","A-00110767","00155364","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","2","116 VAN RIPER AVENUE","","CLIFTON","NJ","07011","SD LOGISTICS CORP","2019381800","2018","2018042408","999999","","","","","N","","","","","","N","","02416696","09","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","1","260 HANSEN ACCESS RD","","KNG OF PRUSSA","PA","19406","ROLLING FRITO LAY","9999999999","2018","2018042606","010001","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","2905 ABBOTTSFORD AVE","","PHILA","PA","19129","PHILLY TRANS LLC","9999999999","2018","2018042620","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018042633","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNKNOWN","","UNKNOWN","ZZ","99999","PENSKE","9999999999","2018","2018042638","999999","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","8","3","3099 ORTHODOX ST","","PHILADELPHIA","PA","19137","MAT BUS CO","2673704139","2018","2018043031","999999","","","","","N","","","","","","N","","02643668","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018043404","999999","","","","","N","","","","","","","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2018","2018043421","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","21262 MOYAMENSING","","PHILA","PA","19145","MAGLIOLLA","9999999999","2018","2018043424","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2018","2018043473","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","0","1","402 CHANCELLOR AVENUE","","ELKINS PARK","PA","19027","LONGSTRETH LEASING COMPANY INC","2153794302","2018","2018043577","022000","","","","","N","","","","","","N","","00576542","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","8","1","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","2018","2018043698","058680","","","","","N","","","","","","N","","00010206","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","2018","2018043852","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234","MARKET","PHILADELPHIA","PA","19107","SEPTA","2155807800","2018","2018043855","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","2018","2018043884","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018043891","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","3","7300 LINDBERGH BLVD","","PHILADELPHIA","PA","19153","UNITED STATES POST OFFICE","2154001972","2018","2018043892","999999","","","","","N","","","","","","N","","","99","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","2500 WHEATSHEAF","","PHILADELPHIA","PA","19137","SEPTA CONNECT","2158828598","2018","2018043922","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","7","1","433 PASSMORE ST","433","PHILADELPHIA","PA","191111911","GUERRA TRANSPORTATION","2158477909","2018","2018044216","080000","","","","","N","","","","","","N","","01881484","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","8","1","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","2155808100","2018","2018044868","058680","","","","","N","","","","","","N","","00010206","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","8","3","1234 MARKET","","PHILADELPHIA","PA","19106","SEPTA","2155807800","2018","2018045509","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018045600","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING","8448479517","2018","2018046110","999999","","","","","N","","","","","","N","","00327574","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","1","2355 FARM CT SE","","GRAND RAPIDS","MI","49546","MAX LEASING LLC","6166660182","2018","2018046143","041000","","","","","N","","","","","","N","","02012932","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018046228","999999","","","","","N","","","","","","","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2018","2018046254","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","2","713 N 10TH ST","","PHILA","PA","19123","NATURE SOY LLC","9999999999","2018","2018046271","025950","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","3","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","2018","2018046278","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018046280","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","1","3","1401 BERLIN ROAD","","CHERRY HILL","NJ","08034","RYDER TRUCK RENTA","9999999999","2018","2018046382","030000","","","","","N","","","","","","N","","01885045","04","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","3","1","3093 RTE 109","","LINTON CORNER","NB","E7K1W5","KT TRANSPORT","5063568613","2018","2018046526","080000","","","","","N","","","","","","N","","00248456","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","3","2","25 VASSER RD","","BROOMALL","PA","19008","HI-TECH PLASTERING LLC","6103066626","2018","2018046771","019500","","","","","N","","","","","","N","","02313304","09","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","9","1","8275 US ROUTE 130 SOUTH","","PENNSAUKEN","NJ","08110","CANADA DRY DELAWARE COUNTY","8882384410","2018","2018046836","054000","","","","","N","","","","","","N","","00033335","06","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","5","1","UNKNOWN","","UNKNOWN","ZZ","999999999","UNKNOWN","9999999999","2018","2018046992","999999","","","","","N","","","","","","U","","","09","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","2","2","3938 SOUTH MAIN ROAD","","VINELAND","NJ","08360","RIGGINS INC","8564664939","2018","2018047064","080000","3","","","","Y","1","","","","","N","","00017297","06","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","2","9119 FRANKFORD AVENUE","","PHILADELPHIA","PA","19114","JAMES D MORRISSEN","2157088420","2018","2018047472","080000","","","","","N","","","","","","U","","00010072","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018047570","999999","","","","","N","","","","","","","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018047615","999999","","","","","N","","","","","","","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","114 CALLOWHILL ST","","PHILA","PA","19123","IMPERIAL PARKING US INC","9999999999","2018","2018047620","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","6","1","3103 S 61ST ST","","PHILA","PA","19153","GEORGE SMITH TOWING","9999999999","2018","2018047640","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","225 CRAWFORD AVE","","LANSDOWNE","PA","19050","MR LOGISTICS","9999999999","2018","2018047682","012300","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","13420 DAMAR DRIVEUNIT","","PHILA","PA","19116","CLASS I BUS CO","9999999999","2018","2018047683","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","1592 ROUTE 38","","LUMBERTON","NJ","08048","MILLER AUTO LEASING CO.","2159347100","2018","2018048384","033000","","","","","N","","","","","","N","","","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","4","2","216 KULPS ROAD","","SASSAMANSVILLE","PA","19472","AGLIANO BROTHERS INC","4849951298","2018","2018048680","080000","","","","","N","","","","","","N","","00613208","04","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","1","15308 67TH ST","","KENOSHA","WI","531428828","ANNA TRUCKING INC","2623789177","2018","2018048900","080000","","","","","N","","","","","","N","","02428770","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"01","1","2","55 GLENLAKE PARKWAY","","ATLANTA","GA","30328","UNITED PARCEL SERVICE","2672391984","2018","2018048936","016000","","","","","N","","","","","","N","","","09","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","UNKNOWN","","UNKNOWN","MI","99999","UNKNOWN","9999999999","2018","2018049224","999999","","","","","N","","","","","","N","","","99","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","600 PENLLYN PIKE","","PENLLYN","PA","19422","J BILL LANDSCAPING INC","9999999999","2018","2018049230","011000","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","3","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018049234","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","1","UNKNOWN","","WESTVILLE","NJ","99999","NORTHEAST FIREPROOFING","8568532888","2018","2018049245","018000","","","","","N","","","","","","N","","01053684","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","3275 FOX ST","","PHILA","PA","19129","CITY OF PHILA","9999999999","2018","2018049517","019500","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNK","","UNK","ZZ","99999","UNK","9999999999","2018","2018049548","999999","","","","","N","","","","","","N","","","99","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"04","4","1","565 E ST. ANDREWS DR","","MEDIA","PA","19063","FRANIA INC","6105656750","2018","2018050414","073280","","","","","N","","","","","","N","","02042466","09","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","3","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA BUS #8045 ROUTE #4","2155807800","2018","2018050853","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","2","P O BOX 6","","LEOLA","PA","17540","NED BARD  SON CO","7176616722","2018","2018051011","080000","","","","","N","","","","","","N","","00010537","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","1","785 SUMNEYTOWN","","LANSDALE","PA","19446","KIEFFERS APPLIANCES","9999999999","2018","2018051173","025999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNKNOWN","","UNKNOWN","ZZ","99999","GOLD MEDAL SERVICES LLC","9999999999","2018","2018051190","073280","","","","","N","","","","","","","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"03","0","1","4 FOX RUN DR","","HOCKESSIN","DE","19707","L  J TRANSPORTATION LLC","8568965420","2018","2018051518","080000","","","","","N","","","","","","N","","01805630","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","3","2","1592 RTE 38","PO BOX 619","LUMBERTON","NJ","08048","MILLER AUTO LEASING","2155529832","2018","2018051697","026000","","","","","N","","","","","","N","","","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"04","5","2","355 NEWBOLD RD","","FAIRLESS HILLS","PA","19030","ALTA INDUSTRIAL PROPERTIES","2152950777","2018","2018051958","080000","","","","","N","","","","","","N","","02591895","04","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","44 PARTRIDGE LANE","","GLEN MILLS","PA","19342","TYLER TRANSPORT SOLUTIONS LLC","6102416106","2018","2018052187","025900","","","","","N","","","","","","N","","01644422","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","3","508 BALTIMORE PIKE","","LANSDOWNE","PA","19050","ACCURATE METALS LLC","9999999999","2018","2018053961","062000","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","UHAUL","9999999999","2018","2018053989","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","UNKNOWN","","UNKNOWN","TX","99999","SERENE TRUCKING","9999999999","2018","2018054040","025999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNK","","UNK","AL","35218","P  S TRANS INC","9999999999","2018","2018054047","999999","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","5533 WESTFORD RD","","PHILA","PA","19120","TOMMY LUNCH TRUCK","9999999999","2018","2018054080","014000","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","UNKNOWN","","UNKNOWN","NJ","99999","UNKNOWN","9999999999","2018","2018054103","999999","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","1592 ROUTE 38","","LUMBERTON","NJ","08048","MILLER AUTO LEASING CO.","9999999999","2018","2018054112","000099","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","2100 HORNIG","","PHILA","PA","19116","CEDAR FARMS COMPANY INC","9999999999","2018","2018054127","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018054127","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018054133","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018054153","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018054166","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018054179","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018054201","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2018","2018054230","080000","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","UNKNOWN","","PHIADELPHIA","PA","19124","GRACE TRINITY UNITED CHURCH OF","9999999999","2018","2018054245","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2018","2018054263","999999","","","","","N","","","","","","N","","","99","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","971 BRIARSDALE ROAD","","HARISBURG","PA","17109","RYDER TRUCK RENTAL","7175616022","2018","2018054455","025999","","","","","N","","","","","","N","","00383025","03","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","3","8750 W BRYN MAWR AVE","","CHICAGO","IL","60631","ROADSAFE TRAFFIC LP","9999999999","2018","2018054844","020340","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","9","1","122  HIGHLAND DR.","","COATESVILLE","PA","19320","CARBO TRUCKING","2156415800","2018","2018054875","060000","","","","","N","","","","","","N","","00361646","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","725 EAST ERIE","","PHILADELPHIA","PA","19134","LIBERTY COCA-COLA","2023664109","2018","2018054879","054900","","","","","N","","","","","","N","","03039537","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018055366","999999","","","","","N","","","","","","U","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","38 SOUTHERN BLVD","","NESCONSET","NY","11767","REGENCY TRANSPORTATION LTD","6315432500","2018","2018055383","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERNPENNSYLVANIATRANSPOR","2155807145","2018","2018055437","999999","","","","","N","","","","","","Y","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","2018","2018055605","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","3","1234 MARKET ST.","","PHILA","PA","19107","S.E.P.T.A. BUS","2155804813","2018","2018055819","030000","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","227 BAKERS BASIN RD.","","LAWRENCEVILLE","NJ","08648","BRITTON INDUSTRIES INC.","6097845043","2018","2018055819","999999","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"04","4","1","8400 BUSTLETON AVE","","PHILADELPHIA","PA","19152","FELIX AND SON CONTRACTORS INC","2673455083","2018","2018055820","073280","","","","","N","","","","","","N","","02976130","04","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","8","1","2601 NAVISTAR DRIVE","","LISLE","IL","60532","DURHAM SCHOOL SERVICES LP","6308219059","2018","2018056164","029220","","","","","N","","","","","","N","","00350651","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"02","1","2","554 CARSON TER.","","HUNTINGDON VALLEY","PA","19006","LIBERMAN DAIRY INC.","2676288314","2018","2018056179","015000","","","","","N","","","","","","N","","23669900","09","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","9","2","8440 S TABLER RD","","MORRIS","IL","60450","AR LOGISTICS INC","8159415200","2018","2018057048","080000","","","","","N","","","","","","N","","00138986","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"05","1","1","1147 NC 561 W","","AULANDER","NC","27805","JOYNER BROTHERS","2523324431","2018","2018057498","080000","","","","","N","","","","","","N","","00345439","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","715 W GIRARD","","PHILA","PA","19123","LITTLE LEGACY LEARN CENTER","9999999999","2018","2018057580","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","2018","2018057607","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","800 N 48TH ST UNIT 45","","PHILADELPHIA","PA","19139","ASTANA LLC","9999999999","2018","2018057620","999999","","","","","N","","","","","","N","","","08","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","545 TASKER AVE","","NORWOOD","PA","99999","3CS TOWING","9999999999","2018","2018057646","999999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"04","4","1","201 INDIAN RUN RD","","DOUGLASSVILLE","PA","19518","W.J. MENKINS HAULING INC","4844150362","2018","2018057736","073280","","","","","N","","","","","","N","","01489984","04","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","1","6821 NORWITCH DRIVE","","PHILADELPHIA","PA","19153","ALL CITY TRANS","2154762857","2018","2018058130","999999","","","","","N","","","","","","N","","","10","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2018","2018058154","999999","","","","","N","","","","","","U","","","99","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","2","971 BRIARSDALE RD","","HARRISBURG","PA","99999","RYDER TRUCK RENTAL","9999999999","2018","2018058158","026000","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","8","2","1300 ADAMS AVE","","PHILA","PA","19124","DEPENDABILITY CO","9999999999","2018","2018058167","999999","","","","","N","","","","","","N","","","11","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
"99","9","1","UNK","","UNK","OK","99999","EAN HOLDINGS LLC","9999999999","2018","2018058195","025999","","","","","N","","","","","","N","","","05","67","06","67301","District 6-0","Philadelphia","Philadelphia City"
