"COUNTY","DISTRICT_NAME","COUNTY_NAME","MUNICIPALITY_NAME","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029879","2 ","1932","W","4","2","0073","0021","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029912","02","","S","5","4","","","35","BLUE GRASS RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029918","02","0","S","3","2","1001","0020","35","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029971","02","","S","4","4","","","25","TABOR AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029972","3 ","605","S","3","2","0001","0221","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029974","02","","S","4","4","","","25","G ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029977","02","","N","4","4","","","25","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030002","02","0","W","3","2","3023","0060","25","CHESTER AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018000618","2 ","555","W","3","2","2010","0040","25","CECIL B MOORE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030559","4 ","843","N","3","1","0095","0294","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032154","2 ","904","E","3","2","2004","0020","25","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032303","02","","S","5","4","","","25","BROUS AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030113","02","","N","4","4","","","25","RODNEY ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030179","2 ","0","E","3","2","1005","0040","25","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030339","02","","E","3","4","","","25","ROCKLAND ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030340","02","","N","5","4","","","25","KENSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030758","3 ","915","N","3","2","0611","0040","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030781","02","918","E","4","2","3032","0010","25","RACE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030782","2 ","1682","E","3","2","4003","0100","30","ALLENS LN","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030799","01","","W","3","4","","","25","HARRISON ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030152","01","1625","E","3","2","3010","0030","25","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030159","02","255","N","3","2","1001","0060","35","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030181","02","106","W","5","2","1018","0031","30","GRANT AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030185","01","","W","3","4","","","25","VINE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032108","02","","S","3","4","","","25","48TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018036421","2 ","2632","W","3","1","0076","3455","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018036424","1 ","631","E","3","2","8012","0250","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018036428","2 ","1952","N","3","2","9403","0010","55","I-95 COLLECTOR RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018043892","2 ","2057","N","3","2","3019","0064","35","PASSYUNK AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030015","3 ","0","N","3","2","0611","0050","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030122","01","","E","3","4","","","25","TIOGA ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030124","02","","W","4","4","","","25","STANWOOD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030127","3 ","3403","N","3","2","6001","0340","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030213","2 ","2222","W","4","2","4015","0010","30","WALNUT LN","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030312","02","","N","4","4","","","30","61ST ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030327","02","154","W","5","2","0073","0051","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030336","2 ","532","W","3","2","3023","0050","25","CHESTER AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030697","2 ","934","N","3","2","3005","0110","35","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030697","02","","E","5","4","","","25","WYALUSING AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030778","02","","S","4","4","","","25","ALGON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018026820","2 ","1707","N","3","2","3015","0090","35","SIXTYTHIRD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018026896","2 ","1757","S","4","2","1015","0021","35","KNIGHTS RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027223","2 ","2272","N","3","2","1013","0090","35","ACADEMY RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027334","02","558","S","3","2","0013","0110","25","THIRTYTHIRD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027607","3 ","2004","S","3","2","2005","0061","35","SIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027650","01","","W","5","4","","","25","MARGARET ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027654","2 ","1213","S","3","2","0611","0171","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027671","2 ","2730","E","3","2","0073","0040","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027681","01","","E","4","4","","","25","ABBOTTSFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027682","02","","W","3","4","","","25","SHURS LN","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027684","01","","W","3","4","","","25","TORONTO ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028715","02","","N","4","4","","","25","ALGON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028718","02","","E","4","4","","","25","BORBECK AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030070","2 ","1865","W","3","2","3009","0040","25","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030075","02","","N","4","4","","","25","56TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030082","02","","S","4","4","","","25","62ND ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028813","3 ","1635","S","3","2","3013","0021","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029722","2 ","0","W","3","2","2010","0030","25","CECIL B MOORE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029728","02","","N","4","4","","","25","18TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029851","03","895","E","3","2","2676","0014","25","VINE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029865","01","","W","3","4","","","25","STILES ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029918","02","","W","4","4","","","25","SOMERVILLE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029973","02","","S","4","4","","","","SEVENTH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029983","03","","S","5","4","","","25","OXFORD CR","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029998","2 ","2194","S","3","2","3009","0150","30","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030027","2 ","1672","W","4","2","2008","0041","30","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018018779","3 ","2151","S","3","1","0095","0165","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018037870","4 ","497","N","3","1","0095","0310","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018006201","02","","S","4","4","","","30","39TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018036287","2 ","529","W","3","1","0676","0015","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018034024","1 ","0","N","4","2","8009","0270","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032310","02","","W","3","4","","","25","ADAMS AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032331","02","","W","3","4","","","35","BELFIELD AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032657","3 ","747","N","3","1","0095","0140","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030008","2 ","0","W","5","2","1004","0020","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030025","02","","N","4","4","","","25","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018025061","4 ","2823","S","3","1","0095","0295","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018025438","4 ","1108","N","3","1","0095","0204","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018025445","3 ","1500","N","3","1","0095","0230","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028835","2 ","2484","N","3","2","4005","0030","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018004367","01","","W","3","4","","","25","OXFORD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018026741","02","811","S","3","2","3017","0050","35","FIFTYSECOND ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018026877","2 ","662","E","3","2","1018","0020","30","GRANT AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018026897","2 ","368","N","5","2","3027","0010","25","SIXTEENTH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027212","2 ","2132","W","3","2","2002","0010","25","SNYDER AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027615","2 ","1535","S","4","2","0013","0251","30","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027628","2 ","671","N","3","2","3007","0070","30","KELLY DR","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027638","01","","E","3","4","","","25","CLEARFIELD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027642","02","","W","5","4","","","25","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027643","01","","W","3","4","","","25","SUSQUEHANNA ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027643","03","","N","4","4","","","25","TRENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027656","02","0","W","6","2","1002","0081","35","ADAMS AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018027678","02","","S","3","4","","","25","58TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028738","2 ","1507","W","3","2","3006","0011","25","WALNUT ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028776","3 ","1752","N","3","2","1009","0110","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028786","02","","W","3","4","","","25","CAYUGA ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030053","02","","E","3","4","","","25","POPLAR ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030055","02","","S","4","4","","","25","MASCHER ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030079","2 ","158","N","3","2","3007","0120","35","KELLY DR","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030081","01","","E","5","4","","","35","THOMPSON ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028812","02","2163","N","3","2","3013","0040","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018028832","2 ","2664","S","3","2","4002","0070","35","STENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029839","02","","E","4","4","","","25","79TH AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029865","01","","N","4","4","","","25","27TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029869","01","","N","3","4","","","25","HOWARD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029898","02","","E","3","4","","","35","TYSON AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029903","02","2048","N","3","2","3009","0080","35","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029907","3 ","70","N","3","2","6001","0210","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029913","02","","S","3","4","","","25","15TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029972","2 ","","W","4","4","","","25","BRIDGE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029979","2 ","1325","W","3","2","4004","0040","25","OLNEY AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030667","01","","E","3","4","","","25","PORTER ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018031497","3 ","3212","N","3","1","0095","0230","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018020112","1 ","277","W","3","2","8004","0250","20","RAMP A RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018013704","3 ","2287","N","3","1","0095","0184","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032223","02","","E","5","4","","","25","RACE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032303","2 ","793","E","3","2","0073","0050","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018043852","01","","N","4","4","","","25","19TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030019","01","","W","4","4","","","25","SHUNK ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030118","02","","W","3","4","","","25","LUZERNE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030329","01","","E","3","4","","","25","FOULKROD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030331","02","","E","4","4","","","25","CARPENTER LN","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030771","02","","N","4","4","","","25","53RD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030867","02","","S","3","4","","","25","70TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030874","02","0","S","4","2","0001","0081","35","CITY AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030943","1 ","524","N","3","2","2007","0130","25","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018039182","3 ","1122","S","3","2","0001","0231","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018039467","1 ","1400","N","4","2","8035","0750","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018041829","3 ","2330","W","3","1","0676","0003","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018041902","3 ","1226","S","3","1","0095","0185","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018029878","01","","E","3","4","","","","LOCUST ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018032161","2 ","0","W","5","2","1013","0031","35","ACADEMY RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018037314","02","","N","4","4","","","35","RUSCOMB ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030007","02","","N","4","4","","","25","11TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030123","2 ","1710","W","3","2","1018","0041","45","GRANT AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030311","01","","S","4","4","","","25","ALLISON ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030340","2 ","0","W","4","2","2014","0081","25","LEHIGH AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030695","2 ","1901","E","3","2","2006","0064","30","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030745","02","","N","3","4","","","25","LINCOLN DR","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030761","2 ","2116","N","5","2","0611","0120","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018041312","3 ","863","S","3","1","0095","0185","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030937","2 ","2104","E","3","2","1004","0040","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018039182","02","","S","4","4","","","20","LARGE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018034024","2 ","3630","E","3","1","0676","0014","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018037212","2 ","1537","S","3","2","3007","0111","25","KELLY DR","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030009","2 ","","E","4","4","","","25","INDIANA AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030177","2 ","0","N","3","2","1003","0020","25","WHITAKER AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Montgomery","Cheltenham Twp","2018","2018030316","02","","N","5","4","","","25","21ST ST","ROADWAY_2018_Philadelphia","46102"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030326","02","","N","4","4","","","25","MANSFIELD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030332","2 ","5747","E","3","2","0291","0060","45","PENROSE AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030696","2 ","327","E","3","2","3010","0100","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030703","02","","S","3","4","","","25","67TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030703","02","","E","4","4","","","25","GREENWAY AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030752","01","","W","3","4","","","25","BUCKIUS ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030754","02","1847","S","4","2","0001","0021","35","CITY AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018038993","2 ","2141","E","3","1","0676","0014","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030761","2 ","0","E","3","2","0013","0180","30","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018039462","1 ","655","E","4","2","8004","0020","20","RAMP B-1 RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018037318","3 ","939","S","3","2","0611","0051","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030023","2 ","1288","E","3","2","2008","0050","30","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030114","01","","W","3","4","","","25","CHURCH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030177","2 ","0","S","4","2","1003","0021","35","WHITAKER AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030341","02","","N","3","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030639","02","","N","3","4","","","25","57TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030695","01","","S","5","4","","","25","19TH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030756","2 ","1703","S","4","2","3015","0091","35","SIXTYTHIRD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030867","02","","E","4","4","","","25","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030925","2 ","0","S","4","2","0013","0071","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030926","01","","S","3","4","","","25","SIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030928","01","2137","E","3","2","3019","0090","35","PASSYUNK AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018039568","1 ","933","E","4","2","8008","0020","20","RAMP B RD","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030162","02","","U","6","4","","","25","PHILLIES DR","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030171","02","","N","3","4","","","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030181","2 ","107","E","4","2","1018","0030","30","GRANT AV","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030188","02","","W","4","4","","","25","E LUZERNE ST","ROADWAY_2018_Philadelphia","67301"
"67","District 6-0","Philadelphia","Philadelphia City","2018","2018030333","3 ","1514","S","4","2","0611","0031","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
