WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
AMR,BOL,Bolivia (Plurinational State of),diphtheria,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,5,3,1,2,8,3,1,5,5,4,20,2,4,11,9,16,15,31,25,49,24,22,31
EUR,BIH,Bosnia and Herzegovina,diphtheria,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
AFR,BWA,Botswana,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,15,1,2
AMR,BRA,Brazil,diphtheria,1,5,4,12,5,4,0,5,32,4,85,0,9,27,15,49,19,10,46,53,217,32,181,171,245,252,276,495,640,801,987,1284,1804,2304,2860,3369,3297,3846,4646
WPR,BRN,Brunei Darussalam,diphtheria,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0
EUR,BGR,Bulgaria,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2
AFR,BFA,Burkina Faso,diphtheria,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,13,15,28,42,51,383,737,751,759,725
AFR,BDI,Burundi,diphtheria,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,,,,0,,,30,1,0,2,3,2,3,14,4,19,8,20,6
AFR,CPV,Cabo Verde,diphtheria,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,,1,0,2,3,0,2
WPR,KHM,Cambodia,diphtheria,0,0,0,0,0,0,,,3,3,7,5,0,0,4,3,0,0,0,,0,0,0,,5,22,13,11,179,70,13,88,292,367,410,460,1503,1231,1559
AFR,CMR,Cameroon,diphtheria,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,4,8,41,412,0,0,0,
AMR,CAN,Canada,diphtheria,1,4,1,3,1,0,1,1,0,2,4,5,0,0,1,2,2,0,0,1,0,1,0,2,1,2,2,3,5,3,4,4,5,9,8,11,12,7,55
AFR,CAF,Central African Republic (the),diphtheria,48,106,0,0,0,35,0,,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,,,,0,0,10,6,4,0,1,21,23,25,8
AFR,TCD,Chad,diphtheria,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4,10,4,1,0,,
AMR,CHL,Chile,diphtheria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,12,25,36,47,132,183,290,223,154,76,122,203,253
WPR,CHN,China,diphtheria,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,9,11,12,19,16,40,35,,85,119,124,146,231,421,343,267,427,787,1423,3418,7227,6502,8481,9767
AMR,COL,Colombia,diphtheria,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,11,0,2,3,7,12,14,45,76,10,16,42,23,45,23,252,54,127,117,145,0
AFR,COM,Comoros (the),diphtheria,,,,0,0,0,,,0,0,,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
AFR,COG,Congo (the),diphtheria,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,2
WPR,COK,Cook Islands,diphtheria,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,CRI,Costa Rica,diphtheria,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,CIV,Côte d'Ivoire,diphtheria,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,
EUR,HRV,Croatia,diphtheria,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
AMR,CUB,Cuba,diphtheria,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,CYP,Cyprus,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,CZE,Czech Republic,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,
SEAR,PRK,Democratic People's Republic of Korea (the),diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,37,18
AFR,COD,Democratic Republic of the Congo (the),diphtheria,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,54,26,24,43
EUR,DNK,Denmark,diphtheria,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EMR,DJI,Djibouti,diphtheria,,,,,,0,0,0,0,0,0,0,,0,0,0,,0,0,2,2,,0,0,,0,0,0,0,0,4,0,,1,3,0,0,1,411
AMR,DMA,Dominica,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AMR,DOM,Dominican Republic (the),diphtheria,1,1,3,1,0,0,0,2,4,5,3,4,16,39,122,38,35,47,52,44,25,25,6,13,4,6,31,11,27,29,105,77,52,100,142,124,120,125,187
AMR,ECU,Ecuador,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,21,21,22,154,565,13,10,5,3,4,8,18,11,44,77,24,38,22,16
EMR,EGY,Egypt,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,3,1,6,10,18,29,44,55,59,110,184,368,630,663,727,994,804,411,333
AMR,SLV,El Salvador,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,15,18,22,1,2
AFR,GNQ,Equatorial Guinea,diphtheria,,,0,0,0,0,0,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,3,,,
AFR,ERI,Eritrea,diphtheria,0,3,4,2,,0,8,5,3,4,,,0,,3,,,,,,,,0,0,,,,,,,,,,,,,,,
EUR,EST,Estonia,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,14,19,7,11,3,7,0,,,,,,,,,,
AFR,SWZ,Eswatini,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFR,ETH,Ethiopia,diphtheria,,,,,,,,,,,,,,,,,,,,125,19,,,45,,,,,61,10,60,271,121,99,524,354,697,304,142
WPR,FJI,Fiji,diphtheria,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,FIN,Finland,diphtheria,0,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,2,,,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,FRA,France,diphtheria,,6,8,14,6,5,,,,0,5,1,3,0,5,0,1,,0,,,,0,0,0,1,0,0,0,1,0,2,4,4,2,4,3,6,3
AFR,GAB,Gabon,diphtheria,,,,,,,,,,,,,0,,0,,0,,,,,,0,,,18,463,,,16,3,20,4,7,11,4,1,0,1
AFR,GMB,Gambia,diphtheria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,0,0
EUR,GEO,Georgia,diphtheria,0,0,0,1,2,4,0,1,0,3,7,9,14,10,12,26,28,22,28,60,114,286,348,429,312,28,3,7,,,,,,,,,,,
EUR,DEU,Germany,diphtheria,26,11,9,14,9,4,9,4,8,4,0,2,0,1,1,0,1,0,0,1,1,3,3,4,8,9,1,2,6,5,4,8,7,4,8,17,30,7,19
AFR,GHA,Ghana,diphtheria,0,0,0,0,0,0,0,,47,0,,0,0,,,0,0,0,0,0,,,3,0,0,5,4,0,66,38,43,37,4,1,37,17,65,27,40
EUR,GRC,Greece,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
AMR,GRD,Grenada,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AMR,GTM,Guatemala,diphtheria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,2,10,0,0,0,17,3,13,14,17,9
AFR,GIN,Guinea,diphtheria,0,0,0,,,0,0,0,0,0,0,0,0,36,8,134,114,0,0,0,0,0,0,,,,,,37,25,5,5,0,0,60,86,4,16,0
AFR,GNB,Guinea-Bissau,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,0,,,,,12,0,0,1,0,40,0,,0,0,0,0
AMR,GUY,Guyana,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMR,HTI,Haiti,diphtheria,105,76,5,32,3,0,0,2,46,0,3,5,5,3,37,2,6,5,0,8,0,0,0,0,,,,,0,2,29,7,4,55,25,21,26,24,23
AMR,HND,Honduras,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EUR,HUN,Hungary,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,6
EUR,ISL,Iceland,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAR,IND,India,diphtheria,8788,5293,3380,2365,6094,3133,2525,4233,3434,3529,3977,3812,2834,5826,8465,4236,5301,5472,5125,1786,1378,1326,2504,2123,3040,7131,8115,12550,8425,11152,16472,12952,9426,15685,17055,13776,17191,26315,39231
SEAR,IDN,Indonesia,diphtheria,1026,954,342,,430,775,1192,806,432,189,219,183,432,499,197,402,51,34,23,114,14,4355,562,597,64,82,129,1342,2200,1603,2079,268,928,1161,1792,1389,3285,3507,3674
EMR,IRN,Iran (Islamic Republic of),diphtheria,148,2,10,28,13,190,150,132,106,58,52,32,26,15,6,24,10,15,18,13,13,30,13,9,14,32,90,335,373,263,288,480,162,143,128,157,295,377,139
EMR,IRQ,Iraq,diphtheria,2,2,1,2,5,4,3,0,2,13,6,3,6,6,17,,,33,34,142,181,290,460,133,132,239,369,261,10,238,415,314,350,1348,1378,1169,1260,1393,1122
EUR,IRL,Ireland,diphtheria,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,ISR,Israel,diphtheria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EUR,ITA,Italy,diphtheria,1,0,,1,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,1,2,5,0,1,3,5,7,10,19,34,30
AMR,JAM,Jamaica,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,6,2,8,7,8,12,17,18,13
WPR,JPN,Japan,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,,1,,1,,,5,,2,5,4,9,7,9,9,15,20,30,47,66
EMR,JOR,Jordan,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,13,20,4,5
EUR,KAZ,Kazakhstan,diphtheria,0,0,0,0,0,0,0,0,0,0,5,5,9,1,0,4,14,14,13,17,75,162,455,1105,489,82,45,30,28,,,,,,,,,,
AFR,KEN,Kenya,diphtheria,,,,,,,,,,,,,,,0,0,,6,15,13,3,0,,0,,,,,1,0,0,0,0,0,0,2,2,0,6395
WPR,KIR,Kiribati,diphtheria,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1
EMR,KWT,Kuwait,diphtheria,,,,,0,0,0,0,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,1,1
EUR,KGZ,Kyrgyzstan,diphtheria,0,1,1,0,,0,0,0,0,0,0,1,2,1,2,1,3,13,15,66,138,292,412,704,304,6,4,10,6,,,,,,,,,,
WPR,LAO,Lao People's Democratic Republic (the),diphtheria,0,10,3,194,0,20,130,0,34,0,2,2,2,9,11,116,40,2,3,6,8,10,319,0,193,4,5,2,9,14,23,189,37,23,30,64,813,,11
EUR,LVA,Latvia,diphtheria,3,3,6,10,13,14,8,6,2,6,28,18,32,20,20,26,45,91,264,81,67,42,112,369,250,12,8,5,3,,,,,,,,,,
EMR,LBN,Lebanon,diphtheria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,,,,,,0,0,0,0,1,,1,
AFR,LSO,Lesotho,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23,0,0,,0,,,,,,,,1,37,80,72,4,14,26,16,23,135,8,13
AFR,LBR,Liberia,diphtheria,,,,0,0,0,0,0,0,0,,,,0,0,,,,,,,,0,,,,,,,,,,,,,,,,
EMR,LBY,Libya,diphtheria,0,,,,,,,,,0,0,0,0,0,,,2,0,,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,2,2,1,6
EUR,LTU,Lithuania,diphtheria,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,2,6,2,2,11,43,38,8,9,1,,,,,,,,,,,
EUR,LUX,Luxembourg,diphtheria,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AFR,MDG,Madagascar,diphtheria,0,0,2865,1627,,0,1,5,0,,,3,0,,,,,12,12,,112,51,154,179,,,,,252,246,544,174,288,1963,1799,1988,1333,836,227
AFR,MWI,Malawi,diphtheria,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,30,,,,,,,33,31,69,11,13
WPR,MYS,Malaysia,diphtheria,18,32,31,4,2,4,0,0,3,0,4,2,0,3,3,11,2,4,1,6,5,1,0,1,0,4,4,12,9,35,20,26,28,39,17,24,10,15,131
SEAR,MDV,Maldives,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFR,MLI,Mali,diphtheria,0,,,0,0,,,,,,0,,0,0,0,,,,,0,,,0,1,,,,6,5,13,1,50,15,259,29,58,2,2,143
EUR,MLT,Malta,diphtheria,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPR,MHL,Marshall Islands (the),diphtheria,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0
AFR,MRT,Mauritania,diphtheria,0,,0,0,,,0,,,,0,0,,0,,0,,,,,,0,,,,,,,18,137,113,51,80,129,80,26,2,0,0
AFR,MUS,Mauritius,diphtheria,,0,,,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,,,0,,,,,,,0,0,0,0,1,0,0,0,0,0
AMR,MEX,Mexico,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,31,28,4,0,0,0,1,7
WPR,FSM,Micronesia (Federated States of),diphtheria,0,0,0,0,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,0,0,,0,,,,,,,
EUR,MCO,Monaco,diphtheria,,0,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0
WPR,MNG,Mongolia,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,11,50,69,48,128,14,6,0,1,1,7,24,0,0,0,0,0,0,0,0
EUR,MNE,Montenegro,diphtheria,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,MAR,Morocco,diphtheria,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,7,7,11,20,33,48,38,43
AFR,MOZ,Mozambique,diphtheria,0,0,,0,,,,,,,0,,0,0,0,0,0,0,,,,0,1,,0,0,2,2,0,1,3,1,1,1,3,4,18,6,11
SEAR,MMR,Myanmar,diphtheria,127,68,136,87,29,38,19,7,4,19,3,5,3,5,1,21,50,,17,18,22,5,15,28,46,92,54,114,181,199,231,313,159,268,353,595,782,959,830
AFR,NAM,Namibia,diphtheria,2,0,0,0,0,,2,2,0,,0,0,,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,
WPR,NRU,Nauru,diphtheria,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0
SEAR,NPL,Nepal,diphtheria,232,728,140,26,1079,103,138,94,146,277,149,44,72,46,81,173,108,390,268,,511,726,1372,2038,16,4,16,15,7,3,13,15,11,1156,1293,115,111,20,82
EUR,NLD,Netherlands (the),diphtheria,4,2,3,5,0,0,1,1,,0,0,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0
WPR,NZL,New Zealand,diphtheria,0,1,1,2,2,0,0,20,0,0,,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,2,1,0,2,4,1,0,1
AMR,NIC,Nicaragua,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,2,5
AFR,NER,Niger (the),diphtheria,44,5,0,0,0,73,0,0,0,0,0,10,29,,0,2,11,48,12,0,25,31,,4,,,,,102,75,19,22,35,269,,,16,27,34
AFR,NGA,Nigeria,diphtheria,1870,0,,,,,,0,,,,,312,,,,790,2468,3995,,708,,2016,,469,2042,2351,2849,1768,5039,1930,715,1871,1996,733,275,1170,164,165
WPR,NIU,Niue,diphtheria,0,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
EUR,MKD,North Macedonia,diphtheria,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,
EUR,NOR,Norway,diphtheria,1,1,0,2,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EMR,OMN,Oman,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,9,13,19,10,7
EMR,PAK,Pakistan,diphtheria,413,560,12,9,9,183,98,22,37,34,32,11,42,23,24,26,22,19,13,12,20,26,13,9,28,34,72,26,1371,167,2011,2720,3179,1450,670,1402,6520,14338,14328
WPR,PLW,Palau,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,PAN,Panama,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WPR,PNG,Papua New Guinea,diphtheria,0,0,0,0,0,,0,0,0,,,0,0,593,,403,26,311,15,0,645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
AMR,PRY,Paraguay,diphtheria,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,50,1,0,0,0,0,0,1,1,6,6,4,10,8,12,19,19,27,10,3,14,6,14
AMR,PER,Peru,diphtheria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,4,31,10,6,35,44,68,36,54,117,140,127,121,189,160,185
WPR,PHL,Philippines (the),diphtheria,183,68,42,9,0,6,,,107,118,65,39,47,118,89,88,62,73,88,64,83,138,,173,316,323,759,1004,921,940,1202,1443,1630,1669,1968,1812,2140,819,1910
EUR,POL,Poland,diphtheria,0,0,0,,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0,0,9,2,2,10,1,0,0,0,1,1,0,0,0,1,0,1,0
EUR,PRT,Portugal,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,1,6,3,51,10,36,16,18,90
EMR,QAT,Qatar,diphtheria,0,2,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,2,0,1
WPR,KOR,Republic of Korea (the),diphtheria,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,,,1,,0,0,0,1,2,2,16,19,17,43,51
EUR,MDA,Republic of Moldova (the),diphtheria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,10,11,11,49,94,418,376,35,22,14,6,,,,,,,,,,
EUR,ROU,Romania,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,1,19,14,1,0,12
EUR,RUS,Russian Federation (the),diphtheria,4,0,2,2,1,2,5,5,9,14,50,91,178,353,505,655,778,909,771,838,1409,4037,13687,35631,39703,15229,3897,1869,1211,,,,,,,,,,
AFR,RWA,Rwanda,diphtheria,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,,,,,1,14,3,0,1,2,15,1,0,5,8,3
AMR,KNA,Saint Kitts and Nevis,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,LCA,Saint Lucia,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,VCT,Saint Vincent and the Grenadines,diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
