WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
EUR,POL,Poland,ntetanus,0,0,0,,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EUR,PRT,Portugal,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,2,0,0,0,0,1,0,0,0,0,3,3,0,0,2,6,9
EMR,QAT,Qatar,ntetanus,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
WPR,KOR,Republic of Korea (the),ntetanus,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,
EUR,MDA,Republic of Moldova (the),ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
EUR,ROU,Romania,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,1,1,0,1,1,2,0,,,,
EUR,RUS,Russian Federation (the),ntetanus,0,,,0,0,0,0,0,,,0,0,,,,,0,0,0,40,0,0,0,0,0,0,0,0,,,,,,,,,,,
AFR,RWA,Rwanda,ntetanus,2,1,2,,0,0,0,0,0,0,1,1,2,4,3,0,18,18,5,0,,0,1,1,0,7,2,1,1,40,100,85,78,,,,,,
AMR,KNA,Saint Kitts and Nevis,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,LCA,Saint Lucia,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,VCT,Saint Vincent and the Grenadines,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WPR,WSM,Samoa,ntetanus,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
EUR,SMR,San Marino,ntetanus,0,0,0,,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
AFR,STP,Sao Tome and Principe,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,3,3,0,0,0,4,,4,8,8,5,0,0,0,0,
EMR,SAU,Saudi Arabia,ntetanus,4,,3,1,2,10,14,14,4,10,13,21,18,22,37,31,28,27,,,10,26,28,25,33,35,15,12,13,29,33,35,25,,,,,,
AFR,SEN,Senegal,ntetanus,6,3,13,5,4,4,14,21,12,16,16,28,20,13,26,33,38,45,0,5,16,16,22,,24,63,52,100,67,80,91,17,,,,,704,,
EUR,SRB,Serbia,ntetanus,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,3,0,,4,1,1,9,0,2,0,0,8,6,12,15,25,11,17
AFR,SYC,Seychelles,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFR,SLE,Sierra Leone,ntetanus,36,43,6,11,,9,23,56,5,12,12,8,15,10,11,93,200,38,36,,,0,,25,55,82,61,,26,,12,45,54,583,601,663,692,577,
WPR,SGP,Singapore,ntetanus,0,0,,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,1,3,1,1,2
EUR,SVK,Slovakia,ntetanus,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
EUR,SVN,Slovenia,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
WPR,SLB,Solomon Islands,ntetanus,0,0,,,,0,0,0,0,0,0,0,1,2,0,0,0,0,,,0,1,1,3,0,1,3,3,4,4,2,0,0,,,,,,
EMR,SOM,Somalia,ntetanus,,,,,,182,224,233,74,53,,31,,,,,,,966,,99,,102,,,,,,,946,159,63,22,41,58,60,,,
AFR,ZAF,South Africa,ntetanus,0,,,2,2,0,1,3,,1,1,3,10,3,8,10,6,10,11,2,6,9,9,9,19,32,13,44,58,71,105,157,82,136,149,176,136,214,166
AFR,SSD,South Sudan,ntetanus,,0,,0,0,25,48,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,ESP,Spain,ntetanus,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,,,,,,,14,10,,0,
SEAR,LKA,Sri Lanka,ntetanus,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,2,3,1,8,4,8,7,7,9,11,14,10,5,9,39,37,49,76,123,70,182,219,339
EMR,SDN,Sudan (the),ntetanus,,60,62,,133,88,128,168,260,148,172,172,115,94,88,112,97,99,88,66,53,95,40,21,70,71,150,,28,,,,2050,18,,,,92,90
AMR,SUR,Suriname,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
EUR,SWE,Sweden,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EUR,CHE,Switzerland,ntetanus,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
EMR,SYR,Syrian Arab Republic (the),ntetanus,0,1,2,1,,0,1,2,5,4,4,6,3,5,8,11,16,18,15,23,32,45,61,106,74,74,82,50,55,90,116,140,192,124,151,100,144,85,91
EUR,TJK,Tajikistan,ntetanus,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,0,0,0,,,,,,,,,,,
SEAR,THA,Thailand,ntetanus,0,0,0,0,2,2,4,1,3,1,3,4,3,6,11,6,9,11,17,25,20,25,32,38,68,67,120,166,212,286,325,414,508,564,548,566,677,630,664
SEAR,TLS,Timor-Leste,ntetanus,1,1,1,0,0,1,4,2,7,2,1,4,9,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AFR,TGO,Togo,ntetanus,14,16,11,12,18,26,20,28,28,17,5,18,15,10,8,28,42,29,33,41,39,14,27,13,32,7,27,24,42,97,64,143,101,118,115,117,139,237,217
WPR,TON,Tonga,ntetanus,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AMR,TTO,Trinidad and Tobago,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EMR,TUN,Tunisia,ntetanus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,2,3,4,4,7,7,3,7,8,9,13,21,37,25,33,45,44,34,36,13
EUR,TUR,Turkey,ntetanus,0,0,0,0,1,0,0,0,2,0,7,5,18,32,15,41,32,32,26,,30,33,61,63,51,46,29,68,67,63,51,46,66,41,,,,,
EUR,TKM,Turkmenistan,ntetanus,0,,,,,,,0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
WPR,TUV,Tuvalu,ntetanus,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,0,0,0,0,,,,,,
AFR,UGA,Uganda,ntetanus,78,16,73,136,84,406,149,207,98,151,100,102,143,107,152,316,611,520,470,209,583,158,167,307,523,,605,,129,110,144,,,,,,,,
EUR,UKR,Ukraine,ntetanus,0,,,,,,,0,,,0,0,0,,,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,
EMR,ARE,United Arab Emirates (the),ntetanus,0,,,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,8,5,7,7,3,
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,TZA,United Republic of Tanzania,ntetanus,0,,,,2,0,0,0,5,6,6,18,11,7,19,14,32,41,48,40,34,21,19,29,25,53,91,114,28,1078,,274,326,158,83,,,421,652
AMR,USA,United States of America (the),ntetanus,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
AMR,URY,Uruguay,ntetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EUR,UZB,Uzbekistan,ntetanus,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
WPR,VUT,Vanuatu,ntetanus,,,,,,,,0,0,0,0,0,0,0,,3,2,1,0,6,,0,2,0,0,1,0,0,0,2,1,1,0,2,0,0,2,2,3
AMR,VEN,Venezuela (Bolivarian Republic of),ntetanus,0,1,2,0,2,1,1,3,2,1,0,1,4,2,0,0,4,0,2,4,7,7,14,18,14,27,29,35,28,46,43,53,59,70,77,101,132,143,129
WPR,VNM,Viet Nam,ntetanus,37,52,32,47,34,46,39,32,35,33,34,36,27,35,46,76,95,104,142,219,266,257,257,330,422,333,187,334,313,,,,,,,,,,
EMR,YEM,Yemen,ntetanus,116,0,,117,,66,80,38,93,30,46,48,101,46,50,84,122,121,174,131,,,,12,3,8,21,,,19,48,49,16,61,119,139,73,31,7
AFR,ZMB,Zambia,ntetanus,71,26,0,0,,0,0,0,0,0,13,0,37,29,33,41,102,39,130,161,,34,15,24,21,29,5,6,57,,196,270,388,,147,,,,
AFR,ZWE,Zimbabwe,ntetanus,0,3,0,4,0,4,6,7,1,4,1,5,2,5,6,4,9,13,16,12,7,12,5,18,24,12,23,28,16,58,21,67,358,218,245,85,428,118,134
