WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
WPR,KOR,Republic of Korea (the),ttetanus,31,34,24,22,26,22,17,19,14,17,14,,10,11,11,8,,7,6,,3,0,0,,,,,,0,0,5,3,2,5,5,16,7,9,1
EUR,MDA,Republic of Moldova (the),ttetanus,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,3,0,2,3,4,,,,,,,,,,,
EUR,ROU,Romania,ttetanus,6,7,14,7,3,6,7,20,9,9,11,12,10,8,11,13,21,23,14,19,23,17,22,28,25,30,37,23,33,22,29,36,30,23,39,24,42,39,33
EUR,RUS,Russian Federation (the),ttetanus,11,13,18,13,8,11,21,8,13,10,11,15,15,29,35,25,31,42,33,49,49,53,69,70,68,96,84,74,,,,,,,,,,,
AFR,RWA,Rwanda,ttetanus,2,,2,6,0,0,0,0,0,0,1,1,2,12,13,93,18,27,10,24,,,1,,,,,37,18,40,100,88,82,70,97,85,99,97,103
AMR,KNA,Saint Kitts and Nevis,ttetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,1,1,2
AMR,LCA,Saint Lucia,ttetanus,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,3,2,6,3,1
AMR,VCT,Saint Vincent and the Grenadines,ttetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0
WPR,WSM,Samoa,ttetanus,0,0,,,,,0,0,0,0,,,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EUR,SMR,San Marino,ttetanus,0,0,0,,,,0,0,0,0,,0,0,0,0,0,,,0,0,,1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0
AFR,STP,Sao Tome and Principe,ttetanus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,,,,,,,,18,13,28,20,13,41,19,15,12
EMR,SAU,Saudi Arabia,ttetanus,14,,3,1,13,27,21,26,10,15,17,27,26,32,48,43,39,35,,19,21,44,40,39,49,55,30,28,33,42,62,54,54,80,79,158,138,120,124
AFR,SEN,Senegal,ttetanus,6,251,,,4,78,118,144,21,16,252,41,,20,,,,45,0,,,16,,,35,,72,100,109,101,115,,,,,1035,704,691,1378
EUR,SRB,Serbia,ttetanus,0,2,4,4,0,2,3,6,2,7,5,11,7,15,13,8,11,14,24,34,,21,31,23,28,25,22,34,57,58,71,68,76,74,93,101,113,112,99
AFR,SYC,Seychelles,ttetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,1,0,0,0,0,0,1,3,2,5,2
AFR,SLE,Sierra Leone,ttetanus,971,43,6,11,,9,,112,,12,67,8,15,10,,,,,36,,,0,,,,,,88,103,188,,120,64,631,643,713,739,609,871
WPR,SGP,Singapore,ttetanus,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,0,5,,0,,0,,,0,0,0,,5,0,0,0,1,3,1,,
EUR,SVK,Slovakia,ttetanus,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,,,,,,,,,,,
EUR,SVN,Slovenia,ttetanus,2,0,2,3,6,1,1,2,0,0,1,1,4,2,2,3,5,2,,5,3,5,5,8,13,8,9,12,,,,,,,,,,,
WPR,SLB,Solomon Islands,ttetanus,0,0,,,,0,0,0,0,0,0,0,4,45,0,0,0,0,,,0,1,7,3,22,33,,,46,30,20,8,0,0,3,6,5,12,14
EMR,SOM,Somalia,ttetanus,,,,,,321,,233,74,53,,31,,,,,,,,,111,,102,,,,,,,1079,238,192,71,262,168,95,,,
AFR,ZAF,South Africa,ttetanus,9,1,,,2,0,1,,,1,1,3,10,3,8,18,38,13,11,4,16,15,21,,,39,68,93,117,139,177,237,189,251,273,308,250,356,288
AFR,SSD,South Sudan,ttetanus,0,0,,4,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,ESP,Spain,ttetanus,3,3,10,3,,13,12,9,9,7,15,11,18,18,16,24,20,,27,,,45,45,39,36,49,57,54,54,56,49,65,69,74,89,91,47,,500
SEAR,LKA,Sri Lanka,ttetanus,,15,5,15,9,19,8,14,11,18,29,44,37,20,32,30,34,75,97,72,76,77,,66,9,196,231,188,183,295,219,258,502,481,585,721,795,949,1243
EMR,SDN,Sudan (the),ttetanus,,,,,139,88,137,174,273,155,173,187,115,94,,,121,,,66,,186,169,161,176,188,292,202,411,402,571,512,3571,7130,216,258,5429,5168,4451
AMR,SUR,Suriname,ttetanus,,,0,1,0,0,1,1,1,1,1,2,2,1,0,1,5,0,2,0,0,0,4,3,1,0,1,0,40,2,2,2,2,0,7,0,0,0,11
EUR,SWE,Sweden,ttetanus,3,2,3,0,2,3,0,3,0,3,0,0,1,1,0,0,0,1,0,,,3,3,3,1,1,0,1,1,0,0,1,4,2,1,0,5,5,4
EUR,CHE,Switzerland,ttetanus,,,,,,,,,1,4,1,1,2,0,0,3,0,0,,,1,2,3,2,3,3,1,4,1,1,3,1,0,0,2,4,1,2,2
EMR,SYR,Syrian Arab Republic (the),ttetanus,1,1,3,2,,1,13,3,6,5,8,6,3,5,,15,20,23,17,25,36,49,78,135,90,78,89,50,71,113,135,140,192,127,187,113,186,246,244
EUR,TJK,Tajikistan,ttetanus,,,,,,0,0,3,4,0,2,1,,,,0,0,0,,0,,0,0,1,3,2,1,3,,,,,,,,,,,
SEAR,THA,Thailand,ttetanus,,68,61,76,81,126,105,110,126,126,102,136,146,172,210,214,224,222,220,234,310,340,,349,432,502,588,706,813,970,1131,1226,1379,1455,1461,1663,1871,1837,1818
SEAR,TLS,Timor-Leste,ttetanus,1,1,0,0,0,11,10,3,9,9,9,6,,6,0,,0,,,,,,,,,,,,,,,,,,,,,,
AFR,TGO,Togo,ttetanus,14,16,11,12,18,26,20,28,28,17,5,18,,10,,28,42,,,,,,,,,,,,107,219,262,358,517,273,247,277,252,508,436
WPR,TON,Tonga,ttetanus,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,1,0,0,0,4,3,1,3,5,3,2
AMR,TTO,Trinidad and Tobago,ttetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,7,2,1,0,1,0,7,8,10,10,10,4,3,12,12,15,15,11,14,28
EMR,TUN,Tunisia,ttetanus,,1,4,4,5,8,2,1,3,2,5,6,5,2,2,2,5,7,5,3,3,4,4,8,7,7,13,12,12,15,30,42,34,43,47,44,178,58,121
EUR,TUR,Turkey,ttetanus,,25,16,8,13,15,11,24,25,12,19,19,28,51,37,58,48,56,38,,60,51,61,63,105,95,110,102,123,141,104,116,160,113,161,162,110,69,48
EUR,TKM,Turkmenistan,ttetanus,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,1,1,1,2,4,,,,,,,,,,,
WPR,TUV,Tuvalu,ttetanus,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
AFR,UGA,Uganda,ttetanus,1049,102,985,1804,1358,2928,1019,623,1822,1304,1646,1007,1166,107,,,,,710,339,,,,307,,,,,288,381,270,,,,,575,40,66,48
EUR,UKR,Ukraine,ttetanus,0,,10,,,,23,12,13,,17,28,24,,20,34,36,34,36,52,41,42,55,72,77,83,99,95,,,,,,,,,,,
EMR,ARE,United Arab Emirates (the),ttetanus,0,,,,0,,3,,4,,3,,,1,9,5,4,6,6,3,4,0,3,7,8,3,8,3,3,6,12,10,6,8,9,10,19,4,14
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),ttetanus,7,5,4,6,9,8,6,3,9,6,5,4,3,10,20,14,7,7,2,,,9,10,7,4,8,7,8,18,22,23,15,14,12,9,8,20,25,30
AFR,TZA,United Republic of Tanzania,ttetanus,3,,,,2,,,,5,6,6,18,18,,,,,,,,,,,,,,,114,28,1078,3,274,326,306,158,261,,,
AMR,USA,United States of America (the),ttetanus,0,33,34,30,25,26,37,37,26,18,19,28,41,27,34,20,25,38,35,32,34,42,,34,51,48,45,57,64,53,53,48,64,83,74,91,88,72,95
AMR,URY,Uruguay,ttetanus,0,0,0,0,1,1,0,0,3,1,2,0,2,1,1,1,0,1,0,0,2,1,1,2,2,4,4,5,5,5,2,11,4,10,9,4,15,13,15
EUR,UZB,Uzbekistan,ttetanus,,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,2,3,4,3,12,4,,,,,,,,,,,
WPR,VUT,Vanuatu,ttetanus,,,,,,,,0,0,0,0,0,0,0,,3,2,1,0,6,,0,2,0,0,3,1,0,0,4,6,1,1,4,5,5,5,3,3
AMR,VEN,Venezuela (Bolivarian Republic of),ttetanus,11,16,23,14,12,9,14,26,13,17,0,,38,33,35,34,25,38,27,46,46,65,65,60,59,92,81,118,99,112,138,156,228,262,245,348,435,413,476
WPR,VNM,Viet Nam,ttetanus,401,433,258,360,244,306,253,186,196,247,221,116,57,85,72,119,151,177,267,685,401,257,399,464,553,479,338,893,628,1703,2158,1581,1532,1658,1371,1351,1371,1324,1948
EMR,YEM,Yemen,ttetanus,116,0,,117,,66,115,38,93,30,46,48,101,46,,,,,,,,,,,51,100,30,,,2428,369,324,543,247,462,433,273,224,405
AFR,ZMB,Zambia,ttetanus,,26,0,0,,0,0,0,0,0,16,1,47,53,78,41,157,62,193,261,,34,,24,,,,,57,99,196,270,388,268,213,212,274,307,409
AFR,ZWE,Zimbabwe,ttetanus,0,3,0,7,0,4,6,7,1,4,1,5,26,9,95,4,59,21,28,43,25,68,48,,,,,29,,,,,,,,90,428,118,139
