WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
AMR,KNA,Saint Kitts and Nevis,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,LCA,Saint Lucia,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,VCT,Saint Vincent and the Grenadines,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPR,WSM,Samoa,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,SMR,San Marino,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,STP,Sao Tome and Principe,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,4
EMR,SAU,Saudi Arabia,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,6,2,2,1,5,3,3,4,12,28,102,107,99,169,257
AFR,SEN,Senegal,polio,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,5,1,1,2,2,9,8,3,10,18,80,272,87,98,185,156,187,138
EUR,SRB,Serbia,polio,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,1,6,9,6,3,2,0,0,3,1,2,12,6,0,4
AFR,SYC,Seychelles,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,SLE,Sierra Leone,polio,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,34,14,3,0,,0,7,5,5,57,38,133,4,12,14,45,42,51,33,48,11
WPR,SGP,Singapore,polio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,0,1
EUR,SVK,Slovakia,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
EUR,SVN,Slovenia,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
WPR,SLB,Solomon Islands,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMR,SOM,Somalia,polio,12,0,0,0,5,195,1,9,1,6,1,8,35,185,0,0,3,7,96,19,12,1,,,,,,,,155,54,53,1,6,19,70,,,
AFR,ZAF,South Africa,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,0,0,0,0,0,0,0,5,14,174,25,41,72,71,92,481,127,112
AFR,SSD,South Sudan,polio,,0,0,0,2,0,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
EUR,ESP,Spain,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,6,2,27,21,13,17
SEAR,LKA,Sri Lanka,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,1,9,4,16,96,9,11,16,57,84,254,264
EMR,SDN,Sudan (the),polio,0,0,0,0,0,0,0,0,0,45,26,1,0,27,128,0,0,1,79,60,50,33,51,22,25,252,10,27,4,51,93,99,162,171,78,109,88,63,4151
AMR,SUR,Suriname,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EUR,SWE,Sweden,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EUR,CHE,Switzerland,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1
EMR,SYR,Syrian Arab Republic (the),polio,0,74,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,22,24,13,13,34,39,40,25,29,43,262,248,312
EUR,TJK,Tajikistan,polio,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,14,5,115,,,,,,,,,,,
SEAR,THA,Thailand,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,31,19,1,2,1,7,9,5,4,19,11,25,94,65,81,144,276,257,300
SEAR,TLS,Timor-Leste,polio,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AFR,TGO,Togo,polio,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,0,0,1,5,2,2,5,6,2,12,21,20,8,25,87,46,69,62,62,158,144,178
WPR,TON,Tonga,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,TTO,Trinidad and Tobago,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMR,TUN,Tunisia,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,23,11,19,22,4,6,40,15
EUR,TUR,Turkey,polio,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,19,32,32,24,0,0,24,14,18,7,32,88,83,165,219,148,182
EUR,TKM,Turkmenistan,polio,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,2,4,16,,,,,,,,,,,
WPR,TUV,Tuvalu,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFR,UGA,Uganda,polio,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,46,35,121,100,355,,15,22,28,8,15,,,,16,126,17,124,37
EUR,UKR,Ukraine,polio,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,5,12,3,,,,,,,,,,,
EMR,ARE,United Arab Emirates (the),polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,,6,7,21,13,58,37,48
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,1,0,0,2,6,5,3,2,3
AFR,TZA,United Republic of Tanzania,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,9,,9,1,9,4,3,3,4,578,230,340,108,101,26,69,91
AMR,USA,United States of America (the),polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,15,8,6,8
AMR,URY,Uruguay,polio,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUR,UZB,Uzbekistan,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,68,11,20,,,,,,,,,,,
WPR,VUT,Vanuatu,polio,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
AMR,VEN,Venezuela (Bolivarian Republic of),polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,46,27,8,9,9,30,68,11
WPR,VNM,Viet Nam,polio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,137,121,452,557,612,723,427,839,1449,938,1600,1158,1109,897,644,1741
EMR,YEM,Yemen,polio,0,0,0,0,0,1,3,9,0,0,0,0,1,478,0,0,0,0,0,25,16,0,7,45,173,58,45,27,,701,114,179,601,336,767,633,235,541,722
AFR,ZMB,Zambia,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,29,6,5,0,6,14,370,5,,79,47,85,69,134,128,177,182,243,429,276
AFR,ZWE,Zimbabwe,polio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3,1,1,5,0,0,0,0,1,4,5,92,69,4,3,9,28,32
