##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	927-1-GFP-TdT_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	106851634
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.194502219778876	37.0	37.0	37.0	37.0	37.0
2	36.05303771957292	37.0	37.0	37.0	37.0	37.0
3	36.203955065394695	37.0	37.0	37.0	37.0	37.0
4	36.17507681726234	37.0	37.0	37.0	37.0	37.0
5	36.22246242860451	37.0	37.0	37.0	37.0	37.0
6	36.188397324836416	37.0	37.0	37.0	37.0	37.0
7	36.14558109612063	37.0	37.0	37.0	37.0	37.0
8	36.20976917395573	37.0	37.0	37.0	37.0	37.0
9	36.200435540368055	37.0	37.0	37.0	37.0	37.0
10-14	36.174001045225005	37.0	37.0	37.0	37.0	37.0
15-19	36.17454622172647	37.0	37.0	37.0	37.0	37.0
20-24	36.15294043140229	37.0	37.0	37.0	37.0	37.0
25-29	36.11201347842748	37.0	37.0	37.0	37.0	37.0
30-34	36.061032790570145	37.0	37.0	37.0	37.0	37.0
35-39	36.0328251863701	37.0	37.0	37.0	37.0	37.0
40-44	36.015087426739775	37.0	37.0	37.0	37.0	37.0
45-49	35.98845404273369	37.0	37.0	37.0	37.0	37.0
50-54	35.956518999044974	37.0	37.0	37.0	37.0	37.0
55-59	35.93944694565925	37.0	37.0	37.0	37.0	37.0
60-64	35.92032666528993	37.0	37.0	37.0	37.0	37.0
65-69	35.88761469946262	37.0	37.0	37.0	37.0	37.0
70-74	35.85072437544568	37.0	37.0	37.0	37.0	37.0
75-79	35.81120234436471	37.0	37.0	37.0	37.0	37.0
80-84	35.787915694391714	37.0	37.0	37.0	37.0	37.0
85-89	35.79291509383937	37.0	37.0	37.0	37.0	37.0
90-94	35.76065965823228	37.0	37.0	37.0	37.0	37.0
95-99	35.719499329322375	37.0	37.0	37.0	37.0	37.0
100-104	35.63876730607601	37.0	37.0	37.0	37.0	37.0
105-109	35.59633367890284	37.0	37.0	37.0	37.0	37.0
110-114	35.510845035837264	37.0	37.0	37.0	37.0	37.0
115-119	35.399494336230745	37.0	37.0	37.0	37.0	37.0
120-124	35.24443624699272	37.0	37.0	37.0	34.6	37.0
125-129	35.04707490949553	37.0	37.0	37.0	27.4	37.0
130-134	34.76951941979661	37.0	37.0	37.0	25.0	37.0
135-139	34.514438422158335	37.0	37.0	37.0	25.0	37.0
140-144	34.13018646771466	37.0	37.0	37.0	25.0	37.0
145-149	33.667187556532824	37.0	37.0	37.0	25.0	37.0
150	33.489727784602714	37.0	37.0	37.0	11.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1103	25-29	0.008996619135558603
1103	30-34	-0.005617012371509134
1103	35-39	0.004643603991453915
1103	40-44	0.027390148712200357
1103	45-49	0.030303325344767984
1103	50-54	-9.126920854285459E-4
1103	55-59	0.014952036911623168
1103	60-64	0.026322618537619746
1103	65-69	0.011901949482393093
1103	70-74	0.003609474472710872
1103	75-79	0.011488624310977968
1103	80-84	-0.002939983141374114
1103	85-89	-0.006969800205752108
1103	90-94	0.016353441924749745
1103	95-99	-0.027849371836900616
1103	100-104	0.004334596562685533
1103	105-109	0.04538340479660974
1103	110-114	-0.006354687025009298
1103	115-119	0.014886576653864836
1103	120-124	-0.05882672205615336
1103	125-129	-0.03791496570393349
1103	130-134	-0.042944748061664484
1103	135-139	-0.054224340487586176
1103	140-144	-0.07326612788249776
1103	145-149	-0.14510882551768134
1103	150	-0.16010603620834019
1104	1	0.010649982754536325
1104	2	-0.006531376246634579
1104	3	0.019024430687913707
1104	4	-0.009873233390813141
1104	5	0.020478758716407697
1104	6	0.007773127099540034
1104	7	0.017911516370318736
1104	8	0.012967904949967135
1104	9	0.03496709647860996
1104	10-14	0.020318431025643235
1104	15-19	0.008279730762900783
1104	20-24	0.021287124705587246
1104	25-29	0.014854859988403746
1104	30-34	0.0036895813847195313
1104	35-39	0.02479830363976987
1104	40-44	0.00865450273061441
1104	45-49	0.008462366656466713
1104	50-54	0.0434190944150501
1104	55-59	0.017671434231388616
1104	60-64	0.015492197322792833
1104	65-69	0.04780912404097393
1104	70-74	0.007458864508272711
1104	75-79	0.030134340086732436
1104	80-84	0.011775411660984503
1104	85-89	0.005849963495776933
1104	90-94	0.01858872325004768
1104	95-99	0.017379846956728784
1104	100-104	-0.03083226697226138
1104	105-109	-0.0172368607517015
1104	110-114	0.014831693170407334
1104	115-119	-0.003993682358462536
1104	120-124	0.004033411915429497
1104	125-129	0.0026443692962700993
1104	130-134	-0.08337878052655867
1104	135-139	-0.10648817403593114
1104	140-144	-0.10740543268384073
1104	145-149	-0.13132466604410098
1104	150	-0.21782896257990103
1105	1	-0.021148003913836533
1105	2	-0.03577585368678626
1105	3	0.0302654568286016
1105	4	0.04163026151405802
1105	5	0.01260331576503404
1105	6	0.04156938556780432
1105	7	-0.017951078330156633
1105	8	0.05131887402754387
1105	9	-0.036291650059325775
1105	10-14	0.02869488292405009
1105	15-19	0.028786278700337675
1105	20-24	0.03559179682325464
1105	25-29	0.02649072229459648
1105	30-34	0.06417764381346558
1105	35-39	0.03623174526871509
1105	40-44	0.028432224400226858
1105	45-49	0.016778537588542974
1105	50-54	0.04690992091853019
1105	55-59	0.062153371366846955
1105	60-64	0.05477461559065944
1105	65-69	0.06305465272490096
1105	70-74	0.014991243091095896
1105	75-79	0.031132223850953267
1105	80-84	0.049036582479409674
1105	85-89	0.05269035477391526
1105	90-94	0.09381808436348393
1105	95-99	0.04773767976053023
1105	100-104	0.08583956252360991
1105	105-109	0.057683823625538366
1105	110-114	0.0657242083008569
1105	115-119	0.061813925515579626
1105	120-124	0.032051754038207037
1105	125-129	0.020996741152501386
1105	130-134	-0.03285888433158135
1105	135-139	-0.07307762690563635
1105	140-144	-0.0918427805524189
1105	145-149	-0.09458332338596165
1105	150	-0.17469544475284948
1106	1	0.01886195825492365
1106	2	-0.03254701963283679
1106	3	-0.024059948301157874
1106	4	-0.01584203484424762
1106	5	-0.030821811901574847
1106	6	-0.004979112286697784
1106	7	-0.01417149350923097
1106	8	-0.01731373049850049
1106	9	-0.011169610579905509
1106	10-14	-0.02340300349316493
1106	15-19	-0.02424294236210045
1106	20-24	-0.019643572406238263
1106	25-29	-0.024959891965217196
1106	30-34	-0.026045053847383315
1106	35-39	-0.017697914992020003
1106	40-44	-0.011082622103039341
1106	45-49	-0.029310435295094805
1106	50-54	-0.026442527628518064
1106	55-59	0.003743046947178641
1106	60-64	-0.008321637749496347
1106	65-69	-0.023784832211795504
1106	70-74	-0.05193542739897339
1106	75-79	-0.0161874594832625
1106	80-84	-0.04932186841320885
1106	85-89	-0.03226485735652318
1106	90-94	0.02022494164735633
1106	95-99	-0.023295567297637376
1106	100-104	-0.04998404418738289
1106	105-109	0.0017530201078130858
1106	110-114	-0.03438954841209352
1106	115-119	-9.374063241480712E-4
1106	120-124	-0.03587847189236015
1106	125-129	-0.06755047885985022
1106	130-134	-0.11948404554592429
1106	135-139	-0.13041654776298373
1106	140-144	-0.14126126650437243
1106	145-149	-0.1645017806422473
1106	150	-0.29763114302153326
1107	1	-0.1086838939974939
1107	2	0.051540985222409574
1107	3	-0.05848901409147089
1107	4	-0.007131044147463683
1107	5	0.015426711369741497
1107	6	0.018759052778705154
1107	7	0.04681916903032146
1107	8	-0.09983591831620942
1107	9	-0.01811023909659326
1107	10-14	0.002453384495709088
1107	15-19	0.0030566427796188123
1107	20-24	-0.012266219612264706
1107	25-29	-9.046983067619863E-4
1107	30-34	0.004080500064524983
1107	35-39	0.016603400162665594
1107	40-44	0.056444885109272036
1107	45-49	0.02311363606801109
1107	50-54	0.045432473581207944
1107	55-59	0.019297482651083442
1107	60-64	0.05373009862257305
1107	65-69	0.03151137574638341
1107	70-74	0.041095300617648434
1107	75-79	0.04350242220840528
1107	80-84	0.04224545509380562
1107	85-89	0.029021932591689392
1107	90-94	0.03901862319459326
1107	95-99	0.031051847788070575
1107	100-104	0.0352158953394337
1107	105-109	0.08088230160108623
1107	110-114	0.0780721820076451
1107	115-119	0.07533474073490964
1107	120-124	0.04258272210633862
1107	125-129	0.0816989500500398
1107	130-134	0.02037462028196302
1107	135-139	6.345155963103366E-4
1107	140-144	0.004045286036294726
1107	145-149	-0.025415193071332
1107	150	0.08274739443096735
1108	1	-0.00924858356371061
1108	2	0.0682303817748462
1108	3	-0.0768585094502896
1108	4	0.01071195360044186
1108	5	0.0016462672492991715
1108	6	-0.012200527357038027
1108	7	0.020599833460188677
1108	8	-0.059783725337965166
1108	9	0.030683628183560074
1108	10-14	9.927988839280033E-4
1108	15-19	0.02575147660450483
1108	20-24	0.030541170176377364
1108	25-29	-0.017336985382868875
1108	30-34	0.032739876225470255
1108	35-39	-0.03750745241414677
1108	40-44	-0.009597282173885446
1108	45-49	-0.025139377568798693
1108	50-54	-0.03375589214164876
1108	55-59	-0.027950022022928067
1108	60-64	-0.026724375767493314
1108	65-69	-9.171952845008491E-4
1108	70-74	-0.008154625125193604
1108	75-79	0.0012445667332485755
1108	80-84	-0.029922990376874736
1108	85-89	-0.006946582797297651
1108	90-94	-0.011737045604796492
1108	95-99	-0.04487643538880093
1108	100-104	-0.015998609737096103
1108	105-109	0.027858667039815543
1108	110-114	0.008917790931057823
1108	115-119	0.013065456109835338
1108	120-124	0.00199921224858457
1108	125-129	-0.02057292201340033
1108	130-134	-0.025125112278566064
1108	135-139	-0.06717704166232608
1108	140-144	-0.10239953383217681
1108	145-149	-0.09504441680479658
1108	150	-0.038760435578403474
1109	1	-0.005742652413196936
1109	2	0.007979765418390627
1109	3	0.038577339816818323
1109	4	-0.010988728270476145
1109	5	0.028855459067059996
1109	6	0.026923553556187585
1109	7	0.07100234378397374
1109	8	-0.010460981296240845
1109	9	0.010532583369432302
1109	10-14	0.051618556356956447
1109	15-19	0.03168539159427297
1109	20-24	0.023649197861836058
1109	25-29	0.01597645633410849
1109	30-34	0.024942542710597593
1109	35-39	0.026564101214745506
1109	40-44	0.008310287275008932
1109	45-49	0.008819186456399564
1109	50-54	0.03318524101052844
1109	55-59	0.007552253896747629
1109	60-64	0.028974005015321325
1109	65-69	0.04164504660962365
1109	70-74	0.033789869070801615
1109	75-79	0.0343320238399798
1109	80-84	0.06128314124763534
1109	85-89	0.027890129904641014
1109	90-94	0.07533375495216887
1109	95-99	0.05097417704155305
1109	100-104	0.056271765684975605
1109	105-109	0.06904571297810236
1109	110-114	0.05038445410387027
1109	115-119	0.0788188193373216
1109	120-124	0.029460070383180437
1109	125-129	0.06582649822117759
1109	130-134	0.06619120215160734
1109	135-139	0.061539923869347035
1109	140-144	0.03334989699655466
1109	145-149	-0.03203496202868905
1109	150	-0.040649643867759266
1110	1	-0.016687806038710562
1110	2	-0.033215965848498286
1110	3	0.02893603229627928
1110	4	0.03128064658476859
1110	5	-0.02648048261313818
1110	6	-0.037498751651227735
1110	7	-0.051000764485628736
1110	8	-0.05262431599275885
1110	9	0.010585491858904561
1110	10-14	-0.008302188630288754
1110	15-19	-0.012695267073574712
1110	20-24	-0.005658909370275467
1110	25-29	-0.012748127988324143
1110	30-34	-0.021582849957134442
1110	35-39	-0.045161610939331354
1110	40-44	-0.032819355991740906
1110	45-49	-0.03606648344587171
1110	50-54	-0.01962081191111764
1110	55-59	-0.03764443341286494
1110	60-64	-0.04470224496187569
1110	65-69	-0.05544739383552155
1110	70-74	-0.035488078536879186
1110	75-79	-0.007240908057781326
1110	80-84	-0.05576477453134032
1110	85-89	-0.07229305904476035
1110	90-94	0.0033673180981992346
1110	95-99	-0.05569095057726514
1110	100-104	-0.05652891961387496
1110	105-109	-0.011168151587412467
1110	110-114	0.004550805715062722
1110	115-119	0.013550847211703854
1110	120-124	-0.06321106529517095
1110	125-129	-0.02100309386002408
1110	130-134	-0.013394086943442574
1110	135-139	-0.05335401826632591
1110	140-144	-0.04838001897208244
1110	145-149	-0.03037540006753403
1110	150	-0.15073295747943405
1111	1	-0.028754900063212574
1111	2	0.051828611937942526
1111	3	0.008994328776495308
1111	4	-0.03572979843888646
1111	5	-0.005199402479362902
1111	6	0.034835109672705755
1111	7	0.014146247090110364
1111	8	-0.027630043840574103
1111	9	0.018435394015604345
1111	10-14	0.008956062042067003
1111	15-19	-0.011974911554233358
1111	20-24	0.005904728216982846
1111	25-29	-0.004528639875708507
1111	30-34	-0.009457536186992854
1111	35-39	0.004614172575543307
1111	40-44	0.022681220883555397
1111	45-49	0.005018297405335659
1111	50-54	-0.016364548903084142
1111	55-59	0.008572576710449198
1111	60-64	0.007862906013315296
1111	65-69	0.011874290502710494
1111	70-74	0.038927281264598435
1111	75-79	0.037187944637771864
1111	80-84	0.019551559645464067
1111	85-89	0.008854281683483123
1111	90-94	0.039528077150635
1111	95-99	0.03937388916757811
1111	100-104	0.030627813157529715
1111	105-109	0.053971500037924613
1111	110-114	0.009026945420167465
1111	115-119	0.1054421927863487
1111	120-124	0.04626557251287977
1111	125-129	0.004371575761425106
1111	130-134	-0.0034773673948649275
1111	135-139	0.0029466807632516634
1111	140-144	-0.029054900149567686
1111	145-149	-0.010806045844063306
1111	150	-0.11794094476633887
1112	1	-0.049269592601220324
1112	2	-0.04103050600530622
1112	3	0.012340640618319298
1112	4	0.07527002482948575
1112	5	0.009928112118259946
1112	6	0.06259233186578683
1112	7	0.04955503929740246
1112	8	0.015711641277867727
1112	9	0.025644529893718016
1112	10-14	0.01719271953732715
1112	15-19	0.008700780860870339
1112	20-24	0.010019857160727952
1112	25-29	0.0033588633347676478
1112	30-34	0.048924428411666554
1112	35-39	0.022642244803947165
1112	40-44	-0.02780685574513342
1112	45-49	-0.0031499511040493644
1112	50-54	-0.018241089110318853
1112	55-59	0.015909597836319733
1112	60-64	0.0063585081947010735
1112	65-69	-0.005693428687848723
1112	70-74	0.005814852443066343
1112	75-79	0.025965096523513864
1112	80-84	-0.03691662081055824
1112	85-89	-0.03115885904244209
1112	90-94	0.009192448533390518
1112	95-99	-0.009177859178166159
1112	100-104	-0.006314874457231667
1112	105-109	0.0242157768527278
1112	110-114	0.021833248038994668
1112	115-119	-0.009318139489899124
1112	120-124	-0.023894359401822385
1112	125-129	0.011915454185810859
1112	130-134	-0.07982751517791797
1112	135-139	-0.11622455221286998
1112	140-144	-0.049769521779630566
1112	145-149	-0.09325182448051805
1112	150	-0.06443737295741414
1113	1	-0.01595768782304674
1113	2	-0.009179350313033297
1113	3	0.10393004044579612
1113	4	0.03613953785587398
1113	5	0.012331631449114866
1113	6	0.02459091614068143
1113	7	0.06056437964817718
1113	8	-1.5059138931405869E-5
1113	9	0.01527010513592586
1113	10-14	0.040065297074868056
1113	15-19	0.05542309282530056
1113	20-24	0.0754231070495095
1113	25-29	0.056833899683589095
1113	30-34	0.04032834350287828
1113	35-39	0.046284735985224756
1113	40-44	0.027314292539792007
1113	45-49	0.04044721692863362
1113	50-54	0.027874703020756897
1113	55-59	0.07472875455834327
1113	60-64	0.03744963409506141
1113	65-69	0.060253063698986864
1113	70-74	0.029893422416655824
1113	75-79	0.01002647686843261
1113	80-84	0.013964052177811936
1113	85-89	0.028253217982907586
1113	90-94	0.028228318678934272
1113	95-99	-0.006987086433440481
1113	100-104	0.004466738401973203
1113	105-109	0.03917613156334454
1113	110-114	0.042401484567392345
1113	115-119	0.061940635152559764
1113	120-124	0.03132219981733897
1113	125-129	0.058680108630504435
1113	130-134	0.03606182926527168
1113	135-139	0.009723945753755459
1113	140-144	-0.019086440876641575
1113	145-149	0.054337455677000435
1113	150	-0.004504369664459773
1114	1	0.015674169236767455
1114	2	0.012113916123972501
1114	3	0.029888291463059602
1114	4	0.03649011281594028
1114	5	0.10982063115947227
1114	6	0.0804505873718071
1114	7	0.0730526382867751
1114	8	0.05739712126251817
1114	9	0.019656953268572863
1114	10-14	0.048001549997295
1114	15-19	0.045678391951859965
1114	20-24	0.030255415137780517
1114	25-29	0.026265279053411916
1114	30-34	0.05242666898477211
1114	35-39	0.044105754382073314
1114	40-44	0.03552464522876164
1114	45-49	0.054698796939227634
1114	50-54	0.03343460488705574
1114	55-59	0.036049355177617315
1114	60-64	0.0310969764211535
1114	65-69	0.04117494212843553
1114	70-74	0.03940044932317477
1114	75-79	0.08026507453299558
1114	80-84	0.08599876155364683
1114	85-89	0.017229053110696668
1114	90-94	0.06001885149375852
1114	95-99	0.013670779853192983
1114	100-104	0.046071085884491936
1114	105-109	0.05331737216380361
1114	110-114	0.045350965722605
1114	115-119	0.09632846186332245
1114	120-124	0.06737949636311669
1114	125-129	0.09236009297028858
1114	130-134	0.04390603725646969
1114	135-139	0.00831899236859357
1114	140-144	-0.04029029367847414
1114	145-149	-0.0022325379290606406
1114	150	0.03914875773065063
1115	1	0.04780793044493947
1115	2	0.04752034809282435
1115	3	0.03895804561597771
1115	4	0.06285216172489783
1115	5	-0.014553331928738089
1115	6	0.02889940386148737
1115	7	0.09658333699414356
1115	8	0.0349698611540461
1115	9	0.02388708057754485
1115	10-14	0.012697783072283642
1115	15-19	0.05835286447545229
1115	20-24	0.02933952238772264
1115	25-29	0.029466385681011786
1115	30-34	0.03474454341669997
1115	35-39	0.027913344343680535
1115	40-44	0.01566414174271813
1115	45-49	0.019456264752840013
1115	50-54	0.025599821504165732
1115	55-59	0.051566324571261646
1115	60-64	0.03579517481026784
1115	65-69	0.03522936701652668
1115	70-74	-4.383311378504118E-4
1115	75-79	0.039737808191127044
1115	80-84	0.021874435633215228
1115	85-89	0.04224718610009859
1115	90-94	0.02402323466341727
1115	95-99	0.04395647237742395
1115	100-104	0.006328005097365974
1115	105-109	0.09298052622081343
1115	110-114	0.06439200589440475
1115	115-119	0.0596657536359686
1115	120-124	0.11949109253600199
1115	125-129	0.0939407721376142
1115	130-134	0.05608768019159527
1115	135-139	0.026147900945481695
1115	140-144	0.09262402874851716
1115	145-149	0.06267868790448716
1115	150	0.04599110642343618
1116	1	-0.056736409067454474
1116	2	-0.07633332359208822
1116	3	-0.040394961657902684
1116	4	-0.02340863142338634
1116	5	-0.044773151031726854
1116	6	-0.030295679050880153
1116	7	-0.05747462510008461
1116	8	-0.08190612695107546
1116	9	-0.10293099568417574
1116	10-14	-0.04559936818180432
1116	15-19	3.1555457743337456E-4
1116	20-24	-0.02934098912403016
1116	25-29	-0.06421449304828997
1116	30-34	-0.04929144211938308
1116	35-39	-0.05704188930927501
1116	40-44	-0.0350079317935581
1116	45-49	-0.045182394662241165
1116	50-54	-0.054042669164495294
1116	55-59	-0.07882537613363638
1116	60-64	-0.05039943740948161
1116	65-69	-0.040616421236023825
1116	70-74	-0.03188568566989147
1116	75-79	-0.015346498714727375
1116	80-84	-0.06225863062739734
1116	85-89	-0.10950824909136259
1116	90-94	-0.03910792682339803
1116	95-99	-0.04714722599394605
1116	100-104	-0.0562340643326209
1116	105-109	-0.010870649276768063
1116	110-114	-0.012414091938886429
1116	115-119	0.03678425845692601
1116	120-124	-0.020301743242818304
1116	125-129	-0.050484220183527384
1116	130-134	-0.04079686690724316
1116	135-139	-0.09757410466298211
1116	140-144	-0.02280835282233795
1116	145-149	-0.09564820053778789
1116	150	-0.27000566325147446
1117	1	-0.04897430249825874
1117	2	-0.04392487808129886
1117	3	-0.002300720141903412
1117	4	0.0043308403397830375
1117	5	-0.00277792464629556
1117	6	-0.013327671735993363
1117	7	0.03709825349414331
1117	8	-0.043599800915195885
1117	9	-0.025410210778368025
1117	10-14	0.029166996272209644
1117	15-19	0.014433096116107436
1117	20-24	0.002908439711497124
1117	25-29	-5.086633088708936E-4
1117	30-34	0.014442042693993073
1117	35-39	-0.002977340871780143
1117	40-44	0.022788681331888938
1117	45-49	0.01938385668002951
1117	50-54	-0.016872132033199705
1117	55-59	0.026572719901714947
1117	60-64	0.02687880502336526
1117	65-69	0.019142082699218577
1117	70-74	0.023949036645753097
1117	75-79	0.020425588595571753
1117	80-84	0.060151135350885454
1117	85-89	0.060056532296528076
1117	90-94	0.05480222657505607
1117	95-99	0.05192084784260942
1117	100-104	0.022255893885791522
1117	105-109	0.0590814900051555
1117	110-114	0.061516827679518826
1117	115-119	0.06918180388225181
1117	120-124	0.07818694433706241
1117	125-129	0.04012675763511453
1117	130-134	-0.010931504762815791
1117	135-139	-0.01528649438526486
1117	140-144	0.05226931807231239
1117	145-149	-0.013059311898039994
1117	150	-0.040439897741585185
1118	1	-0.124749313412714
1118	2	-0.053644191782751705
1118	3	-0.0594476504737429
1118	4	-0.003999853869466108
1118	5	-0.0596947820547058
1118	6	-0.01502942874785873
1118	7	0.0033518827900138604
1118	8	-0.023082489906492754
1118	9	-0.011241827458199793
1118	10-14	-0.03293915725802066
1118	15-19	-0.040299286919122324
1118	20-24	-0.02167969462654895
1118	25-29	-0.04347749869965867
1118	30-34	-0.028604681319258418
1118	35-39	-0.0655656870512189
1118	40-44	-0.03644653208053228
1118	45-49	-0.027770971903187558
1118	50-54	-0.00929552028431857
1118	55-59	-0.02243386221159227
1118	60-64	-0.03564005682090965
1118	65-69	-0.03288072253448604
1118	70-74	-0.013444314504660326
1118	75-79	-0.0220006944656177
1118	80-84	-0.04944219408179151
1118	85-89	-0.05690414657778575
1118	90-94	-0.011751600306048715
1118	95-99	0.0030308585405123267
1118	100-104	-0.019735749673529313
1118	105-109	0.01352054117978696
1118	110-114	-0.020655508946248347
1118	115-119	0.004346560374479225
1118	120-124	0.007587515881958495
1118	125-129	-0.021373682456065524
1118	130-134	-0.07497204953493508
1118	135-139	-0.05731674430564482
1118	140-144	-0.08156412816305902
1118	145-149	-0.13991643483392124
1118	150	-0.049391664336113195
1119	1	-0.0367121125011991
1119	2	-0.09595684410033556
1119	3	-0.0024735526545924813
1119	4	-0.07519979330049154
1119	5	-0.024583729173954794
1119	6	-0.05449533065195311
1119	7	-0.08985276263494058
1119	8	-0.05709180802654856
1119	9	-0.03814107826534041
1119	10-14	-0.037199027931109185
1119	15-19	-0.02308914991927935
1119	20-24	-0.028151408005228973
1119	25-29	-0.039183597643280166
