SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,10,001,Delaware,Kent County,1,162310,78035,84275,11150,5706,5444,20239,10295,9944,8990,4595,4395,17783,8870,8913,126539,59761,66778,121931,57439,64492,65194,31663,33531,40587,19327,21260,41579,19612,21967,21982,9630,12352,11150,5706,5444,11286,5724,5562,11119,5700,5419,12370,6198,6172,12237,6138,6099,10494,5084,5410,9523,4452,5071,9824,4608,5216,10746,5183,5563,12028,5803,6225,11149,5267,5882,9428,4356,5072,8974,4186,4788,7244,3342,3902,5455,2502,2953,4214,1908,2306,2666,1118,1548,2403,760,1643,36.6,35.0,38.0
050,10,001,Delaware,Kent County,2,162350,78057,84293,11151,5707,5444,20245,10298,9947,8994,4597,4397,17786,8873,8913,126571,59778,66793,121960,57455,64505,65210,31672,33538,40597,19332,21265,41589,19616,21973,21988,9634,12354,11151,5707,5444,11288,5726,5562,11124,5702,5422,12374,6200,6174,12239,6140,6099,10498,5087,5411,9524,4452,5072,9826,4609,5217,10749,5184,5565,12032,5805,6227,11153,5268,5885,9429,4357,5072,8975,4186,4789,7245,3343,3902,5455,2502,2953,4216,1910,2306,2668,1119,1549,2404,760,1644,36.6,35.0,38.0
050,10,001,Delaware,Kent County,3,162956,78365,84591,11151,5697,5454,20312,10339,9973,8972,4588,4384,17823,8908,8915,127124,60068,67056,122521,57741,64780,65338,31769,33569,40701,19390,21311,41841,19753,22088,22156,9690,12466,11151,5697,5454,11289,5723,5566,11181,5733,5448,12296,6183,6113,12341,6196,6145,10564,5126,5438,9616,4486,5130,9790,4599,5191,10731,5179,5552,12021,5794,6227,11238,5319,5919,9538,4412,5126,9044,4228,4816,7297,3361,3936,5515,2524,2991,4220,1901,2319,2702,1135,1567,2422,769,1653,36.6,35.0,38.0
050,10,001,Delaware,Kent County,4,165110,79485,85625,11074,5633,5441,20483,10456,10027,8906,4562,4344,18197,9094,9103,129165,61130,68035,124647,58834,65813,65801,32077,33724,40901,19543,21358,42666,20186,22480,22883,10011,12872,11074,5633,5441,11301,5737,5564,11385,5841,5544,12033,6078,5955,12867,6456,6411,10733,5256,5477,9916,4655,5261,9546,4476,5070,10706,5156,5550,11896,5694,6202,11513,5514,5999,9920,4610,5310,9337,4368,4969,7528,3467,4061,5743,2599,3144,4263,1895,2368,2859,1228,1631,2490,822,1668,36.7,35.1,38.2
050,10,001,Delaware,Kent County,5,167297,80692,86605,11083,5646,5437,20446,10390,10056,8867,4571,4296,18578,9387,9191,131246,62343,68903,126901,60085,66816,66559,32617,33942,41419,19843,21576,42780,20227,22553,24124,10628,13496,11083,5646,5437,11307,5744,5563,11444,5830,5614,11891,6031,5860,13249,6743,6506,11108,5487,5621,10298,4926,5372,9376,4380,4996,10637,5050,5587,11668,5583,6085,11606,5561,6045,10347,4819,5528,9159,4264,4895,8229,3803,4426,5993,2716,3277,4365,1943,2422,3022,1317,1705,2515,849,1666,36.8,34.9,38.3
050,10,001,Delaware,Kent County,6,169038,81597,87441,11058,5707,5351,20406,10370,10036,8922,4517,4405,18579,9412,9167,132991,63223,69768,128652,61003,67649,67142,32965,34177,41906,20158,21748,42921,20253,22668,25246,11180,14066,11058,5707,5351,11287,5696,5591,11384,5796,5588,11838,5981,5857,13398,6826,6572,11370,5673,5697,10586,5098,5488,9543,4473,5070,10407,4914,5493,11279,5398,5881,11760,5647,6113,10661,4945,5716,9221,4263,4958,8561,3942,4619,6402,2934,3468,4553,2030,2523,3142,1364,1778,2588,910,1678,36.8,35.0,38.5
050,10,001,Delaware,Kent County,7,171456,82830,88626,11085,5708,5377,20374,10375,9999,9050,4561,4489,18653,9499,9154,135418,64445,70973,130947,62186,68761,68041,33405,34636,42653,20542,22111,43189,20439,22750,26452,11706,14746,11085,5708,5377,11258,5739,5519,11431,5833,5598,11824,5901,5923,13564,6962,6602,11912,5963,5949,10793,5212,5581,9803,4604,5199,10145,4763,5382,10895,5233,5662,11938,5737,6201,11016,5150,5866,9340,4319,5021,8982,4124,4858,6806,3109,3697,4727,2098,2629,3224,1416,1808,2713,959,1754,36.9,35.1,38.6
050,10,001,Delaware,Kent County,8,173128,83476,89652,11066,5693,5373,20285,10221,10064,9169,4660,4509,18295,9287,9008,137175,65184,71991,132608,62902,69706,68441,33615,34826,43242,20840,22402,43601,20568,23033,27470,12207,15263,11066,5693,5373,11212,5654,5558,11338,5739,5599,11971,5988,5983,13228,6787,6441,12306,6149,6157,10879,5271,5608,10081,4774,5307,9976,4646,5330,10743,5167,5576,11933,5734,6199,11206,5221,5985,9719,4446,5273,9277,4321,4956,7126,3242,3884,4931,2176,2755,3303,1449,1854,2833,1019,1814,37.2,35.4,38.8
050,10,001,Delaware,Kent County,9,174542,84097,90445,11101,5604,5497,20257,10258,9999,9037,4594,4443,17922,9092,8830,138690,65930,72760,134147,63641,70506,68423,33691,34732,43724,21156,22568,44035,20743,23292,28466,12650,15816,11101,5604,5497,11091,5629,5462,11426,5780,5646,11909,5964,5945,12790,6571,6219,12657,6384,6273,11013,5335,5678,10356,4926,5430,9698,4511,5187,10559,5061,5498,11891,5663,6228,11442,5352,6090,10143,4667,5476,9566,4447,5119,7368,3355,4013,5200,2297,2903,3340,1428,1912,2992,1123,1869,37.5,35.7,39.1
050,10,001,Delaware,Kent County,10,176499,84991,91508,11227,5597,5630,20369,10351,10018,9119,4608,4511,17786,8979,8807,140363,66745,73618,135784,64435,71349,68786,33947,34839,44162,21521,22641,44375,20857,23518,29461,13078,16383,11227,5597,5630,11208,5718,5490,11442,5794,5648,12015,5980,6035,12609,6446,6163,12812,6572,6240,11179,5406,5773,10590,5095,5495,9581,4448,5133,10522,4999,5523,11639,5521,6118,11678,5530,6148,10536,4807,5729,9369,4302,5067,8051,3692,4359,5485,2433,3052,3469,1487,1982,3087,1164,1923,37.7,36.0,39.3
