"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2008060175","2","3","2","3","00","00","05","2","65","F","4","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060175","2","2","2","8","99","99","03","1","53","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060175","2","1","1","4","99","99","01","1","60","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060181","1","1","1","3","99","99","01","0","78","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060181","2","1","1","0","99","99","01","0","50","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060224","2","1","7","3","00","00","00","0","23","M","0","0","","","9","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008060224","1","1","1","0","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060226","4","1","1","0","99","00","01","0","31","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060226","1","1","1","4","99","04","01","0","24","M","0","0","","PA","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060243","1","1","1","0","99","00","01","0","24","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060243","2","1","7","8","00","00","00","0","10","M","0","0","","","9","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008060244","1","1","1","0","99","99","01","0","55","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060244","2","1","7","8","00","00","00","0","21","F","0","0","","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008060246","2","1","1","8","00","00","01","0","8","M","0","0","","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060246","1","1","1","0","99","99","01","9","32","M","9","9","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060584","1","1","1","0","99","99","01","0","29","F","0","0","","VA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061193","1","1","1","9","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061193","2","1","7","4","00","00","00","0","25","M","0","0","","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008061724","1","1","1","3","03","01","01","1","43","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062187","1","1","1","0","99","99","01","0","46","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062187","2","2","1","0","99","99","01","1","38","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062187","2","1","2","4","00","00","03","1","45","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062522","1","3","2","8","04","00","99","0","6","F","0","9","","NJ","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062522","1","2","2","8","04","00","99","0","1","M","0","9","","NJ","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062522","1","1","1","8","02","00","01","0","31","M","0","9","","NJ","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008063248","2","1","1","8","03","12","01","0","40","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008063248","1","1","1","0","03","12","01","0","22","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008063248","3","1","1","8","03","12","01","0","43","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085199","1","1","1","0","99","00","01","0","30","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085199","2","2","7","8","00","00","00","0","53","M","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008085347","2","1","8","8","00","00","98","0","27","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085347","1","1","1","0","99","99","01","0","54","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085348","1","2","2","8","99","99","03","0","11","M","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085348","1","1","1","0","99","99","01","0","55","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085348","2","1","1","8","99","99","01","0","47","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008075906","2","3","2","0","00","00","15","0","77","U","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008075906","2","2","2","0","00","00","15","0","60","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008075906","2","1","1","0","99","00","01","0","52","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008075906","1","1","7","4","00","00","00","0","15","M","0","0","","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008059020","1","1","1","0","99","01","01","1","50","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008059020","2","2","2","0","99","99","03","1","30","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008059020","2","1","1","3","99","99","01","1","37","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060161","1","1","1","0","99","99","01","1","21","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060161","7","1","1","0","99","99","01","1","30","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060161","6","1","1","4","99","99","01","1","20","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060193","2","1","1","0","01","00","01","1","51","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060193","1","1","1","9","99","99","01","9","30","M","9","9","","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060195","2","1","1","4","00","00","01","0","35","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060195","1","1","1","0","99","00","01","0","18","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060221","1","1","1","3","05","05","01","0","38","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060240","3","2","2","8","99","00","03","0","52","F","0","0","","CA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060240","3","1","1","0","99","00","01","1","28","F","0","0","","CA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060240","1","2","2","9","04","00","06","0","2","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060240","1","1","1","0","99","00","01","0","46","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060240","2","1","1","0","99","00","01","0","39","M","0","0","","DE","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060263","2","2","1","0","99","99","01","0","34","U","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060263","2","1","2","4","99","00","03","1","35","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060263","1","1","1","0","99","99","01","1","73","M","0","1","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060868","1","2","2","0","03","01","03","0","22","M","0","0","","NJ","4","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060868","1","1","1","0","03","01","01","0","20","M","0","0","","NJ","4","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008060868","2","1","1","0","03","99","01","0","57","M","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061006","1","1","1","3","03","12","01","1","51","F","0","3","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061006","2","1","1","0","99","99","01","0","22","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061299","2","1","1","0","03","00","01","0","45","M","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061299","1","2","2","0","04","00","05","0","2","M","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008061299","1","1","1","0","03","01","01","0","58","F","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062072","1","1","1","0","03","19","01","0","33","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008062072","2","1","1","3","00","19","01","0","18","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","1","1","1","0","03","99","01","0","67","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","3","5","2","0","03","00","04","0","39","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","3","4","2","0","03","00","05","0","48","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","3","3","2","8","03","00","06","0","67","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","3","2","2","4","03","10","03","0","50","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","3","1","1","0","03","10","01","0","40","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","2","3","2","0","03","10","03","0","8","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","2","2","2","0","03","00","06","0","11","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","2","1","1","0","03","10","01","0","37","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085516","4","1","1","9","99","99","01","0","99","U","0","0","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085833","2","3","2","3","03","04","03","1","22","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085833","2","2","1","3","00","04","01","1","22","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085833","1","1","1","0","03","10","01","1","42","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071921","2","2","2","4","99","12","03","1","16","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071921","2","1","1","9","99","99","01","0","23","U","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071921","1","1","1","9","99","99","01","0","29","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008072104","2","1","1","4","99","00","01","1","30","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008072104","1","1","1","4","99","04","01","1","22","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040287","1","2","2","8","99","99","99","1","99","U","0","1","","NJ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040287","1","1","1","8","99","99","01","0","45","F","0","0","","NJ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040287","2","1","1","8","99","99","01","0","26","M","0","0","","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040536","1","1","1","0","01","00","01","0","19","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040536","2","1","1","4","99","99","01","0","27","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","4","6","2","9","99","00","99","0","30","U","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","4","5","2","9","99","00","99","0","20","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","4","4","2","9","99","00","99","0","9","U","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","4","3","2","9","99","00","99","0","51","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","4","2","2","9","99","00","99","0","18","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","4","1","1","0","03","00","01","0","33","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","3","1","1","0","03","00","01","0","29","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","1","2","2","0","03","00","03","0","21","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","1","1","1","0","03","00","01","0","31","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","2","3","2","4","03","00","99","0","18","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","2","2","2","4","03","00","99","0","21","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040738","2","1","1","4","03","00","01","0","33","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040786","1","1","1","8","03","00","01","0","82","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041237","1","1","1","0","03","10","01","1","33","F","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041237","2","1","1","4","03","10","01","1","29","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041283","1","1","1","3","00","01","01","0","30","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041283","2","2","2","3","99","00","03","0","15","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041283","2","1","1","0","00","00","01","0","17","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041293","1","1","1","0","03","00","01","0","26","F","0","0","","PA","4","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041296","1","3","2","0","03","00","05","0","7","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041296","1","2","1","0","99","99","01","0","31","U","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041296","1","1","2","0","03","00","06","0","11","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041296","2","2","2","4","01","00","03","0","27","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041296","2","1","1","0","99","99","01","0","55","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008041310","1","1","1","4","99","04","01","0","27","M","0","0","","PA","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085089","1","1","1","0","03","03","01","0","62","F","0","0","N","DC","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085095","2","4","2","0","03","00","05","1","27","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085095","2","3","2","0","03","00","03","1","25","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085095","2","2","1","4","03","00","01","1","56","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085095","1","1","1","0","03","00","01","1","60","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085097","2","3","1","4","03","04","01","1","22","F","0","1","Y","NY","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085097","1","2","2","4","03","00","03","1","21","M","0","1","Y","NJ","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085097","1","1","1","0","03","12","01","1","31","M","0","1","N","NJ","2","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085097","3","4","1","0","03","01","01","1","25","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085214","2","1","1","0","99","99","01","1","47","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008085214","1","1","1","8","00","00","01","0","16","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030471","2","1","1","0","99","00","01","0","53","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030471","1","3","2","0","99","00","03","0","45","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030471","1","2","2","8","99","00","06","0","54","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030471","1","1","1","0","99","00","01","0","60","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030588","3","1","1","0","01","00","01","0","57","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030588","2","1","1","0","01","00","01","0","52","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009030588","1","1","1","0","01","00","01","0","72","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051610","2","1","1","4","01","00","01","0","37","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051610","1","1","1","0","99","00","01","0","36","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051612","2","1","1","4","99","00","01","0","24","F","0","0","","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051612","1","2","2","0","99","99","99","0","99","U","0","0","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051612","1","1","9","0","99","99","01","1","99","F","0","1","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051790","1","3","2","0","99","99","99","1","17","M","0","1","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051790","1","2","2","0","99","99","99","1","14","M","0","1","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008051790","1","1","1","8","99","99","01","1","16","M","0","1","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","1","1","1","0","00","00","01","0","17","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","18","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","17","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","16","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","15","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","14","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","13","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","12","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","11","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","10","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","9","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","8","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","7","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","6","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","5","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","4","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","3","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","2","2","0","00","00","15","0","99","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008132936","2","1","1","0","00","00","01","0","68","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133306","2","2","1","0","00","00","01","0","40","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133306","1","1","1","8","00","00","01","0","30","M","0","0","N","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133310","2","1","1","0","01","00","01","1","55","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133310","1","1","1","4","99","01","01","1","28","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133314","1","1","1","0","00","00","01","0","43","M","0","0","N","CA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133314","2","1","7","8","00","00","00","0","42","M","0","0","Y","","9","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008133513","3","1","7","4","00","00","00","0","33","M","0","0","","","9","99","3","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008133513","2","1","7","4","00","00","00","0","60","F","0","0","","","0","99","3","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008133513","1","1","1","0","99","00","01","1","60","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133526","1","1","1","0","99","00","01","1","44","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133526","2","1","7","1","00","00","00","0","80","M","0","0","Y","","0","02","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008133529","1","1","1","3","03","01","01","0","23","M","0","0","Y","IL","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133545","1","1","1","0","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133545","2","1","1","3","00","00","01","0","9","M","0","0","Y","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133560","1","1","1","9","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133560","3","1","1","9","99","01","01","0","57","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133560","2","1","1","8","99","99","01","0","22","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133579","1","1","1","9","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133579","2","1","1","4","00","00","01","0","28","F","0","0","Y","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133583","2","4","1","3","01","00","01","0","53","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133583","2","3","2","0","99","00","07","0","24","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133583","2","2","2","0","99","00","05","0","25","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133583","2","1","2","0","99","00","06","0","24","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133583","1","1","1","8","99","01","01","0","22","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133792","1","1","1","9","99","99","01","0","99","F","0","0","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133814","1","1","1","0","99","99","01","0","99","U","0","0","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008133814","2","1","7","4","00","00","00","0","1","M","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008135255","1","1","1","0","99","12","01","0","36","F","0","0","N","DE","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008135255","2","1","1","0","99","12","01","0","58","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008135264","2","1","7","0","00","00","00","0","99","U","0","0","","","9","99","3","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008040776","2","3","2","8","99","99","04","0","59","F","0","0","","PA","4","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040776","2","2","2","4","99","99","03","0","62","M","0","0","","PA","4","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040776","2","1","1","4","99","99","01","0","56","F","0","0","","PA","4","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040776","1","1","1","0","99","99","01","0","38","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040790","1","2","2","8","99","00","03","0","99","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008040790","1","1","1","0","99","00","01","0","38","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008042185","2","1","1","0","99","99","01","1","55","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008042185","1","1","1","8","00","00","01","0","24","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008069680","2","1","7","4","00","00","00","0","61","F","0","0","","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008069680","1","1","1","0","99","12","01","1","39","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008069705","1","1","1","0","00","00","01","0","21","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008069705","2","2","7","3","00","00","00","0","25","F","0","0","","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008070749","1","2","2","0","03","01","03","0","84","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008070749","1","1","1","0","03","01","01","0","59","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008070749","2","1","1","8","03","01","01","0","82","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071389","3","4","2","0","03","00","03","1","28","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071389","3","3","1","0","03","00","01","1","25","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071389","1","1","1","9","99","99","01","0","99","U","0","0","N","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071389","2","2","1","0","03","04","01","1","45","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071906","1","1","1","8","03","03","01","1","39","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071906","2","2","2","8","03","00","06","1","7","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008071906","2","1","1","8","03","03","01","1","28","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008072049","1","1","1","0","99","99","01","1","99","U","0","1","N","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008072049","2","1","7","1","00","00","00","0","58","F","0","0","N","","9","01","2","2","2008","67","PERSON_2008_Philadelphia","67301"
"2008072061","1","1","1","8","99","99","99","9","21","M","9","0","","PA","1","","","","2008","67","PERSON_2008_Philadelphia","67301"
