"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2008015157","1","1","1","0","03","10","01","1","45","F","0","1","N","NJ","6","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015982","1","5","2","0","03","10","06","0","12","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015982","1","4","2","0","04","10","05","0","1","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015982","1","3","2","0","03","10","04","0","9","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015982","1","2","2","0","03","10","03","0","13","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015982","1","1","1","0","03","10","01","0","39","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015982","2","6","1","0","03","12","01","0","56","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009105713","2","1","1","4","00","00","01","0","31","F","0","0","Y","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2009105713","1","1","1","9","99","99","01","0","99","M","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097429","1","1","1","0","00","00","01","1","39","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097429","3","1","1","8","00","00","01","0","40","M","0","0","Y","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097429","2","2","1","4","00","00","01","0","28","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097493","1","1","1","0","99","99","01","1","24","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097493","2","1","7","4","00","00","00","0","41","F","0","0","","","0","01","2","2","2008","67","PERSON_2008_Philadelphia","67301"
"2008097588","2","1","1","0","99","00","01","0","20","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097588","1","5","2","0","03","00","99","0","7","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097588","1","4","2","0","03","00","99","0","9","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097588","1","3","2","0","03","00","99","0","11","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097588","1","2","2","3","99","00","03","0","35","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097588","1","1","1","0","99","00","01","0","65","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097926","2","2","2","0","99","99","03","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097926","2","1","1","0","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097926","1","1","1","3","00","00","01","0","24","M","0","0","","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097930","1","1","1","4","00","00","01","0","28","M","0","0","Y","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097930","2","1","1","0","03","00","01","0","25","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097943","2","1","7","8","00","00","00","0","8","F","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008097943","1","1","1","0","03","00","01","0","51","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097963","1","1","1","4","00","00","01","0","23","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097963","2","1","7","3","00","00","00","0","39","F","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008097975","1","1","1","4","99","00","01","0","24","M","0","0","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097980","1","1","1","4","03","00","01","0","49","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097980","4","1","1","4","03","00","01","0","52","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097980","3","1","1","4","03","00","01","1","43","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097980","2","1","1","0","03","00","01","0","19","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098016","1","1","1","0","99","00","01","1","29","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098016","2","1","7","8","00","00","00","0","24","F","0","0","Y","","9","03","2","2","2008","67","PERSON_2008_Philadelphia","67301"
"2008098049","1","1","1","0","99","99","01","0","63","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098049","2","1","7","3","00","00","00","0","14","F","0","0","","","9","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008098113","2","1","1","0","03","00","01","0","36","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098113","1","1","1","8","00","00","01","0","31","M","0","0","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098164","2","1","1","4","00","00","01","0","22","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098164","1","2","2","0","00","00","03","0","29","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098164","1","1","1","4","00","00","01","0","33","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098181","1","2","2","0","00","00","03","0","35","F","0","0","N","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098181","1","1","1","0","00","00","01","0","38","F","0","0","N","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098181","2","2","2","0","00","00","03","0","18","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098181","2","1","1","8","00","00","01","0","19","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098229","2","5","2","0","99","99","03","0","36","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098229","2","4","2","8","99","99","09","1","11","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098229","2","3","2","0","99","99","05","1","5","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098229","2","2","2","0","99","99","04","1","13","M","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098229","2","1","1","0","99","99","01","1","33","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098229","1","1","1","0","99","99","01","1","47","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098282","1","1","1","0","99","99","01","1","54","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098282","2","2","1","4","99","99","01","1","31","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098282","2","1","2","4","99","99","03","1","31","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098295","2","1","1","4","00","00","01","0","76","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098295","1","2","2","4","00","00","03","0","20","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098295","1","1","1","4","00","00","01","0","19","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098347","1","1","1","0","00","00","01","0","20","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098347","2","1","7","4","00","00","98","0","6","M","0","0","Y","","0","99","3","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008098354","1","1","1","0","99","00","01","0","41","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098354","2","3","2","8","99","00","03","0","67","F","0","0","Y","OR","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098354","2","2","2","0","99","00","02","0","35","F","0","0","N","OR","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098354","2","1","1","0","99","00","01","0","28","M","0","0","N","OR","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098377","2","1","1","0","01","00","01","0","50","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098377","3","1","1","0","01","00","01","0","23","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098377","1","1","1","0","01","00","01","0","41","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098438","2","1","1","8","99","99","01","0","51","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098438","1","2","2","0","99","99","99","1","42","U","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098438","1","1","1","0","99","99","01","1","53","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098459","1","1","1","0","01","01","01","1","21","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098459","2","2","2","4","00","01","03","1","24","M","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098459","2","1","1","4","00","01","01","1","23","M","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098484","2","1","1","0","99","99","01","0","66","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098484","1","1","1","0","99","99","01","0","41","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098487","2","1","1","4","00","00","01","0","10","M","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098487","1","1","1","0","99","99","01","0","21","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098489","1","1","1","0","99","04","01","0","49","M","0","0","N","PA","1","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098607","2","4","2","4","99","00","04","0","31","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098607","2","3","2","4","99","00","06","0","32","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098607","2","2","2","4","99","01","03","0","26","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098607","2","1","1","4","99","01","01","0","25","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098607","1","2","2","0","99","01","03","0","43","M","0","0","N","PA","1","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097447","1","1","1","4","00","00","01","0","52","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097447","2","1","1","9","99","99","01","0","44","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097456","1","1","1","8","99","99","01","0","45","M","0","0","Y","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097456","2","2","2","0","99","99","03","0","8","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097456","2","1","1","0","99","99","01","0","44","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097462","1","3","2","0","99","99","05","0","22","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097462","1","2","2","4","99","99","03","0","21","M","0","2","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097462","1","1","1","0","99","99","01","0","21","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097562","2","1","1","0","99","00","01","0","29","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097562","1","1","1","0","99","00","01","0","55","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097567","2","1","1","4","05","05","01","0","26","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097567","1","1","1","9","99","99","01","0","99","U","0","0","N","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097585","3","1","1","9","99","99","01","0","99","U","0","0","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097585","2","3","2","8","99","00","99","0","33","F","0","0","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097585","2","2","2","8","99","00","99","0","23","F","0","0","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097585","2","1","1","8","03","00","01","0","29","F","0","0","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097585","1","1","1","9","99","99","01","0","99","U","0","0","","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097714","3","1","7","4","00","00","00","0","1","M","0","0","N","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008097714","2","1","7","4","00","00","00","0","40","F","0","0","N","","9","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008097714","1","1","1","9","99","99","01","0","99","M","0","0","N","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097880","2","1","1","4","00","00","01","0","11","M","0","0","N","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097880","1","1","1","9","99","99","01","0","99","U","0","0","N","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098024","1","1","1","0","99","99","01","0","22","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098024","2","1","1","8","99","99","01","0","99","F","0","0","Y","ZZ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098030","2","1","7","2","00","00","00","0","53","F","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008098030","1","1","1","0","03","10","01","0","21","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098048","1","1","1","0","99","00","01","0","32","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098048","2","1","7","4","00","00","00","0","15","M","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","2","5","2","0","03","00","04","0","8","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","2","4","2","8","00","00","09","0","9","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","2","3","2","8","00","00","11","0","12","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","2","2","2","8","99","00","06","0","34","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","2","1","1","0","03","00","01","0","55","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","1","2","2","0","03","00","03","0","25","F","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098070","1","1","1","0","03","00","01","0","21","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098151","2","1","1","9","99","99","01","0","99","U","0","0","N","ZZ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098151","1","1","1","0","99","99","01","0","19","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098182","1","1","1","0","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098182","2","1","7","4","00","00","00","0","24","M","0","0","N","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008098387","2","1","1","0","99","00","01","0","33","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098387","3","3","2","0","99","99","03","0","7","U","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098387","3","2","2","0","99","99","04","0","5","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098387","3","1","1","0","99","99","01","0","24","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098387","1","1","1","0","99","04","01","0","43","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098397","1","1","1","4","99","99","01","1","21","F","0","1","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098399","2","2","2","0","03","99","03","0","24","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098399","2","1","1","4","99","99","01","0","25","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008015392","1","1","1","8","03","10","01","1","25","M","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097431","1","1","1","4","00","00","01","0","13","M","0","0","Y","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097431","2","1","1","9","99","99","01","0","40","U","0","9","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097485","2","1","7","4","00","00","00","0","39","F","0","0","Y","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008097485","1","1","9","9","99","99","99","9","99","U","9","9","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097546","1","1","1","9","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097546","2","3","2","8","99","99","99","0","27","F","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097546","2","2","2","8","99","99","03","0","24","F","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097546","2","1","1","8","99","99","01","0","26","F","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097942","1","1","1","3","01","01","01","0","54","M","0","0","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097952","2","6","2","0","99","99","05","1","13","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097952","2","5","2","0","99","99","04","1","15","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097952","2","4","2","0","99","99","06","1","17","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097952","2","3","2","0","99","99","03","1","54","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097952","2","1","1","0","99","99","01","1","36","F","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097952","1","1","1","0","99","99","01","1","31","M","0","1","N","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097969","2","2","2","4","04","00","06","1","7","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097969","2","1","1","3","99","00","01","1","29","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097969","1","3","2","4","99","00","06","1","42","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097969","1","2","2","4","99","00","03","1","52","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097969","1","1","1","3","99","00","01","1","51","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097973","2","1","1","4","99","99","01","0","67","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097973","1","1","1","0","99","99","01","0","99","U","0","0","","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","3","4","2","0","99","99","04","0","99","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","3","3","2","8","99","99","06","0","99","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","3","2","2","8","99","99","03","0","99","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","3","1","1","8","99","99","01","0","34","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","1","3","2","0","99","99","04","0","13","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","1","2","2","0","99","99","03","0","49","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","1","1","1","0","99","99","01","0","47","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","4","2","2","0","99","99","03","0","42","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","4","1","1","0","99","99","01","0","39","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","5","1","1","0","99","99","01","0","73","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097977","2","1","1","8","99","99","01","0","22","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098123","1","1","1","0","99","99","01","0","29","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098123","2","1","7","4","00","00","00","0","22","F","0","0","Y","","0","01","2","1","2008","67","PERSON_2008_Philadelphia","67301"
"2008098132","1","1","1","0","00","00","01","0","40","M","0","0","N","VA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098132","2","2","2","3","00","00","03","0","21","M","0","0","Y","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098132","2","1","1","3","00","00","01","0","20","M","0","0","","PA","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098138","1","1","1","8","99","01","01","0","58","F","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098138","2","1","1","0","99","99","01","0","45","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098143","2","2","7","8","00","00","00","0","11","M","0","0","Y","","0","05","2","2","2008","67","PERSON_2008_Philadelphia","67301"
"2008098143","1","1","1","0","03","10","01","0","22","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098163","1","1","1","9","99","99","01","1","99","U","0","1","N","ZZ","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098262","2","1","1","4","99","99","01","1","50","F","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098262","1","1","1","0","03","12","01","0","20","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098264","1","1","1","3","03","04","01","0","23","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098264","2","1","1","0","03","00","01","0","44","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098296","1","1","1","0","99","99","01","0","99","U","0","0","N","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098296","2","1","1","8","00","00","01","0","62","M","0","0","N","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098373","2","2","2","8","99","99","03","0","37","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098373","2","1","1","0","99","99","01","0","55","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098373","1","1","1","0","99","99","01","0","26","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098428","2","1","1","8","99","00","01","0","30","F","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098428","1","1","1","0","03","00","01","0","58","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098430","2","3","2","9","99","99","04","0","36","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098430","2","2","2","9","99","99","03","0","16","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098430","2","1","1","4","99","99","01","0","21","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098430","1","1","1","9","99","99","01","0","99","U","0","0","","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098618","2","1","1","0","99","99","01","1","29","M","0","1","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098618","1","1","1","0","99","99","01","1","57","M","0","1","","BC","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098627","1","1","1","0","99","00","01","0","61","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098627","2","2","2","0","99","00","03","0","18","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098627","2","1","1","0","99","00","01","0","18","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098654","1","2","2","0","03","00","03","0","42","F","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098654","1","1","1","0","03","00","01","0","45","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098654","2","4","2","0","03","00","04","0","16","M","0","0","","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098654","2","3","2","9","03","02","06","0","99","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098654","2","2","2","0","03","02","03","0","20","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008098654","2","1","1","0","03","00","01","0","19","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097423","1","1","1","4","05","00","01","0","52","M","0","0","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097454","2","1","1","3","99","99","01","0","19","M","0","0","Y","","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097454","1","1","1","0","03","00","01","0","61","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097486","2","1","7","3","00","00","00","0","73","F","0","0","","","0","99","2","9","2008","67","PERSON_2008_Philadelphia","67301"
"2008097486","1","2","2","0","03","00","03","0","22","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097486","1","1","1","0","03","00","01","0","21","M","0","0","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097488","2","4","2","0","00","00","03","1","99","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097488","2","3","2","4","00","00","05","1","7","M","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097488","2","2","2","4","00","00","04","1","5","F","0","1","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097488","2","1","1","0","00","00","01","1","30","M","0","1","N","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097488","1","1","1","9","99","00","01","0","99","U","0","0","N","","9","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097579","1","1","1","8","01","00","01","0","43","F","0","3","Y","PA","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
"2008097579","2","4","2","0","01","00","06","0","99","F","0","0","","NJ","0","","","","2008","67","PERSON_2008_Philadelphia","67301"
