"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"3","3","67","2008","2008082631","2 ","4386","E","3","2","0291","0060","40","PENROSE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082653","04","","E","4","4","","","35","TYSON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082653","3 ","0","N","3","2","0001","0260","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082657","99","","N","4","4","","","","THIRTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082657","2 ","357","W","3","2","2004","0011","","MARKET ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082668","99","","E","4","4","","","","LINDBERGH BL","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082668","2 ","0","S","3","2","3013","0031","35","ISLAND AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108653","02","","N","4","4","","","25","ELEVENTH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108672","99","","N","4","4","","","","11TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108672","2 ","1492","E","3","2","4002","0110","30","GODFREY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082465","02","","N","3","4","","","25","FRONT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082465","02","","E","4","4","","","","TABOR RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082472","3 ","319","S","3","2","2009","0081","","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082590","99","","N","4","4","","","","YORK ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082590","02","","E","3","4","","","","SEDGLEY ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082597","01","","W","3","4","","","25","MORRIS ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082597","01","","S","4","4","","","25","JUNIPER ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082675","04","1320","W","3","2","3019","0065","","PASSYUNK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082875","02","","E","4","4","","","25","OREGON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082875","01","","S","3","4","","","25","17TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012493","2 ","1820","E","3","2","4019","0030","25","WASHINGTON LN","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009012495","02","","E","3","4","","","35","MANHEIM ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012499","2 ","1175","W","3","2","1004","0060","30","ERIE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009012499","02","","N","4","4","","","","I ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009012502","02","1887","W","5","2","0073","0031","","COTTMAN AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012502","02","1890","E","3","2","0073","0030","","COTTMAN AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009012502","02","0","N","6","2","1005","0150","","CASTOR AV","ROADWAY_2008_Philadelphia","67301"
"3","6","67","2008","2009012502","02","0","S","4","2","1005","0151","","CASTOR AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009012650","02","","S","3","4","","","25","KENSINGTON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013534","2 ","299","E","3","2","0073","0030","30","COTTMAN AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009013575","04","","U","5","4","","","","VENANGO ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009013575","2 ","1556","S","4","2","2009","0051","25","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013575","2 ","1559","N","3","2","2009","0050","25","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013611","02","","E","3","4","","","20","MAGEE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013648","02","","E","4","4","","","25","CRESHEIM VALLEY DR","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013648","2 ","263","S","3","2","4007","0100","25","GERMANTOWN AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013666","99","","W","3","4","","","","CALLOWHILL ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013666","99","","S","4","4","","","","15TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013710","02","","N","3","4","","","25","OLD YORK RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013710","01","","W","4","4","","","25","PIKE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013825","02","","E","4","4","","","","CRESSON ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013825","2 ","1372","N","3","2","3009","0100","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013861","2 ","912","N","3","2","4003","0030","25","WISSAHICKON AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009013861","02","","S","5","4","","","","MIDVALE AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009013861","2 ","3497","W","4","2","4011","0020","35","MIDVALE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008072074","02","","S","4","4","","","","B ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008072074","2 ","1793","E","3","2","4004","0100","25","OLNEY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008072587","02","","N","4","4","","","","FIFTYFIRST ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008072587","2 ","964","E","3","2","3023","0050","25","CHESTER AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008072737","02","","N","4","4","","","25","LAWNDALE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008072737","2 ","334","W","3","2","1008","0070","25","LEVICK ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008073494","01","","N","3","4","","","15","ERIVER RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008073501","02","","S","4","4","","","","12TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008073501","3 ","1353","N","3","2","3007","0020","25","ARCH ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008073933","3 ","1822","S","3","1","0095","0265","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008073984","02","","E","4","4","","","","SPRUCE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008073984","02","","N","3","4","","","","34TH ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008076165","3 ","1044","W","3","1","0676","0005","55","VINE ST EX","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008072806","2 ","0","S","4","2","3004","0041","","SIXTYTHIRD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008072806","2 ","0","N","3","2","3004","0040","","SIXTYTHIRD ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008076160","3 ","185","N","3","1","0095","0210","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008076965","4 ","1480","N","3","1","0095","0144","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008112268","4 ","2128","N","3","1","0095","0224","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009002765","1 ","2596","N","3","2","8017","0010","45","RAMP RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009003222","2 ","783","N","3","2","3005","0040","25","THIRTYTHIRD ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009004135","3 ","1726","W","4","2","3029","0011","","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009004135","03","","S","5","4","","","","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009004135","3 ","0","W","3","2","2676","0011","25","VINE ST","ROADWAY_2008_Philadelphia","67301"
"3","6","67","2008","2008099243","3 ","0","W","5","2","1018","0031","","GRANT AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008099243","2 ","0","E","4","2","1018","0030","","GRANT AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008099243","03","0","N","6","2","0001","0320","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008099243","3 ","0","S","3","2","0001","0321","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008099251","99","","E","3","4","","","","ESSINGTON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008100501","99","","N","4","4","","","","54TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008100501","99","","E","3","4","","","","MONTGOMERY AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008100505","02","","N","4","4","","","25","7TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008100505","02","","W","3","4","","","25","SPRUCE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012492","2 ","776","E","3","2","3005","0090","25","LANCASTER AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009012492","01","","S","4","4","","","","FORTIETH ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009013349","3 ","1411","E","3","2","0063","0032","55","WOODHAVEN RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013489","02","","W","4","4","","","","COLUMBIA AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013489","02","","N","3","4","","","","60TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013496","02","","N","3","4","","","25","8TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013507","1 ","1119","W","3","2","2016","0071","30","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"3","6","67","2008","2009013523","2 ","0","W","6","2","1018","0061","45","GRANT AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013523","2 ","835","N","3","2","1013","0050","30","ACADEMY RD","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009013523","2 ","0","E","5","2","1018","0060","45","GRANT AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009013523","2 ","846","S","4","2","1013","0051","30","ACADEMY RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013598","2 ","0","E","3","2","3023","0030","25","KINGSESSING AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013598","02","","N","4","4","","","25","FIFTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013600","02","1173","W","3","2","3021","0020","","ELMWOOD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013600","02","","N","4","4","","","","SIXTYSIXTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013630","02","3318","W","3","2","3018","0050","","HAVERFORD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013649","02","","E","4","4","","","","CLEARFIELD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013649","2 ","2357","N","3","2","2007","0070","","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013663","02","","N","5","4","","","","SECOND ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013663","2 ","1494","E","3","2","1004","0040","","ERIE AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009013663","02","","W","4","4","","","","TONY DE PAUL RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013691","02","912","S","3","2","2009","0071","","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013725","02","","E","4","4","","","","HAMILTON ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013725","02","","N","3","4","","","","15TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013729","02","","W","4","4","","","35","LAKESIDE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013729","4 ","1397","N","3","2","0611","0190","30","OLD YORK RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013734","02","","S","3","4","","","25","OGONTZ ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013734","01","","E","4","4","","","25","INDEPENDENCE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009029225","2 ","0","S","3","2","3017","0030","25","FIFTYSECOND ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009029225","01","","W","4","4","","","","SANSOM ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009029729","2 ","1241","S","3","2","1015","0041","35","KNIGHTS RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009029729","02","","W","4","4","","","","NANTON DR","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009029781","01","","E","3","4","","","","MIFFLIN ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108376","02","","N","4","2","","","25","STENTON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108376","02","","N","3","4","","","25","HILLCREST RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108393","99","","W","3","4","","","","W FISHER AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108465","99","","N","3","4","","","","57TH ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008108490","3 ","106","W","5","2","1018","0031","","GRANT AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108490","2 ","107","E","4","2","1018","0030","","GRANT AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008108490","3 ","0","N","3","2","6001","0320","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108551","99","","N","4","4","","","","MASCHER ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108551","2 ","0","W","3","2","4004","0100","25","OLNEY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108673","02","","S","4","4","","","25","NINTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108673","3 ","0","N","3","2","6001","0160","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108680","01","","W","4","4","","","20","MASTER ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108680","01","","S","3","4","","","20","6TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008077811","99","","W","3","4","","","","BEN FRANKLIN BR","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2015021878","02","","W","3","4","","","","JEFFERSON ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008081955","02","2112","W","3","1","0076","3455","50","SCHUYKILL EX","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082204","2 ","2630","E","3","2","0030","0060","25","GIRARD AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008082473","99","","N","5","4","","","","POPLAR DR","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008082473","02","0","N","4","2","3041","0010","","THIRTYTHIRD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082473","99","509","E","3","2","2008","0002","","GIRARD ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082618","03","","S","4","4","","","25","SIXTIETH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082618","3 ","1706","E","3","2","0003","0030","35","CHESTNUT ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082658","2 ","0","N","3","2","2003","0074","","FIFTH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082658","02","","N","5","4","","","","FIFTH ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008082658","99","","E","4","4","","","","CALLOWHILL ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082667","02","317","N","3","2","3015","0030","35","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009022049","2 ","0","W","4","2","3019","0091","35","PASSYUNK AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009022049","02","","S","5","4","","","25","TWENTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009022049","3 ","0","E","3","2","3019","0090","35","PASSYUNK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008029167","01","","W","4","4","","","25","WILLOW ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008029167","99","","N","3","4","","","","3RD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008029504","02","1019","E","3","2","2006","0090","25","SPRING GARDEN ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008081956","3 ","1013","E","3","1","0076","3434","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082184","99","","W","4","4","","","","YORK ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082184","2 ","2273","N","3","2","0611","0070","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082185","01","","N","3","4","","","25","N 27TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082244","01","","W","3","4","","","15","WATKINS ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008029113","02","396","N","3","2","0532","0020","35","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008029499","01","","N","3","4","","","","THIRTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008029500","02","","E","4","4","","","","RACE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008029500","01","","N","3","4","","","","THIRD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108394","2 ","610","W","3","2","2002","0060","","SNYDER AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108578","01","","W","4","4","","","35","TASKER ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108578","01","","S","3","4","","","30","POINT BREEZE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108590","3 ","295","S","3","2","0001","0151","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108591","01","","E","4","4","","","25","LUZERNE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108591","01","","S","3","4","","","25","OLD YORK RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108604","02","","E","4","4","","","25","WOODLAND AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108604","99","","S","3","4","","","","53RD ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008108617","99","","S","5","4","","","","LANFAIR RD","ROADWAY_2008_Philadelphia","67301"
"","6","67","2008","2008108617","99","","S","6","4","","","","SECOND ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008108617","2 ","0","W","4","2","1002","0031","35","CHELTENHAM AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108617","2 ","0","E","3","2","1002","0030","35","CHELTENHAM AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108648","2 ","1275","W","5","2","2676","0015","25","VINE ST","ROADWAY_2008_Philadelphia","67301"
"","6","67","2008","2008108648","04","","N","6","4","","","25","SEVENTH ST","ROADWAY_2008_Philadelphia","67301"
"1","5","67","2008","2008108648","4 ","1032","W","4","2","8061","0760","","RAMP RD","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008108648","2 ","0","E","3","2","8061","0750","","RAMP RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108964","02","","N","3","4","","","25","60TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009029181","2 ","4445","W","3","2","0291","0061","40","PENROSE AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009029209","02","2977","S","3","2","0001","0101","","","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108466","99","","N","4","4","","","","FIFTYSEVENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108466","2 ","0","W","3","2","0030","0030","30","LANCASTER AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108485","01","","N","4","4","","","","AMERICAN ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108485","2 ","1148","E","3","2","2014","0060","25","LEHIGH AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108572","01","","N","3","4","","","25","DEXTER ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108628","2 ","2311","N","3","2","4003","0010","40","WISSAHICKON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108661","02","","S","3","4","","","","S 17TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108982","02","","E","4","4","","","25","WINDRIM AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108982","02","","N","3","4","","","25","12TH ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008109772","3 ","1548","N","3","1","0095","0140","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008088207","02","","N","3","4","","","30","LIMEKILN PK","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008088217","2 ","1783","N","4","2","4021","0020","25","MT AIRY AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008088217","2 ","0","S","3","2","4002","0050","40","STENTON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008088301","02","","N","4","4","","","","COTTAGE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008088301","03","451","W","3","2","1008","0020","25","LEVICK ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008088404","02","","N","4","4","","","25","FRONT ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008088404","01","","E","3","4","","","25","VENANGO ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008088420","01","","E","3","4","","","30","QUEEN LN","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008088837","01","","E","4","4","","","35","COLUMBIA AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008088837","2 ","405","E","3","2","2008","0060","35","GIRARD AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008088893","02","","","4","4","","","","HOPE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008088893","02","","W","3","4","","","","W GURNEY ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082205","2 ","33","S","3","2","4002","0080","35","STENTON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082307","02","","","3","4","","","","5TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082309","99","","S","3","4","","","","KENSINGTON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082411","03","","W","4","4","","","35","RED LION RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008082411","2 ","1008","S","3","2","1013","0071","30","ACADEMY RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008082609","99","","W","4","4","","","","GLENWOOD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008082609","99","","S","3","4","","","","12TH ST","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008082634","01","1200","N","4","2","8037","0750","","","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008082634","03","377","N","3","2","0001","0100","50","","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009029201","02","","S","3","4","","","25","62ND ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009029222","01","","U","3","4","","","","ZINKOFF BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009029536","99","","N","3","4","","","","21ST ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108468","99","","W","4","4","","","","VENANGO ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108468","99","","S","3","4","","","","FRONT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108568","99","","N","4","4","","","","I ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108568","99","","E","3","4","","","","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008108595","02","","W","4","4","","","35","LINDENHURST ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108595","99","","W","5","4","","","","TREVOSE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108595","2 ","553","S","3","2","0532","0081","35","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108682","01","","N","3","4","","","","MARSTON ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008109390","02","","N","4","4","","","25","WAGNER AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008109390","2 ","2407","W","3","2","4004","0080","25","OLNEY AV","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008109495","01","2365","W","4","2","8018","0020","","","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008109495","02","2482","W","3","1","0076","3451","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008109622","4 ","3219","S","3","1","0095","0165","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008109628","2 ","2516","W","3","1","0076","3445","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009002832","02","","E","4","4","","","","WYNNEFIELD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009002832","02","","N","3","4","","","","53RD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009003216","01","","N","4","4","","","25","17TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009003216","01","","W","3","4","","","25","OXFORD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009003278","01","","N","3","4","","","","19TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009004956","02","","E","3","4","","","25","POPLAR ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009007272","3 ","1384","N","3","1","0095","0130","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009007447","3 ","755","E","3","1","0676","0010","55","VINE ST EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009008235","3 ","1650","N","3","1","0095","0214","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2011095955","01","","S","3","4","","","","EIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2011095955","02","","W","4","4","","","","CAYUGA ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008078306","3 ","2801","W","3","1","0676","0003","55","VINE ST EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2009002764","4 ","1934","N","3","1","0095","0220","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
