"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"3","4","67","2008","2009002162","3 ","400","S","4","2","4001","0071","35","HENRY AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009002162","02","","E","5","4","","","25","JAMESTOWN ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002162","2 ","403","N","3","2","4001","0070","35","HENRY AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002200","3 ","3419","E","4","2","2009","0120","","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"","6","67","2008","2009002200","02","","E","6","4","","","","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009002200","2 ","3417","W","5","2","2009","0121","","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009002200","3 ","0","S","3","2","6001","0251","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009002238","01","","N","3","4","","","","LAWRENCE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009002626","02","","E","4","4","","","25","CONVENT AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002626","2 ","1436","N","3","2","1013","0040","35","ACADEMY RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008092410","2 ","237","W","3","1","0076","3451","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008056916","01","","W","4","4","","","25","LAPSLEY LN","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008056916","04","2188","S","3","2","0001","0041","35","CITY AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057117","99","","N","3","4","","","","16TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057126","01","","W","4","4","","","35","ASHDALE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057126","02","","S","3","4","","","35","OGONTZ AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057226","03","173","E","5","2","1016","0003","35","HOLME AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008057226","03","","E","4","4","","","35","HOLME AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008057226","3 ","218","N","3","2","6001","0284","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057321","02","","N","3","4","","","","MILNOR ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057357","02","","N","4","4","","","20","NORTHEAST AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057357","2 ","2380","N","3","2","0532","0040","35","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057760","01","","N","3","4","","","","PRESTON ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057764","02","","E","4","4","","","30","MONTGOMERY DR","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008057764","1 ","0","E","3","2","8006","0750","","RAMP RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057769","02","","W","4","4","","","25","THOMPSON ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057769","2 ","647","N","3","2","3005","0120","35","BELMONT AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057770","99","","S","4","4","","","","COTTAGE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057770","99","","W","3","4","","","","PENNYPACK ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057802","02","","E","3","4","","","25","BENTON ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057989","01","","N","4","4","","","25","PARK DR","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057989","02","","E","3","4","","","25","PENNYPACK ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008078858","3 ","835","W","3","1","0076","3421","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008078893","99","","","4","4","","","","PINE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008078893","99","","","3","4","","","","53RD ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008078905","02","","","4","4","","","","NEWBERRY RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008078905","2 ","1395","N","3","2","1013","0090","35","ACADEMY RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008078911","1 ","0","S","4","2","3015","0041","25","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008078911","02","","","5","4","","","","SIXTIETH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008078911","1 ","0","N","3","2","3015","0040","25","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008078924","99","","","3","4","","","","77TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008079018","02","","","4","4","","","","BELGREEN ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008079018","02","","","3","4","","","","DUNKS FERRY RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008079174","02","","N","3","4","","","","NORWALK RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008079198","99","","N","4","4","","","","MASTER AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008079198","99","","E","3","4","","","","FELTON ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008079201","99","","W","3","4","","","","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079266","3 ","2214","N","3","2","2009","0110","35","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"","6","67","2008","2008079298","02","","E","6","4","","","35","ELMWOOD AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008079298","2 ","0","E","5","2","3021","0010","25","ELMWOOD AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008079298","2 ","651","S","4","2","3013","0041","35","ISLAND AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079298","2 ","663","N","3","2","3013","0040","35","ISLAND AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008079352","02","","E","4","4","","","25","GLENWOOD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008079352","01","","N","3","4","","","25","3RD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079356","99","0","E","5","2","0013","0170","","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008079356","99","0","N","4","2","4005","0020","","GERMANTOWN AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008079356","99","0","W","3","2","0013","0171","","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008079387","01","","E","4","4","","","","BERKS ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008079387","01","","S","3","4","","","","2ND ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008079510","01","","E","4","4","","","25","ASPEN ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079510","2 ","2376","N","3","2","3005","0090","30","LANCASTER AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008079665","3 ","1174","W","4","2","0291","0101","40","PENROSE AV","ROADWAY_2008_Philadelphia","67301"
"","6","67","2008","2008079665","04","","W","6","4","","","25","PATTISON AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008079665","04","","W","5","4","","","25","PENROSE FERRY RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079665","3 ","1269","E","3","2","0291","0100","45","PENROSE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008079684","99","","N","4","4","","","","PRATT ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079684","1 ","1511","N","3","2","2007","0130","","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079688","02","50","E","4","2","1014","0050","35","RHAWN ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008079688","03","1146","N","3","2","6001","0280","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008079697","2 ","0","N","5","2","2007","0010","25","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008079697","4 ","907","S","4","2","2001","0121","25","CHRISTOPHER COLUMBUS BL","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008079697","3 ","907","N","3","2","2001","0120","25","CHRISTOPHER COLUMBUS BL","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008079752","3 ","1950","S","3","2","0001","0101","50","ROOSEVELT BOULEVARD EX","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008055713","01","","S","4","2","8023","0270","","","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008055713","03","0","S","3","1","0095","0301","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057086","1 ","3608","W","3","2","0030","0061","50","GIRARD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057086","02","","N","4","4","","","25","THIRTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057210","02","1443","N","3","2","1002","0080","","ADAMS AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057238","4 ","913","S","3","2","0013","0131","30","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057245","04","","E","4","4","","","","LINDBERGH BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057245","99","","N","3","4","","","","FIFTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057343","3 ","2234","E","3","2","0291","0180","25","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008057343","3 ","2092","E","4","2","3022","0010","","PENN SQ","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008057343","02","","E","5","4","","","","PENN SQ","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057346","1 ","0","E","3","2","4002","0140","25","GODFREY AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008057346","02","","N","5","4","","","25","FRONT ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008057346","1 ","0","W","4","2","4002","0141","30","GODFREY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057767","02","","N","3","4","","","40","LINCOLN DR","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057767","01","","E","4","4","","","20","MORRIS ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057984","04","","","3","4","","","25","WISSAHICKON DR","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008058189","2 ","2289","W","3","2","2016","0040","","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058189","02","","S","4","4","","","","PARK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009044602","02","","U","3","4","","","","CAMAC ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008078882","2 ","2192","S","3","2","3019","0065","35","PASSYUNK AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008053051","2 ","842","S","3","2","3009","0150","25","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053058","02","","E","3","4","","","25","SPRING LN","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053153","02","","E","4","4","","","25","COVERT RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008053153","02","","N","3","4","","","30","FAIRDALE RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008053778","02","","E","4","4","","","25","MANATAWNA ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008053778","2 ","0","N","3","2","3009","0200","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008056524","4 ","2664","S","3","1","0095","0225","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057142","02","","S","4","4","","","","LEWIS ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057142","02","","W","3","4","","","","BYBERRY RD","ROADWAY_2008_Philadelphia","67301"
"","6","67","2008","2008057235","1 ","0","S","6","2","3017","0081","35","PARKSIDE AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008057235","2 ","0","W","4","2","3005","0131","35","BELMONT AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008057235","1 ","0","N","5","2","3017","0080","35","PARKSIDE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057235","2 ","0","E","3","2","3005","0130","35","BELMONT AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057241","2 ","406","N","3","2","4003","0010","40","WISSAHICKON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057262","02","","W","3","4","","","25","LUZERNE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057291","03","","N","3","2","6001","0260","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057332","02","","N","4","4","","","35","RISING SUN AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057332","02","","W","3","4","","","30","WYOMING AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008057611","4 ","1857","S","3","1","0095","0301","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057655","02","","W","4","4","","","25","BRIDGE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057655","2 ","857","W","3","2","1005","0100","25","CASTOR AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057683","2 ","1938","N","3","2","0611","0150","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057762","01","","N","4","4","","","25","FORTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057762","2 ","599","W","3","2","3018","0080","30","HAVERFORD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057782","02","","E","4","4","","","25","CHELTENHAM AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057782","3 ","1352","N","3","2","2009","0100","35","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008054232","2 ","0","E","3","2","8061","0750","","RAMP RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008054702","2 ","1596","S","3","2","4005","0050","25","GERMANTOWN AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008056736","3 ","883","W","3","1","0076","3431","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057085","99","","E","3","4","","","","CHANCELLOR ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057119","02","","E","3","4","","","25","TIOGA ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057141","02","","N","4","4","","","25","FIFTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057141","3 ","0","E","3","2","0003","0040","35","CHESTNUT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057315","02","","S","4","4","","","","GLENLOCH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057315","02","","E","3","4","","","","PRATT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057316","02","","N","4","4","","","","18TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057316","02","","W","3","4","","","","SPRUCE ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057333","02","","W","3","4","","","","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057359","02","","E","3","4","","","","RED LION RD","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008057362","2 ","0","W","5","2","1011","0091","35","WELSH RD","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008057362","2 ","0","E","4","2","1011","0090","30","WELSH RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008057362","2 ","0","S","3","2","1001","0140","35","VERREE RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057670","01","","N","4","4","","","25","EMERALD ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008057670","01","","N","3","4","","","25","EMERALD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008057976","99","","S","3","4","","","","FRANKLIN ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058049","02","","E","4","4","","","25","SOLLY AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008058049","2 ","0","S","3","2","1009","0121","25","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008058225","02","","W","4","4","","","","LINDLEY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058225","02","","W","3","4","","","25","WINDRIM AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008127390","3 ","1014","S","3","1","0095","0271","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009015046","02","","S","3","4","","","25","S 56TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009015082","2 ","0","N","3","2","0611","0100","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009015082","2 ","1936","W","5","2","2016","0040","","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009015082","2 ","0","S","4","2","0611","0101","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009015092","2 ","2235","E","3","2","3010","0110","","MARKET ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009015092","04","","S","4","4","","","","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009030425","2 ","1091","N","3","2","2007","0090","25","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009030425","02","","E","4","4","","","","PACIFIC ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009030586","01","","E","3","4","","","25","ONTARIO ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009036382","3 ","0","S","3","2","6001","0285","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009036382","99","","E","5","4","","","","SOLLY AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009036382","2 ","0","E","4","2","1016","0002","","PENNYPACK CR","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008080106","04","82","S","3","1","0095","0115","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008080112","4 ","647","N","3","1","0095","0204","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008080399","1 ","711","W","3","2","8016","0250","55","RAMP RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008081131","02","","W","4","4","","","25","CALLOWHILL ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008081131","03","666","N","3","2","0611","0020","25","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008081132","02","","S","3","4","","","","LORETTO AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008081469","02","571","N","3","2","8004","0510","50","","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008058052","02","","S","4","4","","","35","KENSINGTON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058052","04","","W","3","4","","","35","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008058061","2 ","1215","S","3","2","0073","0080","30","TORRESDALE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058217","02","","E","5","4","","","35","FORTYNINTH ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008058217","02","","E","4","4","","","35","WOODLAND AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008058217","2 ","1001","N","3","2","3021","0060","25","FORTYNINTH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008058231","02","","E","4","4","","","25","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058231","02","","N","3","4","","","25","KENSINGTON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008058242","02","","E","4","4","","","35","FAYETTE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008058242","02","","N","3","4","","","35","LIMEKILN PK","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008089320","01","","S","3","4","","","25","17TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009002109","02","","N","4","4","","","25","MCNULTY RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009002109","02","","E","3","4","","","25","SOUTHAMPTON RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009002177","99","","E","4","4","","","","MANAYUNK AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002177","2 ","2714","S","3","2","3009","0100","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002191","2 ","0","N","3","2","0611","0100","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009002191","2 ","1936","W","5","2","2016","0040","","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009002191","2 ","0","S","4","2","0611","0101","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009002192","02","","N","4","4","","","","SEVENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002192","03","439","E","3","2","2016","0060","","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009002237","2 ","1936","W","5","2","2016","0040","35","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009002237","2 ","0","S","4","2","0611","0101","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002237","2 ","0","N","3","2","0611","0100","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009002456","1 ","1625","E","3","2","2012","0010","25","DAUPHIN ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009002456","2 ","1553","N","4","2","3011","0050","35","TWENTYNINTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009030793","02","1033","E","3","2","3021","0040","35","WOODLAND AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009030793","02","","S","4","4","","","35","FIFTY EIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051386","02","","S","4","4","","","","SIXTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008051386","1 ","970","S","3","2","3019","0111","35","PASSYUNK AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008051604","02","","N","3","4","","","35","LIMEKILN PK","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008051634","99","","N","4","4","","","","WASHINGTON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051634","99","","N","3","4","","","","COLUMBUS BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008051752","02","","N","4","4","","","25","MORTON ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051752","02","","E","3","4","","","25","JOHNSON ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051758","04","","E","5","4","","","25","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008051758","02","","E","4","4","","","25","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008051758","3 ","0","W","3","2","2676","0011","25","VINE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051764","02","","N","4","3","","","30","WALNUT LN","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008051764","02","1406","W","3","2","4007","0040","","WALNUT LN","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008052181","02","","W","4","4","","","35","SPRUCE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008052181","02","","N","3","4","","","35","53RD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053133","99","","S","4","4","","","","43RD ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008053133","99","","E","3","4","","","","LOCUST ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053249","02","","N","4","4","","","25","BELFIELD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008053249","02","","N","3","4","","","25","BELFIELD AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008054072","02","","E","3","4","","","","DIAMOND ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008091893","3 ","2009","N","3","1","0095","0184","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008092039","3 ","3792","N","3","1","0095","0170","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051377","99","","E","4","4","","","","BENNER ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008051377","3 ","1590","N","3","2","2009","0110","","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008051497","02","","E","3","4","","","35","PRATT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008051726","99","","N","3","4","","","","VARE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051744","02","","N","4","4","","","25","I ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008051744","2 ","1175","E","3","2","1004","0060","30","ERIE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008051792","04","","N","4","4","","","25","A ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008051792","1 ","2015","E","3","2","2016","0070","25","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008052079","3 ","915","E","3","1","0076","3434","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008052215","1 ","41","N","3","2","0001","0090","50","ROOSEVELT BOULEVARD EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053241","99","","W","4","4","","","","ESCORT AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008053241","99","","S","3","4","","","","ISLAND AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053739","99","","E","3","4","","","","PARKSIDE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008053786","99","","N","4","4","","","","NANDINA ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008053786","99","","W","3","4","","","","RENNARD ST","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008051394","2 ","119","N","5","2","3005","0120","35","BELMONT AV","ROADWAY_2008_Philadelphia","67301"
"3","6","67","2008","2008051394","2 ","100","S","6","2","3005","0121","35","BELMONT AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008051394","1 ","0","W","4","2","0030","0061","50","GIRARD AV","ROADWAY_2008_Philadelphia","67301"
